StdReturn,Total cost,Iteration,ExplainedVariance,AverageReturn,LossBefore,Entropy,MeanKL,NumTrajs,MeanKLBefore,AveragePolicyStd,dLoss,MaxReturn,MinReturn,AverageDiscountedReturn,LossAfter,Perplexity
27.2962998595,228.97995217656117,24,0.87700727886,-219.650810563,3.80389764626e-14,1.4061075981,0.00281992077662,204,0.0,0.987251030403,24.6095165826,-155.741251774,-308.434021674,-144.210117016,-24.6095165826,4.08004328774
26.2806008947,230.95372127120154,25,0.875377072196,-220.921284828,-2.31983083202e-13,1.41338739583,0.00490784427734,204,0.0,0.994464241714,4.2428867507,-155.747520563,-307.139379113,-144.284103537,-4.2428867507,4.10985355229
26.6447653456,228.9241537899457,26,0.87307668886,-217.36124432,-3.94004737899e-14,1.38884291334,0.0015077755559,204,0.0,0.970352744118,21.1108151582,-151.167915203,-310.085433607,-142.628297425,-21.1108151582,4.01020721017
26.3533227,226.70838664424926,27,0.876756282486,-215.939658769,8.04158040617e-15,1.38797377025,0.00162504769683,204,0.0,0.969509735134,26.7413413292,-159.193151788,-304.681250541,-141.888434305,-26.7413413292,4.00672328052
28.1702257177,225.22689011542977,28,0.865482011394,-214.456365844,9.62039823096e-14,1.39536259316,0.00300545116126,204,0.0,0.976699801228,7.8084180997,-144.651249258,-301.524481293,-140.948606717,-7.8084180997,4.0364378921
27.6125204442,222.04318271066668,29,0.858624628007,-210.255039118,-1.02944065456e-13,1.38372663852,0.00167242472716,204,0.0,0.965400831276,13.2846774671,-154.104198791,-279.20492752,-138.613815812,-13.2846774671,3.98974228471
27.1771329688,222.04980987612504,30,0.865888683621,-210.179716802,1.49194048708e-14,1.38185696938,0.00270929063466,204,0.0,0.96359753744,28.6326790728,-158.166139335,-266.262414899,-138.321594412,-28.6326790728,3.98228975573
25.1541466769,223.4712479831026,31,0.875695856374,-210.849054766,-9.43643204556e-14,1.36688147299,0.00379477513721,204,0.0,0.949274699477,7.54647686043,-165.056793316,-274.997233058,-138.274684394,-7.54647686043,3.9230973142
25.1484059429,220.1624481829214,32,0.876470982497,-207.211619932,4.85770961205e-14,1.36272526605,0.00248716016032,204,0.0,0.945337504948,22.0140770731,-160.268627386,-284.31390657,-136.468419166,-22.0140770731,3.90682594693
26.4127046865,222.57842216362303,33,0.869098747314,-209.543693757,-1.90100148653e-14,1.35496527875,0.00271126790311,204,0.0,0.93803008732,30.6152372375,-157.68278731,-298.850663858,-137.7865346,-30.6152372375,3.87662635298
25.5132157279,219.98142635720174,34,0.869298085527,-207.509091076,-1.38826473219e-13,1.35616548033,0.0031331036017,204,0.0,0.939156588397,20.3183217414,-149.104760786,-265.274698542,-136.12819979,-20.3183217414,3.8812818793
27.8654650961,225.6165344890559,35,0.860023556323,-212.063612656,6.15733223457e-14,1.3475017645,0.0027981041294,204,0.0,0.93105514756,26.4588159426,-144.236776375,-278.285580002,-137.941541415,-26.4588159426,3.84780080074
26.8752470746,214.83962097836164,36,0.856125652629,-201.75709744,-4.59608660341e-14,1.35275808311,0.00279703323166,204,0.0,0.935961954631,29.2127456843,-145.638738952,-261.040810428,-133.012721122,-29.2127456843,3.86807931617
27.8752334651,214.22771527500245,37,0.849140090288,-200.240136266,4.2860544188e-14,1.35510977325,0.00478327110029,204,0.0,0.938165637301,8.66434238978,-147.115326073,-254.94995697,-132.001271621,-8.66434238978,3.87718654464
27.475765084,209.61447183759554,38,0.847606410219,-194.162683167,-6.42793851615e-14,1.34932318535,0.00398974174138,204,0.0,0.93275253618,16.0819390359,-139.847238531,-257.516085347,-128.726270904,-16.0819390359,3.85481565191
25.9503540809,200.1641785226762,39,0.8459384426,-185.061050339,1.77375346153e-14,1.34553699794,0.00237036810546,204,0.0,0.929227637444,43.9440191683,-129.713820077,-247.341726408,-124.326016849,-43.9440191683,3.84024819238
26.0674196371,199.86747037602265,40,0.843840863184,-184.623824043,-1.55747150321e-15,1.34556309693,0.00239146565499,204,0.0,0.929251889661,22.0955570163,-138.873333898,-264.555935978,-123.683331379,-22.0955570163,3.84034842028
26.7569035627,196.84935522374732,41,0.841915423272,-180.908459171,-2.13807942725e-15,1.34807581685,0.00376980449541,204,0.0,0.931589775391,20.525116179,-119.304300729,-263.877438341,-121.496985183,-20.525116179,3.85001027394
26.3606490913,194.70276648425752,42,0.844307914795,-177.185521377,-3.39100969892e-14,1.3269547084,0.00158491041076,204,0.0,0.912119903141,17.57853001,-113.258111716,-273.39860828,-119.592963899,-17.57853001,3.76954652243
26.0024104107,192.20277748689182,43,0.842215532717,-174.934244142,5.93728483094e-14,1.32087661301,0.00150980107295,204,0.0,0.906592765611,27.0451318437,-116.153829474,-250.533850483,-118.22186358,-27.0451318437,3.74670434786
28.9410675508,193.71877179689884,44,0.819810593544,-175.566862433,7.09317504321e-14,1.31807831075,0.00136831743144,204,0.0,0.904059391257,37.4843638298,-116.39377394,-270.889320129,-118.42247243,-37.4843638298,3.73623459224
27.5226418945,193.96754251307019,45,0.833895008119,-176.317663901,7.6952830192e-14,1.31568001874,0.00277563064553,204,0.0,0.901893790755,12.8995790306,-127.342949776,-251.057327519,-118.886593379,-12.8995790306,3.72728474714
24.6922992661,188.7430625461904,46,0.838142595312,-171.446045419,6.80381561666e-15,1.31187345459,0.00273005017646,204,0.0,0.898467200091,0.207662163527,-124.863761775,-251.261724496,-116.113883457,-0.207662163527,3.71312356847
26.5885357546,185.99600963899005,47,0.824042622027,-167.498611918,-7.28152215404e-14,1.30992070812,0.00257983316326,204,0.0,0.896714433342,10.9528042107,-108.16930982,-247.265034184,-114.186392388,-10.9528042107,3.70587985437
27.0232357307,180.10342652502405,48,0.807304612049,-161.447985227,-2.79570454591e-15,1.30722400605,0.00284449422616,204,0.0,0.894299519293,40.6445497064,-112.798076203,-260.557549786,-110.6660211,-40.6445497064,3.69589966336
24.7391267356,179.17573740449973,49,0.831160392261,-159.501319003,-7.5269853722e-14,1.28927049545,0.00253934997902,204,0.0,0.878386973839,33.6773583184,-115.407914736,-251.262323933,-109.724173005,-33.6773583184,3.63013738784
25.1436657751,179.25518155153972,50,0.826017601614,-159.484344619,-9.78099969157e-14,1.28527517065,0.00235109556395,204,0.0,0.874884533932,49.3424649704,-105.68114413,-241.482611956,-109.783346503,-49.3424649704,3.61566274462
26.4726463536,181.19259199516415,51,0.823186002186,-160.268826358,-2.50180558226e-14,1.28349287461,0.00279030219118,204,0.0,0.873326619439,13.8862542593,-114.9738211,-246.23276961,-110.125131764,-13.8862542593,3.60922430254
25.3054936532,181.42730484770524,52,0.828394986595,-159.583570201,-1.4873161362e-13,1.29765359588,0.00249781953254,204,0.0,0.885781531414,19.2634753842,-106.89225219,-242.144525997,-109.657569715,-19.2634753842,3.66069710778
23.2753542673,174.4577356594841,53,0.818062847805,-151.99464308,1.56381126815e-14,1.29056778321,0.00413714881213,204,0.0,0.87952723397,31.1563862193,-105.473506359,-234.94574158,-105.477140886,-31.1563862193,3.63484977663
25.8965206888,175.3034046607683,54,0.810384026518,-152.926825515,5.51497489076e-14,1.28952860103,0.00253716546214,204,0.0,0.878613719682,15.8570055353,-102.408986515,-259.594784672,-106.254198307,-15.8570055353,3.63107446749
22.9529863291,175.79651189503915,55,0.827009849164,-153.111787446,2.80531826519e-14,1.28233067822,0.00217774515028,204,0.0,0.872312231964,7.17332072308,-111.846976587,-252.979507788,-106.318837614,-7.17332072308,3.60503211162
25.1286866859,177.2952907148403,56,0.814066052851,-154.453398045,-5.63917449835e-14,1.28866686114,0.00172694257369,204,0.0,0.87785690932,30.0476917915,-111.632622322,-262.170440086,-107.057883193,-30.0476917915,3.62794677358
28.0995914782,174.96184448856155,57,0.793391103741,-152.238072107,-9.52364944723e-14,1.28554123717,0.00167071245148,204,0.0,0.87511734238,24.0263352886,-96.46366605,-256.360929675,-105.9286879,-24.0263352886,3.61662487939
22.6853621133,174.05182073066055,58,0.824655165211,-150.889628404,8.41229733029e-14,1.28437493627,0.00409410715853,204,0.0,0.8740972872,1.35250927128,-105.666917576,-239.675508807,-105.022627483,-1.35250927127,3.61240926537
26.4608570751,174.79647633703263,59,0.782893647255,-151.453311195,-2.53632362227e-15,1.26696347628,0.00164751957019,204,0.0,0.859009706815,29.5506518007,-103.129841014,-252.898931127,-105.330512374,-29.5506518007,3.55005634885
23.7317142177,173.07338691726932,60,0.809725916492,-148.884104715,8.17245496774e-14,1.2624175421,0.00310258955154,204,0.0,0.85511356774,6.78726162935,-97.3443035562,-236.482133289,-104.254505316,-6.78726162935,3.53395465274
22.5666138196,168.87474463070942,61,0.811822555004,-143.719319452,5.05988067422e-14,1.2542800812,0.00287534300066,204,0.0,0.848183349941,0.551394823363,-92.0825622102,-251.177910883,-101.155110633,-0.551394823363,3.50531392435
18.5069151253,165.83148531198532,62,0.842728865984,-139.794390309,1.80143853003e-14,1.25257752271,0.00151519511474,204,0.0,0.846740496796,22.8064533632,-100.078703266,-202.953776353,-98.895831113,-22.8064533632,3.49935099992
23.0639208763,164.9271319882452,63,0.802080602024,-138.862125279,-1.02442139103e-13,1.25377306876,0.00272739158098,204,0.0,0.847753419436,39.4671367679,-86.0019155971,-247.82886132,-98.5742906085,-39.4671367679,3.50353713707
21.4815808516,164.94560660684132,64,0.824665470678,-138.474575067,-9.93509239893e-14,1.25678202332,0.00251121183893,204,0.0,0.850308112497,25.2817206362,-94.6467670528,-249.702667305,-98.3158303467,-25.2817206362,3.51409499718
21.3240005965,165.74612276184223,65,0.821915144659,-139.291219733,1.49421338177e-13,1.24229168013,0.00283123764869,204,0.0,0.838075696122,3.27657060993,-91.9520710136,-237.345261897,-98.6115172379,-3.27657060993,3.46354170649
19.1529597364,164.1955265419297,66,0.83558678415,-136.31402977,-7.90322836993e-15,1.24360562904,0.00268668565527,204,0.0,0.839177608544,28.8599957584,-98.3074530599,-213.585068622,-96.7419382856,-28.8599957584,3.46809561451
20.090327511,162.66734966731505,67,0.829419729207,-134.126284803,1.04041984118e-13,1.22369208004,0.0039449116622,204,0.0,0.822631892839,2.83691601602,-94.9578906999,-232.541273083,-95.5475509927,-2.83691601602,3.39971661644
16.815369139,161.83032858647582,68,0.856389145364,-133.19374903,-3.43723908325e-14,1.20199287954,0.00198934285567,204,0.0,0.804973715489,40.8770164894,-91.4112906872,-179.771943709,-95.3063230124,-40.8770164894,3.32674011325
24.4557943727,165.0237018476204,69,0.793498525742,-137.544221996,7.47263474309e-14,1.18933310362,0.0018876437184,204,0.0,0.794847163811,21.2311231303,-95.7233869309,-240.995224472,-97.8969745547,-21.2311231303,3.28488979562
21.64989252,164.65629069937643,70,0.82160746408,-136.986416742,2.65816857207e-14,1.19293815996,0.00213190944271,204,0.0,0.797717803921,35.2042681345,-88.1802159969,-233.915977756,-97.5059561059,-35.2042681345,3.29675338
19.3226355447,162.32223358586936,71,0.832164824115,-134.28302704,-7.95572320741e-14,1.1914784189,0.00150992589216,204,0.0,0.796554191978,21.6687319884,-91.4653342298,-214.056699333,-96.1113577725,-21.6687319884,3.29194448444
19.9156961094,162.65411623703068,72,0.837522590755,-134.693209118,-1.78634378298e-13,1.19860270926,0.00258276823938,204,0.0,0.802249338182,12.5143869568,-90.7384503867,-231.696152337,-96.2462029153,-12.5143869568,3.31548099373
17.9986453069,161.22465133917385,73,0.849421341353,-132.450814605,1.45971130566e-13,1.19515941932,0.00248223624812,204,0.0,0.799491711485,18.9899678459,-88.3405891042,-186.581198837,-95.3420527298,-18.9899678459,3.30408446342
19.1559584431,160.7409958961492,74,0.837437130546,-131.709836309,1.27865282877e-14,1.19519896088,0.00222355690566,204,0.0,0.799523325263,28.2923743045,-86.6518541464,-199.556803452,-94.4768409358,-28.2923743045,3.30421511467
17.4832712551,160.58902721605472,75,0.840855160312,-131.400228081,-1.08253796037e-13,1.18659389712,0.00243872690628,204,0.0,0.792672892544,22.7130414943,-88.8432228347,-204.433553413,-94.2762357002,-22.7130414943,3.27590411658
18.6276979511,159.23973709863225,76,0.828950518552,-129.168589951,-1.83161525541e-13,1.17474841185,0.00192049116865,204,0.0,0.783338690694,34.161574618,-92.0807238097,-187.804110921,-92.9391836472,-34.161574618,3.23732836793
19.6906723511,160.41467108718803,77,0.818296788453,-129.846912946,2.19482369676e-14,1.16829561218,0.00261474447927,204,0.0,0.778300236597,26.7873585298,-87.0760528305,-203.258308059,-93.1549469396,-26.7873585298,3.21650579071
21.9527887853,162.50330368602872,78,0.792153463112,-131.924111627,8.95808434253e-15,1.17840178749,0.00166973733702,204,0.0,0.786205755227,27.2216444787,-89.7739597461,-203.234809595,-94.1719443623,-27.2216444787,3.24917717542
19.1932552159,160.13485931293218,79,0.821054460712,-129.837992098,2.34215309822e-14,1.17447104857,0.00176616518517,204,0.0,0.783121451434,28.218208106,-91.2956180538,-210.696984544,-92.9526405153,-28.218208106,3.23643057643
20.6738257493,160.01418015317404,80,0.803177334066,-129.387491941,-1.76381106326e-14,1.17274220307,0.00289053403247,204,0.0,0.781768725097,28.87733123,-88.3379545719,-238.553310223,-92.5819091498,-28.87733123,3.23084012188
18.0944027304,159.65566812620875,81,0.831946405018,-128.67435331,-1.0301634459e-13,1.1675044182,0.00268943284006,204,0.0,0.777684693672,21.260519518,-87.7632771159,-211.392344432,-92.2440597339,-21.260519518,3.21396191716
19.5322798096,158.9485634055274,82,0.815094468709,-127.78662108,-1.59346703009e-14,1.16139652635,0.00303226441805,204,0.0,0.772949156468,33.9554887564,-88.56854034,-197.213470748,-91.7861277259,-33.9554887564,3.19439121408
19.6651766569,160.26150274051986,83,0.808225283061,-128.180235093,2.94824495409e-14,1.14805243055,0.00252023718246,204,0.0,0.762703361345,35.0945640499,-81.2286408535,-242.936550154,-91.8813356858,-35.0945640499,3.15204809533
16.577375276,160.8649703515659,84,0.854645427687,-128.794346126,-7.94989808246e-15,1.14921724959,0.00266394621952,204,0.0,0.763592290364,6.87313180244,-85.8349686838,-179.174886165,-92.576279928,-6.87313180244,3.15572180015
17.6351652804,159.32066853436834,85,0.83876031885,-126.312865024,7.29418528614e-15,1.14297776799,0.00174960520414,204,0.0,0.758842703208,31.4011703436,-87.4920815948,-233.514126453,-91.1768419898,-31.4011703436,3.13609303239
20.5687506032,160.20555644665885,86,0.804429261399,-126.983564579,-3.42182991553e-14,1.13271683812,0.00237978596999,204,0.0,0.751096083181,31.8375112682,-86.7951433265,-231.113398454,-91.2231290221,-31.8375112682,3.10407833292
16.3505132765,158.35450181259154,87,0.832892209933,-124.505595376,-1.36484239875e-15,1.13748024737,0.00183157777007,204,0.0,0.754682395965,19.0981051472,-90.2805584074,-171.003459261,-89.9781582576,-19.0981051472,3.11889960021
18.8512316626,158.22577217169706,88,0.821185305555,-124.674371697,2.55113920047e-14,1.12524824881,0.00433574384636,204,0.0,0.745507350953,10.0327747092,-86.6244776744,-236.301092677,-90.28730436,-10.0327747092,3.08098160401
17.8234323517,158.90593592729215,89,0.836241468734,-125.477347744,2.80906937315e-14,1.10169525125,0.00179245495891,204,0.0,0.728153586951,22.4216926478,-87.7449732918,-243.507372254,-90.8444452956,-22.4216926478,3.00926315941
14.3008517884,156.17950424271737,90,0.868893651618,-122.947437725,-8.0025031788e-14,1.10872183423,0.002646600687,204,0.0,0.733288036238,36.2656662319,-90.4325163033,-167.181713343,-89.4110844682,-36.2656662319,3.03048245896
15.1214168345,155.96932083809415,91,0.867045397551,-123.04222353,4.23499540116e-14,1.10328838342,0.00165729767599,204,0.0,0.729314556392,21.2041487545,-90.4113435064,-174.836105214,-89.4659314507,-21.2041487545,3.01406113422
16.1814816139,154.9591858261269,92,0.843757436658,-120.934792196,-7.12615661298e-15,1.0859658401,0.00273056969417,204,0.0,0.716789767189,25.7352425205,-86.0856220935,-178.844320024,-88.0958373251,-25.7352425205,2.96229954517
17.0900567228,157.0671125460781,93,0.844609605677,-123.211479805,9.52556425576e-14,1.06260297754,0.00243165049029,204,0.0,0.700237612113,29.516882112,-87.8037987651,-226.900568266,-89.4108863102,-29.516882112,2.89389393492
16.658896907,156.4698954190036,94,0.848015857282,-122.922387015,1.91005296542e-14,1.05942499319,0.00285547960645,204,0.0,0.69801580025,17.4017035865,-90.4897083964,-224.699133183,-89.296694163,-17.4017035865,2.88471178337
14.979374258,155.4537074160606,95,0.864784607178,-121.925991177,-1.11354248538e-13,1.06905498139,0.00340851853167,204,0.0,0.704770154149,6.81228777492,-83.9588394385,-172.770694114,-88.6718639668,-6.81228777492,2.9126257135
18.9643034521,159.10824360715452,96,0.826804890288,-124.534448874,4.07149640357e-14,1.06278370766,0.00172894308094,204,0.0,0.700364177578,2.5936667593,-86.7611000068,-236.030969346,-90.3525964389,-2.5936667593,2.89441699598
15.9582418769,154.98624223955335,97,0.843937867732,-119.531073533,1.13044041009e-13,1.03939445998,0.00252418780178,204,0.0,0.684173271026,17.2930200555,-82.0298513333,-190.535098367,-87.2298601121,-17.2930200555,2.82750432882
16.8012843489,155.4864988198368,98,0.83900291771,-119.151681204,-7.42652345797e-14,1.03235903382,0.00281117460451,204,0.0,0.679376713197,19.3418838036,-82.9288060138,-232.920769689,-87.0533049688,-19.3418838036,2.80768144389
16.3681332087,154.9830698210032,99,0.843385233588,-117.45289099,-2.97258148335e-14,1.03061485877,0.0024467602314,204,0.0,0.678192794068,2.0454510463,-84.7922087658,-238.574529484,-86.0084099929,-2.0454510463,2.80278862419
