Entropy,MinReturn,ExplainedVariance,LossAfter,AverageDiscountedReturn,MeanKLBefore,AveragePolicyStd,LossBefore,Perplexity,AverageReturn,StdReturn,Total cost,MaxReturn,dLoss,MeanKL,Iteration,NumTrajs
0.956637616861,-297.920116678,0.933075991978,-102.361683973,-151.438801516,0.0,0.629832784445,-100.0,2.60292969613,-232.973640741,20.5200833023,261.0371737575465,-188.732832847,2.36168397312,0.00624599490143,25,204
0.953102128768,-297.601166265,0.919845720579,-101.959957048,-152.898803167,0.0,0.627609949853,-100.0,2.59374331792,-236.015349792,21.8547372228,264.0208499572384,-183.687580726,1.95995704783,0.00538982512033,26,203
0.950930272481,-298.415459638,0.911680825337,-101.69717491,-152.495589067,0.0,0.626248350372,-100.0,2.58811619305,-234.648795266,23.755218627,259.85218117864207,-180.391651038,1.69717491003,0.00544127249544,27,204
0.92437234613,-314.392642761,0.913481251927,-102.596406535,-152.035217291,0.0,0.609835404402,-100.0,2.52028589662,-233.751768169,24.0826427864,256.5219118682003,-176.867002624,2.59640653451,0.00712901345591,28,204
0.91951585278,-298.249288357,0.923737966065,-103.992178164,-149.324446005,0.0,0.606880922833,-100.0,2.50807581801,-229.595325829,20.3907341588,254.840368293335,-175.771335151,3.99217816395,0.00990072337655,29,204
0.904017067844,-277.83959001,0.942598194218,-102.953268888,-149.52690145,0.0,0.597547520954,-100.0,2.46950337543,-231.332997537,15.4454417645,260.8839400493438,-180.367560338,2.95326888755,0.00770583811403,30,204
0.875870553078,-309.86489986,0.938129004167,-102.524274454,-150.801306494,0.0,0.580963132074,-100.0,2.40096455151,-232.215686073,17.2878805946,257.46764925730815,-189.645625277,2.52427445362,0.00772213429402,31,204
0.858506703311,-294.136369096,0.947029387957,-104.368876704,-149.803502387,0.0,0.57096245195,-100.0,2.3596344272,-230.972395722,15.8806315671,257.04916201505597,-196.734035292,4.36887670391,0.0068523430471,32,204
0.855612561143,-295.945491416,0.933508518682,-104.200007623,-149.862814096,0.0,0.569312394344,-100.0,2.3528151824,-231.282651709,19.2512790623,255.11962076136933,-177.956770138,4.20000762295,0.00720611894242,33,204
0.847043925742,-302.145709661,0.929781335915,-103.234850078,-149.273529063,0.0,0.56445500433,-100.0,2.33274089438,-230.107391655,18.9557752796,252.4508696225809,-187.685149012,3.23485007772,0.00676086668663,34,204
0.861373379501,-294.844615173,0.925927897694,-102.252391049,-150.154085173,0.0,0.572601564697,-100.0,2.36640843984,-230.488927411,20.2709028701,251.2661304203485,-182.191812833,2.25239104879,0.00511386447557,35,204
0.855409246922,-307.895875334,0.90487024492,-103.265903396,-151.571641691,0.0,0.569196656804,-100.0,2.35233687024,-232.651052287,24.5826082556,252.0335253315555,-191.535101173,3.26590339604,0.00926211802116,36,204
0.845815763512,-301.892046029,0.884620094836,-102.39598269,-155.144948651,0.0,0.563762187546,-100.0,2.32987766874,-238.586214926,29.5578825399,256.3456859609185,-185.037508344,2.39598268991,0.00685255731333,37,204
0.840117136182,-312.735280148,0.889295188385,-102.84541319,-154.956142052,0.0,0.560558653479,-100.0,2.31663832306,-236.413084357,30.6654759013,251.2620806893556,-169.60091785,2.84541318997,0.00656001345212,38,204
0.816845478963,-302.02353909,0.904836057462,-103.860728026,-154.469249985,0.0,0.547664144871,-100.0,2.26334878304,-236.045950169,27.2980491958,251.48280276294176,-169.442692232,3.86072802627,0.00843161258797,39,204
0.796095288999,-304.918785866,0.896697485205,-103.093091509,-155.683814042,0.0,0.536417102512,-100.0,2.21686777844,-238.288109551,29.038305409,254.69874342313534,-173.194615356,3.09309150904,0.00690105588659,40,204
0.801330605614,-305.863828058,0.902502266538,-103.785142421,-156.992153639,0.0,0.539232779931,-100.0,2.22850421679,-241.311637434,28.0909074066,258.6852849606292,-179.813591818,3.78514242114,0.00717325533472,41,204
0.809454059604,-302.277422272,0.899476677941,-104.392641127,-159.498454996,0.0,0.543631053006,-100.0,2.24668109783,-245.787493655,29.497637286,262.599350235888,-181.242260002,4.39264112744,0.00987081209663,42,204
0.810808078002,-313.70904974,0.879271476201,-102.604628561,-155.809046651,0.0,0.544367638016,-100.0,2.2497252058,-237.56256574,32.8805662202,255.02199221985836,-173.667397835,2.60462856057,0.00714636641415,43,204
0.77937323265,-305.485785161,0.88352554437,-102.566754674,-155.239574481,0.0,0.527521687594,-100.0,2.1801054183,-236.405387526,33.1789756454,254.65664322734952,-171.155388128,2.56675467355,0.00745212620253,44,204
0.793392610124,-300.773193038,0.8860205237,-103.58214326,-152.225978445,0.0,0.534969296699,-100.0,2.21088438596,-232.847431249,29.7599837935,253.8257835700876,-172.537163519,3.58214325999,0.00855346562767,45,204
0.790436217669,-307.581650608,0.892976285396,-102.705981544,-155.472885136,0.0,0.533390053089,-100.0,2.20435779638,-237.450329892,29.9032864778,255.3352648667494,-171.126527031,2.70598154369,0.00666992364063,46,204
0.799753993399,-302.791175586,0.874461294108,-102.460088523,-150.276645173,0.0,0.538383288779,-100.0,2.22499349807,-228.844863147,31.0646890567,249.57980492405775,-166.199007803,2.46008852338,0.00777265451533,47,204
0.783873611028,-316.075466354,0.876338848133,-103.424759793,-151.140478778,0.0,0.529901084869,-100.0,2.18993882802,-229.872735167,32.4095383839,249.3165954648245,-154.687054726,3.42475979302,0.00903446374002,48,204
0.786844603469,-312.375001478,0.877293434479,-102.309010104,-147.000857107,0.0,0.531477757969,-100.0,2.19645479438,-223.982773567,27.8575533029,245.62175849565898,-151.815523502,2.30901010427,0.00639902865909,49,204
0.791919497262,-300.192529067,0.868238343441,-102.743796899,-143.715882571,0.0,0.534181806721,-100.0,2.20762990144,-216.840145346,30.5142794952,238.39405548464708,-157.379726592,2.7437968985,0.00800100665553,50,204
0.784966237456,-301.735634429,0.865686565174,-102.323530336,-143.452894739,0.0,0.53048038522,-100.0,2.19233292075,-216.549749656,30.7349073009,238.48162608362392,-154.205204075,2.3235303356,0.00700123377429,51,204
0.780669633769,-298.068461792,0.862826439866,-103.024015992,-147.045801623,0.0,0.528206010783,-100.0,2.1829335422,-221.641730211,32.0864584667,239.79410221074707,-151.366445686,3.02401599214,0.00774577961681,52,204
0.7612994053,-294.672037315,0.863085744323,-102.626025501,-148.257079515,0.0,0.51807299591,-100.0,2.14105651392,-223.560022181,34.2894147527,241.1050249093506,-158.418606485,2.62602550145,0.00697457738497,53,204
0.760135678752,-303.730808415,0.863846382591,-102.904256261,-149.640012669,0.0,0.517470451278,-100.0,2.13856635883,-226.178111577,33.1225169781,242.50271400654216,-154.222604823,2.90425626052,0.0067514273667,54,204
0.757996969627,-290.579946543,0.831255462023,-102.9105404,-139.143535844,0.0,0.516364915133,-100.0,2.13399747494,-206.64351247,32.35002729,225.5445036160959,-131.091690062,2.91054039962,0.00799007730935,55,204
0.764574398578,-281.325866755,0.835063847967,-102.982279811,-136.650572107,0.0,0.519772462842,-100.0,2.1480799542,-203.520055511,31.2209465211,223.08339122149312,-131.951534982,2.98227981101,0.00719727378579,56,204
0.76596974299,-291.916949932,0.827778839836,-102.976504304,-135.493529479,0.0,0.520498230674,-100.0,2.15107935767,-200.775876168,33.4425506557,220.55194389227626,-134.987070135,2.97650430397,0.00833399882978,57,204
0.767707971996,-282.412050831,0.787077535206,-102.496319877,-129.66236437,0.0,0.521403762579,-100.0,2.15482167777,-192.530188242,32.7836729835,215.44121399411412,-123.926681141,2.49631987745,0.00875252269823,58,204
0.759554459696,-256.190760013,0.818792776145,-103.937117777,-128.139164995,0.0,0.517169774979,-100.0,2.13732374446,-192.056889753,26.9473415876,216.53646149065767,-128.050034909,3.93711777728,0.0098380890739,59,204
0.740032444948,-269.701192433,0.80323577659,-103.301789999,-127.379478958,0.0,0.507171489873,-100.0,2.09600351812,-188.10150064,29.4374351489,210.37044939689315,-115.692022545,3.30178999924,0.00995565900264,60,204
0.741555933807,-274.069618821,0.832310626982,-102.728583156,-130.388582785,0.0,0.507944748864,-100.0,2.09919918979,-193.509848745,28.2707445668,217.19999680328405,-127.360476481,2.72858315625,0.00602788727195,61,204
0.724135466203,-271.69895149,0.830819570012,-102.295317572,-131.312759522,0.0,0.499172741891,-100.0,2.06294684154,-194.644155973,28.7665768355,218.10228374594084,-119.238897073,2.29531757184,0.0066678164136,62,204
0.716660706078,-275.257744412,0.854914767737,-102.140263913,-130.44452424,0.0,0.495455455604,-100.0,2.04758429594,-194.819991882,24.2768991772,221.5884017500847,-131.754186986,2.14026391325,0.00717158788746,63,204
0.71780055447,-261.421790762,0.866154822088,-102.842825601,-129.247795075,0.0,0.496020521692,-100.0,2.04991956228,-193.533635337,23.3435609494,222.1763779443949,-135.042653254,2.84282560131,0.00825811484726,64,204
0.712713248719,-270.773357784,0.862961189401,-102.650344306,-130.335377784,0.0,0.493503521443,-100.0,2.03951747644,-193.981329523,24.8400579627,220.14692913102073,-117.549151342,2.65034430645,0.0065578827708,65,204
0.706404721539,-252.071718524,0.869193822796,-103.052899124,-130.770909356,0.0,0.490400040553,-100.0,2.02669162366,-194.990271392,23.4817994602,220.83439402796324,-125.294054492,3.05289912386,0.00727014661315,66,204
0.709739803786,-277.881357192,0.848218773993,-103.393748517,-132.067383388,0.0,0.492038295361,-100.0,2.03346209067,-197.491749791,26.5775546898,221.32480286696224,-134.7424291,3.39374851742,0.0090844787883,67,204
0.709788804097,-281.977950379,0.882423417937,-102.5574293,-131.375464331,0.0,0.492062405982,-100.0,2.03356173339,-196.653734091,22.5654984204,221.67742445997044,-124.891903291,2.55742929998,0.00755036193915,68,204
0.715669127961,-280.347230635,0.887131163298,-103.296606126,-131.601025134,0.0,0.494964416308,-100.0,2.04555496245,-196.574115195,22.6480348344,221.74138652456,-130.42526657,3.29660612557,0.00678367649576,69,204
0.733403409567,-274.12958988,0.839913362099,-103.067467772,-134.883811929,0.0,0.50382055114,-100.0,2.08215498855,-203.827460924,27.8090469957,227.5759866483898,-132.517527998,3.06746777205,0.00864937124714,70,204
0.718975241164,-283.969902391,0.862829711976,-102.628265164,-132.022785106,0.0,0.496603532759,-100.0,2.0523289904,-198.688318069,25.7597439692,222.41828683727886,-112.177584755,2.62826516441,0.00803653811096,71,204
0.705632082503,-271.137152147,0.804659995525,-103.03539179,-128.918353447,0.0,0.490021284678,-100.0,2.02512632738,-193.174341716,31.0344777931,214.78090135157575,-121.701437697,3.03539178981,0.00883522953777,72,204
0.699619029829,-283.369810884,0.796708445334,-102.36725971,-127.849521396,0.0,0.487083601954,-100.0,2.01298567388,-190.353246264,33.8961203161,213.60448518581637,-126.529802129,2.3672597101,0.00871973439688,73,204
0.686072147746,-281.880889196,0.801712668594,-102.297022507,-125.150443302,0.0,0.480529631,-100.0,1.98589987262,-184.552058044,32.5456243261,207.1479531352692,-117.611458222,2.29702250715,0.00783498381274,74,204
0.698175993734,-283.059405381,0.816583073983,-102.059344879,-128.539883268,0.0,0.486381229632,-100.0,2.01008295776,-189.200861582,32.3475537512,209.31842932390856,-133.170835964,2.05934487913,0.00690469447694,75,204
0.710804957724,-275.330254227,0.806505831254,-102.287332701,-128.490949848,0.0,0.49256267111,-100.0,2.03562919477,-191.055674968,33.570670863,212.75861782903806,-118.77019673,2.28733270081,0.00748377775142,76,204
0.705126706941,-279.965782697,0.826779695236,-102.120911836,-126.634530538,0.0,0.489773702463,-100.0,2.02410313659,-187.338049289,27.8433425662,208.76211760857743,-127.686864156,2.12091183583,0.00677794462076,77,203
0.691349422712,-259.494103795,0.854307819308,-103.128207657,-127.348737697,0.0,0.483072221065,-100.0,1.9964077143,-189.034645556,24.9501087196,212.12514705520127,-118.259328463,3.12820765747,0.00956429756204,78,204
0.719608790461,-278.629882404,0.866219367063,-103.954891643,-128.840254563,0.0,0.496918255264,-100.0,2.05362965396,-191.132819712,24.6449591677,212.88356640398106,-98.7598487627,3.95489164323,0.00957068786996,79,204
0.721137874055,-300.834735145,0.779175976831,-102.745289198,-130.582756497,0.0,0.497678666033,-100.0,2.05677222739,-193.266888636,35.8573790966,213.1776852257346,-104.862194562,2.74528919837,0.00928300117332,80,204
0.700499640241,-293.74660631,0.802740071491,-102.488033971,-130.177042114,0.0,0.487512721762,-100.0,2.01475911076,-193.788485666,36.8184003535,212.8498452522107,-108.642657717,2.48803397121,0.00977680855015,81,204
0.700368955407,-270.747764618,0.848625309013,-103.854762167,-129.275013297,0.0,0.487449015405,-100.0,2.0144958295,-192.59154703,22.9063420559,212.3350908329498,-132.398993978,3.85476216739,0.00859031915999,82,204
0.707727816557,-302.93510282,0.781848492247,-103.002826663,-132.823160966,0.0,0.491049315835,-100.0,2.02937490397,-197.668551828,35.3476446174,216.74521219067316,-111.878712303,3.00282666315,0.00898578133875,83,204
0.688358602604,-267.756096681,0.80352995994,-102.984046069,-127.370967898,0.0,0.481629597342,-100.0,1.99044573801,-190.04318786,31.6497861181,210.1598249658123,-110.513314459,2.98404606871,0.00794860402677,84,204
0.689567097031,-273.057555469,0.799994503978,-102.704542212,-121.197657355,0.0,0.482211995868,-100.0,1.99285263466,-178.58378768,27.5784037201,201.82257871748914,-112.328516607,2.70454221202,0.00673031559536,85,203
0.672786690617,-269.965636934,0.820091219471,-103.394070968,-122.85598523,0.0,0.474187795559,-100.0,1.95969077045,-183.35372614,25.9622434911,206.42101991338984,-111.124569722,3.39407096777,0.0095722997172,86,204
0.669401048948,-280.77705589,0.804772017736,-102.574266619,-122.56114423,0.0,0.472585080241,-100.0,1.9530671786,-181.754016603,28.7602879037,206.80703141478818,-124.67514008,2.57426661851,0.00668071209571,87,204
0.656073633482,-257.724432671,0.819794541309,-103.118435018,-118.418256675,0.0,0.466328526983,-100.0,1.92721052478,-173.467743702,26.2981367715,198.8945226449029,-117.69877904,3.11843501802,0.00820929166818,88,204
0.662626702175,-236.426543588,0.831372101267,-104.160476044,-120.150620905,0.0,0.469394444466,-100.0,1.9398811381,-176.988297991,25.5080609716,201.72053509150896,-101.19981477,4.16047604352,0.00864019470815,89,204
0.655727156404,-245.003623397,0.840897723308,-104.107889813,-124.067357275,0.0,0.466166982825,-100.0,1.92654290618,-184.845199485,25.1539427027,210.02023928822717,-113.777948948,4.10788981325,0.00937381637136,90,204
0.660309151065,-259.958213138,0.820518830769,-103.95352536,-120.680791193,0.0,0.468307858446,-100.0,1.93539056998,-179.250632932,27.0828714187,204.15044832339976,-107.404653875,3.95352536027,0.0093959607681,91,204
0.655739506489,-246.927186952,0.827782024285,-103.359773818,-122.363479783,0.0,0.466172740062,-100.0,1.92656669929,-182.806451841,26.4997337681,208.2995797602579,-112.057246631,3.35977381834,0.0098679246475,92,203
0.660500475329,-257.057811204,0.833746496559,-103.589969723,-121.230304899,0.0,0.468397465674,-100.0,1.93576089258,-179.576318512,24.6385348072,202.42958569861707,-125.704530655,3.5899697229,0.00643525846803,93,203
0.657004807808,-250.951294511,0.826348821071,-102.743719702,-121.601296711,0.0,0.466762962371,-100.0,1.92900592953,-180.467704168,24.990308224,205.76366256654862,-112.30415528,2.74371970238,0.00656957762454,94,204
0.657615626034,-267.068919824,0.836186480567,-102.198600382,-125.216093426,0.0,0.467048156787,-100.0,1.93018456144,-186.451538868,25.4378559421,208.1925482082479,-122.63858613,2.19860038222,0.00648238666876,95,204
0.651864921579,-270.097825024,0.833276859729,-101.967618856,-122.191057577,0.0,0.464370008871,-100.0,1.91911649557,-180.749880869,24.8391127229,205.35215257926018,-116.997072048,1.96761885553,0.00644129936529,96,204
0.647910112571,-270.558370189,0.821179442048,-103.02290959,-124.495942352,0.0,0.462537140887,-100.0,1.91154174459,-186.431209262,27.211522714,209.89652637996548,-123.97941863,3.02290959017,0.00761905898282,97,204
0.639167350754,-273.874017521,0.833642071658,-102.846742403,-125.989076813,0.0,0.458510914647,-100.0,1.89490243317,-187.913833552,27.3660521044,212.9292277197385,-122.479546741,2.84674240268,0.00826084513685,98,204
0.635086495272,-264.878832139,0.838527496211,-103.07665065,-122.820510189,0.0,0.456643610557,-100.0,1.88718536701,-182.879930562,27.0488116795,209.10639554200463,-115.587077426,3.07665064974,0.00850503199176,99,204
