dLoss,NumTrajs,AveragePolicyStd,LossBefore,AverageReturn,ExplainedVariance,MaxReturn,StdReturn,LossAfter,MeanKLBefore,MeanKL,AverageDiscountedReturn,MinReturn,Entropy,Total cost,Iteration,Perplexity
0.0641714146317,104,0.580826235749,4.5199988001e-16,-166.937510023,0.749227654978,-107.608185651,31.8661192576,-0.0641714146317,0.0,0.00511355305008,-113.059075712,-259.415436926,0.875634888457,205.12306548128652,23,2.40039879578
0.603633447535,104,0.569913092715,3.65468540202e-16,-162.260049251,0.75961013057,-93.4598397586,29.7927398867,-0.603633447535,0.0,0.00818387226775,-109.652579338,-226.708596773,0.856667134505,201.599602536356,24,2.35529770739
0.362404854871,104,0.552020481238,-5.44343616822e-16,-153.080873988,0.734639059631,-84.481844251,30.134118751,-0.362404854871,0.0,0.00675838403887,-104.886918538,-230.591367101,0.824768403504,191.11638388721235,25,2.28135235093
0.253319906804,104,0.539120762083,-4.44278863952e-16,-157.302060001,0.748426577015,-102.758831404,28.3793239372,-0.253319906804,0.0,0.00917236264394,-106.244015774,-226.316350963,0.801122848427,198.0500999342256,26,2.22804127712
0.557582918474,104,0.529725879863,1.27314999121e-17,-148.432538352,0.794036729044,-93.1247659292,21.7360031437,-0.557582918474,0.0,0.0074192731243,-102.614649173,-226.314722382,0.783542919166,185.15213135678997,27,2.1892147528
0.462744725272,104,0.519093825646,4.33956509873e-16,-143.446418175,0.791180321948,-93.88546213,21.0094394595,-0.462744725272,0.0,0.00641732183403,-99.2576440707,-202.547506487,0.763267902642,182.36667883318714,28,2.14527532898
0.384783173607,104,0.496876133863,-2.38086042238e-16,-143.360332862,0.772463068492,-95.1494019482,23.8944392134,-0.384783173607,0.0,0.0085915798252,-99.6619650131,-227.29045268,0.719524021618,181.05213676691372,29,2.05345557753
0.184738364927,104,0.493071680037,-2.65943157689e-16,-144.618228991,0.737388827519,-87.0194599438,26.7049826488,-0.184738364927,0.0,0.0075597466621,-100.051634016,-215.568791148,0.711837813308,180.20208528337182,30,2.03773279192
0.30460236411,104,0.484668535509,3.95656489208e-16,-142.267329068,0.738427857293,-92.6978679076,26.1285576561,-0.30460236411,0.0,0.00906938929009,-98.7253837276,-216.339434767,0.694648479573,177.34900446423086,31,2.00300485305
0.0284004827205,104,0.481494789699,3.62492840924e-16,-149.816309481,0.689308945054,-99.5367292217,27.5574223643,-0.0284004827205,0.0,0.00930017877363,-101.856781358,-209.060996133,0.688078664425,186.08504031478503,32,1.98988861424
0.141576203551,104,0.476665367751,-2.47820636267e-16,-146.291090859,0.707988966434,-92.1024735096,28.2879632161,-0.141576203551,0.0,0.0079545918831,-101.069111371,-228.219874364,0.677997963808,181.73373893242183,33,1.96992991073
0.0759634812281,104,0.466971590034,-2.52581177819e-17,-143.209994583,0.689933765296,-91.7479656181,30.3863043648,-0.0759634812281,0.0,0.00748529045714,-99.034602103,-217.111759275,0.657451674995,179.62505502927073,34,1.92986813162
0.4721585154,104,0.463164202155,-1.74574991078e-16,-145.112479333,0.719070471874,-88.6541459689,28.179245539,-0.4721585154,0.0,0.00738511003291,-100.306503938,-216.068671257,0.649264893719,181.38341640594717,35,1.91413322035
0.0636081900422,104,0.440304008846,7.66750114918e-16,-142.127074275,0.71022047914,-85.4497221705,29.9073591666,-0.0636081900422,0.0,0.00969590682103,-98.8495281892,-210.003249912,0.598648671748,178.73262620153682,36,1.8196581827
0.334196047121,104,0.442262685538,-3.82328840999e-16,-140.604825821,0.734715737154,-90.0563018923,26.6314431362,-0.334196047121,0.0,0.00809090881457,-97.72733236,-207.406402105,0.603087270938,177.55467138409153,37,1.82775286728
0.331223466012,104,0.435272984074,-3.19572270937e-16,-139.148836596,0.687825522898,-93.8060417718,28.4893227868,-0.331223466012,0.0,0.00692981767237,-96.7543373828,-216.704370125,0.587156638079,176.18608883527475,38,1.79886630888
0.151416063412,104,0.425467762496,-4.28753144862e-16,-143.699102391,0.686766607796,-81.1171099152,31.3731173433,-0.151416063412,0.0,0.00713586636242,-99.4384504938,-224.445871738,0.564372435549,178.25637820109876,39,1.75834396223
0.159933022238,104,0.413456335891,-6.57641417265e-16,-137.381522294,0.723120331422,-88.1091242567,26.4565464897,-0.159933022238,0.0,0.00697105177752,-96.4394411462,-228.654614963,0.535735166717,172.49169128310135,40,1.7087039629
0.069518144654,104,0.401803758111,-2.03862881202e-16,-137.236679643,0.708178217518,-85.9124449617,26.1452868866,-0.069518144654,0.0,0.00477829609317,-95.8225302089,-215.813010641,0.507147059748,175.2532294492255,41,1.66054698935
0.478096445555,104,0.404256728046,-4.73842169876e-16,-136.532796487,0.726377418714,-89.1672166215,25.5136358795,-0.478096445555,0.0,0.00744177104052,-95.1571672498,-225.877966321,0.513233395821,174.3326351163788,42,1.67068445511
0.0694216436406,104,0.386363080501,3.35309499125e-17,-134.256235211,0.739793990345,-89.6232681693,22.5777542544,-0.0694216436406,0.0,0.0065973039589,-93.609903838,-200.061697288,0.467960804639,173.32369293237608,43,1.59673481686
0.312836635284,104,0.375163906202,-3.14769776788e-17,-132.271762182,0.699649134545,-83.6162302796,25.4103949955,-0.312836635284,0.0,0.00656498391954,-92.6373164661,-195.645790098,0.438546267906,174.2185398851071,44,1.5504516381
0.00608291151851,104,0.358945744142,-1.64637246991e-16,-137.766375163,0.689146284773,-81.8247602742,27.341127876,-0.00608291151851,0.0,0.00693701072022,-94.8828615137,-205.093770538,0.394354500766,181.02173863290125,45,1.48342633124
0.263082971004,104,0.358182997473,-4.13815750613e-16,-127.186254269,0.725088214255,-84.4697128012,21.7591920668,-0.263082971004,0.0,0.00657973852622,-89.6483044948,-178.288356105,0.392227276149,171.11606147655726,46,1.48027410417
0.0978724756243,104,0.36571014088,2.7559524065e-16,-130.691552696,0.772525711689,-86.2005749314,20.0299340254,-0.0978724756243,0.0,0.00994079447951,-91.65476206,-182.250435221,0.413024309044,172.9331472033031,47,1.51138176573
0.366377287125,104,0.368372316062,1.44957229681e-16,-128.5986819,0.708503518999,-81.4760637376,25.3407230687,-0.366377287125,0.0,0.00924830512439,-90.8100045763,-217.912186506,0.42027740937,171.0877605646548,48,1.52238382058
0.307292663564,104,0.366021164432,9.71210060287e-16,-126.823128129,0.683201246573,-81.2854267021,26.1510404163,-0.307292663564,0.0,0.00997970425221,-89.4823850977,-211.535942756,0.413874412268,172.1939471303955,49,1.51266714252
0.0635098101014,104,0.351164157546,5.43771839571e-16,-123.812966402,0.673879017917,-79.7724295832,26.0736575244,-0.0635098101014,0.0,0.00933180783077,-87.95421521,-181.95798372,0.372437053675,170.3750285289355,50,1.45126712434
0.244210916669,104,0.365348539023,6.54441833527e-16,-129.149126679,0.692818564394,-81.6721118679,26.5561643147,-0.244210916669,0.0,0.0070022599264,-90.9135963821,-205.451420085,0.412035053611,175.11351371187703,51,1.5098873624
0.502694928983,104,0.370488776052,-7.36290770093e-16,-131.967578911,0.690627289564,-83.6675535834,25.1979995279,-0.502694928983,0.0,0.00658771028764,-91.9131381897,-198.597160597,0.426006404444,180.08213177482298,52,1.53113058114
0.329571078228,104,0.367433163297,3.28548624326e-16,-129.320062761,0.709224035432,-83.9607848812,24.6092178066,-0.329571078228,0.0,0.00895393485857,-90.8573395075,-227.058619586,0.417724687757,176.6680698191336,53,1.5185025545
0.526165903686,104,0.37394939731,-9.44083490061e-17,-128.224127844,0.719718322067,-83.9954482951,23.8324580853,-0.526165903686,0.0,0.00657422667689,-90.4959283389,-202.907830184,0.435303741174,173.35724564746553,54,1.54543239912
0.530461402317,104,0.378379847423,-2.79089288964e-16,-127.192925963,0.719102627677,-81.6776039494,22.8633057059,-0.530461402317,0.0,0.00631366071838,-89.7628233092,-183.568511669,0.447081832642,172.1763848331296,55,1.56374225921
0.594099291803,104,0.370569086816,-3.25672352417e-16,-128.609619489,0.706106537818,-83.4388726608,23.0523422188,-0.594099291803,0.0,0.00642373644904,-90.4553145465,-187.219656267,0.426223150716,171.98904764381518,56,1.53146248395
0.274033783793,104,0.367235783505,-4.78366967089e-16,-123.756664379,0.746093850346,-83.0574342494,21.4569515966,-0.274033783793,0.0,0.00656133451535,-88.7308997302,-173.275227739,0.417187357855,166.2883139577444,57,1.51768683685
0.0996612313391,104,0.372454031912,-4.60173855672e-16,-129.233847852,0.736935217039,-90.4842545689,21.6583349002,-0.0996612313391,0.0,0.00958375606688,-91.4008072714,-199.78652621,0.431296880165,169.5931165369377,58,1.53925245565
0.397267090914,104,0.377418759578,-4.69588076203e-16,-126.878448199,0.755428829444,-86.8757415146,21.3694849946,-0.397267090914,0.0,0.00685515462619,-90.3268024816,-214.381956965,0.444538593334,167.3750032745064,59,1.55977034134
0.362279681291,104,0.392047921851,-2.93324121858e-16,-128.167263922,0.771220343726,-88.0686272094,22.0075123666,-0.362279681291,0.0,0.00670110749663,-91.5445276814,-232.548046598,0.48256733616,167.10331813924796,60,1.62022873895
0.143548951048,104,0.382632228522,1.57900286981e-16,-123.508012418,0.777455051151,-83.2281328543,19.7657015476,-0.143548951048,0.0,0.0089510097785,-89.1792993029,-174.030974694,0.458257543234,162.59309512384925,61,1.58131620791
0.156512584651,104,0.38820709338,2.45213875418e-16,-124.590873218,0.728364581682,-85.4233043101,22.8744253488,-0.156512584651,0.0,0.00564788098563,-89.1887666794,-194.263568804,0.47272219728,165.15404162213133,62,1.60435562671
0.129044421761,104,0.391117021109,3.33486031803e-17,-125.417037785,0.732187802377,-86.5895185296,24.7219254583,-0.129044421761,0.0,0.00756731471871,-89.9399301345,-218.322071576,0.480190056154,164.9413906123308,63,1.61638157627
0.232624450176,104,0.383367370766,5.4266368219e-16,-129.648155922,0.769845574334,-92.3476512174,21.1160384758,-0.232624450176,0.0,0.00792480975826,-92.0785961684,-220.166686938,0.460176976273,168.27620625668834,64,1.58435435331
0.0849863728982,104,0.384801618133,-3.00486481364e-17,-126.049373047,0.757664820026,-90.3686305485,21.8539378257,-0.0849863728982,0.0,0.00880557595256,-90.5264498838,-218.379407791,0.463911178132,165.2198143965256,65,1.59028171237
0.352679199858,104,0.394710799432,-4.67030495553e-17,-124.269337376,0.802988557365,-83.5298481412,18.0729211426,-0.352679199858,0.0,0.00703953518347,-89.6615813389,-177.765484374,0.489336597633,164.3230566410506,66,1.63123369662
0.4900855596,104,0.377177221802,-4.48522211026e-16,-122.559594977,0.706651572635,-81.9766312531,24.7324005608,-0.4900855596,0.0,0.00687153647586,-88.4850996809,-239.900663073,0.443898415571,163.23500801255207,67,1.5587721306
0.234046161846,104,0.367836928984,1.52706064982e-16,-122.147284863,0.800431324756,-91.5573190698,15.2583488673,-0.234046161846,0.0,0.00950306007405,-88.2439966159,-181.301577945,0.418822966421,164.2105263414114,68,1.52017120962
0.429650358533,104,0.36479131712,7.7078071189e-17,-124.496433633,0.760322516045,-86.4712950869,20.9992518762,-0.429650358533,0.0,0.00900196521837,-89.5960045038,-194.90926843,0.410508710386,165.63722478462776,69,1.50758451398
0.159532583057,104,0.370405866364,-6.99624021518e-17,-127.481336544,0.782551063861,-85.1331055596,20.4686442419,-0.159532583057,0.0,0.0070678810112,-91.3717302304,-206.721700148,0.425782594785,168.03208890068797,70,1.53078793767
0.298383175445,104,0.361225049169,2.69201398587e-17,-126.813865775,0.753219369161,-88.9671787305,23.7335901835,-0.298383175445,0.0,0.00957190166338,-91.0035145202,-224.577889572,0.400684423219,167.8199359772108,71,1.49284608659
0.448640534315,103,0.359713912784,-1.34206142744e-16,-124.674353889,0.749347863822,-80.7789717155,23.164958568,-0.448640534315,0.0,0.00826328247198,-89.8617083722,-211.115217658,0.396492283032,165.44164809534934,72,1.48660096588
0.233608056672,104,0.352140792276,5.63525817833e-17,-121.202002809,0.76362543403,-87.8409458953,20.9424770359,-0.233608056672,0.0,0.00677914819409,-87.7725659871,-219.544232308,0.375214327907,162.51197186388012,73,1.4553032933
0.220546311783,103,0.358360139722,-4.67867845487e-16,-125.077211956,0.7729545823,-87.4225162431,20.9408160819,-0.220546311783,0.0,0.00932472976912,-89.968230441,-208.82457692,0.392721711845,166.60587019032894,74,1.4810061855
0.0932214268311,104,0.3660608518,-1.27077963984e-17,-124.069647483,0.772423190751,-85.0251163897,19.6899877536,-0.0932214268311,0.0,0.00600263345739,-89.2844098,-183.280758756,0.413982835554,164.5691414480684,75,1.51283115975
0.338879746523,103,0.370948072992,2.55597746502e-16,-126.065695662,0.747817493184,-88.3886400249,23.1679614535,-0.338879746523,0.0,0.00883230184235,-90.5951304956,-217.528029588,0.427245342052,167.29597393788185,76,1.533028732
0.350449935644,104,0.380502599078,2.11723940588e-16,-130.384447864,0.728639712044,-83.4600126949,23.5972319104,-0.350449935644,0.0,0.00946689766242,-92.2554784217,-204.533551699,0.452676262193,170.55006713041058,77,1.57251502154
0.190245183396,104,0.383319286349,-1.79013066546e-16,-119.106688341,0.744807340506,-85.343492707,19.7493487877,-0.190245183396,0.0,0.00788394110648,-86.6039913506,-173.808009952,0.460051541932,161.52300977271085,78,1.58415563333
0.357394785892,104,0.381320651498,-7.08442169216e-16,-126.34409872,0.773150260036,-87.8599758197,18.5237729198,-0.357394785892,0.0,0.00679999515557,-90.2920488185,-206.716456499,0.45482388038,168.4237733365825,79,1.57589581242
0.358243608477,104,0.387305670206,1.16361048747e-16,-123.774152376,0.791258904919,-84.2610147172,18.2932041044,-0.358243608477,0.0,0.00671073019733,-89.0708626715,-174.388425435,0.470397480981,164.66327879875593,80,1.60063028689
0.303551306432,104,0.385652889233,4.46967565685e-17,-121.742766552,0.749708829604,-82.9509897261,21.7421826159,-0.303551306432,0.0,0.00645886848989,-87.9922627859,-202.56299072,0.466120968427,163.730417712308,81,1.59379978714
0.262740240848,104,0.37623601462,-1.94372632183e-16,-123.179469139,0.781790900295,-84.5237734688,17.7689969947,-0.262740240848,0.0,0.00901008287435,-88.3423585248,-168.726449598,0.441399899149,165.00850812450113,82,1.55488237417
0.0480984087807,104,0.374147388458,-1.34098673549e-17,-125.855143415,0.73919039773,-82.9353318725,21.4578358132,-0.0480984087807,0.0,0.00767245409567,-89.9593936247,-184.396508082,0.435833060791,168.50308983871662,83,1.54625064334
0.361979216913,104,0.382618330235,-2.96475882016e-16,-128.831136213,0.751567849223,-85.6050324759,21.6365650537,-0.361979216913,0.0,0.00669812379524,-91.515296941,-183.668158787,0.458221219738,170.1717653030606,84,1.58125877002
0.168012631177,104,0.369252649094,2.22332918542e-16,-123.449588194,0.742417420456,-87.8808792304,21.2124834802,-0.168012631177,0.0,0.00739626978332,-88.624616574,-187.715152032,0.422664349865,166.18663566735674,85,1.5260220005
0.414044762194,104,0.368291206231,4.11283931928e-16,-125.051194926,0.783644181111,-88.6813716242,18.4015910169,-0.414044762194,0.0,0.00721001788675,-89.425616441,-175.650126553,0.420057200742,164.88198700785685,86,1.52204861544
0.0573393123662,104,0.368795178641,-2.30223829776e-18,-124.816109565,0.791811850903,-88.0465684439,19.1517790282,-0.0573393123662,0.0,0.00914452413404,-89.6237811395,-176.363997927,0.421424672719,164.94301776405197,87,1.52413139802
0.161912259591,104,0.362403238233,2.18026268736e-16,-124.34694317,0.759788047949,-86.9879750342,20.9179358617,-0.161912259591,0.0,0.00680364145932,-89.2261274568,-172.140659569,0.403940763872,165.20397527602034,88,1.49771522548
0.0955450043882,104,0.363293222359,4.2991833701e-16,-128.187624307,0.739292106076,-87.4329653215,22.5016354662,-0.0955450043882,0.0,0.00598201156849,-90.8485119442,-180.115736702,0.406393537506,170.59626181000166,89,1.50139329078
0.260973428551,104,0.365243961632,-2.88788104548e-16,-127.669510358,0.741480569709,-89.679277442,22.8012402404,-0.260973428551,0.0,0.00663148040553,-90.5922015498,-225.167563384,0.411748772565,170.41889135528115,90,1.50945517214
0.0966730392994,104,0.352369246857,6.70368789317e-17,-126.150977258,0.727599315095,-88.5729765043,23.5582011225,-0.0966730392994,0.0,0.00999087095743,-89.880837665,-216.250907484,0.375862876761,167.94647002650672,91,1.45624743472
0.264537102202,104,0.359234407559,-1.37845484041e-16,-125.364597942,0.75829142381,-86.1608471734,20.0579088288,-0.264537102202,0.0,0.0071364872544,-89.2108213848,-173.442804356,0.395158375481,168.32107348763583,92,1.4846192996
0.0346639773788,104,0.354158737105,-1.43262093526e-16,-125.83409055,0.758733588282,-88.8467156659,20.5666851623,-0.0346639773788,0.0,0.00804263556542,-89.464741132,-191.527879168,0.380928476753,169.01122222051032,93,1.46364291717
0.456037901112,104,0.352339953322,-3.33936330118e-16,-130.058266206,0.728204213716,-86.3291507424,23.0950812536,-0.456037901112,0.0,0.00619590579944,-91.7834198612,-197.685803962,0.37577974024,173.3275530624322,94,1.4561263724
0.122138457191,104,0.348574903919,1.00899559372e-16,-126.744778583,0.766711525705,-86.4032102235,18.875217451,-0.122138457191,0.0,0.00672490685181,-89.767173997,-180.964495764,0.365036393665,170.23755564086278,95,1.44056643469
0.103931662283,104,0.354830361313,-4.40389429014e-16,-124.112019495,0.728488185133,-86.1102172784,22.7680642353,-0.103931662283,0.0,0.00649245402424,-88.848058235,-186.680443857,0.382823074033,166.9130595187945,96,1.46641855959
0.39432034103,104,0.358817596195,3.2405612195e-16,-125.857204627,0.734055932004,-87.313832541,20.5183296044,-0.39432034103,0.0,0.00643450251145,-89.7143138581,-198.710646059,0.393997424996,169.18473706257,97,1.4828967302
0.188506595044,104,0.360206782281,-8.05852289551e-17,-128.467904645,0.74358329733,-88.7442683516,22.804790134,-0.188506595044,0.0,0.00866421085934,-91.278835968,-194.089865327,0.397861515997,170.05612072910873,98,1.4886378631
0.300642549764,104,0.376468337302,-1.71802160239e-16,-130.582553565,0.752248441029,-89.1861732466,22.0186302054,-0.300642549764,0.0,0.00682426718421,-92.1430725127,-212.68141185,0.442017200453,171.56302879008373,99,1.5558425014
