NumTrajs,MaxReturn,Entropy,AveragePolicyStd,LossBefore,AverageReturn,StdReturn,Perplexity,Total cost,MeanKL,MeanKLBefore,dLoss,LossAfter,ExplainedVariance,Iteration,MinReturn,AverageDiscountedReturn
209,-93.2595200459,1.15402208013,0.767270050352,-3.61244180332e-17,-135.918347376,20.7412034842,3.17092099417,164.65419687642895,0.00432823689832,0.0,0.0774136551448,-0.0774136551448,0.804744632617,23,-204.604927196,-96.1669337416
209,-89.6935996643,1.15533727566,0.768279824375,-3.73184811026e-16,-135.085699731,22.1142157499,3.17509411893,163.83407138605165,0.00335477219239,0.0,0.035787960717,-0.035787960717,0.791589337727,24,-213.337311595,-95.3510917813
209,-87.5874980812,1.1421985707,0.758251645335,2.16243385286e-16,-131.384134661,20.5787515256,3.13365034899,161.56059863512456,0.00323254773889,0.0,0.0999860207758,-0.0999860207758,0.802408583872,25,-221.727074632,-93.5491808278
209,-92.5256534926,1.15485331181,0.767908094667,2.40339915309e-16,-131.117534519,22.6266683786,3.17355785992,162.10767716390757,0.00397828183315,0.0,0.0378747430237,-0.0378747430237,0.774689498829,26,-217.732645054,-92.8422179511
209,-88.5696629299,1.13121288304,0.749967317428,9.01194422946e-17,-129.970376418,19.1179087434,3.0994134473,162.06492637175495,0.00480282825381,0.0,0.0886309596379,-0.0886309596379,0.808238789174,27,-223.13394122,-92.2111698205
209,-87.505965225,1.14184663317,0.757984835079,-3.90870346053e-16,-128.620531635,20.1072313297,3.13254769388,160.90685933456402,0.00248915475652,0.0,0.0771054340779,-0.0771054340779,0.805664545802,28,-221.505866901,-91.5887706064
209,-85.1521404672,1.13703098857,0.754343424405,2.74985107081e-16,-126.634623894,20.0010038134,3.11749872182,159.50720177828023,0.0043012055491,0.0,0.138684251494,-0.138684251494,0.792831242366,29,-202.772005503,-90.5672971364
208,-86.2370796422,1.13280324352,0.75116098474,-2.71553632303e-17,-127.26393198,22.4314249817,3.10434655363,160.4173498267152,0.00519075252381,0.0,0.0639047823107,-0.0639047823107,0.774019153306,30,-248.494552242,-91.0431752004
209,-88.9079902667,1.17622155267,0.784493509288,8.29425092753e-17,-129.359951913,21.3186371431,3.24210092294,161.2432439354085,0.00644296494785,0.0,0.0212563417817,-0.0212563417817,0.793552850999,31,-231.412298366,-92.2586693939
209,-90.5834320403,1.1559826803,0.768775835783,-3.35609087879e-16,-127.143562163,17.1195991768,3.17714400083,161.88484745997542,0.00610516466957,0.0,0.0135914216833,-0.0135914216833,0.833966462184,32,-191.781492847,-91.0691260845
209,-83.2809509144,1.15605625943,0.768832403722,-3.84887858553e-16,-125.430869306,19.1179841175,3.17737778093,159.63808769688106,0.00306321851002,0.0,0.0864377620275,-0.0864377620275,0.803547151163,33,-226.067807952,-90.1123808875
209,-92.1156151711,1.14236026299,0.758374258696,-6.41793310712e-17,-124.180982895,14.8510686861,3.13415707707,159.13243851283926,0.0046639715634,0.0,0.0695835666991,-0.0695835666991,0.852936473473,34,-163.84596378,-89.7732516548
209,-86.5085266592,1.12519258079,0.745465851186,-3.27847870184e-16,-123.749774017,17.7530785894,3.08081009662,160.00920253796656,0.00574446477676,0.0,0.115961734457,-0.115961734457,0.820990588249,35,-221.629257635,-89.2461866604
209,-83.2575812496,1.13744972927,0.754659364847,7.04156629593e-16,-121.310265375,17.1091809855,3.11880441878,158.7680300732956,0.003026553732,0.0,0.113317446041,-0.113317446041,0.825386981089,36,-177.883567749,-87.9600794581
209,-88.6510955782,1.12340977513,0.744138014436,3.01707669248e-16,-120.741708622,14.6550053482,3.07532250405,157.88032802422094,0.00427569088167,0.0,0.0579285404708,-0.0579285404708,0.846891717862,37,-170.713788212,-87.709690672
209,-87.7157411165,1.12462076866,0.745039706624,-6.56717979236e-17,-125.737286014,17.5359370907,3.07904895563,160.6244592866956,0.00568405819218,0.0,0.0848342770562,-0.0848342770562,0.824693100611,38,-188.929466783,-90.4224183294
209,-92.9811551552,1.10855491488,0.733165646496,2.91058598782e-16,-124.448809748,16.9209541223,3.02997665504,159.43269137079628,0.00649707537227,0.0,0.0041080209744,-0.0041080209744,0.840217470387,39,-196.448492829,-89.8431590866
209,-89.4935895853,1.10074652929,0.727463099242,7.85279103372e-16,-122.899162248,15.5418382347,3.00640955921,158.19849371571306,0.00645915415563,0.0,0.0676973260604,-0.0676973260604,0.850448113425,40,-177.82379921,-88.9505804301
209,-85.193436325,1.10098245261,0.727634745001,-8.5110033311e-17,-120.556999989,14.4998671233,3.00711892501,157.76150996867477,0.00603588834152,0.0,0.0513579752072,-0.0513579752072,0.853292420082,41,-170.948204116,-87.6893272363
209,-88.5662193996,1.06188491672,0.699734979398,-6.61719769041e-16,-115.962901701,15.1466561058,2.89181668893,153.77012608821232,0.00630619621037,0.0,0.00463841959441,-0.00463841959441,0.847539190782,42,-161.361934852,-85.4782383167
209,-86.8676977859,1.06007142268,0.698467164116,-7.658505353e-16,-117.968737916,12.5009402026,2.88657714897,154.96113904149587,0.00597088937574,0.0,0.0150982249451,-0.0150982249451,0.873847144061,43,-154.551325628,-86.2964329012
209,-86.3204385676,1.04740044655,0.689672737999,1.45854572238e-16,-121.295296477,17.6628217778,2.85023214841,157.55601906542338,0.00677689106962,0.0,0.0296133326723,-0.0296133326723,0.82301825085,44,-234.61815174,-88.1868053163
209,-86.3028644864,1.06625499652,0.702799568469,-3.40080555242e-16,-119.987655096,15.4511957443,2.90448181228,156.07341184525887,0.0041524853673,0.0,0.0821945272779,-0.0821945272779,0.848878223458,45,-192.103622107,-87.5083231865
209,-81.5994140491,1.03349358362,0.680147937324,-5.54018354577e-16,-117.348821331,16.4477716142,2.81086870602,155.24739807193865,0.00283140091083,0.0,0.0764476056049,-0.0764476056049,0.830720855556,46,-186.54770674,-86.0179076943
208,-83.8916023865,1.01967333654,0.670812780452,-2.257770318e-16,-114.633768957,14.4969092931,2.77228901052,154.63439621217097,0.0062605819578,0.0,0.0105007112148,-0.0105007112148,0.83986238013,47,-164.962791342,-84.3490397741
209,-84.8549342926,1.0017808275,0.658916996777,-6.13618534843e-16,-118.268117283,16.8117956282,2.72312693235,157.52503467406,0.00639709003663,0.0,0.0234647191375,-0.0234647191375,0.826009245503,48,-179.314748074,-86.4186556484
209,-79.5423056536,1.02730871061,0.67595429066,3.2662246379e-16,-115.007129186,13.8460322198,2.79353749096,155.5927994357524,0.00627312810854,0.0,0.0442380920329,-0.0442380920329,0.845379971257,49,-154.144110734,-84.2778993576
209,-80.050890746,0.985395403719,0.648208335121,2.43913267502e-17,-111.86195695,14.0459346018,2.67887091056,154.01199026419386,0.00668917822589,0.0,0.088829758261,-0.088829758261,0.834270060526,50,-147.427059292,-82.4448946135
209,-80.6766591423,1.02952016736,0.677450788445,1.71647107576e-16,-116.549835122,14.6761446101,2.79972211428,157.2495193295666,0.00444690149918,0.0,0.135612210052,-0.135612210052,0.832688140174,51,-152.317350191,-84.9954786893
209,-83.5916251279,1.01163399294,0.665441505706,-6.19706523886e-16,-115.846237893,14.6410565244,2.75009097497,156.17229487005642,0.00384191055724,0.0,0.0594732798126,-0.0594732798126,0.84229099318,52,-160.236689781,-84.9197370625
209,-81.1150476857,1.01592093291,0.668300336938,-7.28204531642e-16,-114.800170379,13.0787584756,2.76190575643,154.51680402455563,0.00427102895385,0.0,0.116807672302,-0.116807672302,0.861409342743,53,-166.497964922,-84.6024690524
209,-80.6296527472,1.03457171042,0.68088161847,-1.66624130069e-16,-115.896848963,15.0129341326,2.8139008131,154.01636675900608,0.00556114052776,0.0,0.0867559891477,-0.0867559891477,0.837838335907,54,-175.082924938,-85.1045242646
209,-82.7468854811,1.0445262446,0.687693325253,4.06617306035e-16,-115.546816553,14.9775174213,2.8420517673,153.75793270050255,0.00474272832512,0.0,0.0268422840946,-0.0268422840946,0.845491788413,55,-150.852524277,-85.1456371132
209,-81.2233662308,1.02532539287,0.674614987094,2.63243577772e-16,-117.818147166,14.7660804419,2.78800250912,156.3989822927798,0.00318183060658,0.0,0.0200405001981,-0.0200405001981,0.846378930286,56,-157.564735447,-86.1329839753
209,-81.3278890247,1.0197267083,0.670848583864,2.12759476676e-16,-116.188728393,13.7749408443,2.7724369764,155.29172750114148,0.00556520511341,0.0,0.0461185215896,-0.0461185215896,0.859474795449,57,-154.246374442,-85.4064940015
209,-86.3985320704,1.01022251863,0.664502914671,3.56624220653e-16,-115.542065259,13.6824082785,2.74621203037,155.11702319478766,0.00381706443578,0.0,0.0172313578798,-0.0172313578798,0.86285447308,58,-158.923947064,-85.1407587968
209,-86.979906289,1.01933917926,0.670588660925,-6.67441749347e-16,-116.141374877,12.7543124195,2.77136278473,154.84035013522484,0.00541761343456,0.0,0.136620375782,-0.136620375782,0.876518737617,59,-148.784022054,-85.4126852142
209,-84.515983241,1.04226140906,0.686137575395,-7.1298521452e-16,-116.093214095,12.8697942017,2.83562227108,154.80606027438316,0.00753646168361,0.0,0.121304415327,-0.121304415327,0.873127684354,60,-156.117174834,-85.4197305742
209,-86.6600329279,1.03102307206,0.678469697894,3.22489027443e-16,-116.36904376,13.9276134404,2.80393299331,155.96444181832075,0.00272712206082,0.0,0.111637412941,-0.111637412941,0.865304328592,61,-167.170319584,-85.8049384749
209,-87.6683963141,1.04644476634,0.689013946262,2.33537653471e-16,-117.401272442,13.6627460638,2.84750953914,156.60999244722652,0.00870508141382,0.0,0.0114195503135,-0.0114195503135,0.868900064113,62,-159.020795111,-86.2472014748
209,-88.5514052275,1.04250758936,0.686306509741,-2.22096687064e-16,-118.15037628,14.2104757564,2.83632043135,156.4493796676344,0.00261123217351,0.0,0.0562113160267,-0.0562113160267,0.855946207765,63,-156.005452502,-86.5321031762
209,-85.561573649,1.04279650469,0.686504822854,-2.88079381257e-16,-119.996858676,14.4692857938,2.83714000617,157.47602758695461,0.00489748671322,0.0,0.132246343741,-0.132246343741,0.851887914027,64,-173.899693759,-87.3276051255
209,-88.7471368459,1.03994625183,0.68455089644,-1.20596331945e-16,-119.286343118,13.2343882119,2.82906495321,156.62757865390432,0.00362130922538,0.0,0.142116863386,-0.142116863386,0.869415681536,65,-162.747030543,-86.9328179807
209,-87.1414146114,1.02983038093,0.677660975474,-5.23087369068e-16,-117.108367892,13.1110437794,2.80059076081,155.13357431702073,0.00786312560081,0.0,0.0330827418937,-0.0330827418937,0.867413186409,66,-166.437467241,-85.822032604
209,-85.6470600676,1.00946142509,0.663997358209,4.1486063911e-16,-114.787118508,13.1872937626,2.74412270133,154.66601677487282,0.00468024792955,0.0,0.073525766412,-0.073525766412,0.863214992112,67,-156.838812403,-84.4963374993
209,-82.6837000646,0.981408091724,0.64562887223,5.0350714746e-16,-117.02420203,16.6326251862,2.66821068339,157.26892359591764,0.00520544049212,0.0,0.00601654884215,-0.00601654884215,0.822284420128,68,-162.149727808,-85.7564019264
209,-83.4095962971,0.962157943876,0.633319281828,-6.49961305782e-17,-115.005020169,14.1032336215,2.61733845318,156.557796306587,0.00545273470551,0.0,0.0683671850066,-0.0683671850066,0.852088652475,69,-177.512598771,-84.8112259901
209,-83.78475204,0.947536693165,0.624126728905,3.55009685586e-16,-112.285374177,13.9212552191,2.57934810149,155.12402471482736,0.00356780634895,0.0,0.0935072787032,-0.0935072787032,0.850926051866,70,-163.892727273,-83.1736170895
209,-83.1433023209,0.985525228089,0.648292493822,-3.10964322637e-16,-111.834837456,14.5583346629,2.67921871586,153.74845262903003,0.00417856072756,0.0,0.0801587488788,-0.0801587488788,0.845777048072,71,-150.350600517,-83.0609044752
209,-86.8141451163,1.00669289917,0.662161606647,-2.99625067893e-16,-114.323246256,13.5312541964,2.73653603329,154.6872313853219,0.00393098188228,0.0,0.0481527248533,-0.0481527248533,0.86052974793,72,-148.931470227,-84.3907893656
209,-84.9517338217,1.00742609015,0.662647275589,8.97845299296e-17,-112.924084721,13.3278520661,2.73854317255,153.72539181671746,0.0026705249831,0.0,0.0551477688598,-0.0551477688598,0.854521071146,73,-172.995623818,-83.6321611136
209,-84.1740544937,1.00046458945,0.65805027569,1.85877471443e-16,-112.726786658,14.7221110328,2.71954500693,153.93690699663296,0.00408310117613,0.0,0.105991863566,-0.105991863566,0.842571115543,74,-158.228012433,-83.3647029672
209,-80.6567147123,1.0054410944,0.661333228181,-4.04388172967e-16,-114.17041131,14.3542998799,2.73311256763,155.80790374062443,0.00376317936145,0.0,0.0891188464888,-0.0891188464888,0.844103385342,75,-160.251659216,-83.9717929386
209,-81.0298835797,1.00868201164,0.663480031371,-1.64563428092e-16,-113.158408882,14.1931437177,2.74198472848,153.90507176535394,0.00591820440727,0.0,0.14638020508,-0.14638020508,0.8451230965,76,-156.585322507,-83.4704876497
209,-80.9644394537,1.01766730546,0.669468457993,2.68097797233e-16,-114.274815928,15.7977139145,2.76673328694,155.57142666244008,0.00433754132367,0.0,0.0377660146681,-0.0377660146681,0.834958562881,77,-157.176690479,-84.1733073314
209,-81.3034257535,1.02983629092,0.677664980457,-1.03067599018e-16,-113.583261375,14.5224368007,2.80060731232,155.57880451809152,0.00618858747262,0.0,0.00451029557882,-0.00451029557882,0.839999993809,78,-159.55983701,-83.8395615909
209,-78.5810663926,1.01048793875,0.664679310523,3.22175412647e-16,-110.984044074,14.0155565101,2.74694102704,154.3739376356921,0.00529863709735,0.0,0.115050976566,-0.115050976566,0.841939301512,79,-153.602867735,-82.3563831341
209,-83.4300573094,1.02189013918,0.67230148947,3.51947811662e-17,-114.401459786,13.5881380436,2.77844144496,158.0167919997861,0.00604261097927,0.0,0.0831722140254,-0.0831722140254,0.850458823067,80,-158.638156267,-83.7688861111
208,-81.6249834946,0.995471505355,0.654772764576,1.20744305329e-16,-112.15409222,16.111175488,2.70599993399,155.59249006133433,0.00370627630563,0.0,0.0564624616182,-0.0564624616182,0.822701210863,81,-162.51626035,-82.8631684876
209,-85.7236349094,0.999691379454,0.657541661295,-2.78397430302e-16,-111.387244447,14.5962271734,2.71744304028,153.88889532223965,0.0030258692949,0.0,0.0779488184408,-0.0779488184408,0.833926055956,82,-164.061709548,-82.4467502384
209,-82.1816815265,1.0201449419,0.671129213965,2.72424244382e-17,-110.844148754,14.3748501604,2.77359674522,152.28472794343904,0.00399052105065,0.0,0.0805999785523,-0.0805999785523,0.83835804454,83,-154.951931964,-82.1243584169
208,-85.8186685139,1.0341311766,0.680581733155,-1.49360257433e-16,-115.661201322,13.5724628653,2.81266146765,155.15204141767654,0.00506175222678,0.0,0.0704841655475,-0.0704841655475,0.854679701783,84,-152.190913463,-84.8573243859
209,-83.2862858014,1.03606656148,0.681900196205,-6.42993889012e-17,-116.443282539,15.1494563938,2.81811032124,154.526064377614,0.00405613281093,0.0,0.0514562808725,-0.0514562808725,0.838195914392,85,-162.495398822,-85.2772755044
209,-85.3704080199,1.08037600902,0.712794211117,4.93530470395e-16,-117.875227575,14.9863142047,2.94578698532,154.62983460087213,0.00467080229296,0.0,0.100758135924,-0.100758135924,0.844514792064,86,-174.714659072,-86.1725762669
209,-86.5353865957,1.07181615533,0.706718836215,3.18481786232e-17,-117.23048461,13.9251773789,2.92067909298,153.44534310134003,0.00677282502478,0.0,0.0632658971682,-0.0632658971682,0.853358619762,87,-152.142460279,-85.9574757443
209,-87.3088131626,1.01922949644,0.670515112901,-4.39293292678e-16,-116.584778223,14.9474519987,2.7710588305,153.98847408033444,0.00397205286527,0.0,0.0597026713693,-0.0597026713693,0.845516909132,88,-156.200130316,-85.6924595353
209,-82.7019106099,1.01288727471,0.666276014242,2.34967044412e-16,-115.612791299,15.7391740128,2.75353977456,153.6527286395795,0.00464770778872,0.0,0.0251538901682,-0.0251538901682,0.837982342855,89,-166.536568275,-85.1835871026
209,-86.1877730208,1.01889496526,0.670290842203,-5.7475705859e-16,-116.660759739,18.3021361755,2.77013197995,153.77765343546176,0.00434582602609,0.0,0.0116421537432,-0.0116421537433,0.826157199933,90,-290.786612497,-85.5518788868
209,-84.8507976534,1.0194975994,0.670694904087,-2.01511923518e-16,-119.604378998,14.3778846585,2.77180185917,156.6682274278669,0.0045300918087,0.0,0.0396006058941,-0.0396006058941,0.849129717769,91,-160.85181869,-87.1982426177
209,-79.7507660034,1.02063666283,0.671459303395,-2.28936587322e-16,-117.333996693,13.5645188682,2.77496091616,154.17589286661206,0.00930826421427,0.0,0.0439429377071,-0.0439429377071,0.859639562798,92,-159.663214549,-85.8930349255
209,-85.7294310552,0.999211359494,0.657226103916,3.24951175071e-16,-116.730303611,14.1373462295,2.7161389264,154.2113558713495,0.00441267368603,0.0,0.132350825421,-0.132350825421,0.853583380187,93,-155.568045688,-85.5739002295
209,-84.4122612715,0.991859242132,0.652411819744,2.77315826835e-16,-118.273570444,14.3496253242,2.69624278326,155.76356458001067,0.00558324896421,0.0,0.0911415908775,-0.0911415908775,0.849548100798,94,-175.434989789,-86.3500139004
209,-85.6025037543,0.989034732504,0.650571676253,-5.54469077652e-17,-116.708690713,14.9623373765,2.68863796455,152.99956012058473,0.00397033816143,0.0,0.0781465180004,-0.0781465180004,0.847728576746,95,-167.86707739,-85.6792511918
209,-78.4239381823,0.996899594315,0.655708506335,4.88070887814e-16,-115.006040266,14.9433584983,2.7098671033,152.2878899759853,0.00321255093976,0.0,0.0797079692228,-0.0797079692228,0.836452289798,96,-156.478012469,-84.5273267722
209,-80.0080908127,0.990325057818,0.651411667169,2.07562795218e-16,-115.729565838,14.267667208,2.69210942135,152.97859298434426,0.00441160465766,0.0,0.0117231123898,-0.0117231123898,0.846242628701,97,-148.704400721,-84.9464706536
209,-85.6559660476,0.996475023175,0.655430170518,5.34109248105e-16,-115.608152615,15.3482084476,2.70871681614,152.76232883305792,0.00534559278069,0.0,0.105932496656,-0.105932496656,0.83763586487,98,-178.111357907,-84.8466137471
209,-81.0527904319,0.988480103269,0.650210950225,5.1579659062e-16,-115.669192814,13.9179744005,2.68714718079,152.458545246865,0.0049871257218,0.0,0.0477627418673,-0.0477627418673,0.848770158031,99,-158.952596484,-84.8189752235
