StdReturn,Total cost,MeanKL,MaxReturn,AverageReturn,Perplexity,LossBefore,MinReturn,ExplainedVariance,MeanKLBefore,Entropy,dLoss,AveragePolicyStd,AverageDiscountedReturn,LossAfter,NumTrajs,Iteration
32.1012030152,226.96484252232625,0.00687074294289,-149.864894429,-215.194249535,3.78382581481,-1.91385240988e-09,-317.120301535,0.851898052381,0.0,1.3307356181,38653.7591094,0.915575073864,-144.411114167,-38653.7591094,204,29
32.007810706,227.00138244192752,0.00860468442664,-158.523760637,-216.115980559,3.75372894561,1.47748480117e-09,-309.666064068,0.86629993524,0.0,1.3227497314,47190.1992574,0.908292512617,-145.788745178,-47190.1992574,204,30
31.7327862032,226.9278307464257,0.00873751744335,-145.695024898,-213.972832135,3.75418460802,3.12770920274e-09,-300.101783235,0.862057924541,0.0,1.3228711133,44908.641117,0.90840276958,-143.697346322,-44908.641117,204,31
25.5000872818,218.86182455729394,0.0085079005877,-155.21046642,-206.465493628,3.77250245963,2.59460231078e-09,-293.149534791,0.884507579951,0.0,1.32773856365,53711.2077753,0.912835153406,-139.826131533,-53711.2077753,204,32
27.7826942819,223.6704043847504,0.0063866801682,-160.225839465,-211.520607009,3.80507495404,-8.80165818701e-10,-289.04036931,0.867066849007,0.0,1.33633568995,39335.9958801,0.920716743479,-141.499068464,-39335.9958801,204,33
28.5331941535,222.83955621947257,0.00798692161264,-151.232262235,-211.880511206,3.79690661509,4.77916040076e-09,-288.777223428,0.865531049008,0.0,1.33418668655,48873.9354556,0.918740244584,-141.070474814,-48873.9354556,204,34
28.2004267401,217.92138692283123,0.00477054534132,-145.823573858,-206.784472575,3.78286744309,-8.45568060015e-10,-290.137009756,0.865883794782,0.0,1.33048230488,25775.7510099,0.915343175965,-138.495128906,-25775.7510099,204,35
26.9238136793,223.028922006248,0.00554198042686,-153.675079601,-209.428105504,3.78702901706,2.3198998278e-09,-274.37110884,0.865159343874,0.0,1.33158181117,33569.8568568,0.916350155032,-138.659659932,-33569.8568568,204,36
28.7705895094,223.3360702056968,0.0097281988879,-148.357116033,-207.793286248,3.78354656243,-2.87222468032e-09,-268.094840457,0.846775466882,0.0,1.33066181378,38641.2858537,0.915507502962,-137.295427334,-38641.2858537,204,37
27.5118523691,226.81102552832039,0.00990551824025,-150.282483657,-210.547865365,3.78412493942,-1.98752125868e-09,-281.96756413,0.85813144457,0.0,1.33081466846,55000.3772353,0.915647453261,-138.683750155,-55000.3772353,204,38
26.464811348,222.91843670845665,0.00740206859098,-149.754709865,-207.841530482,3.7935527293,-3.53414519871e-09,-270.007024186,0.856210089094,0.0,1.33330297561,43176.708407,0.917928702409,-137.359906901,-43176.708407,204,39
29.0979781492,222.19302752873224,0.00785109366678,-155.933273584,-210.357439952,3.77020611137,-6.97240043479e-09,-311.223940141,0.863180325199,0.0,1.32712967142,47628.4502824,0.912279504355,-139.672408328,-47628.4502824,204,40
23.1102480028,213.77448713597744,0.00742798991949,-143.051818136,-198.455289489,3.73421969736,-6.69408972698e-11,-256.855766217,0.87387221532,0.0,1.31753888039,48383.8873829,0.903571845684,-132.646851944,-48383.8873829,204,41
26.1347077284,216.31735142226387,0.00823197091977,-146.048860069,-203.216471046,3.78344627151,3.35830252496e-09,-270.238331039,0.864078035104,0.0,1.33063530632,41233.3609475,0.915483235497,-134.909245617,-41233.3609475,204,42
28.1801344937,230.4058290513867,0.0090317600301,-156.754584782,-217.183270515,3.7835019882,-3.28881366585e-10,-290.123239462,0.8625840675,0.0,1.33065003264,49407.3570189,0.915496717303,-142.150343886,-49407.3570189,204,43
25.1997198238,227.43148075127226,0.00988198164798,-153.184120089,-213.038923249,3.76478207709,-5.66801050539e-09,-276.047422256,0.87772671619,0.0,1.32568997833,58729.9708666,0.910967046851,-139.746316971,-58729.9708666,204,44
25.2912880421,221.50696597433839,0.00668065485741,-159.879649757,-203.827684361,3.78378577591,-1.15558673741e-09,-261.195330859,0.872352707798,0.0,1.33072503646,41251.5920373,0.915565385623,-134.421605858,-41251.5920373,204,45
25.1784350418,217.4932268819449,0.00675898592074,-153.949703831,-201.586732292,3.68471059374,-7.63833440942e-10,-289.382999909,0.871248231774,0.0,1.30419198626,44474.2259308,0.891592092009,-133.718323175,-44474.2259308,204,46
25.1057149208,217.80503262311947,0.0087327369022,-152.180663706,-203.503705872,3.67492003235,-8.30879809399e-10,-264.315376795,0.857597818777,0.0,1.30153137252,45902.2142636,0.889223062778,-135.012653208,-45902.2142636,203,47
24.8197348403,215.01637204105407,0.00838037868279,-150.145249704,-200.411709275,3.65867946441,1.98103200511e-09,-264.923109412,0.874052306475,0.0,1.29710228024,52018.6957024,0.885293320788,-134.434875329,-52018.6957024,204,48
24.2324002988,208.67282213634564,0.00663781731883,-156.940759627,-194.60747584,3.7380220739,-6.32655039468e-10,-271.32758033,0.868537080892,0.0,1.31855661429,45481.9988971,0.90449190949,-130.924583445,-45481.9988971,204,49
25.8453386579,208.3706033380882,0.00766659879575,-142.255692911,-194.799778516,3.78684446145,1.67332814272e-09,-289.88766171,0.871401134315,0.0,1.33153307637,43715.1304319,0.916305497979,-131.7505793,-43715.1304319,204,50
24.3508183399,209.90395096243228,0.00676060296229,-144.483980262,-195.634615982,3.72907063143,3.54066775898e-09,-283.165548895,0.868518985419,0.0,1.31615904213,46280.8837051,0.90232592247,-131.576853062,-46280.8837051,204,51
26.6583618971,208.09669828707817,0.00823712403507,-128.718564204,-192.383966998,3.6766122466,3.28803650973e-10,-294.051854921,0.85638978697,0.0,1.30199174302,54345.3512538,0.889632529087,-129.265093707,-54345.3512538,204,52
22.7157182122,204.47773678034773,0.00928772851799,-140.461845282,-190.202311857,3.63744633593,-7.34301508487e-10,-253.209417805,0.883080661825,0.0,1.29128187938,65836.305505,0.880155525304,-129.449723015,-65836.305505,204,53
27.0611376471,206.2632103949496,0.00710497395204,-144.874797022,-190.931973635,3.62384938244,2.21789253629e-09,-290.180409615,0.8674385458,0.0,1.28753682618,42025.4181876,0.876865460618,-130.46641716,-42025.4181876,204,54
28.2943360913,206.74491062635536,0.00906207562694,-132.519255715,-190.483343588,3.6829101436,2.82369683191e-09,-267.28332425,0.833822197665,0.0,1.30370323955,52927.496187,0.891156435786,-128.710295705,-52927.496187,204,55
22.6151195746,199.23291681589137,0.00749958149442,-131.191169656,-183.274337352,3.55952049998,6.9586392204e-09,-267.842888116,0.877431927513,0.0,1.26962584478,54730.917288,0.861299754321,-125.272795865,-54730.917288,204,56
24.863018811,200.32411018268382,0.00750440912921,-130.077844532,-182.503285481,3.53910068781,5.5340731997e-10,-271.629062514,0.868674477671,0.0,1.26387265188,45298.6205252,0.856358757575,-124.765034234,-45298.6205252,204,57
25.6550430524,199.64800863534245,0.00675423649051,-123.918982846,-180.981669012,3.41222152639,6.99015290095e-09,-297.428726346,0.862768092321,0.0,1.22736355319,46676.2407964,0.82565771496,-123.309190475,-46676.2407964,204,58
18.1162022507,192.41136848811522,0.00766019244186,-118.868386013,-172.868912375,3.45040448215,5.3410720291e-09,-235.172567152,0.903183557242,0.0,1.23849146537,66880.4022929,0.834896872429,-120.063012997,-66880.4022929,204,59
23.4705218872,195.8718727194008,0.00642844997517,-119.803808129,-176.97299382,3.44166808727,-9.31266175286e-10,-267.177064718,0.876623845465,0.0,1.23595626294,47605.4561116,0.832782920631,-122.203260832,-47605.4561116,204,60
21.2461310405,195.5293156511458,0.00567639821321,-136.554749593,-176.476788491,3.40498895321,-1.14649956195e-09,-268.667604237,0.897386895784,0.0,1.22524169531,41609.4850358,0.823907643989,-121.807411241,-41609.4850358,204,61
20.240874547,189.90278324142716,0.00902681681785,-118.148309511,-170.743694117,3.39479785849,-5.25076648827e-09,-265.562487418,0.90148607575,0.0,1.22224421829,61943.4462347,0.821441697415,-119.017007394,-61943.4462347,203,62
18.145176809,192.25191168137758,0.00635841444577,-127.742671484,-173.08447462,3.38771957523,5.28667977451e-09,-237.642448012,0.910465996208,0.0,1.22015700336,59905.4905836,0.819728960086,-120.161470289,-59905.4905836,204,63
21.175852017,186.80103164991513,0.00579890891689,-116.653868277,-165.123368198,3.33414972975,6.10325678885e-09,-265.183580324,0.883281677777,0.0,1.20421769326,40822.5696332,0.806766625762,-115.728367509,-40822.5696332,204,64
19.0612816138,190.4260816813355,0.00800051486775,-116.938372041,-171.591206915,3.36537967408,-4.39444036715e-09,-244.235350412,0.916259897924,0.0,1.21354078707,66552.1146613,0.814323358019,-120.363833369,-66552.1146613,204,65
18.5612613194,185.4860756650903,0.00996189361904,-113.800715289,-164.438368789,3.25147583583,-3.01085267829e-09,-215.054616201,0.908393788127,0.0,1.1791089966,80708.0043012,0.786761963753,-115.822586788,-80708.0043012,204,66
22.5816675214,187.22371036854912,0.00697334326225,-99.6693222121,-163.846792228,3.3154184784,-8.4671158973e-10,-268.776047251,0.866913039668,0.0,1.1985838535,49761.1255192,0.802234211302,-114.576540176,-49761.1255192,204,67
17.3081374018,184.1120071430821,0.0066242769106,-115.726047888,-161.243285118,3.42882278111,8.89812667992e-09,-206.372222394,0.909343409232,0.0,1.23221698976,63514.8035438,0.829674732593,-113.668055715,-63514.8035438,204,68
20.292828947,182.80655459715763,0.00813227768665,-113.949262962,-159.248231441,3.44220834936,1.45499168269e-09,-245.734013515,0.882427796996,0.0,1.23611322744,62438.0292169,0.832913648239,-112.359352334,-62438.0292169,204,69
18.1421129014,182.57503695298266,0.00880777937622,-101.13751554,-160.387802582,3.43770480885,3.55926520895e-09,-211.912944863,0.906568795511,0.0,1.23480404198,72147.8893721,0.831823923282,-113.325144117,-72147.8893721,204,70
17.6899253048,184.0923371984241,0.0079007441998,-111.422680222,-161.356372139,3.38076403911,6.82138789898e-09,-206.993481006,0.913538537651,0.0,1.21810173103,71159.6423333,0.818045923972,-114.179465772,-71159.6423333,204,71
18.3870719722,185.3884219490769,0.00980289829013,-104.823620504,-161.314399221,3.359389211,-2.54161414137e-09,-267.684345818,0.901077908763,0.0,1.21175917501,86552.1942517,0.812873841329,-113.967780301,-86552.1942517,204,72
17.2145869129,183.28304104346222,0.00987675800875,-111.696044439,-157.33653826,3.20185205187,-1.33454497453e-09,-216.219938257,0.91181708207,0.0,1.1637294086,88575.1171645,0.774754460795,-111.606825804,-88575.1171645,204,73
17.6164483785,185.43834388106544,0.00723209099501,-101.607686857,-157.986813934,3.13797820141,6.34217123263e-09,-215.201144482,0.908317007662,0.0,1.14357870764,70466.9095324,0.75929885892,-112.599611531,-70466.9095324,204,74
17.6193467289,178.7979179760889,0.00825854368397,-101.055277397,-149.646548547,3.11498711863,-6.67754740391e-09,-192.060611499,0.896011358479,0.0,1.13622501696,81001.5550874,0.753735689962,-107.376635914,-81001.5550874,204,75
17.8252469787,185.3694244878624,0.00703057028762,-107.738615269,-158.725496534,3.21793394412,3.08797432069e-10,-217.953173473,0.909505068509,0.0,1.16873952136,62958.3256705,0.778645807914,-113.153147237,-62958.3256705,204,76
19.4636667039,183.23303451113537,0.00923263708829,-111.220030011,-155.79903688,3.18070332834,2.8927554796e-10,-250.653696711,0.899175852868,0.0,1.15710234477,64348.7753746,0.769637088838,-111.016231051,-64348.7753746,204,77
21.0883706381,191.1943675421552,0.00908774384227,-117.578094254,-162.365457451,3.16637053885,-5.81831804958e-09,-237.315136012,0.889139524885,0.0,1.15258599152,64964.6687045,0.766168973381,-114.56069164,-64964.6687045,204,78
18.7011944602,185.47291210472227,0.00648177701365,-105.030402792,-157.914435349,3.0871809461,-7.64951990639e-10,-267.054532359,0.899291100416,0.0,1.12725835932,52308.3535876,0.74700741025,-111.732124061,-52308.3535876,204,79
19.2904185485,188.2723670513599,0.00784581603725,-118.071434522,-159.438498567,3.08327903372,4.98821400852e-09,-266.634245618,0.902191858566,0.0,1.12599365202,59109.7767251,0.746063261684,-113.176800855,-59109.7767251,204,80
17.0876218515,189.4562758128277,0.00822587933047,-111.825861125,-159.107146086,3.06830104155,1.86147659786e-09,-205.981251454,0.91544427475,0.0,1.12112400175,70414.8871215,0.742439026067,-112.4358791,-70414.8871215,204,81
19.7097543041,197.6807486682675,0.00956209883835,-110.706058563,-166.40697133,3.06899010781,-6.78445077895e-09,-223.947617229,0.913518869017,0.0,1.12134855237,65205.5719739,0.742605759928,-116.838249219,-65205.571974,204,82
17.2628971158,192.2949403549237,0.00708319357797,-116.408530903,-161.912595752,3.07771576825,1.95303773154e-09,-225.731114191,0.914732959605,0.0,1.12418768815,59460.2288574,0.744717114307,-114.748122719,-59460.2288574,204,83
21.6395187419,189.68733627537443,0.00977090615776,-111.105892318,-161.30116805,3.09777734058,5.07316411102e-09,-273.761834719,0.878351187953,0.0,1.13068486742,63542.4483094,0.749571427499,-113.786573049,-63542.4483094,204,84
18.2306854834,185.05991891699762,0.00737399170621,-103.857339374,-154.042257782,3.03651273137,5.61506396934e-10,-206.408615438,0.894028339783,0.0,1.11070972913,60639.2072826,0.734747185622,-109.48074457,-60639.2072826,204,85
20.2055385228,182.0204228003421,0.00648371895459,-98.4543710119,-150.674268023,3.03785059266,2.2055968163e-09,-222.500084888,0.869579848113,0.0,1.11115022346,58690.0435913,0.735070908887,-106.321206498,-58690.0435913,204,86
20.5759085172,177.70736408424884,0.00635418592362,-100.569239977,-147.165469409,3.02888730887,3.22009086062e-10,-229.819662307,0.861376949072,0.0,1.10819532728,49625.6066394,0.732902056614,-104.301642935,-49625.6066394,204,87
18.6111245984,176.06142311350376,0.00682849679064,-104.640078045,-144.601558421,3.02979915911,3.11966008582e-09,-192.095556168,0.872698084544,0.0,1.1084963332,59883.0138914,0.733122697677,-103.150598216,-59883.0138914,204,88
