MinReturn,Iteration,LossAfter,Perplexity,MeanKL,Total cost,NumTrajs,StdReturn,MeanKLBefore,Entropy,AverageReturn,AveragePolicyStd,AverageDiscountedReturn,ExplainedVariance,MaxReturn,dLoss,LossBefore
-251.731188069,24,-1448831.33122,3.69883105333,0.00971306519256,196.9748300286483,203,30.1293904992,0.0,1.3080168382,-178.286193376,0.895008829848,-120.276411088,0.780542153245,-112.148825477,25034.0501287,-1423797.28109
-264.856451101,25,-1508492.47294,3.63341217272,0.00692776094685,196.82291492881907,204,30.1391066316,0.0,1.29017219925,-176.396754145,0.87917937591,-118.304296615,0.772639587593,-95.624140532,16739.6514958,-1491752.82145
-241.497386419,26,-1297246.87863,3.60451018769,0.00907863296799,195.2366149932871,204,28.9106552999,0.0,1.28218589124,-173.660593445,0.872185941651,-116.768369236,0.776655164173,-103.090524345,21716.1289813,-1275530.74965
-247.028450746,27,-1456211.13608,3.60424261972,0.00717056880277,195.5127760594219,204,30.8224748252,0.0,1.28211165705,-172.64493474,0.872121198036,-116.536594973,0.765158069945,-99.9314899223,16737.6856368,-1439473.45045
-273.879908306,28,-2030534.65543,3.55518239028,0.00984173290509,198.8976128863937,204,30.2583603844,0.0,1.26840636722,-175.060297313,0.860250058774,-117.086024917,0.76868862712,-113.352013316,21677.0075921,-2008857.64784
-270.131869092,29,-1873389.47605,3.48532456022,0.00653810334154,192.232682859354,204,31.2466918084,0.0,1.2485611705,-167.736630155,0.84334650902,-113.630674298,0.75133537355,-86.9226402147,16311.8420384,-1857077.63401
-220.87111856,30,-1134491.80663,3.41656236818,0.0073585900709,186.93342420529476,204,29.2385438449,0.0,1.22863489006,-160.644703245,0.826708071592,-109.352155975,0.743359759774,-89.6774741888,18439.6466876,-1116052.15994
-250.708562244,31,-1722542.04778,3.45876056528,0.00991087030337,184.11332321898718,204,29.1480407576,0.0,1.24091030677,-157.65861365,0.836918799918,-108.115768721,0.75036016598,-95.5525299067,22991.9489983,-1699550.09878
-215.395153132,32,-1161038.37192,3.3960559073,0.00890426111833,184.29317307604418,204,26.9193694719,0.0,1.22261473101,-157.35567956,0.821746108397,-107.216823252,0.754640047053,-87.6303888495,21964.3166105,-1139074.05531
-245.624704909,33,-1704876.92589,3.41172428834,0.00894792654805,181.7502139344382,204,29.1350783519,0.0,1.2272178199,-156.880123636,0.825537397909,-107.38334479,0.759232162255,-96.0370615746,21534.3706382,-1683342.55525
-235.251577344,34,-1690584.10066,3.36232472215,0.00596880179232,175.81050151549908,204,27.3447373222,0.0,1.21263261633,-147.782339386,0.813584149088,-101.861661227,0.74325579782,-95.19981611,13381.0392547,-1677203.0614
-233.776434007,35,-1364904.66962,3.32941442989,0.00703759122073,175.14701869284224,204,27.6540737478,0.0,1.20279644165,-147.16692768,0.805620821826,-101.104620763,0.738084966786,-89.9452553665,17692.6789629,-1347211.99066
-218.784457058,36,-1426921.00799,3.27043352493,0.00671935178768,176.59318193674738,204,27.4904073511,0.0,1.18492255255,-148.551848222,0.791349169518,-102.640576983,0.748735133388,-85.8952694388,17143.1716285,-1409777.83636
-233.705908399,37,-1633302.01041,3.24007627525,0.00826201676503,173.89584542606033,204,27.9375409547,0.0,1.17559687127,-145.808634364,0.784003603819,-101.00686417,0.734423487418,-88.578112784,21300.6817385,-1612001.32867
-190.695789557,38,-1054104.64397,3.11493811244,0.00739957122186,169.33828270156678,204,21.6055603092,0.0,1.13620928445,-138.600188329,0.7537238319,-96.3588829591,0.761315231424,-87.5182697519,19419.7096329,-1034684.93433
-207.256078719,39,-1167120.25651,3.11018288336,0.00992576219271,171.19258906363027,204,22.5884869622,0.0,1.1346815294,-140.682007041,0.752573205673,-96.9020121209,0.766310762706,-90.0403172342,24223.1927311,-1142897.06378
-190.222692179,40,-910473.728668,3.05662582048,0.00729455624238,170.77405687960683,204,21.9676533957,0.0,1.11731163453,-139.507746083,0.739613964365,-96.1260240277,0.758449634148,-86.4740706324,23222.8914494,-887250.837218
-211.669988009,41,-1047437.72671,3.0214088349,0.00675052388177,173.18925859042793,204,23.376312102,0.0,1.10572322423,-142.89032928,0.73109248485,-98.6463120151,0.75036202293,-87.8229599798,18122.3543037,-1029315.37241
-214.863881337,42,-1496553.37544,3.03068049612,0.00630096014207,171.23393286350557,204,26.0265178284,0.0,1.10878718048,-139.32013827,0.733335955432,-96.5866060057,0.724547925743,-84.2409287221,14660.405983,-1481892.96946
-229.907414884,43,-1666491.49452,3.0166534264,0.00626530012362,171.7204387638542,204,24.3180159436,0.0,1.10414808,-138.548285971,0.729941815209,-95.3422262955,0.732282412498,-77.3161456692,13683.1716903,-1652808.32283
-199.434830582,44,-1117505.40217,3.00259870449,0.00667976115627,173.41108405187097,204,22.1875429743,0.0,1.09947814853,-139.45661792,0.726540983965,-95.3422146054,0.772847121204,-86.9679264028,19671.3968684,-1097834.0053
-193.643746453,45,-1260056.48162,2.96416299705,0.00636679531249,171.1624644910036,204,20.8469584964,0.0,1.08659469818,-135.72731339,0.717240667989,-93.6817927479,0.793164338794,-88.6161904959,17207.0525204,-1242849.4291
-188.846153994,46,-1040820.58321,3.00910600888,0.00828660058556,173.20641304070548,204,19.5934778514,0.0,1.10164302763,-137.685058426,0.728115561124,-94.4717769164,0.79804667032,-89.5930556473,20406.8147884,-1020413.76842
-198.968404395,47,-988685.117106,2.98155128455,0.00967987195624,173.1200447106034,204,21.5544453661,0.0,1.09244373036,-137.602272,0.721448124515,-94.8000043643,0.784382219631,-81.358230913,25679.0435146,-963006.073592
-208.213006058,48,-1200041.0038,3.00460909085,0.00758628470403,170.78353069587632,204,20.8692189602,0.0,1.10014747329,-134.614971586,0.727027438611,-93.4589517746,0.7780797238,-83.8401551633,20356.8561989,-1179684.1476
-195.130902213,49,-1106619.65848,2.99955902152,0.00804409730027,171.9819778879825,204,22.4291705524,0.0,1.09846528504,-138.274395623,0.725805469675,-96.3217735714,0.782502666983,-83.5147388568,20946.2058632,-1085673.45261
-249.232506184,50,-1965954.91431,2.97752363356,0.00892987026728,173.98826331954663,204,25.2217139567,0.0,1.0910919596,-141.775926185,0.720473550886,-98.7995834873,0.748459965706,-88.0769965115,21620.5939123,-1944334.3204
-206.889845754,51,-1308435.56034,2.89023342373,0.00602570095243,171.81739824755394,204,20.6475852101,0.0,1.06133726832,-135.381635674,0.699351875568,-93.9557601841,0.774037042253,-85.9628517653,16362.7105001,-1292072.84984
-198.396881268,52,-1175307.57781,2.82665949266,0.00905129646495,169.41606675552197,204,23.074609474,0.0,1.03909562316,-132.979834005,0.683968845407,-92.4587443717,0.747781975645,-80.9866850397,21923.8212037,-1153383.75661
-212.420026153,53,-1406277.39501,2.80495291579,0.00646340387848,171.28729243537708,204,23.9554432315,0.0,1.03138675302,-136.10374518,0.678716489277,-94.5225423658,0.735308801694,-84.3372376686,16802.2941072,-1389475.10091
-187.785466237,54,-987486.87133,2.79500548375,0.00688699634272,170.106009489254,204,20.6148345474,0.0,1.02783406859,-133.571248725,0.676309501938,-93.0253631779,0.77055980827,-80.0644964021,18609.3315652,-968877.539765
-188.043219432,55,-787562.486924,2.83024824186,0.00689769887214,171.70406142524138,204,20.4547554228,0.0,1.04036442578,-136.184340105,0.684837217652,-94.671431865,0.795476031153,-86.8753911393,20274.5558721,-767287.931052
-198.876116161,56,-1091416.38335,2.7326549917,0.00739062507291,172.63343735807962,204,21.4504152925,0.0,1.00527366104,-132.898543464,0.661222508204,-92.3618066128,0.77236842356,-84.879443661,19874.6856187,-1071541.69773
-203.168022551,57,-1485280.73043,2.70509856499,0.00988537723529,165.70878699624268,204,20.8620412727,0.0,0.995138349709,-126.569343083,0.654554659667,-89.5585688051,0.754159000673,-87.1908300704,22774.1003101,-1462506.63012
-203.598850197,58,-1441420.3873,2.65086259078,0.00915936212619,168.0748392320133,204,22.7089469691,0.0,0.974885092988,-127.422196926,0.641431141692,-90.4163176882,0.743223117846,-85.5206720409,21745.2179265,-1419675.16937
-199.332980647,59,-1207493.85714,2.71433820041,0.00687012960175,168.67601307864385,204,21.6552924546,0.0,0.998548166918,-129.267645606,0.656790380944,-91.4585509385,0.757815523198,-86.2052481694,18979.7195395,-1188514.1376
-207.947811327,60,-1361846.70998,2.72382901018,0.00721122796097,170.32104350627975,204,21.2978872521,0.0,1.00203861472,-129.875241173,0.65908687906,-91.4807920479,0.760179544634,-80.7583568991,18614.398386,-1343232.31159
-176.444272705,61,-954646.8499,2.6789720501,0.00656396938916,167.69974161123042,204,18.7291995154,0.0,0.985433157548,-124.656014279,0.648232807929,-88.2993531546,0.782566472746,-81.4919232871,17459.4885703,-937187.361329
-187.451411328,62,-1336383.62122,2.64017493597,0.00865655601762,173.27127255985812,204,19.3347824984,0.0,0.970845178587,-130.698887845,0.638845042113,-90.5835755707,0.779661795701,-85.9278066188,22323.654111,-1314059.96711
-174.968657443,63,-886584.902407,2.60208806853,0.00775180965454,166.92484914046196,204,19.0364584219,0.0,0.956314225994,-124.342622932,0.629629135205,-87.7542866233,0.768824002775,-83.3327174002,20351.3446946,-866233.557713
-177.88741614,64,-1145005.5705,2.62099354294,0.00821005592008,170.72507037472297,204,19.8382125578,0.0,0.963553460752,-126.561883307,0.634203706545,-88.6887976188,0.778759310724,-84.5834119501,20097.9054304,-1124907.66507
-183.697210164,65,-1071568.60192,2.61962263597,0.00705231990744,178.14905762916368,204,18.3198543499,0.0,0.963030275326,-133.201441129,0.633871987192,-91.9452748672,0.811204509282,-83.9059922401,19837.357209,-1051731.24471
-195.420599571,66,-1268035.66409,2.63105711068,0.00948672017256,171.4616932896111,204,20.325793026,0.0,0.967385708657,-128.072977433,0.636638795323,-89.8964165084,0.762537912457,-86.6030506699,23959.6099164,-1244076.05417
-184.376364351,67,-1207105.26336,2.58704649574,0.00963207020751,174.50745423233286,204,18.0687351507,0.0,0.950516875882,-127.496943522,0.625989514938,-89.0945491001,0.79966728662,-81.5759285024,24467.6318149,-1182637.63154
-185.889352489,68,-1085835.64069,2.72697751113,0.00749941534046,172.89316801327743,204,20.3592391341,0.0,1.00319385709,-128.374629501,0.659848724115,-90.4368494108,0.768405271109,-82.3181070419,19434.8086676,-1066400.83202
-202.686788358,69,-1687062.55689,2.80778070473,0.00671376562418,173.30848884828364,204,22.4052027663,0.0,1.03239438651,-130.933571397,0.679400731415,-91.6594483967,0.757710007349,-84.0627601754,16975.9885968,-1670086.56829
-184.930467761,70,-1087450.64883,2.73128366526,0.00691896287963,173.22844327735157,204,19.778947133,0.0,1.00477170574,-127.393190656,0.660890687351,-90.0607781011,0.78418448505,-84.7868583374,18352.5374659,-1069098.11137
-190.752818653,71,-1349384.17661,2.73045236935,0.0081974545341,172.2000930085119,204,21.095987438,0.0,1.00446729853,-129.824531793,0.660689538076,-90.9827852717,0.761420134627,-82.3898613362,21394.0535765,-1327990.12304
-187.971035229,72,-1169034.97206,2.69296638636,0.00715251985829,170.80104209559354,204,21.1000104516,0.0,0.990643331893,-127.554819826,0.651619027612,-90.2518852702,0.755514083149,-85.5245038512,19884.1017236,-1149150.87033
-192.110361577,73,-1303473.76638,2.60789130669,0.00778037263404,172.87692507674993,204,22.2739174944,0.0,0.958541966312,-127.184416084,0.631033348946,-89.9296364903,0.753157955487,-86.1004301576,19521.9516327,-1283951.81475
-195.699844338,74,-1188705.23957,2.5820221925,0.00691640678542,179.3284509898383,204,21.7930904578,0.0,0.948572887471,-132.480213282,0.624773780645,-91.5350077786,0.75892290871,-83.8580382441,17033.7779115,-1171671.46166
-197.714207757,75,-1283547.63936,2.63380812383,0.00847877997937,177.72747810823043,204,22.168738765,0.0,0.968430754742,-131.641898683,0.637304459968,-91.0447240448,0.769046697862,-84.371557179,22048.0373953,-1261499.60196
-186.928933577,76,-1133108.12188,2.67600715483,0.00926458268388,175.99582106255465,204,20.8488172146,0.0,0.984325815967,-133.400293152,0.647515390073,-92.8602108972,0.785007025323,-90.3070055477,23682.5279344,-1109425.59395
-186.439687393,77,-972181.290451,2.71416179714,0.00841854553738,175.09639621728778,204,21.3155043462,0.0,0.998483175382,-134.045207458,0.656747696515,-93.5991188518,0.780315149271,-85.8927143705,23558.1771949,-948623.113256
-206.008509254,78,-1347421.51163,2.66988511919,0.0072446413198,178.1661302187878,204,22.468031266,0.0,0.982035444964,-135.894035755,0.646034036672,-94.3910402945,0.771434859048,-91.8085398109,19220.3017978,-1328201.20983
-206.771111713,79,-1383315.9071,2.63712972514,0.00660625862301,175.21249908784424,203,22.5160631539,0.0,0.969691100374,-132.52016891,0.638108190243,-92.5015735567,0.77342757427,-86.1515259956,15485.7606407,-1367830.14646
-189.645111289,80,-1007133.63924,2.5923680923,0.00909005747273,177.02176828044122,204,19.7803496414,0.0,0.952571779325,-132.939067251,0.627277185514,-92.569281761,0.801389647804,-85.6946532387,22814.9538095,-984318.685433
-235.132788111,81,-1739281.31015,2.58022613142,0.00830993829218,181.80048292657477,204,23.4603030266,0.0,0.94787704293,-136.638825113,0.624339186443,-94.4892534477,0.765400098223,-86.5894846587,20317.766881,-1718963.54327
-173.324434478,82,-825947.651948,2.54045897969,0.00785126053911,174.50398040447163,204,20.2112458277,0.0,0.93234476537,-126.694266576,0.614716699926,-89.5078768021,0.773825123258,-84.5643487417,21466.973536,-804480.678412
-186.865215766,83,-1066503.02911,2.53599265799,0.00726234005588,176.00274025692894,204,18.6483729259,0.0,0.930585141455,-128.883916823,0.613635980828,-90.3262619063,0.80664234323,-87.1251300416,19111.8725502,-1047391.15656
-177.468202692,84,-949773.202524,2.51651015809,0.00984347795739,174.98787845862896,204,19.8673585005,0.0,0.922873083819,-128.348019613,0.608921786212,-90.7055515045,0.799259162549,-85.999750919,26106.2462425,-923666.956282
-241.676038405,85,-2052663.32878,2.54637419102,0.0080377706698,178.81022908743583,204,21.7221229175,0.0,0.934670461457,-133.976608655,0.616148007898,-93.8342239172,0.796002351994,-85.5702312209,18565.2420464,-2034098.08673
-196.587423196,86,-1166791.16441,2.61417021835,0.00805065869484,173.09260876378056,204,19.8406088639,0.0,0.960946731042,-129.447624677,0.63255266175,-92.0280527963,0.799600002838,-87.7733348646,20812.3374161,-1145978.82699
-168.674894178,87,-895009.656099,2.61423856894,0.00652776368621,170.49096911004224,204,17.7761638101,0.0,0.96097287689,-125.873642431,0.632569200592,-89.8707687896,0.816516715911,-84.1152529901,17996.6694413,-877012.986658
-188.824988193,88,-907385.344648,2.66640611126,0.00916803180761,174.78512013718864,204,18.3373508529,0.0,0.980731539961,-130.692379215,0.645192218604,-92.2935389823,0.823345544547,-83.9612008977,22833.0397061,-884552.304941
-210.337580275,89,-1438019.85895,2.66988326936,0.00890814243796,178.07831053954288,204,20.4929620171,0.0,0.982034752116,-135.37961643,0.646033589069,-94.5077946424,0.809900531097,-86.5616148944,22214.6586908,-1415805.20026
-195.415910028,90,-1296843.10977,2.66234113342,0.00855057445264,176.4604371991424,204,19.4127960903,0.0,0.979205861055,-132.23314053,0.64420861297,-93.4375712791,0.807317996548,-88.1763494203,20906.1798413,-1275936.92993
-193.161289397,91,-1227536.39891,2.68220786018,0.00582877352161,174.78372430295104,204,20.2912420055,0.0,0.986640283787,-130.802431523,0.649015779238,-92.3408264949,0.776835092481,-86.6789811698,15205.1133613,-1212331.28555
-187.758062586,92,-994800.140002,2.71246814008,0.0066600213265,173.03706474073803,204,18.4954857788,0.0,0.997858973205,-128.857295744,0.65633788109,-91.1648282629,0.803496914682,-87.8912381757,18867.9834181,-975932.156584
-165.580842347,93,-862438.565075,2.65255628101,0.00903019947516,171.04909918086884,204,17.7007997327,0.0,0.975523809381,-125.659385572,0.641840965144,-89.2146896392,0.805008628661,-88.1559034681,23277.4170119,-839161.148063
-177.980349632,94,-882653.272854,2.69471053063,0.00645870343081,174.83759851844886,204,17.9800209332,0.0,0.991290788806,-129.536426119,0.652041059465,-91.2640423534,0.818718580811,-87.5409142566,18068.2815962,-864584.991258
-181.81071897,95,-1035477.58346,2.67218565856,0.00831531963443,174.24174580968094,204,17.0918106322,0.0,0.982896736256,-128.238602876,0.646590699852,-90.3870234181,0.834933883784,-86.4295113064,21086.7233728,-1014390.86009
-216.812634433,96,-1457258.92692,2.72060185458,0.00997703858925,178.65065260866572,204,20.4598284189,0.0,1.0008531259,-135.198356516,0.658306001881,-94.2846001173,0.812099872515,-88.3819408057,24480.2527426,-1432778.67418
-177.898369434,97,-831173.638445,2.76050745152,0.00957980330177,175.08181429064666,204,15.6003469812,0.0,1.01541452208,-130.958806419,0.667961988085,-92.0047420534,0.856954819565,-90.4366810719,25023.2895922,-806150.348853
-213.602096768,98,-1534348.9738,2.79695223021,0.0055184568088,174.05144680964722,203,22.2523375094,0.0,1.02853033514,-133.892605481,0.67678055759,-93.7376098366,0.787930315047,-87.6061862937,14223.1566228,-1520125.81718
-200.402410578,99,-1145708.41754,2.77686823151,0.00587654888475,179.43384233487907,204,18.2785475256,0.0,1.02132375726,-138.901856761,0.671920817873,-96.1779863986,0.834462723437,-93.5325061729,15983.3684279,-1129725.04911
-188.29018394,100,-1028258.09029,2.83684869739,0.00780195431031,173.66184521309293,204,18.3489503554,0.0,1.0426938225,-134.696504249,0.68643433466,-94.3946528821,0.839825426186,-88.5246870731,19532.7944506,-1008725.29584
-211.853596197,101,-1301242.0972,2.90175537083,0.00819180740565,181.19366019492554,204,20.6785081037,0.0,1.06531585416,-145.726177959,0.702139849456,-99.8367208465,0.814303154071,-91.2654429681,22175.1374239,-1279066.95978
-190.564931979,102,-964322.271073,2.84531926287,0.00712910575997,172.12735728163196,204,18.2597749854,0.0,1.04567528022,-132.739749688,0.688483963524,-93.7091570257,0.822291983496,-86.2312249102,19166.3631244,-945155.907948
-211.907456242,103,-1260111.94859,2.81471230043,0.00557366833455,173.9221616533162,204,20.2629305506,0.0,1.03486005403,-135.246340601,0.681077974648,-95.1167447472,0.817083422267,-88.9931414848,13504.8811398,-1246607.06745
-199.755754013,104,-1113737.04718,2.8125458042,0.00739791175776,177.71479868258808,204,20.3566523391,0.0,1.03409005334,-138.737679648,0.680553745987,-96.379566546,0.819218162438,-89.0152883619,19741.6578976,-1093995.38928
-183.501225792,105,-835742.987782,2.8030833335,0.00682818998233,175.56028176677333,204,17.0582586725,0.0,1.03072000185,-136.416440102,0.678264105094,-95.8280082782,0.854512054161,-94.672561252,19549.2407905,-816193.746991
-195.668629962,106,-1022072.30961,2.72206561548,0.00896009000469,177.26731444504136,204,19.69117851,0.0,1.00139100955,-135.801420425,0.658660189166,-95.1272035672,0.823676020244,-82.6745174275,23534.020385,-998538.289222
-189.73034346,107,-1072640.41684,2.67708856357,0.00863862327952,176.02040299587355,204,19.9799589843,0.0,0.984729847131,-135.19283311,0.647777059328,-95.0629613448,0.827498221943,-84.0958467919,22911.6234816,-1049728.79336
-193.679236711,108,-1072309.658,2.64231718022,0.00718083430836,178.36797610893638,204,18.8144657149,0.0,0.971656251967,-137.095516381,0.639363402507,-95.9305666288,0.846906592409,-86.8860369174,19225.687411,-1053083.97059
-193.714226468,109,-1123478.47547,2.66512939741,0.00542713952519,174.25464169229897,204,18.4128824588,0.0,0.980252610813,-133.91953066,0.644883291228,-94.6955893623,0.822504237206,-87.6012766308,13964.4201784,-1109514.05529
-172.322092811,110,-851032.793137,2.6389816511,0.00829998570124,174.97461613252455,204,15.0605530072,0.0,0.970393104523,-134.289560827,0.63855630211,-94.5569290495,0.874668678096,-87.1413592907,24163.9241456,-826868.868991
-226.377164712,111,-1633548.22858,2.62259428964,0.00573652786228,175.4478411906803,204,19.3930213256,0.0,0.964164014748,-135.495357877,0.634591040385,-94.9030571204,0.824355236916,-92.5341034884,12787.1856325,-1620761.04295
-191.16472774,112,-1080500.60325,2.62748912899,0.00779177043324,178.11050599581736,204,15.7992868031,0.0,0.966028686362,-137.695414967,0.635775448207,-95.931334028,0.872707742712,-92.9449321484,20188.4867298,-1060312.11652
-202.961798544,113,-1059044.24085,2.5995105851,0.00729510173949,182.67993164375287,204,16.9796541681,0.0,0.955323190808,-142.426914274,0.629005459671,-98.7259044285,0.864745217932,-90.1427167412,20052.4448037,-1038991.79605
-206.83909022,114,-1198684.93471,2.67119915444,0.00701708393762,181.9139671938059,204,18.6128225784,0.0,0.982527493101,-142.858812223,0.646351994735,-98.3681377116,0.842483080906,-95.377617244,18375.0570412,-1180309.87767
-231.056667702,115,-1624637.93367,2.62440313479,0.00929045719949,180.91367146298785,204,17.7728285903,0.0,0.964853492966,-142.216023046,0.635028727955,-98.6273775175,0.860986959027,-100.339372374,21918.6537321,-1602719.27994
-208.045010663,116,-1302264.353,2.57389808382,0.00905396500867,175.912899297259,204,20.4087025001,0.0,0.945421513915,-136.473516953,0.622807984181,-95.0474753127,0.811800239628,-85.8895598913,23285.5610626,-1278978.79193
-206.209032369,117,-1352803.69751,2.63388407903,0.00975414203369,168.9473721658207,204,16.2776436376,0.0,0.968459592874,-129.354267828,0.637322838903,-91.4025831845,0.85409002042,-88.822309564,23654.5396461,-1329149.15786
-173.219964641,118,-701778.739639,2.66462317218,0.00670601372496,166.7448883387751,204,18.5354801588,0.0,0.980062648812,-130.398217287,0.644760799542,-93.1172438042,0.82788601074,-89.6788228642,19655.2210774,-682123.518562
-218.177816133,119,-1417770.8736,2.63505180328,0.00662584487043,169.90920749727505,204,18.7492501703,0.0,0.968902841488,-133.392913411,0.637605393985,-94.5283103625,0.844051797901,-95.3745179783,16113.0253118,-1401657.84829
-176.673503986,120,-913488.940587,2.66747028201,0.00798740677551,169.14351728427738,204,16.7138636602,0.0,0.981130563369,-130.884603436,0.645449716772,-92.5240816593,0.849534170336,-89.2166552768,21381.749331,-892107.191256
-183.844304188,121,-988950.683514,2.7806975967,0.00868927887458,167.40258611597346,204,18.706695978,0.0,1.02270183029,-132.93369699,0.672847412142,-94.2688877669,0.840343632242,-85.826762365,23136.8660794,-965813.817435
-177.238847433,122,-948256.595418,2.74168755125,0.00699320230423,163.93728767111494,204,17.750705345,0.0,1.00857362543,-126.69636141,0.66340812318,-90.4586931706,0.825441262971,-84.7833948959,18271.3586122,-929985.236806
-179.161950121,123,-921383.363806,2.7739943606,0.00702300663298,164.42074236560867,204,18.9347347309,0.0,1.02028828894,-128.247980246,0.671225425247,-91.4174999611,0.819320308743,-85.3380913544,18562.4458752,-902820.917931
