MaxReturn,AverageReturn,AverageDiscountedReturn,MinReturn,Total cost,AveragePolicyStd,MeanKLBefore,dLoss,Perplexity,StdReturn,LossAfter,MeanKL,Entropy,LossBefore,Iteration,ExplainedVariance,NumTrajs
-94.3423014791,-134.335477797,-95.3433124748,-229.336241698,162.61360425320132,0.780898717225,0.0,6.81437892092,3.22724461307,23.1784305272,-6.81437892092,0.00580314822311,1.1716287122,-3.33621473926e-14,27,0.776612540849,204
-88.1834167624,-130.606661201,-93.1373817977,-230.107043647,160.0585913660117,0.78715614147,0.0,6.1743934376,3.25310486644,20.2560158179,-6.1743934376,0.00445231112254,1.17960988381,2.72359773122e-16,28,0.805362645903,204
-90.0669072104,-133.579467768,-94.5418269287,-233.003438313,162.68149062176397,0.779898024344,0.0,17.5780990192,3.22310901822,22.6631978061,-17.5780990192,0.00339156459857,1.17034642734,-1.04663694163e-14,29,0.782133806111,204
-92.6266956325,-132.314172193,-94.1000011532,-196.223619411,162.61526576396128,0.776073738274,0.0,18.8011745907,3.20730427128,19.7488235452,-18.8011745907,0.00539939077035,1.16543079344,-4.42520715418e-14,30,0.812527068127,204
-84.1253936717,-130.417374926,-93.3129956391,-229.634456168,161.27407353278966,0.762250926164,0.0,13.5210600345,3.15017830227,21.4333132217,-13.5210600345,0.00613019786973,1.14745905513,3.06158294373e-14,31,0.798225416386,204
-88.8965861812,-127.3139079,-91.4776645155,-230.162834714,159.93295380786594,0.736966766664,0.0,20.7691047693,3.04568566354,16.9555970447,-20.7691047693,0.00334851499965,1.11372605267,2.61782913856e-14,32,0.845989420268,204
-86.6513298299,-127.828494341,-91.8252594471,-223.470667496,160.28905710544808,0.734097564533,0.0,3.97440120323,3.03382802193,19.374449385,-3.97440120323,0.00523224431671,1.10982519571,-1.8824564353e-14,33,0.809942705452,204
-86.2493386277,-127.750789362,-91.697101254,-227.231655006,160.81860387322945,0.735615638184,0.0,11.5278339396,3.0401018125,20.8857874232,-11.5278339396,0.0040752912759,1.11189100581,2.72322800491e-14,34,0.80071892376,204
-84.4213779108,-128.093638848,-91.6889935851,-238.552627672,160.8602654180935,0.714351303557,0.0,15.0456388378,2.95222203007,20.8638562142,-15.0456388378,0.00451309026925,1.08255811735,1.16795376511e-14,35,0.805271204852,204
-90.2256344232,-124.669058473,-89.6541837989,-177.295826682,159.27066759217064,0.71562757392,0.0,12.5858127441,2.95749651261,17.6026280931,-12.5858127441,0.00235058478837,1.0843431377,-1.27979480562e-15,36,0.814469047263,204
-86.5207955309,-125.511355737,-90.4518532552,-196.7263077,160.2554483751698,0.711940759857,0.0,6.97846577523,2.94225990054,19.2593158293,-6.97846577523,0.00496501841826,1.07917795972,-4.46927822765e-14,37,0.808797500023,204
-84.4239333569,-121.223112976,-88.3072058099,-173.252854377,157.2299063718017,0.69529912676,0.0,14.7624321036,2.87348450166,16.971008324,-14.7624321036,0.00222624759238,1.05552540541,4.17937167868e-15,38,0.838068626485,204
-89.5807273748,-122.000037006,-88.6007970561,-172.069629917,158.9533912719999,0.699731236315,0.0,12.1980307771,2.89180121978,16.8719152991,-12.1980307771,0.00277965285915,1.06187956742,-6.33624925667e-14,39,0.83342332813,204
-90.5301157281,-121.356576686,-88.1037789486,-167.435291855,158.88821423175455,0.700162228665,0.0,13.6249935157,2.89358239538,16.4063865307,-13.6249935157,0.00290654208583,1.06249531765,-5.52208253915e-14,40,0.835497163741,204
-84.6622805709,-123.287674457,-89.4348155134,-221.838674543,160.7077674555428,0.706511073189,0.0,13.6848746295,2.9198204642,19.4891784885,-13.6848746295,0.00579894311064,1.07152212953,-7.19350283641e-14,41,0.803331982556,204
-83.292219613,-124.272389346,-89.6576751525,-186.54604562,161.53872660154283,0.687267578328,0.0,9.05371096132,2.84029226963,15.9801494269,-9.05371096132,0.00275166058266,1.04390695872,-1.95657557581e-14,42,0.835577834029,204
-86.7479166672,-124.7987331,-90.0691757801,-204.160398104,162.41646780817567,0.693464881349,0.0,12.5370941809,2.86590405814,18.1044095568,-12.5370941809,0.00367104363793,1.05288385297,-5.29278861902e-14,43,0.818873815774,204
-85.4951428046,-123.415797983,-89.164186474,-244.154535138,160.04563473717448,0.688542883544,0.0,8.10052112488,2.84556276348,18.992303864,-8.10052112488,0.00466178282848,1.04576085592,1.34312439111e-14,44,0.801353263868,204
-90.5423961451,-122.909952625,-89.046749305,-209.926030166,158.53966041484196,0.702494813075,0.0,8.23390909765,2.9032223401,18.0583470288,-8.23390909765,0.00523070401247,1.06582127188,2.44302638724e-14,45,0.813994762674,204
-88.9550525895,-122.484761972,-89.3066336894,-178.647201802,158.14672933118788,0.717658700986,0.0,23.1747630672,2.96589061512,16.0100220445,-23.1747630672,0.00401656435611,1.08717736344,2.9121067715e-14,46,0.843809669444,204
-83.6556922438,-124.910527381,-90.3808794425,-233.275824961,160.3278338359954,0.725947084237,0.0,4.85798272454,3.00014427646,18.5500410873,-4.85798272454,0.0080927585577,1.09866037967,1.12005648537e-14,47,0.814412233164,204
-86.4219891163,-120.737038022,-88.0140613069,-186.09301547,157.35832192579164,0.715678968411,0.0,10.4917230051,2.95770891224,17.4315777821,-10.4917230051,0.00503189099131,1.0844149525,2.48091313886e-14,48,0.815306649839,204
-85.1753785657,-119.18043416,-87.2694151174,-164.397326788,156.1387702300785,0.707077997284,0.0,10.3794843481,2.92216340918,15.9025235093,-10.3794843481,0.00390947277819,1.07232423551,4.18981415026e-14,49,0.832009934783,204
-83.5365743246,-125.332032767,-90.2824507145,-167.022141437,161.31940250899441,0.70040523401,0.0,6.30092220171,2.89458667119,16.4329124919,-6.30092220171,0.00282895933035,1.06284232749,4.49868372177e-14,50,0.826708763401,204
-85.9494820205,-123.914457566,-89.4181978279,-220.26374011,159.76034238401405,0.694473003654,0.0,18.2516056443,2.87007035679,18.8084458829,-18.2516056443,0.00408657059194,1.05433654403,3.36961153019e-14,51,0.799247234955,204
-86.7306263607,-122.281357839,-88.6564032483,-245.380819282,157.3070989122016,0.70397332914,0.0,20.2889617506,2.9093326498,17.5950356174,-20.2889617506,0.00295012781542,1.06792372492,-2.21682200643e-14,52,0.825553572888,204
-86.2695199769,-122.111769473,-88.3759198336,-172.289438141,157.69898235867396,0.697842547336,0.0,6.64772969802,2.88399577561,16.2068100376,-6.64772969802,0.00619322563669,1.05917675466,1.47663064587e-14,53,0.834966209864,204
-85.8583118731,-119.829129555,-87.1093467908,-160.932165263,157.01181214410693,0.67233935444,0.0,11.2473116412,2.7785979307,15.3929125787,-11.2473116412,0.00412420333812,1.02194645901,1.98015032552e-14,54,0.836204220423,204
-83.9309546701,-122.843759592,-88.7354982761,-165.782481861,159.87473830152928,0.667238185421,0.0,3.224605682,2.75751616956,15.3414656291,-3.224605682,0.00406086340386,1.01433033597,-4.21988263653e-15,55,0.845416293359,204
-84.790604239,-120.745544111,-87.5491134801,-205.814619737,159.4377265443022,0.671366060522,0.0,15.7421691047,2.77457556841,18.0641192548,-15.7421691047,0.00442396577748,1.02049778718,5.11399215979e-15,56,0.801976784736,204
-82.052904072,-121.858692594,-87.9194839147,-180.855897989,160.96720434827023,0.679642965397,0.0,12.7146042766,2.80878179271,18.3629684142,-12.7146042766,0.0043644792575,1.03275086362,3.28850478255e-14,57,0.801024715277,204
-84.7237264118,-117.554773944,-85.8935206361,-214.68362636,156.8861362473635,0.6729464297,0.0,15.6657033807,2.78110680966,18.3514890328,-15.6657033807,0.00387616003808,1.02284898144,2.0608811344e-14,58,0.788142382679,203
-81.8894361237,-116.683650328,-85.3024963471,-160.515336274,156.55002162545563,0.673729170884,0.0,3.47584478809,2.7843416687,14.9836856751,-3.47584478809,0.00378258580445,1.02401146077,-1.85541602949e-14,59,0.831273625329,204
-83.1521159148,-120.062429044,-87.2633453521,-179.03633519,158.9815841296693,0.686180585725,0.0,13.0503114715,2.83580002122,16.708857815,-13.0503114715,0.00532712220582,1.0423240918,-3.43088300961e-14,60,0.81872845387,204
-85.9211393452,-120.848648706,-87.6249380345,-161.846632671,158.6385110602773,0.709649974692,0.0,8.93228250348,2.93279270086,16.4326469952,-8.93228250348,0.002619680471,1.07595510931,1.33405038151e-14,61,0.824126783437,204
-87.3792365219,-118.772401848,-86.643262339,-170.13308735,157.51137914748867,0.7115025537,0.0,19.6904809974,2.94044891222,16.4261077707,-19.6904809974,0.00600659208595,1.07856226092,-1.90080306871e-14,62,0.826964036312,204
-83.8449028911,-118.735363307,-86.5188040143,-201.38104084,156.92960005987734,0.702528743595,0.0,13.2598995207,2.90336256583,16.3831111466,-13.2598995207,0.00660148951555,1.06586957074,3.15322290876e-15,63,0.823707515381,204
-86.3066176477,-119.909853727,-87.227596826,-224.464591355,157.22577930867783,0.699125546008,0.0,17.0909827032,2.88929806445,18.0278953027,-17.0909827032,0.00426539735932,1.06101358835,-2.38818330883e-15,64,0.806715464085,204
-80.4850913169,-117.886654519,-86.2160924208,-167.458780281,155.44735392121484,0.680466760564,0.0,6.12846601083,2.81218631682,15.0672804672,-6.12846601083,0.0066501254778,1.03396222951,2.43618214629e-14,65,0.840878254426,204
-84.3494326538,-116.222876984,-85.283948391,-160.979624716,154.59051062925383,0.671200322873,0.0,15.0296769551,2.77389061923,14.3779936467,-15.0296769551,0.00716692708671,1.02025089041,2.11685124474e-14,66,0.843864218553,204
-80.9607268247,-118.543805271,-86.7144824562,-161.34421691,157.47745373595043,0.678105189027,0.0,7.71155149199,2.80242657608,16.1324425166,-7.71155149199,0.00684647571158,1.03048567619,-4.06782082043e-14,67,0.837078673341,204
-83.2542097419,-115.295123179,-84.6400886679,-190.852588963,155.52451957244293,0.641980634486,0.0,3.65738668542,2.65313349688,17.2512032762,-3.65738668542,0.00690083929531,0.975741393105,-2.73869331382e-14,68,0.807360727064,204
-83.6089162921,-117.67287134,-86.2344004723,-229.508122567,157.6218686591762,0.6412750802,0.0,19.6729583645,2.65021763056,18.7565823826,-19.6729583645,0.00419472048847,0.974641761366,-1.89291148108e-14,69,0.799861227008,204
-80.783492091,-116.64160678,-85.3689567709,-163.040817258,156.49118988735876,0.632593783408,0.0,7.59038614748,2.61434016311,16.4682323258,-7.59038614748,0.00398576876062,0.961011737995,3.77967499398e-14,70,0.821895934067,204
-79.9151740678,-114.958726177,-84.5017295878,-161.62249865,154.6637606607109,0.645523344814,0.0,0.98077985178,2.66777456693,16.2614505549,-0.98077985178,0.00488802857906,0.98124462933,-4.64008876702e-15,71,0.819735966771,204
-83.6140898663,-117.392545298,-85.8152151673,-233.295196474,157.5737904817899,0.646144186795,0.0,22.2707592231,2.67034034005,18.2232721109,-22.2707592231,0.00441123136386,0.982205932472,-3.36739196268e-15,72,0.804279028133,204
-83.9091358138,-116.013346308,-85.0730703573,-150.246546371,155.7249532917909,0.649216097993,0.0,17.3838175829,2.68303572378,13.7095836414,-17.3838175829,0.00464471079164,0.986948886218,-1.34093727687e-14,73,0.845092685832,204
-80.1794085236,-115.979594442,-85.271408827,-167.558285891,155.93310203002616,0.656073521714,0.0,10.9052039356,2.7113756138,15.5315254852,-10.9052039356,0.00383606243873,0.997456112671,1.02996613363e-14,74,0.833678862717,204
-83.051731308,-115.422077162,-84.7282381401,-176.463653566,156.30889843165082,0.637206788684,0.0,5.43193961596,2.63340447465,14.7291460694,-5.43193961596,0.00299746107776,0.968277486131,-8.70393121195e-15,75,0.839977403424,204
-83.7645783239,-116.695071826,-85.4981110734,-231.527358094,156.6026206653849,0.643912533759,0.0,9.3780688119,2.66111751758,17.1485012154,-9.3780688119,0.00434832987264,0.978746153958,1.30758219399e-15,76,0.811932972327,204
-82.9390489986,-114.438014212,-84.1820576885,-149.058343713,155.50762253658183,0.631493066519,0.0,9.44434659057,2.60979119591,14.8438975497,-9.44434659057,0.00238659429274,0.959270216568,-1.4173309649e-14,77,0.833775339514,204
-82.0781164156,-117.117517353,-85.7797006966,-189.971082362,157.44462788489804,0.633539993344,0.0,13.7681495018,2.61825059458,16.4241374883,-13.7681495018,0.00394953447354,0.962506382763,1.72767923324e-14,78,0.826606298311,204
-83.1334085243,-114.390156726,-84.2709131556,-167.12398177,154.53317162836822,0.633254724488,0.0,7.52650649144,2.61707165504,14.5743993811,-7.52650649144,0.00422676043784,0.962056003777,1.47385857157e-14,79,0.836346768486,204
-83.4439618001,-114.946041154,-84.5926308308,-188.078661159,154.77295638021712,0.63786228388,0.0,12.6215689874,2.6361134602,15.5280595886,-12.6215689874,0.00398639380949,0.96930565828,4.75640052722e-14,80,0.830667350844,204
-83.1722979248,-116.902976071,-85.5352060447,-153.300346555,156.0469195965676,0.657669760543,0.0,17.2595812023,2.71797244005,14.6426464642,-17.2595812023,0.00722474325909,0.999886175889,-4.04937300918e-14,81,0.83990629068,204
-83.1090651712,-113.761017997,-83.5884438951,-151.469615646,154.63580885549183,0.640661394445,0.0,9.96890122456,2.6476814322,15.2744321952,-9.96890122456,0.00438816819234,0.973684325777,6.21420106666e-14,82,0.823429799017,204
-82.3991171372,-115.053052488,-84.4552598113,-179.854059467,155.26337183358257,0.633444348787,0.0,21.0184971435,2.61785532132,15.9006446948,-21.0184971435,0.0055371944918,0.962355402906,-2.76535599569e-15,83,0.824340050035,204
-82.2288274607,-114.302301715,-84.010455059,-170.996650234,154.32328830235852,0.643397496858,0.0,3.9189220658,2.65898900843,14.6644603509,-3.9189220658,0.0062997767302,0.977945978528,-2.49208678284e-16,84,0.836680045543,204
-82.7801083289,-115.290419096,-84.5483876757,-183.232746718,155.75266813141354,0.64470370667,0.0,11.5365525292,2.66438722267,15.8623080751,-11.5365525292,0.00370265826568,0.979974095971,-1.6717159282e-15,85,0.831795900281,204
-78.4349818776,-112.625446163,-82.9868431738,-185.817485152,154.00082929853716,0.643238458339,0.0,7.37278037686,2.65833174495,14.4814999546,-7.37278037686,0.00641488241225,0.977698762493,3.41964995686e-14,86,0.828945038401,204
-78.9434224539,-111.576472943,-82.7605808416,-168.416557446,152.60332995992073,0.628982605235,0.0,0.440320922359,2.59941613385,15.7341559083,-0.440320922359,0.00488677092688,0.955286855906,3.80328600263e-14,87,0.825926882883,204
-79.8731292807,-112.393389698,-83.1204866503,-158.142125903,153.47081034524297,0.62892901799,0.0,2.02750091295,2.59919467216,14.183012422,-2.02750091295,0.0066172678988,0.955201655572,8.65062762368e-14,88,0.838616865043,204
-82.9903741533,-113.486104997,-83.759914029,-157.109590294,154.97207985728554,0.627957110244,0.0,8.39195870603,2.59517803855,14.9813655125,-8.39195870603,0.00393685963506,0.953655122569,-9.56761738722e-16,89,0.836927848641,204
-82.2518723934,-114.446887901,-84.4064379419,-191.040812416,154.1225265749191,0.642685936625,0.0,22.4317082632,2.65604832115,16.0301129217,-22.4317082632,0.00316228714707,0.976839424651,-2.37196954098e-15,90,0.829205172753,203
-82.334908779,-113.779657586,-84.1507820363,-158.991664013,155.05630980639575,0.634886500302,0.0,13.7523455948,2.62381534611,15.3334118154,-13.7523455948,0.00607796918704,0.964629497457,5.32192403037e-15,91,0.841019123552,204
-82.8093024073,-114.918281324,-84.6786224175,-153.173663336,153.48032630510127,0.658868869022,0.0,5.76354612429,2.72292803326,15.5561170145,-5.76354612429,0.00559393432227,1.00170778413,-4.28232700323e-14,92,0.842973672143,204
-82.3066368993,-115.811966945,-85.0042596076,-233.791332763,153.9372499672344,0.674075543237,0.0,12.3111409541,2.78577313258,20.3103583195,-12.3111409541,0.0044117722611,1.02452544081,-1.2062167048e-14,93,0.778749810505,204
-80.3899413441,-114.457098506,-84.0644468694,-154.919963252,154.07643277104415,0.65759782174,0.0,3.89393702925,2.71767513631,14.1289740232,-3.89393702925,0.00613636031714,0.99977678552,-8.51098460989e-14,94,0.843885217496,204
-84.5297459062,-114.311964962,-83.95422815,-159.478899143,153.25910973379044,0.65595143465,0.0,13.5593325374,2.71087106076,13.9545554143,-13.5593325374,0.00287547568592,0.99727000788,-1.51716413735e-14,95,0.849686478476,204
-83.5216239194,-115.706192846,-84.9939536007,-156.060379241,153.53051267435387,0.67825841076,0.0,10.4435049715,2.80305980035,15.0746836386,-10.4435049715,0.0062869301368,1.03071160636,-5.47231251005e-14,96,0.846573944091,204
-81.7429465049,-114.519294409,-84.2085745533,-154.750602641,154.66821584604352,0.655868925235,0.0,2.37722799851,2.71053007151,14.7201662325,-2.37722799851,0.00581703711372,0.99714421411,-4.81570751182e-14,97,0.838155120383,204
-81.2740667505,-110.948018938,-82.1579145685,-182.54129584,152.56870728725494,0.636415138403,0.0,3.70371661181,2.63013279672,15.7376257375,-3.70371661181,0.0051952456872,0.967034337963,-6.22522215859e-14,98,0.822477092948,204
-80.7700721533,-112.222109113,-82.6393704856,-221.898438732,153.7516668442865,0.650716190033,0.0,15.6761043476,2.68923520118,15.7790276205,-15.6761043476,0.00493954204596,0.989256841362,-2.63742893193e-15,99,0.81743696896,204
