LossAfter,NumTrajs,MinReturn,AverageDiscountedReturn,Entropy,StdReturn,dLoss,MeanKLBefore,Perplexity,ExplainedVariance,Iteration,AveragePolicyStd,LossBefore,MeanKL,AverageReturn,MaxReturn,Total cost
-0.0381743832448,203,-230.765670195,-106.683903149,1.26020822889,25.2324859293,0.0381743832448,0.0,3.52615565841,0.787005015254,27,0.853226439432,-2.57645309009e-17,0.00638522846684,-154.642349517,-105.691562127,174.4635138771282
-0.0829359419715,204,-214.496564259,-105.224714138,1.25674511012,21.540172152,0.0829359419715,0.0,3.5139652831,0.83824875689,28,0.850276725488,-1.69689587612e-17,0.0026355567692,-151.264902783,-102.27994865,171.66160452581175
-0.025764327341,204,-225.215253231,-106.232632777,1.25366910281,23.2728796492,0.025764327341,0.0,3.50317290743,0.825095094604,29,0.847665286527,-1.08723510398e-16,0.00276182226251,-154.001582374,-105.363737085,174.56561792992412
-0.000306069107457,204,-238.053792535,-105.134757246,1.25346301524,23.5754342016,0.000306069107458,0.0,3.50245102142,0.820279772539,30,0.847490611246,1.89892055137e-16,0.00437952129561,-152.278358658,-102.533800995,173.28928517669613
-0.00840939872221,204,-225.286651514,-104.030866575,1.25144950473,22.4296502749,0.00840939872222,0.0,3.49540589458,0.83090063231,31,0.845785896801,1.76191775745e-16,0.00421291853981,-150.300019906,-103.730791801,171.92440020305676
-0.015223562209,204,-234.250548915,-100.992983683,1.23319475141,24.0512324735,0.015223562209,0.0,3.43217699207,0.793362898613,32,0.830486353448,9.03312016977e-17,0.00339640612758,-145.4228242,-95.5875057322,168.27388137472346
-0.0218792148689,204,-236.44715679,-100.414593507,1.23941302734,24.4401984203,0.0218792148689,0.0,3.45358570933,0.798485675591,33,0.835666636275,-6.91663630418e-17,0.0033787351729,-144.169173893,-98.1686757205,167.11881261244045
-0.0712808898673,204,-233.181947984,-100.64573047,1.22986978499,21.8388859118,0.0712808898673,0.0,3.42078406986,0.820250676083,34,0.827729599808,1.03999880522e-16,0.00178002865571,-143.312563041,-89.8063809142,167.00456539503844
-0.0531470893028,204,-231.716976195,-99.4018384243,1.21972164172,21.4358898167,0.0531470893028,0.0,3.38624501309,0.813688955476,35,0.819372159218,1.10780466642e-17,0.0019418343562,-141.748496594,-92.2815770269,166.07371244612298
-0.0453610447003,204,-216.624501817,-99.1317500308,1.21590164758,22.5698838721,0.0453610447003,0.0,3.37333425221,0.798657609169,36,0.816248133052,-7.93220900355e-17,0.00279080533328,-141.117704971,-87.8008843061,166.0762222860123
-0.120993839721,204,-208.156888839,-95.3226772013,1.20537602797,18.1632839204,0.120993839721,0.0,3.33801402874,0.841271947347,37,0.807701672988,-6.83980169085e-17,0.0029143329423,-133.510146206,-92.8211851804,159.30256970376183
-0.0542879394732,204,-233.953748323,-98.7676811451,1.19535306597,22.8996288767,0.0542879394732,0.0,3.30472435026,0.805550594811,38,0.799646545369,-2.77213459263e-16,0.00249619047689,-139.935878385,-95.7635616011,165.37823464829805
-0.0118246154778,204,-211.451918497,-95.4662068209,1.18798152494,19.4499006588,0.0118246154778,0.0,3.28045300763,0.81993925635,39,0.793773591007,2.03603997337e-17,0.00192650441117,-135.111853028,-93.9909187589,161.48898942788702
-0.0532575759592,204,-242.803398356,-95.1239458117,1.18633410537,20.737147691,0.0532575759592,0.0,3.27505317426,0.813915702801,40,0.792466989414,-1.14571278607e-17,0.00275867481084,-133.471496276,-88.581559324,161.04585979993885
-0.0128804757483,204,-238.211039021,-93.8591050927,1.1589160567,22.7211692969,0.0128804757483,0.0,3.18647744261,0.784571496208,41,0.771034255451,5.16362808766e-17,0.00200567903889,-131.77428438,-88.4778110991,159.90294686490893
-0.0506922354544,204,-218.712626618,-94.3109507507,1.14884795137,19.2754768225,0.0506922354544,0.0,3.15455661287,0.824001040311,42,0.763310349153,3.44771846499e-17,0.00445439500464,-132.561581873,-93.8974249441,160.37314728739594
-0.0412936790932,204,-234.540888548,-93.9055245952,1.13668316903,21.5051432867,0.0412936790932,0.0,3.11641458342,0.792520403264,43,0.754081094651,1.35278168311e-16,0.00407804984843,-132.30600316,-93.3141043094,160.97423494700828
-0.0111200313871,204,-197.248759878,-93.8794765188,1.12412873918,20.8216593873,0.0111200313871,0.0,3.0775343454,0.796814184202,44,0.744673215289,1.06742372784e-16,0.00325977014453,-132.638609057,-89.4196968704,161.12553542939096
-0.0582250117312,203,-222.931702636,-92.1583744312,1.11895939417,21.2768314739,0.0582250117312,0.0,3.06166655697,0.786938346756,45,0.740833675027,2.73735976616e-16,0.00317237576272,-129.047891431,-89.0927739876,158.71845039658217
-0.0666298055915,204,-217.816952344,-94.1161264486,1.1102900915,19.7610296359,0.0666298055915,0.0,3.03523876369,0.811652839147,46,0.734438922738,-3.30291983063e-17,0.0025174597633,-132.718447893,-84.3526979796,161.36814385960608
-0.00246964715172,204,-206.409400152,-93.765677347,1.1034788954,21.2410325691,0.00246964715172,0.0,3.01463540367,0.78553915489,47,0.729453512788,-1.88296999262e-16,0.00296762352787,-132.372307404,-90.5281097433,161.52906301735155
-0.037785434672,204,-224.231624758,-92.6197378616,1.0945369524,20.549906548,0.037785434672,0.0,2.98779886994,0.796882321607,48,0.722959857277,9.10524875516e-17,0.00271095826256,-129.622701378,-88.9333576054,160.359313458332
-0.0606695404524,204,-210.737816663,-90.5211749509,1.08184756452,19.3671184546,0.0606695404524,0.0,2.95012506545,0.806956656946,49,0.713843899509,-3.25133536406e-19,0.00181601859208,-126.325968614,-87.9256761841,158.20125685166448
-0.0663324154414,204,-229.465660904,-90.96792947,1.05923387631,17.985174376,0.0663324154414,0.0,2.88416051892,0.824993731681,50,0.697882410393,-5.95266413967e-17,0.0025694948287,-127.233318065,-93.7199212244,159.64572415123106
-0.0363831974146,204,-245.033724354,-91.775616209,1.0542908109,22.1253719811,0.0363831974146,0.0,2.8699391025,0.79051484644,51,0.694441243957,-5.90695451775e-17,0.00401548048847,-128.634148262,-88.6509392384,160.23117124219917
-0.0203860302194,204,-180.873089214,-91.273942721,1.04016136185,18.5777738585,0.0203860302194,0.0,2.82967357888,0.806319591502,52,0.684698166035,5.73422473829e-18,0.00181412223436,-127.135869073,-84.5466449909,159.18301390155293
-0.0684062126538,204,-221.86275175,-90.2769092769,1.03970639225,20.6298937801,0.0684062126538,0.0,2.82838645626,0.793382919844,53,0.684386720041,-1.48873810534e-16,0.00269838765526,-125.253603091,-85.5239630374,158.51625002413306
-0.0493971460081,204,-179.69396833,-90.4010595048,1.02815316736,17.6565079024,0.0493971460081,0.0,2.79589750886,0.824595155108,54,0.676525345901,-1.01662628331e-16,0.0013491645948,-125.440829852,-84.6788457123,159.41824205815658
-0.0598639120326,204,-164.607278852,-90.0148538997,1.01823917597,15.9576817865,0.0598639120326,0.0,2.76831595262,0.847568354,55,0.669851416752,-1.25327894949e-17,0.00446858121349,-124.857180602,-89.0746856454,158.5481275514607
-0.0599915498196,204,-192.720048215,-89.9033859241,1.03072781672,16.8430794558,0.0599915498196,0.0,2.80310523931,0.843881139111,56,0.678269405659,6.2473374635e-17,0.00318771801045,-124.364164463,-83.6376965567,157.78354616878616
-0.00236215860328,204,-178.706618461,-88.4449418134,1.0141893325,17.2033244686,0.00236215860328,0.0,2.75712737761,0.827088954112,57,0.667144109153,-1.12646265978e-16,0.00278283029343,-121.821354094,-84.7507399373,155.65177985511284
-0.0172919479452,204,-161.805048061,-88.6074537317,0.983710659834,15.8064404717,0.0172919479452,0.0,2.67436149884,0.846944028137,58,0.6471171895,6.29024143234e-17,0.00281030684515,-121.63170201,-86.2794637922,157.01094102775627
-0.0645833013425,204,-157.308788297,-87.9437130271,0.97701408035,16.1652857818,0.0645833013425,0.0,2.65651225564,0.841953070003,59,0.64279819519,2.33304033213e-17,0.00199035704104,-120.672251203,-83.1026152581,156.5689493112574
-0.059787357649,204,-174.285738577,-87.3763900064,0.982569787876,15.9397556198,0.059787357649,0.0,2.6713121346,0.844949796796,60,0.646379332625,2.06720670674e-17,0.00190570555078,-119.851325849,-87.6977579624,156.4486107434817
-0.0253179704103,204,-158.082202801,-87.0466010567,0.977863454841,13.9344876474,0.0253179704103,0.0,2.65876958791,0.860155380146,61,0.643344403515,4.86440566387e-17,0.00253594689507,-119.323569202,-89.2587819601,155.62790136079894
-0.0562826429435,204,-162.471838617,-88.4029452591,0.992948549097,16.0463112296,0.0562826429435,0.0,2.69918141955,0.847703589033,62,0.653122883696,-3.32837620795e-17,0.00229463045203,-121.275341841,-86.1024150515,157.03478308147004
-0.0452654442782,204,-161.151183769,-87.816709368,0.999156948723,13.7956279852,0.0452654442782,0.0,2.71599114321,0.863754850906,63,0.65719034471,2.68976398397e-16,0.00304401906171,-120.445034924,-87.1344161956,155.97608777939612
-0.0961469494891,204,-158.724736376,-88.4983294934,1.00974488652,14.2486297672,0.0961469494891,0.0,2.74490066452,0.861813485593,64,0.664185602528,3.53480867127e-16,0.0029289271089,-121.969026049,-89.1878478269,157.27160630650297
-0.0140446391584,204,-159.227054302,-88.8421151091,1.01779039797,14.3939611567,0.0140446391584,0.0,2.76707387204,0.856594374764,65,0.669550869615,-5.42219861318e-17,0.00430612934118,-122.405315236,-86.8561511383,157.07169919343306
-0.0327604928262,204,-187.992456967,-90.8131330427,1.04008074761,16.2025868433,0.0327604928262,0.0,2.82944547609,0.845816489705,66,0.684642971838,3.6346904368e-16,0.0024599556593,-125.748993343,-87.0293956271,159.03904007106823
-0.0140472091548,204,-171.996174333,-89.326014786,1.04691426842,14.8238994189,0.0140472091548,0.0,2.84884676468,0.859992816972,67,0.689337515695,-2.66999818857e-16,0.00500806093667,-122.721839439,-85.3442301107,156.36319810761054
-0.00690766586888,204,-235.028462,-89.2757326584,1.00273038601,17.4813355573,0.00690766586888,0.0,2.72571392876,0.829611629212,68,0.659542974174,-3.71946426671e-17,0.0036958323018,-122.880641108,-88.0116480656,157.80255356844518
-0.0768809831272,204,-213.466550384,-90.9592391643,0.996727577981,19.5830428035,0.0768809831272,0.0,2.70940100198,0.824298547937,69,0.655595723462,7.91601421702e-17,0.00336480776003,-125.301271227,-88.5744019493,158.6117849814212
-0.059699552635,204,-228.308125772,-89.6783959045,1.01451768787,18.692611895,0.059699552635,0.0,2.75803284382,0.825769152728,70,0.667363205467,-1.75079542998e-17,0.00269107160952,-123.407555046,-88.0668440903,156.5980003266992
-0.00533811996816,204,-235.314432528,-90.992187927,1.03117290412,19.8400485964,0.00533811996816,0.0,2.80435314384,0.816625771789,71,0.678571362022,2.96171705774e-16,0.00369802322603,-125.738089273,-85.1288545643,158.78711928596746
-0.0145388808962,204,-185.117808719,-90.0681931432,1.01894771623,17.2446289704,0.0145388808962,0.0,2.77027811097,0.842866631569,72,0.670326201631,-2.74257840699e-16,0.00351088069771,-123.905127,-86.1482524964,157.06997160793284
-0.0483993717825,204,-255.947926893,-91.6788506285,1.02644225945,24.832480602,0.0483993717825,0.0,2.79111807547,0.758624842897,73,0.675368862939,2.39485307799e-16,0.00277725418482,-127.306165386,-85.9096439501,160.3037178284772
-0.00601645013576,204,-246.045223764,-92.0406301035,1.03850710219,21.7720393378,0.00601645013576,0.0,2.8249964337,0.799382307081,74,0.683566433827,-1.89463188249e-16,0.00273265340713,-127.268502024,-85.1249808631,161.15719561949925
-0.0398224212031,204,-232.225072197,-87.6304723934,1.03320276192,16.802988914,0.0398224212031,0.0,2.81005136325,0.824482415226,75,0.679950164303,-5.88654695005e-17,0.00411688356278,-119.585609172,-86.7335125122,154.07505480123825
-0.0819188472881,204,-227.639888899,-88.9928112396,1.02685228923,18.7879878703,0.0819188472881,0.0,2.79226275164,0.811325107197,76,0.675645841063,-4.75708188841e-17,0.00414874109515,-122.873223979,-89.5102640099,157.3275379482913
-0.035768925574,204,-203.215545528,-88.8824337625,1.0157771707,17.6025537709,0.035768925574,0.0,2.76150872731,0.811822088433,77,0.668204267513,5.28718995679e-17,0.00372032495115,-122.749800002,-86.679630923,157.68075207854196
-0.0629870336464,204,-217.425749995,-88.3320925679,0.994114799715,17.0294599799,0.0629870336464,0.0,2.70233117789,0.819119152924,78,0.653885033006,-8.8739508773e-17,0.00186042850065,-122.171386576,-87.1619289864,158.84561219057002
-0.0427668723746,204,-166.148112997,-87.3779308949,0.996870858797,15.4529029127,0.0427668723746,0.0,2.70978923498,0.835982563168,79,0.655689664483,-1.61346220607e-16,0.00558258359661,-120.35208686,-83.3518295503,156.1500414195817
-0.0343289725944,204,-164.01151617,-86.4274554728,0.991565550416,16.4888857476,0.0343289725944,0.0,2.69545103536,0.824074090317,80,0.652220239931,8.87740538202e-17,0.00665506882939,-118.634924527,-81.7012638422,155.55736752550254
-0.0498050888913,204,-190.460769313,-86.5768821171,0.950637086022,16.7957775866,0.0498050888913,0.0,2.58735750365,0.807518194214,81,0.626064769748,1.79395737717e-16,0.00427431595853,-119.690078248,-84.2136577506,157.95477321446668
-0.0301673275273,204,-206.811510576,-85.706824812,0.941955406865,16.6146964433,0.0301673275273,0.0,2.56499212095,0.819048242113,82,0.620653001893,-9.67784961991e-17,0.00533955902591,-117.579622442,-82.6463123865,155.5739882273768
-0.0442703109393,204,-217.5667044,-86.3756868623,0.959982616077,15.4640026955,0.0442703109393,0.0,2.61165107229,0.8358444071,83,0.631943102153,-1.39327803754e-16,0.00183763854532,-118.589742851,-88.0740116786,155.6037016915097
-0.0195347659508,204,-194.876335443,-86.3320308384,0.968657244648,18.4672357818,0.0195347659508,0.0,2.63440472235,0.807468303805,84,0.637448819343,-3.19465436716e-17,0.0015684916263,-118.034240875,-81.3548857133,155.13198789897604
-0.0195264084647,204,-233.273144351,-88.7763427406,0.973000647133,19.2196582366,0.0195264084647,0.0,2.64587188759,0.809424425253,85,0.640223537626,-1.93649562213e-16,0.00589637003038,-122.527930873,-86.4543445562,158.02411554671937
-0.00263745238079,204,-229.66897437,-88.5735307528,1.01324002991,19.6441185464,0.00263745238079,0.0,2.75451127139,0.805520925589,86,0.666511088035,2.35964791552e-16,0.00310304957356,-121.714606239,-79.8078110902,157.0542495134634
-0.0921601827108,204,-243.824454526,-86.7522783108,1.01309257393,18.5343905153,0.0921601827108,0.0,2.75410513218,0.806703939111,87,0.666412814235,3.89814494304e-17,0.00326418923517,-119.262743789,-82.7282940555,155.2185383932564
-0.0441283864016,204,-237.920646034,-86.850640865,1.00808844526,18.4068101944,0.0441283864016,0.0,2.74035766147,0.805126162254,88,0.663086328787,-6.19537228693e-17,0.00249409075442,-119.97465811,-82.0367632432,155.82785558423404
-0.0694505330648,204,-231.648541561,-86.8020912519,0.995371970796,21.6559271626,0.0694505330648,0.0,2.70573060688,0.771838110617,89,0.654707595301,-2.1316743581e-16,0.0021573797343,-119.580956128,-81.9619608323,156.34516992197086
-0.0512596017721,204,-178.480893962,-85.467970547,1.0126306374,15.2456535887,0.0512596017721,0.0,2.75283320418,0.825742005705,90,0.666105044897,1.9343412513e-17,0.00299459940975,-117.486977217,-82.2267336175,154.3847292025366
-0.0424566911898,204,-234.548438653,-87.9103814819,0.993602554038,22.3686065674,0.0424566911898,0.0,2.70094727491,0.763254829748,91,0.653550168998,9.13511327269e-17,0.00282609714451,-121.547702651,-85.4792254727,157.6221595311951
-0.0429208036192,204,-184.233180046,-85.3014672417,1.01506755066,15.1778792735,0.0429208036192,0.0,2.7595498005,0.824697021182,92,0.667730264574,-2.20572546339e-16,0.00321538532429,-116.833244414,-84.2494223017,153.65887377106853
-0.0187105453372,203,-205.422025251,-85.5728676922,0.996390223327,16.0535198836,0.0187105453372,0.0,2.7084871271,0.821592596956,93,0.655374592496,-4.26090378577e-16,0.0029646903587,-117.519342579,-84.6919862452,155.22084212586245
-0.00120128804224,204,-237.166573588,-85.6975359412,1.01357253003,17.0424644373,0.00120128804224,0.0,2.755427299,0.827927651251,94,0.6667327399,-1.35166939538e-16,0.00472147513058,-117.361096949,-80.115756123,154.87888208133725
-0.0593761461389,204,-179.515431373,-85.1484019344,0.993485676205,15.8161545903,0.0593761461389,0.0,2.70063161249,0.829294807974,95,0.653473787934,7.44472855878e-16,0.00286186608594,-116.731596675,-82.4181713634,154.85956745682995
-0.0196425733321,204,-158.334017219,-85.3761697066,0.982350503445,14.6597712669,0.0196425733321,0.0,2.67072642166,0.840183640981,96,0.646237607241,4.43496718317e-17,0.00390425687834,-116.619970089,-82.4433408068,155.1987268207981
-0.0891968299906,204,-151.531473399,-84.9171101037,0.990304124985,15.9144746937,0.0891968299906,0.0,2.69205306846,0.831484888658,97,0.65139803142,7.99031704529e-17,0.00373077129,-115.792163678,-82.9797052327,154.39779280886273
-0.0438630039547,204,-174.468081468,-84.0304207723,0.977562691864,14.2833745965,0.0438630039547,0.0,2.65797004869,0.837660986753,98,0.643150938432,1.66910059894e-16,0.00225500544935,-114.182033314,-83.381628138,153.11172230524596
-0.0970768445882,204,-150.440746255,-83.7522627046,0.966557267608,12.2625648331,0.0970768445882,0.0,2.62887833759,0.866929804832,99,0.636111596018,1.60952415187e-16,0.00433638268718,-113.817709898,-82.7069819564,153.84753023073964
