AverageDiscountedReturn,Iteration,MaxReturn,Entropy,StdReturn,ExplainedVariance,MeanKLBefore,LossAfter,MeanKL,NumTrajs,LossBefore,MinReturn,Perplexity,AverageReturn,dLoss,AveragePolicyStd
-210.659164749,41,-202.631960501,1.48721401138,34.2654505792,0.938595073978,0.0,-108.59429477,0.00900498566919,209,-100.0,-389.468296698,4.42475102518,-326.118878242,8.59429477027,1.07066021138
-194.469102506,42,-169.288465351,1.48174651512,53.4152652214,0.864549433204,0.0,-106.52581208,0.00652098260438,209,-100.0,-388.667205614,4.40062473079,-297.467343693,6.52581208038,1.06482235445
-189.203338142,43,-185.399434315,1.49306637714,47.8115619968,0.885085609954,0.0,-104.219936668,0.00726734069746,209,-100.0,-389.21490971,4.45072220888,-287.321977243,4.21993666829,1.07694447752
-200.269951991,44,-174.550768768,1.48626175163,44.1646496968,0.900250342921,0.0,-104.508332773,0.00877878227554,209,-100.0,-388.022830747,4.42053951841,-307.587432169,4.50833277259,1.06964115004
-204.152800001,45,-226.933175894,1.47408985174,34.1105659219,0.932430814476,0.0,-100.842319551,0.0057682287375,209,-100.0,-388.668102791,4.36705929219,-315.400927208,0.842319550663,1.05670050095
-208.2827256,46,-169.260117163,1.46578921199,43.5373942714,0.913797477441,0.0,-104.827448094,0.00786491301648,209,-100.0,-390.858656727,4.33095993736,-321.590114062,4.82744809392,1.04796551391
-204.018518949,47,-164.768317517,1.46565413022,44.674768971,0.911003793953,0.0,-110.351717644,0.00785428486247,209,-100.0,-392.379336922,4.33037494318,-312.084823379,10.3517176441,1.04782396244
-201.206628564,48,-183.854827494,1.48013540411,45.3730897617,0.915556712016,0.0,-106.354845835,0.00698524971239,209,-100.0,-388.734509189,4.39354054411,-309.231262454,6.3548458347,1.06310818866
-203.622807686,49,-184.71732174,1.48462218168,44.766854943,0.918425150944,0.0,-107.793350776,0.00685459114504,209,-100.0,-385.814757092,4.41329767302,-313.599009761,7.79335077587,1.06788883546
-195.474614919,50,-170.722261484,1.4703245806,48.1687297266,0.896347566459,0.0,-105.480143918,0.00897849691948,209,-100.0,-385.645103588,4.35064704752,-299.354792674,5.48014391813,1.05272921822
-201.692469921,51,-167.952167234,1.45033874392,46.6743409909,0.902079649823,0.0,-105.160033355,0.00563744720156,209,-100.0,-386.721584818,4.26455886391,-309.603522199,5.16003335541,1.03189839805
-198.046836237,52,-143.311844122,1.44474940953,44.5001801795,0.906725693695,0.0,-103.94607605,0.00646822493569,209,-100.0,-390.393505385,4.24078930827,-303.784715654,3.94607604954,1.02614686145
-187.950727629,53,-170.20414293,1.45089447663,44.542924238,0.894505816038,0.0,-106.847531964,0.00864470634175,209,-100.0,-377.414281996,4.26692947742,-287.000736625,6.84753196408,1.03247201712
-174.753411846,54,-144.442276044,1.43802706411,40.8423424412,0.879513055174,0.0,-107.759082854,0.00770990768783,209,-100.0,-382.658519297,4.2123768638,-264.291809895,7.75908285441,1.01927188168
-168.595100054,55,-151.693696104,1.43796765619,47.234909235,0.854542973948,0.0,-108.431286363,0.00656155927493,209,-100.0,-384.154179884,4.21212662271,-254.494223309,8.43128636253,1.01921133066
-162.004815425,56,-136.71805757,1.42238035994,44.5936249372,0.856457331512,0.0,-105.874039191,0.00899088419214,209,-100.0,-357.15052037,4.14698000602,-243.215413303,5.87403919094,1.00344775662
-166.110400479,57,-157.000066713,1.42556781359,39.9741605405,0.871332805044,0.0,-106.00949293,0.00999347699179,209,-100.0,-348.840815423,4.16021940134,-251.721101567,6.00949293015,1.0066513027
-160.529742284,58,-133.023595486,1.38923445437,39.0336588421,0.859942043643,0.0,-108.167944496,0.00705933815958,209,-100.0,-322.048137923,4.01177767824,-243.378653499,8.16794449607,0.970732751413
-150.847713377,59,-120.275801282,1.38618680457,37.8039053862,0.82831107245,0.0,-109.697383768,0.00937089117774,209,-100.0,-331.24009996,3.99956979696,-227.487484275,9.69738376754,0.967778801534
-143.930592723,60,-117.898402152,1.39305660099,39.4845348412,0.806192640751,0.0,-108.159062054,0.00901627198695,209,-100.0,-315.440530335,4.02714062174,-216.161027221,8.1590620545,0.974450133982
-136.092927362,61,-117.720762362,1.40863731921,40.8714125507,0.775817104659,0.0,-104.421994841,0.00733588509157,209,-100.0,-302.073024291,4.0903777255,-204.871508612,4.42199484097,0.989751661797
-137.989499424,62,-112.586953266,1.40469084602,36.8971464285,0.7977055414,0.0,-103.97703686,0.00654166311982,209,-100.0,-307.196788118,4.0742669707,-207.542368545,3.97703686027,0.985853330784
-130.521021354,63,-121.238093955,1.3933649446,35.1042745048,0.797149478759,0.0,-103.70986484,0.00689337112586,209,-100.0,-289.954870879,4.02838255631,-193.426414815,3.70986483996,0.974750645791
-129.122760018,64,-116.008820529,1.38262603097,34.4370897906,0.807159183002,0.0,-106.219406512,0.00988198392455,209,-100.0,-293.096407458,3.98535355981,-193.474656899,6.21940651244,0.964338888332
-129.096606895,65,-107.212663143,1.36114862203,35.2008805178,0.804688764511,0.0,-108.176022459,0.00928178842735,209,-100.0,-294.8696712,3.90067112644,-192.908013833,8.17602245891,0.943848218575
-128.886468523,66,-99.6748938228,1.35315143937,40.7987099031,0.778248729429,0.0,-105.012780002,0.00737083468806,209,-100.0,-295.323601732,3.86960114867,-190.539184963,5.01278000215,0.936330193545
-123.864480824,67,-106.15924528,1.32883753377,41.4031103092,0.737885417706,0.0,-104.626626953,0.00800805026631,209,-100.0,-292.006122245,3.77665060603,-183.331030761,4.62662695312,0.913838883396
-121.489461242,68,-102.579810839,1.3264207486,37.6594494362,0.753668110829,0.0,-103.657914757,0.00736647548143,209,-100.0,-283.806238175,3.76753427342,-179.593451639,3.65791475668,0.911632997789
-116.505952323,69,-98.4085234527,1.29954102869,35.4699503638,0.719194285232,0.0,-106.422851484,0.00940330273117,209,-100.0,-268.942099819,3.66761295216,-174.532922626,6.42285148435,0.887454963289
-112.615118533,70,-95.1952400969,1.29400697896,32.8313098893,0.714503232078,0.0,-104.065849398,0.0062979474442,209,-100.0,-259.118612969,3.64737225782,-167.69010681,4.0658493976,0.882557307817
-117.438171586,71,-103.470430282,1.29453241662,30.3200356319,0.757131259112,0.0,-106.8840794,0.00915022181906,209,-100.0,-257.536619018,3.64928922817,-177.362676003,6.8840793997,0.88302115852
-120.171257681,72,-108.25831934,1.27458018479,30.3261215853,0.781472170292,0.0,-103.190383826,0.00778693273082,209,-100.0,-276.781504142,3.57719933214,-182.2049159,3.19038382557,0.865577514147
-123.262854475,73,-110.31173894,1.26489497508,29.3971970406,0.813361014912,0.0,-105.821737798,0.0067431901468,209,-100.0,-270.689075158,3.54272064261,-188.111832386,5.82173779818,0.857234680662
-125.595769446,74,-113.152931519,1.25636173994,30.766485033,0.814494337012,0.0,-109.097701846,0.00990665798075,209,-100.0,-263.04353566,3.51261839181,-191.109005114,9.09770184562,0.849950817225
-123.672015181,75,-101.489596923,1.25327454273,30.9611701685,0.81037837534,0.0,-105.792778151,0.00837858485759,209,-100.0,-271.150949925,3.5017909679,-187.095227588,5.79277815149,0.847330897618
-120.210675993,76,-98.6386926779,1.23684067001,31.2920098572,0.796303628439,0.0,-105.010320334,0.00685783552258,209,-100.0,-246.119839826,3.44471326925,-180.489035354,5.01032033369,0.833519765521
-119.945598439,77,-107.090980963,1.19265275466,29.9724715484,0.797132745639,0.0,-110.234402878,0.00888353896133,209,-100.0,-262.837692535,3.29581260337,-182.048358233,10.2344028784,0.797490163517
-115.99095396,78,-90.8450225166,1.2011469172,35.3292357635,0.713940213544,0.0,-103.082111945,0.00642224903688,208,-100.0,-279.041915986,3.32392700644,-173.824939255,3.08211194511,0.804293025996
-116.350348074,79,-89.8283560153,1.17674403842,34.5892414863,0.733763831473,0.0,-105.877403449,0.00652174498569,209,-100.0,-277.838586088,3.24379531708,-175.416965589,5.87740344927,0.784903503065
-115.68724003,80,-97.3834988527,1.16174518099,33.6661300566,0.738346193602,0.0,-104.125573728,0.00653564282453,209,-100.0,-297.124283815,3.19550514758,-175.801674395,4.12557372757,0.773218695764
-113.764280204,81,-96.0002468122,1.16224389829,35.6497365943,0.704267538461,0.0,-106.471559736,0.00648096514685,209,-100.0,-263.703958504,3.19709919872,-171.670788328,6.47155973645,0.773604409475
-114.49856982,82,-93.4880468556,1.16061120283,37.5594687792,0.70190890596,0.0,-105.402282354,0.00667223222766,209,-100.0,-286.220356187,3.1918835683,-172.343694144,5.40228235443,0.772342379603
-112.002134515,83,-99.9187928433,1.13487357425,32.2554250766,0.715375805447,0.0,-103.917730531,0.00796630391696,209,-100.0,-278.41309461,3.11078023533,-168.433561686,3.91773053093,0.752717747364
-115.498193266,84,-94.8397832373,1.11975935601,30.715240165,0.772331643078,0.0,-104.485988295,0.00630185171531,208,-100.0,-248.106297878,3.06411675329,-176.226874811,4.48598829472,0.741426550805
-116.496668914,85,-97.1503123261,1.1376075334,31.3172730387,0.784453176347,0.0,-102.765865737,0.00632647959918,209,-100.0,-239.224063118,3.11929661783,-177.726364511,2.76586573674,0.754778462606
-118.506772914,86,-98.4601359423,1.12412479488,32.365258263,0.790192288424,0.0,-103.355858001,0.00871886976503,209,-100.0,-240.670888478,3.07752220672,-181.87658954,3.35585800147,0.744670278084
-122.84661461,87,-99.728044361,1.11332855557,34.4529182422,0.786612378539,0.0,-106.134132981,0.00747976791702,209,-100.0,-244.429995427,3.04447525289,-189.017532235,6.13413298065,0.736673882722
-125.78188936,88,-109.595919173,1.09775867126,31.0917453213,0.825986352889,0.0,-104.478970098,0.00796319034753,209,-100.0,-263.375687,2.99744024046,-194.866313169,4.47897009755,0.725292786687
-120.841047776,89,-102.844808768,1.09560542222,31.4460434493,0.797184058182,0.0,-105.340636461,0.00827478296001,209,-100.0,-247.008240247,2.99099294893,-184.378900189,5.34063646131,0.723732730885
-125.312599812,90,-111.57527967,1.08600240235,28.9516362134,0.831836175801,0.0,-105.968822744,0.00686815054908,209,-100.0,-257.075323561,2.96240785551,-193.627950197,5.96882274441,0.716815975119
-128.695581151,91,-109.35438035,1.08094217964,25.5669697934,0.864057599908,0.0,-106.861718181,0.00661186941925,208,-100.0,-257.122712468,2.94745527558,-199.715900616,6.86171818081,0.713197888521
-123.816057582,92,-104.920934319,1.07958721489,30.4878569015,0.810305614623,0.0,-105.227371174,0.00693614897378,209,-100.0,-246.148049607,2.94346428205,-190.142607967,5.22737117372,0.712232184923
-124.422697407,93,-111.809407655,1.07727075798,28.0140630253,0.838178773888,0.0,-107.957471454,0.00688130454268,209,-100.0,-248.168167037,2.93665376503,-191.844748569,7.95747145352,0.710584239186
-121.14549571,94,-93.0681335729,1.0749560901,34.3939751394,0.773193784661,0.0,-107.078465517,0.00776005893057,209,-100.0,-258.818790332,2.92986424767,-184.7862716,7.07846551728,0.708941374752
-115.980918965,95,-92.9086655219,1.07063472081,35.7933638594,0.727673891712,0.0,-108.537542049,0.00935717629501,209,-100.0,-254.850397437,2.91723053941,-174.610599171,8.53754204948,0.705884387209
-110.494342002,96,-89.3006432034,1.06913988437,36.1769308223,0.706689631978,0.0,-106.274129191,0.0090480068996,209,-100.0,-279.442947873,2.9128730146,-166.558640658,6.27412919133,0.704829993774
-114.936153078,97,-94.0554980736,1.06413515365,35.8513177722,0.711778734722,0.0,-106.614889096,0.00996619743125,209,-100.0,-266.930240284,2.8983312886,-175.437851479,6.614889096,0.7013113218
-115.021239183,98,-88.4313918373,1.06532062515,35.9575986137,0.726721036933,0.0,-104.533589291,0.00676590989278,209,-100.0,-269.493323278,2.90176921512,-175.916883258,4.53358929131,0.702143199369
-114.796752192,99,-95.5987725908,1.02683034153,35.9026302424,0.728218331434,0.0,-106.398618468,0.00680773967422,209,-100.0,-269.26838679,2.79220146859,-175.190293049,6.39861846833,0.675631012357
