NumTrajs,Entropy,LossBefore,Perplexity,StdReturn,dLoss,Iteration,MeanKL,MaxReturn,MinReturn,AveragePolicyStd,LossAfter,ExplainedVariance,AverageDiscountedReturn,MeanKLBefore,Total cost,AverageReturn
404,0.984841404773,-1.01994246382e-10,2.67738722991,21.736844856,3798.05690603,23,0.00951697361328,-185.403194139,-309.411013959,0.64784932784,-3798.05690603,0.929929289813,-154.861162751,0.0,264.23204521509433,-237.322665662
404,0.97087659921,-1.36437972031e-10,2.64025789321,20.9559518566,3435.05776992,24,0.00814898770386,-187.393563347,-305.248024485,0.638865115338,-3435.05776992,0.933771908545,-155.482023126,0.0,265.6998927879986,-237.494218433
404,0.961055122103,-2.13820516848e-10,2.61445358639,25.0685449593,3107.60522254,25,0.00761421772268,-182.994624239,-308.860010516,0.63262122852,-3107.60522254,0.919283362293,-157.62133936,0.0,265.9259963647522,-242.7129072
404,0.965065164505,6.12929706989e-11,2.62495870503,24.9031683982,3466.74134702,26,0.00914788514272,-189.50325589,-307.693857935,0.63516315969,-3466.74134702,0.929089306817,-158.341721576,0.0,270.200849904743,-243.822684194
404,0.951409044026,-3.07349368178e-10,2.58935560611,21.6601633025,3029.60768949,27,0.00642415533536,-193.418579047,-311.296884268,0.626548252049,-3029.60768949,0.934959864892,-155.885143303,0.0,266.0962524614517,-239.335203774
404,0.953734079028,2.19233076137e-10,2.59538295271,26.2590881887,3676.84714899,28,0.00897392474495,-182.758278579,-315.044620846,0.628006693472,-3676.84714899,0.921594696732,-158.584471013,0.0,266.34948066102925,-243.766127242
404,0.946020346633,1.79959158686e-10,2.5754398798,19.5356341343,3735.36597432,29,0.00769054270727,-186.795713919,-303.4538171,0.623181053671,-3735.36597432,0.945145911146,-154.702165094,0.0,264.98864664581225,-237.422003454
404,0.936684051461,-7.77274911101e-11,2.5515067103,17.2487726483,4206.44475119,30,0.0087398183063,-178.426568307,-295.833601401,0.617389927306,-4206.44475119,0.950276333508,-153.922104581,0.0,261.71967877869105,-235.643957125
404,0.919313039416,-1.51653689606e-10,2.50756719829,18.4500239979,3678.48854861,31,0.00779920087717,-181.597615893,-302.910324846,0.606757851752,-3678.48854861,0.95150337169,-154.092564522,0.0,266.1574597608878,-236.436721606
404,0.887089142993,-5.2206838852e-10,2.42805164361,14.071426466,3139.71509822,32,0.00760714917597,-181.839991045,-303.177099975,0.587517415375,-3139.71509822,0.965513809637,-152.205029842,0.0,265.7104053803965,-233.55596948
403,0.867862336745,-2.32606045536e-10,2.38181389163,11.3992354816,2866.68912487,33,0.00723471841844,-192.73654349,-295.260232115,0.576329233028,-2866.68912487,0.975115867231,-151.617202108,0.0,269.3589734077456,-233.622717874
403,0.884163859454,-4.50822879028e-10,2.42095928275,11.3722068805,2728.00308513,34,0.00721927969677,-191.142223419,-296.909623466,0.585801271678,-2728.00308513,0.976717784765,-151.24787311,0.0,269.95745485677776,-233.061651253
404,0.889531229891,-2.54125942512e-10,2.43398840281,8.69652353461,4229.07397164,35,0.00915602311242,-199.158121809,-280.642433481,0.588953937299,-4229.07397164,0.983456626645,-150.462230227,0.0,272.77482975867264,-231.455176047
404,0.883595295656,-1.85865101088e-10,2.41958320418,9.09923795467,4114.64083651,36,0.00980255614073,-197.5950281,-276.897054981,0.585468300949,-4114.64083651,0.978956346142,-151.002584838,0.0,272.8864508469289,-232.312143162
404,0.849065928917,2.19491091968e-13,2.3374624758,6.97171802699,3393.32489708,37,0.00631526901853,-193.96948841,-276.660066742,0.565597488805,-3393.32489708,0.98498573858,-149.840453762,0.0,270.1385571809427,-230.566538085
403,0.856565861863,-7.01119162727e-11,2.35505919224,9.11977565782,3590.20214427,38,0.00655623271396,-195.606229193,-276.583106001,0.569855379033,-3590.20214427,0.979013101297,-150.044607683,0.0,263.9597408027956,-230.583922804
404,0.853449322369,2.59481325315e-11,2.34773098252,13.8480663403,3556.73560613,39,0.0064803062791,-190.016512862,-302.292362136,0.568082166816,-3556.73560613,0.963179271358,-150.95338198,0.0,259.3108327578245,-231.613963674
404,0.854932022076,-5.66864333251e-11,2.35121454446,15.648572826,4716.50924014,40,0.00959065778546,-197.156445783,-300.631534281,0.568925086822,-4716.50924014,0.959742916339,-152.476589396,0.0,260.83312317856695,-233.755294111
404,0.849912723227,-3.58727603178e-10,2.33944266401,17.4983964351,3887.46237562,41,0.00891342402507,-186.336928357,-294.229884714,0.566076636381,-3887.46237562,0.94865752568,-152.41477449,0.0,259.51890679564394,-234.341555297
404,0.858633436225,-1.1899614627e-10,2.3599334895,12.2136831634,3357.09191291,42,0.00813873432113,-195.251318861,-299.727097023,0.571034816271,-3357.09191291,0.969904930448,-152.045150809,0.0,269.71918804550205,-233.612216523
404,0.837254164891,1.87194579282e-10,2.31001533928,15.0657891873,2747.46538699,43,0.00676179489114,-184.109007462,-299.019316397,0.558956085295,-2747.46538699,0.959456905435,-151.132266012,0.0,264.11744710745813,-232.462190779
404,0.828180376537,2.11677342321e-10,2.289149558,15.0830562343,2896.35696198,44,0.00684826450505,-190.114624079,-298.79505791,0.553907177081,-2896.35696198,0.961382300283,-151.708236179,0.0,262.7158960065758,-232.993011904
404,0.821924536852,4.76068351407e-10,2.27487370563,11.3750122525,4231.9356154,45,0.00883889908359,-190.904225502,-280.809271797,0.55045283874,-4231.9356154,0.970478199059,-149.929793609,0.0,259.6381938003156,-230.301381238
404,0.823249654008,-3.43332029473e-11,2.27789017795,15.8448307255,3675.2413655,46,0.00649335917863,-190.744168533,-296.339974886,0.551182736734,-3675.2413655,0.952644651265,-150.288837006,0.0,254.49331713361852,-231.052884673
404,0.82854387682,-4.34524194404e-10,2.28998181576,19.0777340139,3262.79578465,47,0.00637106412283,-181.309887944,-307.245469975,0.554108559096,-3262.79578465,0.937152715256,-151.743235857,0.0,255.41318379457581,-233.890657086
403,0.824185842651,1.53730805863e-10,2.2800237114,16.4945078602,3710.1779338,48,0.00679907255671,-188.863529651,-308.37703143,0.551698989369,-3710.1779338,0.949372466728,-151.302479252,0.0,255.27120217396342,-232.360717547
404,0.811455542275,-3.41149296312e-11,2.25118229415,15.82653981,4739.58655752,49,0.00903810636272,-187.788558914,-302.778837535,0.54472021074,-4739.58655752,0.953040617349,-152.334407873,0.0,255.881131407946,-233.424802134
404,0.796676141966,4.14564493845e-10,2.21815582671,20.8549447712,3859.12269762,50,0.00794893659359,-181.295871397,-302.526380131,0.536728772486,-3859.12269762,0.930477888146,-153.125853141,0.0,252.88118796494936,-235.287911029
404,0.815229774228,2.62166816034e-10,2.25969483234,22.8519562731,3049.82565905,51,0.00693857214907,-185.104488798,-307.326102288,0.546779995773,-3049.82565905,0.924908697877,-155.092184514,0.0,254.83261413336226,-238.315379349
404,0.817909010819,2.28972840688e-10,2.26575720706,24.5608966557,3641.77777319,52,0.00759605172823,-182.264678069,-312.744333026,0.548246912976,-3641.77777319,0.924168725681,-158.870347695,0.0,258.1455139232998,-243.431981255
404,0.817700440112,-9.63568808077e-12,2.26528468576,26.9891640244,3978.78229055,53,0.00991598863005,-175.535281926,-313.221831518,0.548132576654,-3978.78229055,0.914560802256,-159.567212201,0.0,256.8033234108166,-244.058888466
404,0.81742477366,-2.27274171705e-10,2.26466030883,26.0630986315,2923.70233273,54,0.0065807910809,-193.837697303,-322.776128252,0.547981495717,-2923.70233273,0.920299285578,-165.062255323,0.0,265.5690700750335,-254.351548069
404,0.828878952696,4.62829774506e-12,2.290749262,21.0274536238,3435.71223385,55,0.0084487345982,-181.009832397,-304.679327504,0.554294258617,-3435.71223385,0.935211296874,-160.408864409,0.0,259.9193601026495,-246.075124244
404,0.838163646199,2.26421104088e-10,2.31211721071,24.5966921291,3587.36228043,56,0.00745296907427,-175.982984025,-308.19003727,0.559464676648,-3587.36228043,0.926441485962,-160.585366796,0.0,261.52691328519353,-246.980806734
404,0.826578163943,-2.32096286634e-12,2.2854847904,25.4403427768,4792.19888185,57,0.009610460779,-170.959587609,-327.469109819,0.55302041061,-4792.19888185,0.924497602319,-161.081198506,0.0,262.1369209453401,-247.890416553
404,0.812660116629,3.64591912216e-10,2.25389564449,26.0784020706,2444.83741825,58,0.00534195297758,-179.938519226,-315.87341165,0.545376762089,-2444.83741825,0.92169375025,-160.027529308,0.0,259.8444963592376,-246.424347811
404,0.806817199042,-4.49666970326e-11,2.24076471682,25.0866580323,3938.96829372,59,0.00944236772038,-182.961894479,-307.973698493,0.542199462005,-3938.96829372,0.926997509138,-163.853302929,0.0,262.583171585419,-252.572299474
404,0.801676397224,1.16479270673e-10,2.2292749481,23.8043031422,3535.42792863,60,0.00738493306098,-188.433211075,-307.680573523,0.539419274345,-3535.42792863,0.924350211585,-158.995913425,0.0,257.66757504574207,-244.33999437
404,0.801755906008,2.8198965385e-10,2.22945220209,25.438363637,3519.04971031,61,0.00734745138658,-170.919406319,-309.387058392,0.53946216462,-3519.04971031,0.924142880975,-161.708669623,0.0,261.6046974825556,-249.13836523
404,0.814074611565,-3.1876723483e-11,2.25708602433,25.76611921,3019.91856903,62,0.00681899185187,-178.541550976,-312.944534315,0.546148740608,-3019.91856903,0.921646227668,-163.091109518,0.0,262.97932487562014,-251.700842176
404,0.82491674172,-2.17150297743e-10,2.28169078777,24.1599778573,3238.72685193,63,0.00720681507626,-190.628260065,-310.170245251,0.552102373045,-3238.72685193,0.926373106122,-159.204030709,0.0,257.9133013713001,-245.711071482
404,0.83973526175,-1.47735157441e-10,2.31575382701,27.2538017743,4295.69985178,64,0.00949275133964,-188.864383255,-320.534025156,0.560344631329,-4295.69985178,0.919173991909,-166.231408861,0.0,265.9768914556134,-256.235965335
404,0.817398169854,-1.07218622869e-10,2.26460006105,25.4578590858,3308.01591358,65,0.00656590468323,-174.117950142,-320.341754138,0.547966917517,-3308.01591358,0.910674046792,-158.167498218,0.0,255.48917801285367,-242.252749896
404,0.822125226101,3.36933120293e-10,2.27533029414,26.0341812278,3070.45349632,66,0.00732297763442,-177.142194972,-323.964701525,0.550563319793,-3070.45349632,0.920714995855,-163.248435169,0.0,262.3328293360539,-251.276882265
404,0.817190171157,3.00016900212e-10,2.26412907617,24.7963955145,3676.26341645,67,0.00740615919874,-184.236999957,-318.244714077,0.547852952965,-3676.26341645,0.929153856618,-163.997622011,0.0,261.26346225274693,-251.177299331
404,0.829982691447,-1.32372335315e-10,2.29327904658,25.4807022499,3772.58788663,68,0.00848220604586,-187.667414111,-314.17667309,0.554906392425,-3772.58788663,0.925549031023,-167.02000675,0.0,266.4321771011661,-256.583435723
404,0.846516443411,9.17548259594e-11,2.33151073925,23.8588810669,4070.4680683,69,0.00794628070166,-187.906483553,-315.167775833,0.564157342801,-4070.4680683,0.932266837837,-166.320573876,0.0,265.8760167882368,-255.659035391
404,0.839357584835,-1.63029145739e-10,2.31487938538,25.698498165,2956.13989943,70,0.00650417011247,-190.179300954,-315.369137619,0.560133042056,-2956.13989943,0.930815998143,-170.650047685,0.0,272.7304257109806,-262.892928462
404,0.850676383246,-4.07789371715e-10,2.34122988517,27.2428063914,2503.92093474,71,0.00645827105537,-171.806046806,-324.883242715,0.566509091579,-2503.92093474,0.924479011327,-171.862606223,0.0,273.3034503557644,-264.878020953
404,0.851763353163,-2.73843836496e-10,2.34377611521,27.6854224336,2548.78654418,72,0.00606379550336,-190.705264689,-327.531813831,0.567125204707,-2548.78654418,0.925988720486,-173.674044114,0.0,276.6553998949067,-267.311670739
404,0.84648451706,-2.17794074442e-10,2.33143630381,26.6070967436,3433.29200869,73,0.00800846752516,-191.259784622,-334.45061129,0.564139331603,-3433.29200869,0.933242293403,-178.990938035,0.0,284.8511022808632,-276.564157792
404,0.814930348188,2.66688497674e-10,2.25901832215,24.8680494509,2511.68058048,74,0.00541221385718,-185.690570571,-337.722393469,0.546616300113,-2511.68058048,0.94259297934,-179.194819853,0.0,283.07720726368007,-276.657112568
404,0.796565374241,-1.16454845767e-10,2.21791014024,24.7925980052,3417.06883557,75,0.0071279671916,-198.718833341,-327.720038851,0.536669323553,-3417.06883557,0.944034619861,-177.812325454,0.0,281.4453866265118,-274.858174317
404,0.805939657358,-9.86997150676e-11,2.2387992149,28.9137114032,3276.23755795,76,0.00835723598486,-176.823648913,-321.769108502,0.541723868083,-3276.23755795,0.926812842698,-176.49926466,0.0,279.12421700940047,-272.605042154
404,0.785111826354,-1.71159753037e-11,2.19265212332,27.9941583963,3380.58045447,77,0.00878600602141,-168.824987241,-331.701987297,0.530557622897,-3380.58045447,0.928951219881,-176.805774651,0.0,280.91271464918265,-273.485538807
404,0.762516394891,-7.23394677493e-11,2.14366374358,28.2934452232,3023.38603319,78,0.00844581420736,-191.413751688,-332.691940627,0.518703869159,-3023.38603319,0.9165903955,-173.67752893,0.0,274.9253529042012,-267.591522791
404,0.769034014941,-5.59495783037e-11,2.1576809592,29.9470493694,2241.97956324,79,0.00668346977696,-177.58232157,-336.483529535,0.522095624978,-2241.97956324,0.908628157222,-169.934207864,0.0,271.98724481701504,-261.943119198
404,0.759689059247,4.05897537803e-11,2.13761144664,29.9047284792,2430.40454479,80,0.00663160222141,-188.151655715,-350.229354361,0.517239390483,-2430.40454479,0.918297905114,-174.889818728,0.0,277.9810572163545,-269.857662648
404,0.757493500688,-5.06432673575e-11,2.13292334391,28.9544316124,3990.66825157,81,0.00973330370141,-190.940640742,-326.435103209,0.516105006871,-3990.66825157,0.91472262401,-168.998478325,0.0,269.7337881659915,-259.785163105
404,0.761393122922,-1.94126936748e-10,2.14125717805,30.9130753668,3491.78963808,82,0.00897554647988,-177.348789378,-320.404782562,0.518121550755,-3491.78963808,0.905854371836,-163.091611462,0.0,261.51562967984205,-250.705674161
404,0.768034313088,1.18249410264e-10,2.15552499938,27.5207741263,3541.96494871,83,0.0068350572688,-181.576284899,-314.755898099,0.521573945819,-3541.96494871,0.920257101367,-156.983314812,0.0,253.52522456704975,-240.548445585
404,0.764071025026,-1.54442014733e-10,2.14699893966,26.7136006948,2224.56038176,84,0.00530778774952,-179.00890694,-327.81892566,0.519510888971,-2224.56038176,0.927944462895,-156.399895481,0.0,254.91067527364575,-239.770101633
404,0.757458611369,3.34468008845e-10,2.13284892897,28.6903132514,2963.97481258,85,0.00569098503915,-180.877408664,-320.442753128,0.516087000633,-2963.97481258,0.907712072615,-161.161905612,0.0,259.637113508736,-247.544678745
404,0.755643929285,-1.12092557458e-10,2.12898199592,30.5201993103,3335.20553473,86,0.00843590833372,-179.313171931,-312.445662796,0.515151316041,-3335.20553473,0.906048340795,-161.185257129,0.0,258.89069097239883,-247.168497035
403,0.745463692443,-1.49548373685e-10,2.10741840244,29.2780246464,3096.91547442,87,0.00875910550311,-173.711270582,-324.656599775,0.509933557704,-3096.91547442,0.89736773613,-156.993932422,0.0,256.05747242768933,-240.62968367
404,0.767733310615,-5.29403187954e-11,2.15487627867,32.0708090927,2334.81980519,88,0.00767567968295,-178.884654699,-316.30345569,0.521416974398,-2334.81980519,0.89204105667,-161.298950157,0.0,264.9096229863171,-248.392191336
404,0.764553607522,-1.76299419508e-10,2.14803529381,32.8996562809,2549.92026691,89,0.00713366475762,-177.96424092,-319.476112786,0.519761656336,-2549.92026691,0.896343419441,-166.696512091,0.0,273.0553636005487,-257.05096806
403,0.770377129599,-2.15535145287e-10,2.16058091917,31.492464256,3122.55011004,90,0.00884491737328,-181.800829381,-325.754570986,0.522797330395,-3122.55011004,0.893535696073,-162.387312688,0.0,265.9717646225202,-249.910190229
404,0.765105350289,-3.57361917835e-11,2.14922078376,29.9076496483,3587.37224852,91,0.00949571762094,-171.8162535,-312.046901105,0.520048510198,-3587.37224852,0.888659277871,-155.866167815,0.0,255.4711861278625,-238.297746642
404,0.778012280648,4.06248368279e-11,2.17714041754,32.370736702,3109.4627197,92,0.00873641845279,-165.634792454,-327.409019681,0.526804244211,-3109.4627197,0.895249484509,-161.453895816,0.0,262.25928946484805,-246.603303621
404,0.785910662384,-6.32277563639e-12,2.19440439263,31.9411795541,3299.66977364,93,0.00934577455852,-166.867198794,-329.716024577,0.530981620772,-3299.66977364,0.898485566926,-162.739499339,0.0,262.962703355252,-248.927286502
404,0.755018386934,7.95805643605e-11,2.12765064397,29.6094892607,3536.43821156,94,0.00935712063316,-163.731713719,-315.926570579,0.514829167845,-3536.43821156,0.907364250099,-167.73382549,0.0,268.89743728664087,-257.34785688
404,0.751084628703,-5.53490586697e-11,2.11929742129,31.9483890587,2931.41990848,95,0.00868387542709,-168.214242182,-319.865750077,0.5128079325,-2931.41990848,0.897567264992,-163.195302384,0.0,264.1835832502632,-251.351013209
404,0.745963471456,7.62061524995e-11,2.10847190917,29.3045098932,3209.94957816,96,0.00800867604208,-167.707479078,-334.636848638,0.510188475491,-3209.94957816,0.90985953492,-171.372261305,0.0,276.72776499592743,-263.820127605
404,0.725099981219,2.60474308789e-10,2.06493754462,32.0073965848,3181.62590843,97,0.00810601899575,-171.295105581,-313.670616083,0.499654433758,-3181.62590843,0.887943427865,-161.614430217,0.0,263.47923246911205,-247.801419508
404,0.745861090025,2.75018785523e-10,2.10825605185,31.137861186,3353.20350732,98,0.00916158811355,-168.854785272,-315.134762086,0.510136244338,-3353.20350732,0.904840336356,-165.247272773,0.0,268.32981401919085,-252.503417341
404,0.757868498759,-1.07772901714e-10,2.13372333604,28.390849603,3211.65999456,99,0.00900186108723,-175.566801417,-323.635105023,0.516298581546,-3211.65999456,0.908229973409,-167.706315759,0.0,272.3477067062345,-257.513905905
404,0.729830111717,5.94628568606e-10,2.07472810574,29.1893430045,3267.11966165,100,0.00910090909154,-186.97554349,-333.470669479,0.502023462925,-3267.11966165,0.916974265747,-170.454451045,0.0,274.34584454458354,-261.238349338
404,0.713686625184,-1.35884969943e-10,2.04150366124,29.6671701961,2849.06743491,101,0.00668767477985,-177.888448708,-337.028507121,0.493984120019,-2849.06743491,0.921037409471,-175.654615495,0.0,283.7684726871878,-269.953217392
404,0.700265721831,8.20716827832e-11,2.01428787663,27.7715962468,3511.74773097,102,0.00866420654288,-177.838913761,-326.359139701,0.487398696897,-3511.74773097,0.917787128885,-168.700616605,0.0,274.09261783243403,-257.625012783
404,0.699175030326,5.70468117189e-11,2.01209210762,30.1225595312,2710.86755978,103,0.0064995019249,-167.157411876,-322.982864078,0.486867385081,-2710.86755978,0.915824268008,-171.345594149,0.0,273.8391520402565,-261.527776721
404,0.706081806727,-2.55886423162e-11,2.02603728057,28.5910309923,2668.66714077,104,0.0067185575819,-179.265137238,-337.602705564,0.490241708682,-2668.66714077,0.921558508461,-173.479561644,0.0,277.57336986171106,-265.911699026
404,0.724114779676,4.10453893096e-11,2.06290416677,30.962134036,2612.69325418,105,0.00637997451656,-178.885175971,-332.11556214,0.499162415848,-2612.69325418,0.917266165989,-174.713736749,0.0,279.5057821467015,-267.324169587
