AveragePolicyStd,Entropy,dLoss,NumTrajs,MaxReturn,LossBefore,AverageDiscountedReturn,AverageReturn,Iteration,ExplainedVariance,MinReturn,Perplexity,LossAfter,Total cost,MeanKLBefore,StdReturn,MeanKL
0.958972476821,1.37704562882,0.56457261653,204,-108.52367787,3.23085380095e-16,-130.116192839,-197.285108683,23,0.718437542535,-293.652586608,3.9631756227,-0.56457261653,217.36347406572492,0.0,47.0287281494,0.00780331831978
0.947819337635,1.3653471662,1.2635949321,204,-98.3469303137,5.7153734218e-16,-129.95946556,-195.624716744,24,0.741511382988,-315.676631775,3.91708269469,-1.2635949321,213.15726743946792,0.0,46.4858064637,0.00951208889433
0.913057122063,1.3279816981,1.31587596452,204,-96.5567166663,1.01654110605e-15,-121.533603297,-182.046905069,25,0.699180718279,-281.927609078,3.77341979645,-1.31587596452,202.14244337591802,0.0,44.075412388,0.0064871403458
0.904603535584,1.31868001971,1.44012190334,204,-107.391980863,-7.93362106526e-16,-121.477947246,-182.614236265,26,0.711424055523,-328.528933598,3.73848339456,-1.44012190334,204.48946968873986,0.0,42.420146802,0.00752321426924
0.89758364602,1.31088956915,0.907157971018,204,-94.7252308385,-4.06039884058e-16,-122.021048286,-184.490462678,27,0.711631958823,-280.145232919,3.70947207685,-0.907157971018,204.76997751914743,0.0,40.9493331639,0.00638071282337
0.891049974481,1.3035837682,0.794770941446,204,-102.889920971,-2.39065413002e-16,-115.755236981,-173.926761161,28,0.685220942871,-289.634801761,3.68247016763,-0.794770941446,195.24120893297143,0.0,38.1834085568,0.0075201774878
0.873471384602,1.28365862379,0.507785742217,204,-98.9249259484,2.94710159137e-16,-116.587460396,-174.173155422,29,0.707019807578,-284.834402653,3.60982257807,-0.507785742217,193.69097582154686,0.0,37.7562805443,0.00944835148136
0.868235899482,1.27764670556,0.774011690998,204,-91.9457473433,3.23284252539e-16,-111.945517188,-167.532817222,30,0.685135487034,-267.462634154,3.58818572456,-0.774011690998,190.3905009591506,0.0,37.8245102818,0.00998111602231
0.8597938411,1.26787589508,0.985308141427,203,-102.647526327,-8.92148503457e-16,-111.687267039,-166.87278176,31,0.681608919503,-244.649663567,3.55329696519,-0.985308141427,191.64675970068492,0.0,36.3262309157,0.00824179646554
0.863483865864,1.27215846705,0.49635163454,204,-93.2966703992,9.76649657024e-17,-107.705191275,-160.15740667,32,0.702055637292,-241.042974797,3.56854684623,-0.49635163454,185.1436010764806,0.0,33.1941344994,0.0080016669418
0.834142617786,1.2375876465,0.906350315467,204,-95.7998789078,2.54581119615e-16,-107.80886964,-159.327903258,33,0.705610608192,-282.09242755,3.44728735033,-0.906350315467,185.71398244108929,0.0,33.5832127828,0.00682713515262
0.826954350641,1.22893274898,0.960590158947,204,-94.565498947,-1.9849175943e-16,-103.81849199,-152.123461593,34,0.702616125855,-253.23955725,3.41758017332,-0.960590158947,179.53626359008413,0.0,32.175093133,0.00985708417126
0.81447719916,1.21372968821,0.437218435178,204,-91.4575512421,-3.666039665e-16,-106.652130925,-158.395183935,35,0.685861492189,-247.891370905,3.36601545819,-0.437218435178,184.93309907677624,0.0,37.1953515361,0.00681009853855
0.797094275058,1.19215621342,0.543149664119,204,-87.9468960202,-1.93852595392e-16,-105.801365439,-157.093613628,36,0.682853180784,-254.482379299,3.29417650273,-0.543149664119,184.50222712163838,0.0,34.4386881489,0.00778905282068
0.78503319707,1.17690926037,0.858235516924,204,-91.3621187406,9.53455475731e-16,-101.307876467,-147.418098317,37,0.687040768066,-230.526918662,3.24433130756,-0.858235516924,175.7093532422222,0.0,30.8748159334,0.00734981992699
0.782693803581,1.17392481828,0.613334167681,204,-91.3707761466,1.9811344222e-16,-105.034720029,-153.855527259,38,0.687222175763,-252.185744574,3.23466322274,-0.613334167681,181.29049778832135,0.0,32.2322909755,0.00648700183606
0.779447181223,1.16976818061,1.2254077463,204,-91.2803243899,1.15335840968e-16,-106.419500625,-156.835560339,39,0.69222922501,-254.414025411,3.22124580472,-1.2254077463,184.17212505324164,0.0,35.0934334713,0.00617284126729
0.78182565869,1.17281502706,1.03246749246,204,-99.2402143519,4.38459401854e-18,-103.131844512,-149.412698401,40,0.716663575784,-233.196545883,3.23107541313,-1.03246749246,176.2462577276328,0.0,29.1394376797,0.00639341038186
0.798443976936,1.19384805904,0.853482942388,204,-92.5785443329,-2.73634059958e-16,-105.442297756,-154.925854067,41,0.709389486826,-250.133763398,3.299754458,-0.853482942388,180.16717364803398,0.0,31.1045900272,0.00640656503307
0.777785462433,1.16763398515,0.64551215599,204,-92.2057281925,-1.69290762728e-16,-103.913384294,-152.245564955,42,0.722672294612,-252.536608106,3.21437836738,-0.64551215599,178.6759443628406,0.0,30.1353353339,0.00658137630894
0.76018498532,1.14474505962,0.494611796025,204,-92.5141717305,3.94181372905e-16,-105.799619793,-157.252131862,43,0.713218179143,-240.269165229,3.14164032376,-0.494611796025,184.9322016501959,0.0,31.2338139383,0.00778928170653
0.792017040344,1.18576616139,0.668052389524,204,-94.5313795796,5.30166242431e-16,-103.978949194,-152.884989609,44,0.709429090585,-240.922707706,3.27319365563,-0.668052389524,179.451863092266,0.0,32.1052377887,0.00691899741691
0.770981343918,1.15884743024,0.380365622801,204,-90.8670066985,5.84034632641e-16,-103.028123424,-151.56410796,45,0.698364323773,-233.392121927,3.18625877345,-0.380365622801,179.37545815555325,0.0,31.8668630981,0.00973069463751
0.752438036411,1.13450190382,0.380075558822,204,-86.8960246844,-5.11358785789e-16,-102.684799269,-150.727183875,46,0.692156437009,-231.683277955,3.10962426511,-0.380075558822,178.8960650205574,0.0,32.5801034125,0.00664014285983
0.754169703335,1.13680066764,0.676139444424,204,-94.8948869756,1.59077950938e-16,-101.520539861,-149.287019374,47,0.678705197429,-243.789052676,3.1167807793,-0.676139444424,179.5816248616353,0.0,31.6792457939,0.00644123617761
0.756059451145,1.13930326639,0.194136857567,204,-88.1361315653,8.39513361276e-17,-102.077452168,-150.769061234,48,0.669040487769,-233.84068303,3.12459059933,-0.194136857567,181.39326744353937,0.0,33.5450855348,0.00748892525927
0.758726678301,1.14282485912,0.833534696168,204,-85.7619835229,3.15821806037e-16,-99.5478944754,-145.086562777,49,0.654510254862,-223.057336028,3.13561353262,-0.833534696168,176.29440822570524,0.0,33.3063574934,0.00825739763209
0.756329060945,1.1396598015,0.689895590053,204,-84.648011022,-6.97461392243e-16,-103.492457559,-153.058565961,50,0.661629007665,-224.993442937,3.1257048242,-0.689895590053,183.7913125598883,0.0,34.8089515537,0.00660049828626
0.754569555109,1.1373307152,0.806617063597,204,-88.3754373877,3.45903396633e-16,-101.547627023,-150.248602838,51,0.676426708852,-231.971390932,3.11843325926,-0.806617063597,181.74550001986267,0.0,31.5962297714,0.00844447077721
0.753498025801,1.13590965225,0.608205313959,204,-88.1277749472,-9.28803967255e-16,-104.549066616,-155.876815733,52,0.67387001742,-245.830624562,3.1140049165,-0.608205313959,186.00055286044608,0.0,33.6467296529,0.00697344669939
0.741959802379,1.12047832123,0.723047376636,204,-87.0399539373,1.12967921027e-16,-105.316183051,-156.297303241,53,0.673593425286,-239.33793793,3.06632053879,-0.723047376636,187.16770629629463,0.0,33.9347490913,0.00723942903929
0.730690200016,1.10517282116,0.22122769202,204,-83.7932231032,4.46300191627e-16,-105.581813391,-158.320735578,54,0.669920551556,-231.468491714,3.01974629976,-0.22122769202,189.156624799191,0.0,34.3053482765,0.0067551735989
0.733640788259,1.10920277375,0.273820014952,204,-86.4930582833,-2.46561373022e-17,-105.449622996,-158.281542123,55,0.650330878787,-246.436595224,3.0319402883,-0.273820014952,189.04284889916116,0.0,36.0699898676,0.00769255570522
0.720697440125,1.09140266422,0.545985497942,203,-86.7277807822,-2.72435679924e-16,-106.471041362,-160.016262123,56,0.656639970459,-231.603669379,2.97844890764,-0.545985497942,190.23444718163245,0.0,35.378903341,0.00642488035379
0.722576211299,1.09400615141,0.663950996438,204,-88.9031267808,4.69654985409e-16,-106.052454279,-158.676702529,57,0.669532311427,-249.053908498,2.98621336418,-0.663950996438,188.35061959710885,0.0,33.350611474,0.00903934120649
0.740027508975,1.11787061402,0.757200142109,204,-87.2054680791,8.92305365549e-17,-106.484268609,-159.630456098,58,0.646934960134,-251.136233919,3.05833488925,-0.757200142109,188.74486289111198,0.0,36.8271929224,0.00642779372207
0.727483402159,1.10077443811,0.597636880704,204,-88.7042321696,1.35938690922e-16,-101.871003883,-150.127342279,59,0.63650074145,-227.611750557,3.00649346571,-0.597636880704,179.39290528502295,0.0,35.1934684299,0.00865111493188
0.701498776065,1.06440240902,0.915195805659,204,-83.7687757325,4.74001708962e-16,-104.3517192,-156.769981543,60,0.640698576416,-230.517469071,2.89910598672,-0.915195805659,188.78467503093455,0.0,35.3631018269,0.00650266965916
0.698055295437,1.05948157367,0.515416617616,204,-86.1929740961,-4.64912415654e-16,-101.085969605,-150.612693731,61,0.621389863079,-258.559099541,2.88487500636,-0.515416617616,183.00792773855193,0.0,35.7071057909,0.00731955997948
0.702124262921,1.06529365529,0.671894612479,204,-89.0105916745,-5.12014099886e-16,-107.973424281,-164.922708811,62,0.636481344555,-241.509025021,2.90169095586,-0.671894612479,196.19307996060513,0.0,38.5711917987,0.00956361116174
0.710809151152,1.07758722486,0.835891637076,204,-86.3774015457,6.89425147211e-17,-106.459889793,-160.966187418,63,0.637440357166,-242.885117551,2.93758326576,-0.835891637076,190.96621784039434,0.0,40.0680088375,0.00666984498844
0.718149056266,1.08786040098,1.09799161664,204,-85.1075114563,-1.26310757487e-16,-101.967674352,-153.031156831,64,0.612023525214,-239.342314223,2.96791712176,-1.09799161664,185.4055371451873,0.0,38.6583318888,0.00708852320165
0.740027603677,1.11787074199,0.241007936226,204,-89.8101706684,-2.2842971249e-16,-105.442072374,-159.163974116,65,0.632711212594,-244.694575804,3.05833528063,-0.241007936226,189.86705792647786,0.0,39.8230415253,0.00985889976289
0.745488566995,1.12522305229,0.855000822867,204,-88.8847117338,8.23792040219e-16,-107.774432401,-162.578504097,66,0.65667182205,-257.531981551,3.08090397496,-0.855000822867,190.6489617122231,0.0,37.6906267803,0.00635922893406
0.715461476637,1.08411101059,0.547703978479,204,-87.7462761909,-5.46535905922e-16,-107.677185715,-162.81129695,67,0.637966473985,-248.823063949,2.95681007716,-0.547703978479,192.82630880783918,0.0,41.4372179891,0.00987367679672
0.684202940134,1.03943782394,0.445708318136,204,-89.2002483423,2.67589600982e-16,-102.654239573,-154.063696165,68,0.624279237059,-253.714530242,2.82762694327,-0.445708318136,187.2582989021488,0.0,38.3166050428,0.00717790909419
0.662396430908,1.00704746916,0.234922054317,204,-87.481130948,-3.69061214878e-16,-104.532726472,-157.525315642,69,0.628457560523,-243.244396206,2.73750649887,-0.234922054317,190.83964166946683,0.0,39.7422760177,0.00637953527327
0.668419684634,1.01609950089,0.707529177408,204,-85.1217728357,7.21382307888e-16,-102.732296507,-154.058240653,70,0.630825746328,-246.446383227,2.7623989884,-0.707529177408,187.74921853928217,0.0,37.5100088249,0.00947177676167
0.700023604468,1.06229730937,0.403050605807,204,-81.1302636339,1.02262522205e-16,-104.518452511,-158.575306274,71,0.634493910645,-245.918795004,2.89300949881,-0.403050605807,191.07037421788195,0.0,38.7431701135,0.00645482024383
0.677845457586,1.03010257752,0.381210354835,204,-88.7364352837,-1.0706496747e-16,-105.077252776,-158.65980033,72,0.63540936459,-239.460260135,2.80135317581,-0.381210354835,192.54968034439193,0.0,39.9502892334,0.0090803100105
0.709962869106,1.07639592586,0.0842806869182,204,-88.2198560974,9.74524600847e-18,-104.310295635,-157.116490437,73,0.631535540369,-246.362517225,2.93408580942,-0.0842806869182,187.6165845487003,0.0,38.0269689235,0.00844166764285
0.701548262416,1.06447295028,0.279398516918,204,-87.6880999064,-7.06224903478e-17,-103.039240605,-154.928429195,74,0.631340089367,-237.631828263,2.89931050052,-0.279398516918,186.32624502597136,0.0,35.3090210033,0.00697848573399
0.691901601904,1.05062700595,0.911166483483,204,-86.4447610313,2.07909180503e-17,-99.9665844872,-148.941214113,75,0.630417870113,-234.179181762,2.85944344415,-0.911166483483,181.26028443786882,0.0,33.7864351485,0.00709682118066
0.668084825952,1.01559840465,0.73256496287,204,-85.9824095859,-5.44187997402e-16,-99.4795942977,-148.31671541,76,0.621507329568,-234.000705786,2.76101510742,-0.73256496287,182.69430083417606,0.0,35.4785579961,0.00672069950124
0.64231728162,0.976265643963,0.834367649136,204,-83.6462463056,1.01981553169e-17,-100.104000852,-149.601293354,77,0.636661793448,-250.965581768,2.65452476905,-0.834367649136,183.56806159497842,0.0,34.2173692684,0.00714271869078
0.619666021849,0.940363912688,1.04846977683,204,-83.5341670468,6.8531738973e-18,-97.6119476097,-144.831643934,78,0.616963485608,-231.752804384,2.56091319758,-1.04846977683,180.0666307298509,0.0,33.4362019834,0.0067443324165
0.605098051931,0.916573768429,0.0716964563908,204,-79.9707519797,-1.51068007628e-17,-98.4626532588,-147.426000493,79,0.598392266205,-236.156113184,2.50070769153,-0.0716964563908,185.4977550612534,0.0,36.0410690403,0.0081062114355
0.601122616453,0.909982188668,0.8616746495,204,-83.687454384,-4.12030568799e-16,-101.845209689,-153.124335568,80,0.603337629469,-240.020907225,2.48427828469,-0.8616746495,191.07668024294608,0.0,40.7836900112,0.00783136011966
0.603285472104,0.913573758663,0.71846363878,204,-81.3068954443,5.91934084079e-16,-100.915804898,-152.115893097,81,0.624858712514,-240.559017361,2.49321678605,-0.71846363878,190.02108344489795,0.0,38.001965077,0.00839568036744
0.620557541099,0.941801588007,0.474369781612,204,-82.8366118698,1.85100943927e-16,-103.99925447,-157.927676933,82,0.638788166047,-237.53635319,2.56459760714,-0.474369781612,193.26695643548064,0.0,38.1751432483,0.00669031575127
0.629488739811,0.956091220034,0.279014772307,204,-85.2349873541,-3.37623228078e-17,-100.346128411,-150.295436249,83,0.624852652463,-236.913404668,2.60150785208,-0.279014772307,185.18295431214207,0.0,35.970138098,0.00893816395141
0.630917445967,0.958358277724,0.480233304423,204,-86.2715595747,1.28520886622e-16,-104.574132627,-158.939205581,84,0.633374383718,-247.464159111,2.60741231081,-0.480233304423,194.5650394809033,0.0,37.501760917,0.00958801606276
0.633070402905,0.961764891202,1.22848534356,204,-86.2773270156,9.18291798073e-16,-103.651815862,-155.939111701,85,0.633093631506,-245.176560289,2.61630990345,-1.22848534356,190.56874033102162,0.0,38.323106862,0.0091531111007
0.664104920874,1.00962340458,0.693943858553,204,-86.3243452533,-3.55714014705e-16,-103.872227047,-155.948889139,86,0.616192974532,-234.443905278,2.74456722892,-0.693943858553,188.37892682972588,0.0,37.7426971427,0.00972598300623
0.679543439836,1.03260441489,0.760188047819,204,-86.0873584381,-3.69345371527e-16,-101.609112474,-152.51621878,87,0.618865310161,-247.260188847,2.8083704803,-0.760188047819,184.83407162750686,0.0,34.9193899047,0.00722324827994
0.678371233172,1.03087793387,0.692569810068,204,-86.2682473113,7.4266078241e-17,-105.009738468,-159.537479762,88,0.626073819869,-256.363298659,2.80352606507,-0.692569810068,190.3112625376607,0.0,37.3896273547,0.00957234556668
0.706751619435,1.07186254218,0.706931171281,204,-85.7940615416,-2.10572233223e-17,-101.357243551,-151.571746288,89,0.59519556003,-235.182283853,2.92081457722,-0.706931171281,182.96404398625978,0.0,37.6969626619,0.00701099671971
0.707718634885,1.07322986057,0.723275229533,204,-83.2323634602,2.97647273051e-16,-104.388100116,-157.259505457,90,0.639876659577,-234.407765194,2.92481099229,-0.723275229533,186.84335454408833,0.0,36.2018264179,0.0067588867354
0.725302608565,1.09777221312,0.403479340431,204,-87.7121782659,1.2371972325e-16,-107.059479563,-162.57765439,91,0.642336418009,-236.900705033,2.99748083164,-0.403479340431,190.73816982492247,0.0,36.0115366257,0.00701728150472
0.707894162876,1.07347784928,0.722659008106,204,-85.3548687543,-2.91882440897e-16,-103.198536182,-155.37674422,92,0.629563736236,-236.464838291,2.92553640232,-0.722659008106,185.6955456271298,0.0,35.6211378677,0.00691105428379
0.685464448293,1.04127988943,0.70144627472,204,-84.1064348913,2.28319387938e-16,-99.7591116093,-148.713757879,93,0.619019787442,-234.430595139,2.8328404176,-0.70144627472,180.07711856118954,0.0,35.0975443938,0.00700289436433
0.679758839533,1.03292134175,0.691679336653,204,-87.0161586412,2.97565737385e-16,-100.967128215,-150.813972339,94,0.612581083115,-235.464692751,2.80926066938,-0.691679336653,182.13565325976742,0.0,37.2633965544,0.00957661789417
0.679209859342,1.03211340522,0.675916462041,204,-85.3562006404,-1.49137250104e-16,-102.516701461,-154.388578469,95,0.625520767204,-229.397348631,2.80699188173,-0.675916462041,185.15068568448464,0.0,36.3462675685,0.00917176217192
0.670712510485,1.01952385003,0.552768380592,204,-87.3946541223,2.61748486769e-16,-101.488961564,-151.752738423,96,0.633257784158,-233.909050789,2.77187462168,-0.552768380592,182.133822720024,0.0,34.9724586632,0.0065324557088
0.67799292904,1.03032011296,0.423499712541,203,-87.8721071943,-5.44992886432e-16,-101.269732368,-151.44221039,97,0.617463394735,-221.749130629,2.80196263572,-0.423499712541,181.67445969286976,0.0,36.546752711,0.00790957171237
0.681875721304,1.03603066863,0.00524289272237,204,-84.4940943452,-6.15066173373e-16,-103.197768365,-155.620334006,98,0.61986083336,-237.087309052,2.81800917305,-0.00524289272237,186.76810138360688,0.0,37.5342695624,0.00931589442267
0.711112517772,1.07801392435,0.470542007701,204,-85.723107112,-7.27574556048e-17,-104.808367833,-158.774646602,99,0.62556854135,-232.689665058,2.93883699851,-0.470542007701,188.26069728252153,0.0,36.1404157329,0.00851901244316
