MaxReturn,AveragePolicyStd,Entropy,MeanKL,Perplexity,MinReturn,ExplainedVariance,StdReturn,LossBefore,Total cost,NumTrajs,Iteration,MeanKLBefore,AverageDiscountedReturn,dLoss,LossAfter,AverageReturn
-195.619233773,0.589907182962,0.891148461733,0.00579944125373,2.43792791105,-304.415080293,0.927170095647,22.153819974,7.50649107132e-17,252.1867251425101,104,18,0.0,-153.75145267,0.260240338657,-0.260240338657,-235.812153159
-185.741998528,0.577410736826,0.869737116405,0.00670517797027,2.38628345629,-309.374911582,0.922087608073,23.5788149646,-8.00056617915e-17,252.46365917775702,104,19,0.0,-153.509042208,0.319985053223,-0.319985053223,-235.156183943
-180.857480219,0.568436967296,0.854073685797,0.00651119113327,2.34919727759,-310.005581376,0.913955350893,23.5909635007,-3.12058087083e-16,249.62223658973963,104,20,0.0,-153.139307556,0.443512097171,-0.443512097171,-234.590617364
-185.979920106,0.557650301112,0.83491531963,0.00727755906504,2.30461888404,-304.186879487,0.892870064059,29.0885313333,4.96601666439e-16,250.45701541047842,104,21,0.0,-154.633863362,0.121267879423,-0.121267879423,-237.22160855
-169.014153744,0.550968019777,0.822860021358,0.00434537736326,2.27700281045,-305.711135534,0.899388390927,25.2857320474,-1.51372459638e-17,247.5960526336872,104,22,0.0,-151.526535072,0.205375552739,-0.205375552739,-233.228762199
-179.412337808,0.545551682003,0.812980797451,0.00803976790682,2.25461854151,-289.184227052,0.924960848985,21.1303691306,5.32116085466e-16,244.25916733676928,104,23,0.0,-149.879330741,0.572146807855,-0.572146807855,-229.714183645
-180.356942992,0.537504259196,0.798119938279,0.0061687828629,2.22136070495,-282.604807536,0.931600098363,16.8538342971,1.92522045003e-16,244.36207035735205,104,24,0.0,-148.141392746,0.533714433882,-0.533714433882,-227.966951375
-176.113754507,0.537920879612,0.798894739652,0.0083415555005,2.22308248521,-298.839755582,0.909123951946,22.1111240832,6.25883442065e-18,245.551558066075,104,25,0.0,-149.912919678,0.204134726853,-0.204134726853,-230.178297024
-179.715643486,0.530359197815,0.784737762939,0.00659841157408,2.19183208576,-305.800287406,0.905585501596,24.3638341036,2.99261851419e-16,241.54096728804038,104,26,0.0,-147.332612974,0.411899037386,-0.411899037386,-225.416780576
-177.915376752,0.518847702392,0.762793649993,0.00678071236205,2.14425816769,-288.63173959,0.919664477924,19.3999117391,1.02916745707e-16,237.75733593867142,104,27,0.0,-145.100654732,0.204132735806,-0.204132735806,-222.289240997
-181.242546774,0.512581765818,0.750643495568,0.00245856835355,2.11836273515,-288.92593771,0.908793360946,22.3492967729,8.62617430657e-17,237.38551256523334,104,28,0.0,-144.877250017,0.0885470435226,-0.0885470435226,-221.171969193
-183.955052575,0.508183829983,0.742026506387,0.00655254550416,2.10018724783,-293.904020213,0.90717946729,22.7280951305,-2.29769660483e-17,246.4693816503367,104,29,0.0,-149.261739292,0.243957321658,-0.243957321658,-230.257183493
-173.292295261,0.510986040347,0.74752552575,0.00824014611857,2.11176803046,-270.056761492,0.902678372252,21.8885223367,-3.61440176167e-16,236.93362658159435,104,30,0.0,-144.374989138,0.107806177636,-0.107806177636,-220.875380021
-174.570452653,0.513063931623,0.751583714676,0.00674801060861,2.12035539689,-268.438084117,0.922834028062,18.2808735407,9.94881694315e-17,231.5628511010534,104,31,0.0,-141.45766436,0.124544641022,-0.124544641022,-214.703821087
-161.620858495,0.511856211832,0.749227003555,0.00463970471173,2.11536421544,-259.351308572,0.896735659908,22.0639560495,9.52900618593e-16,229.93501696576837,104,32,0.0,-139.84550456,0.124342042183,-0.124342042183,-212.584404939
-159.630046618,0.510900187396,0.747357497356,0.00768386053004,2.11141322328,-290.559645727,0.893639007913,24.5973426452,6.01025300554e-17,224.92492338066367,104,33,0.0,-138.386869547,0.141196062218,-0.141196062218,-208.743903207
-144.33862666,0.506742045395,0.739185342135,0.00550520042384,2.09422873946,-300.024829044,0.890017277635,23.5178222949,-1.30509540938e-16,225.41985033453741,104,34,0.0,-137.039888286,0.230314775815,-0.230314775815,-206.570381609
-165.524127671,0.500491615055,0.726774099701,0.00275513314253,2.06839739001,-287.044482186,0.882104473229,23.8801168193,1.90076808812e-16,222.82502308021543,104,35,0.0,-135.07814603,0.154363564659,-0.154363564659,-203.613952388
-164.38573432,0.497987514997,0.721758260646,0.00435563321261,2.05804861719,-308.779452481,0.877417365195,29.4356232389,1.11737430635e-16,228.93323084330976,103,36,0.0,-139.369867287,0.0777969336929,-0.0777969336929,-210.417888636
-150.234263697,0.497829714108,0.721441333231,0.00945042385366,2.05739646851,-251.015244325,0.879419187816,24.3129924899,1.22190485057e-16,226.0212948130256,104,37,0.0,-136.860900451,0.303073436009,-0.303073436009,-205.751145071
-143.100748144,0.498550188059,0.722887516708,0.00603776217179,2.06037399379,-261.168133604,0.872746652967,24.1455904112,-5.52576056144e-16,213.8371688349272,104,38,0.0,-130.827007233,0.0230893962062,-0.0230893962062,-194.753330649
-140.805631132,0.489291381123,0.704141437654,0.00422414991415,2.02210983207,-258.371949983,0.880970896886,23.9182478307,1.1673090879e-17,212.10167411301111,104,39,0.0,-129.148976965,0.141183313913,-0.141183313913,-191.708085253
-138.004091843,0.489196204864,0.703946900164,0.00905099862653,2.02171649416,-250.452980038,0.874914280492,25.0888845942,-5.20714627558e-16,212.70036650681794,104,40,0.0,-129.863788112,0.138121789562,-0.138121789562,-192.991261902
-125.966012639,0.489203004924,0.703960800544,0.00568795402479,2.02174459698,-251.138999231,0.839868228521,28.3138807947,6.01877738435e-17,210.59988964264667,104,41,0.0,-127.69447956,0.157819330469,-0.157819330469,-190.836301622
-134.298161736,0.489590036007,0.70475163392,0.00663036209142,2.02334409247,-262.622158901,0.833601268679,27.0863405885,1.13235072168e-16,204.3552672867244,104,42,0.0,-124.709028978,0.381305016388,-0.381305016388,-183.789006106
-120.625020037,0.474851743695,0.674185891001,0.00426742729669,1.96243468973,-235.895759636,0.863912431818,23.6608229842,3.71967671721e-16,200.93455487101585,104,43,0.0,-123.197688054,0.0862172714721,-0.0862172714721,-180.782227157
-129.153860665,0.469242203593,0.662302314939,0.00746879943281,1.93925196747,-238.269753919,0.862787859041,24.5298033218,-3.49598307894e-17,201.05046350119565,104,44,0.0,-123.744808546,0.149852249251,-0.149852249251,-181.701285999
-119.771465288,0.462879626021,0.64865028751,0.00419955559706,1.91295714364,-240.261779165,0.857989768863,24.3433360765,2.05802901144e-16,199.3095626192297,104,45,0.0,-122.045303406,0.117198674005,-0.117198674005,-178.95973762
-122.503758705,0.455328448127,0.63220227677,0.00712304706211,1.881750154,-237.411199753,0.848778822173,26.113940726,-1.64404837482e-16,202.06607188764607,104,46,0.0,-123.102359659,0.227263575841,-0.227263575841,-181.331399939
-119.759394462,0.447996616376,0.615968933877,0.00328412554841,1.85144966304,-243.868761356,0.838338740594,26.0259984289,-6.28469928235e-16,196.5518406451107,104,47,0.0,-119.926663692,0.189002811584,-0.189002811584,-175.06516813
-121.03119337,0.448479348735,0.617045889478,0.00579616369748,1.85344466619,-243.31755668,0.856844837539,22.533802845,2.67023817296e-16,191.42604058401915,104,48,0.0,-116.685364869,0.128692136027,-0.128692136027,-168.005418705
-119.184623268,0.444479597148,0.608087407443,0.00715939038976,1.8369147674,-231.628324835,0.851930289533,23.6997534381,-9.27534821126e-17,193.4261759537291,104,49,0.0,-117.303234308,0.135138060576,-0.135138060576,-170.310199959
