StdReturn,Total cost,LossAfter,AverageReturn,ExplainedVariance,MaxReturn,Entropy,AverageDiscountedReturn,LossBefore,dLoss,AveragePolicyStd,MeanKLBefore,MeanKL,NumTrajs,Iteration,Perplexity,MinReturn
24.6465164855,210.86913144102084,-1552.42901927,-194.406449269,0.865482026281,-136.012079144,0.65167192274,-129.882788607,7.00552504895e-10,1552.42901927,0.464280394646,0.0,0.00859918999081,204,23,1.91874614406,-269.776743202
20.2894884002,205.11185167120965,-1554.01671328,-186.427021484,0.88646885791,-134.449537297,0.643440671967,-125.415720116,4.58726390207e-11,1554.01671328,0.460474471531,0.0,0.00723471268283,204,24,1.90301728627,-249.843584693
27.0570868136,201.8111017859792,-1803.61520049,-182.715373349,0.823566207962,-122.055924032,0.623784416439,-123.434143315,7.62355512052e-10,1803.61520049,0.451511644046,0.0,0.00776097509883,204,25,1.8659763281,-273.2629895
21.8725203762,199.19390660008256,-1217.97036493,-177.80646138,0.847098082234,-110.484743714,0.596776792339,-120.240282813,3.82513576369e-10,1217.97036493,0.439480583755,0.0,0.0070744049547,204,26,1.81625518801,-241.295340396
21.1085359419,190.94833101901722,-1276.79076609,-169.299266955,0.860023916491,-114.528648349,0.563172387765,-116.386097476,-7.33692218091e-10,1276.79076609,0.424957487089,0.0,0.00987083246149,204,27,1.75623513106,-252.958719005
27.4955551932,195.15041997193399,-1461.00189511,-173.704296298,0.79746864277,-100.23002568,0.549794764906,-118.633581674,-2.62190283373e-10,1461.00189511,0.419310422463,0.0,0.00749841438789,204,28,1.73289733002,-261.01573401
24.0497518602,191.052101193439,-972.742741925,-169.785333271,0.825519768076,-115.887815291,0.549944477633,-116.506837665,-2.10775397136e-10,972.742741925,0.419373203269,0.0,0.00655048343439,204,29,1.73315678623,-239.000024642
23.6973971348,184.1666683363661,-1298.56187444,-162.033989955,0.819395176015,-98.0947819516,0.545775910228,-112.732055025,-8.65313154463e-10,1298.56187444,0.41762865646,0.0,0.00923579660524,204,30,1.72594704293,-247.902825421
27.3831791464,187.96404485888013,-1808.3831885,-164.845279565,0.802986624436,-102.277393152,0.562200097951,-114.22639901,-8.80447714735e-10,1808.3831885,0.424544506054,0.0,0.00952602004328,204,31,1.75452839139,-260.60961761
18.928428927,181.86828907976906,-1287.66862969,-156.082285251,0.850393524809,-95.4931172844,0.535606440449,-109.44210751,-5.79881032081e-10,1287.66862969,0.413403116626,0.0,0.00709843811518,204,32,1.70848402197,-210.803230242
20.9083898152,181.34019825606438,-1097.01407836,-157.207764406,0.858236629528,-108.677008861,0.531807435573,-110.103062545,-6.45909992159e-10,1097.01407836,0.411835575603,0.0,0.00850569905474,204,33,1.70200579604,-223.64246835
23.0147856112,178.81331885861047,-1207.342463,-155.227946479,0.835018500145,-100.165721932,0.52901568483,-108.936377157,-3.14059889206e-11,1207.342463,0.410687436733,0.0,0.0061858028801,204,34,1.69726084653,-247.89131262
21.5445437461,179.71729616985084,-1308.95602984,-154.167951506,0.842374705891,-97.0019779973,0.54414385634,-107.746392058,6.15614226263e-11,1308.95602984,0.416947619883,0.0,0.00868778608065,204,35,1.72313250172,-210.449227608
22.8497351092,178.63732471664224,-1243.98279052,-152.113138096,0.823192255665,-92.3449685378,0.541584609147,-106.785405464,7.40570271773e-10,1243.98279052,0.415881912143,0.0,0.00989279082819,204,36,1.71872821793,-221.758624901
20.1326870281,175.78169659899,-1022.22432178,-149.64413437,0.851220470229,-97.2224890331,0.549680756743,-105.490236305,1.43757006299e-10,1022.22432178,0.419262620377,0.0,0.00825533882512,204,37,1.73269977684,-204.081974327
25.7630496753,176.657058807508,-1370.64348018,-152.685857522,0.80114326678,-93.2813622655,0.564606519091,-107.560837956,-4.32251567872e-10,1370.64348018,0.425567369155,0.0,0.00715687294724,204,38,1.7587556098,-231.182086361
21.0285924594,174.81422739222168,-915.480630816,-148.414961213,0.843572506255,-97.9713533743,0.544399508029,-104.641341196,3.16163095704e-10,915.480630817,0.417054226873,0.0,0.00654982253254,204,39,1.72357307977,-202.574598087
23.1198877718,173.1010654967092,-1048.29722663,-146.976216558,0.799667274323,-94.1219311114,0.556074085501,-103.683958446,6.11199979517e-11,1048.29722663,0.421951691042,0.0,0.0067874893537,204,40,1.74381298349,-208.4259927
23.1107842302,172.3574296101317,-1088.08249397,-144.924943521,0.813339195708,-85.8355502945,0.552461521045,-102.261177051,-1.00627062238e-10,1088.08249397,0.420430113414,0.0,0.00673862183842,204,41,1.73752471192,-228.424873012
22.4785508393,170.71425302796325,-1066.32731432,-142.550567007,0.818550994143,-87.3194051401,0.536295427386,-100.918482965,6.04870820098e-10,1066.32731432,0.413688044117,0.0,0.0065841862809,204,42,1.70966155075,-245.600186938
21.4816010191,168.7809577874776,-886.447762762,-139.307741684,0.816325147806,-87.2000089299,0.54516459048,-98.6971211308,-1.39841915825e-09,886.44776276,0.417373429836,0.0,0.00674467625286,204,43,1.72489225986,-196.045826449
22.5498477542,163.52397866894634,-766.126787861,-132.716237357,0.790717768214,-85.4296376444,0.519308252828,-95.1968555439,1.22085008769e-09,766.126787862,0.406720004313,0.0,0.0065130735649,204,44,1.68086451417,-193.417976181
21.2395475282,165.07810342590216,-943.257168138,-134.356794588,0.800963753881,-79.5514958444,0.539219787928,-95.3454362536,3.05703906633e-10,943.257168138,0.414899587742,0.0,0.00820652982683,204,45,1.71466853507,-181.770097038
21.5358913672,168.35195350627305,-1028.68159827,-138.904983886,0.80558630167,-91.847120174,0.540321410529,-97.7055950897,2.57571741713e-13,1028.68159827,0.415356902353,0.0,0.00972702899392,204,46,1.7165584935,-206.624292228
22.2660997897,166.38506267197198,-813.913672366,-137.29724663,0.805099906957,-91.065287777,0.517683528768,-97.5279874367,5.15441911375e-10,813.913672367,0.406059733061,0.0,0.00667519597541,204,47,1.67813579047,-193.251076292
20.1119068727,170.14661297140262,-992.472497079,-141.811465163,0.836864090094,-89.4183583646,0.514661390074,-100.547642853,2.22115659199e-10,992.472497079,0.4048344167,0.0,0.00857592611896,204,48,1.67307188712,-198.76188439
18.7923849065,163.33322038753226,-975.406725568,-133.510250908,0.821218211948,-89.5757934283,0.493563434085,-95.7603188667,-8.18687340143e-10,975.406725567,0.396382708381,0.0,0.00666488151651,204,49,1.63814324716,-179.922767518
22.1859607356,165.72418926930476,-963.569813557,-135.757537736,0.798635579708,-88.3559705613,0.524290851145,-96.4567656258,2.95045765597e-10,963.569813558,0.408751583791,0.0,0.00678127316435,204,50,1.68926048638,-208.085098438
19.93844938,166.51541734879976,-1274.07113662,-136.731437587,0.820218832392,-90.0391810129,0.497833758161,-97.0466631298,1.94447125068e-10,1274.07113662,0.398079010306,0.0,0.00940437083669,204,51,1.64515360731,-210.194997687
20.6754722611,162.36885471955648,-1023.71412565,-129.937875486,0.792346884398,-83.8121544574,0.52994474309,-92.6248911202,-1.74621561655e-09,1023.71412565,0.411069166586,0.0,0.00989469091591,204,52,1.69883843346,-185.87613512
20.0745139012,162.75027558262727,-933.192218898,-130.123573558,0.814497238744,-83.5289853337,0.488825939667,-93.3587051967,1.32105881789e-09,933.192218899,0.394509288675,0.0,0.00856402851429,204,53,1.6304009068,-175.16491627
20.2506586216,166.19597113203082,-869.818963473,-135.968240285,0.817092225478,-87.6143320467,0.504401417813,-96.4992223801,6.56214638184e-10,869.818963474,0.400702061987,0.0,0.0065062678343,204,54,1.65599397523,-190.74609282
21.9881085895,164.54285655785642,-1011.60664495,-134.938253844,0.798911571591,-85.5003045859,0.503444322126,-96.3045851462,8.32187652122e-11,1011.60664495,0.400318735241,0.0,0.00801777698502,204,55,1.65440978877,-211.614812737
21.8016903425,163.3246548068096,-436.236573193,-133.050282673,0.798509421478,-83.4398609807,0.529610781356,-95.3583066681,6.99913016433e-10,436.236573194,0.410931908135,0.0,0.00671523482522,204,56,1.69827118116,-209.075366828
21.3154013757,165.48743059430555,-1080.40653745,-136.082500924,0.807298915802,-87.8629850028,0.50886875114,-97.7939942947,-7.36989136385e-10,1080.40653745,0.402496136042,0.0,0.00669483581956,204,57,1.66340840134,-212.848289923
20.5840906562,163.9102006600915,-913.134095915,-134.472548969,0.814679243871,-85.2661462843,0.507214861334,-96.7726596832,8.01321675681e-10,913.134095916,0.401831001967,0.0,0.00810413272224,204,58,1.66065958089,-185.455419993
23.3392925761,162.6245937427452,-1110.10037641,-132.458766752,0.79432456802,-88.7369026012,0.511349611777,-94.6880040573,-1.3504859453e-09,1110.10037641,0.403495912503,0.0,0.0073372064627,204,59,1.66754020886,-203.625825625
19.594939991,160.4708305276443,-931.214163051,-128.922597114,0.814141993439,-85.1270577375,0.512674348014,-92.8263062243,1.21190169011e-10,931.214163051,0.404030792369,0.0,0.00707649310555,204,60,1.66975072365,-184.573353825
17.7830524688,161.5079632317105,-928.683365173,-130.571052153,0.82363127755,-89.6260999061,0.528746296186,-93.4084806161,2.31977992371e-10,928.683365173,0.410576817102,0.0,0.00761332200322,204,61,1.69680368531,-176.267798342
23.3974139544,166.31869778782536,-1132.58763257,-138.245147446,0.788655242643,-87.1160699218,0.541745051504,-98.2358060626,-5.04755348629e-10,1132.58763257,0.415948642571,0.0,0.00729891661771,204,62,1.71900399686,-230.943350027
21.4819380691,165.1157061436801,-1005.66497582,-135.317144449,0.802747579881,-86.4364704901,0.517620232307,-96.0447570933,-5.72072167415e-10,1005.66497582,0.40603403173,0.0,0.00927683483611,204,63,1.67802957377,-186.167284525
20.2210076843,164.41854052691363,-779.952094649,-135.033092712,0.832339811993,-87.886041362,0.501512979398,-96.8109579615,-1.34662059281e-09,779.952094648,0.399546328694,0.0,0.00605146458777,204,64,1.65121764002,-182.972140551
20.515311858,166.10185213621514,-786.600058603,-138.779497454,0.831575808345,-89.4715703683,0.521474847283,-98.8891458806,-1.01282182641e-09,786.600058602,0.407602156907,0.0,0.00892300964454,204,65,1.68451021386,-202.120301558
21.5164034895,164.9048873453312,-710.212294973,-134.993092846,0.808567571979,-87.1850895316,0.534013979831,-95.9178467936,-1.32044419843e-09,710.212294972,0.412745312346,0.0,0.00987710727585,204,66,1.7057654936,-196.658173593
19.6778611015,164.86554263387697,-1663.93045074,-133.247973511,0.80696827577,-88.0951527417,0.51700705058,-94.1516156689,4.23664658911e-10,1663.93045074,0.405785135399,0.0,0.00978275873547,204,67,1.6770009521,-182.720139196
20.1135047357,165.12686293714927,-1141.85148158,-135.659361384,0.829574265043,-89.4890732694,0.512605244181,-96.9261757052,1.67303149112e-09,1141.85148159,0.404002873257,0.0,0.00950915733312,204,68,1.66963534146,-184.674998828
21.2632425186,160.33637739154997,-873.556502386,-129.660794714,0.789240412195,-87.2027176206,0.492098978523,-92.8466644218,6.33670893535e-11,873.556502386,0.395802648359,0.0,0.00846925408263,204,69,1.63574601492,-194.020904419
19.6498994931,163.88860084872442,-1255.70884797,-132.585330445,0.805517749071,-81.3359369988,0.478449824599,-93.5537168125,-1.28437704916e-10,1255.70884797,0.390436978814,0.0,0.00703630920742,204,70,1.61357114415,-212.771109473
19.8962306179,163.087466744897,-1071.33889593,-134.389671824,0.819211676466,-87.4604780022,0.479259769093,-95.9495883265,7.69489361119e-10,1071.33889593,0.390753339195,0.0,0.00888495602013,204,71,1.61487857662,-187.076959134
22.3445548618,164.13093334237354,-1271.09395919,-134.608862486,0.799026978962,-86.7413358106,0.486574817017,-95.9302762577,1.26424204439e-09,1271.09395919,0.393622198728,0.0,0.00956965022029,204,72,1.62673480236,-195.316305887
18.9747382415,164.59941773593152,-1127.68839298,-133.357024711,0.82094604768,-89.7185414768,0.487364978308,-94.8726067087,3.46538797658e-10,1127.68839298,0.393933346665,0.0,0.00974045472823,204,73,1.6280206932,-186.987083253
17.3813101951,161.87764084966545,-440.017608098,-130.504662713,0.846824919823,-88.9995469914,0.507807854844,-93.9782962632,-1.52283519128e-10,440.017608098,0.402069355807,0.0,0.00571559051937,204,74,1.66164463328,-178.280460164
18.8131210592,166.19812324749498,-854.288923263,-137.416466334,0.845286800674,-89.2986080764,0.519882413262,-98.4010971054,-7.36349647923e-10,854.288923262,0.4069535939,0.0,0.00731397978258,204,75,1.68182987718,-196.634732843
21.0846095742,164.49379337952476,-1006.195846,-134.046919206,0.812271897332,-86.7219070335,0.533662040093,-96.2291970596,7.0525985052e-10,1006.195846,0.412600076427,0.0,0.00916510587088,204,76,1.70516527256,-205.470201857
21.2977528552,164.2277425968555,-1343.96860623,-134.481981809,0.792414581338,-87.831663202,0.52645359899,-95.5245321312,-2.79996470454e-10,1343.96860623,0.409636567051,0.0,0.00696423166693,204,77,1.69291788445,-201.139345149
18.9954109758,161.05125422719624,-571.63814275,-130.975895206,0.824059339104,-87.3073742911,0.493126138743,-94.7021691569,3.5126390685e-10,571.63814275,0.396209409963,0.0,0.00943058924725,204,78,1.63742705135,-186.470212504
18.891213515,165.31752503754484,-874.182973341,-136.022844487,0.850257628772,-93.4132113204,0.479863609488,-98.1002831229,-8.81527739693e-10,874.18297334,0.390989363099,0.0,0.00715274335186,204,79,1.61585400001,-186.061830208
20.6279362356,164.52237535580664,-1003.09139659,-134.421161271,0.832446093662,-92.5179403067,0.475488515156,-96.5543497817,1.08224185169e-09,1003.09139659,0.389282484353,0.0,0.00694440450989,204,80,1.6087999287,-185.592951427
19.5581682717,163.6981338567572,-776.940879556,-133.217247746,0.833629963196,-86.6823795037,0.478323898399,-96.3889995963,-2.66084043687e-10,776.940879556,0.390387815665,0.0,0.00842000777463,204,81,1.61336796607,-188.752010852
20.4599521738,165.80706639277042,-1259.6963884,-135.256076299,0.824014232199,-94.5627122558,0.500876081268,-96.9576153755,9.84925918601e-10,1259.6963884,0.399291939403,0.0,0.00751248935079,204,82,1.65016631742,-209.272283635
20.3380613041,163.98194632143887,-708.18896213,-135.833350606,0.834895683568,-89.8204719896,0.510747574098,-97.6184939921,1.26476606965e-11,708.18896213,0.403253065869,0.0,0.00739911643859,204,83,1.66653658896,-212.083156006
19.9790569428,164.82968751376006,-1082.83557783,-135.857048583,0.841106492244,-85.3320578699,0.500827315865,-97.9165945706,2.93610469271e-10,1082.83557784,0.399272468245,0.0,0.00858795574984,204,84,1.65008584836,-190.900820408
20.905619598,163.3377487943537,-1138.96536849,-134.570848085,0.823896449691,-88.7924947433,0.495886226865,-96.8496760805,-1.16749365731e-09,1138.96536849,0.397304493418,0.0,0.00891364277792,204,85,1.64195273708,-186.564236342
21.5940694441,164.2608767006933,-589.080067959,-134.067307192,0.805250062668,-90.0709630848,0.523638944005,-95.4931424608,-8.65375326953e-10,589.080067958,0.408485202553,0.0,0.00850747609896,204,86,1.68815960428,-205.435793377
19.8507945046,164.51846429484962,-1022.99240973,-133.470859293,0.822344953767,-91.0283803772,0.503781306814,-96.0247931068,9.55508561162e-10,1022.99240973,0.400453659258,0.0,0.00635983432187,204,87,1.65496739349,-186.432239274
18.9526234559,161.3330999479227,-893.371971555,-129.373433719,0.833136230066,-83.85520043,0.50550520173,-93.8384059381,2.66595634457e-10,893.371971556,0.401144594664,0.0,0.00928203261734,204,88,1.6578228439,-169.679572852
17.9370792928,161.83950846344524,-886.65128801,-131.173599467,0.842115836307,-89.8580218114,0.507378092296,-94.3041530816,-1.00836317074e-09,886.651288009,0.401896598581,0.0,0.00667527116852,204,89,1.66093067407,-191.922282606
19.0339428407,163.49897349293707,-1011.60092942,-133.537054383,0.851973130822,-89.074287993,0.496467966954,-96.8604063108,3.11730197211e-10,1011.60092942,0.39753568861,0.0,0.00688419217617,204,90,1.6429082047,-184.799071178
18.2212080662,159.21473493946715,-890.883013038,-127.369408943,0.833351043402,-85.5590663785,0.500383881408,-92.0453279187,-7.98650034994e-11,890.883013038,0.399095456324,0.0,0.0077270924147,204,91,1.64935430564,-182.991591217
17.8885426115,162.50966141104695,-621.915967373,-132.040461036,0.852639904457,-82.3293204294,0.475197257796,-95.0992772163,8.97557583812e-10,621.915967374,0.389169119475,0.0,0.00943136545429,204,92,1.60833142211,-169.894481198
18.6078225153,156.73138452457155,-672.356002566,-122.829908936,0.802804673795,-85.7930581956,0.47762147139,-89.0749852928,-7.06194214217e-10,672.356002566,0.390113693006,0.0,0.00642881040584,204,93,1.61223509076,-186.768531274
19.1827309692,158.51683665507474,-858.527998862,-126.699989457,0.829532766675,-86.7768152775,0.458375725598,-91.6721908334,-5.70082647755e-10,858.527998862,0.382677451576,0.0,0.00666378393797,204,94,1.58150310264,-175.961713588
18.2973812755,160.54577006139232,-1088.39476226,-128.788965248,0.824781726103,-86.8534394386,0.482991513874,-92.2562692922,-9.17879106055e-10,1088.39476226,0.392214255117,0.0,0.00901933401493,204,95,1.62091614966,-178.065492925
18.6643569236,158.98409319633194,-1134.88300034,-128.993727057,0.841548852652,-85.4152776865,0.513746718159,-93.1373553989,3.24945459429e-10,1134.88300034,0.404464295325,0.0,0.00712535825908,204,96,1.67154227491,-185.150776632
21.6156512488,160.40286328875442,-1073.40807505,-129.207754089,0.783464007545,-90.8218422321,0.516345993119,-92.6285183226,5.21428233924e-10,1073.40807506,0.405516976751,0.0,0.0069056951738,204,97,1.67589272445,-212.948382462
19.8067982087,159.78432823240115,-861.048336179,-129.017869686,0.816285693156,-83.4571947811,0.505968279295,-93.0257822509,8.74933903106e-10,861.04833618,0.401330398743,0.0,0.00942862349725,204,98,1.65859072225,-184.6834165
19.0617004415,160.54143393788272,-920.989980282,-128.739053144,0.826695904465,-81.637207425,0.507538973818,-92.5922975277,9.28708221437e-10,920.989980283,0.401961261519,0.0,0.00680570225356,204,99,1.66119790862,-194.490364444
