Iteration,AverageReturn,AveragePolicyStd,ExplainedVariance,dLoss,NumTrajs,MinReturn,LossAfter,MaxReturn,MeanKLBefore,Entropy,AverageDiscountedReturn,Total cost,StdReturn,LossBefore,Perplexity,MeanKL
27,-263.092762201,0.830474069414,0.903527634583,0.0373622048016,404,-345.622464443,-0.0373622048016,-171.802044292,0.0,1.23317995993,-170.684224277,307.6631906244701,32.5523135479,-2.51331777747e-16,3.43212622545,0.00167104626231
28,-258.321029291,0.823257565428,0.904757412877,0.0140723864915,404,-327.543056409,-0.0140723864915,-185.532560372,0.0,1.22445236515,-167.291979447,303.17232651020106,30.3036331314,-1.00067897778e-16,3.40230235316,0.00153746858582
29,-253.13153401,0.81411564344,0.900135045377,0.0353291428472,404,-333.342777711,-0.0353291428472,-182.967658714,0.0,1.21328567824,-164.355425624,298.42410586575,31.5352530574,2.60471564747e-17,3.36452124552,0.00121399197235
30,-255.603123128,0.808865982539,0.908085102763,0.0286947811221,404,-341.535525388,-0.0286947811221,-182.828400381,0.0,1.20681649939,-165.95418348,299.1415225862193,29.2009227495,1.78363425834e-16,3.34282580732,0.000743114792404
31,-252.539766968,0.805064695065,0.907000588051,0.0296630139022,404,-338.400221049,-0.0296630139022,-183.090534757,0.0,1.20210589495,-163.812596837,297.6517651745973,30.1553562272,-1.59013911738e-16,3.32711610739,0.00142557657359
32,-251.438912529,0.810048078842,0.908123170362,0.00788271309211,404,-328.483893112,-0.00788271309211,-172.226377847,0.0,1.20827685672,-163.276629686,297.63711822234177,29.218495857,-1.72145196761e-16,3.34771109378,0.00118907066443
33,-246.070217545,0.809617436163,0.907900524584,0.00681351414655,404,-310.954299378,-0.00681351414655,-174.339576753,0.0,1.20774508929,-159.572503561,294.7535019173536,26.4382147297,-2.78198018463e-17,3.34593136328,0.00173325356506
34,-249.033085899,0.802765801969,0.911270014987,0.0272596834334,404,-328.386380564,-0.0272596834334,-178.776844453,0.0,1.19924627179,-161.233161439,292.90368118448674,27.9384927151,8.12903540476e-17,3.31761539981,0.00144253225086
35,-251.60862993,0.787987709521,0.911004683711,0.0281216519124,404,-318.150759968,-0.0281216519124,-194.304979752,0.0,1.1806657469,-162.973761562,292.1036342022818,27.4218366865,-8.02792109475e-18,3.2565415138,0.0013809381337
36,-250.642738794,0.780386459122,0.905885473182,0.0216162547117,404,-321.272099954,-0.0216162547117,-175.777746754,0.0,1.17097251162,-162.477898219,288.69416665567815,29.3449920869,1.78689525568e-16,3.22512758795,0.00159397878081
37,-253.456157985,0.77976452146,0.905001773725,0.0242131255785,404,-323.508534953,-0.0242131255785,-169.604685236,0.0,1.17017523276,-164.363254948,289.0354832373618,28.9386576744,-4.54956226591e-18,3.22255728667,0.000664592482261
38,-255.770298691,0.773130269393,0.909413350949,0.020042757283,404,-321.347785109,-0.020042757283,-184.983910577,0.0,1.16163081305,-165.394097002,290.88801884554783,29.6785142792,-4.38604046771e-17,3.19513970514,0.00145210649812
39,-249.573343553,0.765557999303,0.901436021971,0.0125146470991,404,-313.223012848,-0.0125146470991,-164.232779485,0.0,1.15178823301,-162.030325616,285.0016943819151,29.6374637798,-1.03701294456e-16,3.16384554712,0.00137496077941
40,-251.172129756,0.760572806547,0.904835414099,0.0411347175449,404,-323.357628964,-0.0411347175449,-172.570491493,0.0,1.14525509644,-162.903314671,285.30775089811965,29.6376119564,1.22180135013e-17,3.14324308471,0.00118269952745
41,-252.104725714,0.756778605157,0.900215236736,0.0308681078382,404,-322.475445983,-0.0308681078382,-177.925385927,0.0,1.14025400142,-163.511883488,284.74868120861174,31.6578358617,-3.41069736096e-17,3.12756266966,0.00056207673653
42,-249.466965896,0.751736568302,0.902751903577,0.0317851016205,404,-321.290226308,-0.0317851016205,-169.415426308,0.0,1.13356920869,-161.97144558,281.2087611884842,29.2021720909,3.04962038941e-16,3.10672528586,0.00119241060804
43,-251.992147864,0.745021120445,0.906243480165,0.0292740765202,404,-316.716670973,-0.0292740765202,-177.037595132,0.0,1.12459582179,-163.399386725,283.86286147485345,29.6847968749,1.91236076457e-16,3.07897214395,0.00129799594973
44,-249.616747484,0.745147150639,0.904414917403,0.0391028592817,404,-322.982169919,-0.0391028592817,-179.702964761,0.0,1.12476497073,-161.838142525,281.86738371317455,28.7101024004,-1.98835483188e-16,3.07949299288,0.00121490689984
45,-248.431508843,0.740740330518,0.908152391267,0.0321674121867,404,-317.681896978,-0.0321674121867,-173.866168532,0.0,1.11883338695,-161.097926252,279.80497052379263,28.1649798124,-3.82067872086e-17,3.06128078919,0.00115237699234
46,-248.567551685,0.732586530557,0.906760940156,0.0425959214909,404,-322.4891738,-0.0425959214909,-174.502958062,0.0,1.10776471859,-161.267756164,278.6398349047531,28.9128915937,-1.10181956422e-16,3.02758332444,0.00182958655791
47,-247.01286602,0.722369304914,0.905524637162,0.0184310313292,404,-320.273182959,-0.0184310313292,-174.358137384,0.0,1.09371976499,-160.275143278,276.6162521614322,27.9651941835,7.24146565931e-17,2.98535827567,0.00144639111107
48,-248.352082897,0.722414693858,0.90572785863,0.0328720437918,404,-316.390914663,-0.0328720437918,-164.139772155,0.0,1.09378259645,-161.067664842,277.6492211924371,27.795030814,1.12614829307e-19,2.98554585598,0.00108761478452
49,-247.153896474,0.717597436913,0.905774474197,0.0322605587134,404,-308.783612708,-0.0322605587134,-165.941945365,0.0,1.08709199321,-160.445432164,274.9279978633451,28.1380963615,7.98225424378e-17,2.96563742717,0.00168749767236
50,-248.835925528,0.71244555189,0.902465292381,0.0225356221908,404,-316.897985538,-0.0225356221908,-171.323133954,0.0,1.07988674505,-161.53245573,274.2406580030879,29.0694041669,6.23611184718e-17,2.9443460704,0.0020011775905
51,-249.549774785,0.697620348145,0.904520741644,0.0180083262495,404,-325.593780598,-0.0180083262495,-178.554375397,0.0,1.05885829518,-162.171776436,273.5756257389059,29.7206372499,8.77721329348e-18,2.88307748605,0.000575268004901
52,-248.812581692,0.697077892973,0.902399556306,0.0435034536146,404,-320.888434436,-0.0435034536146,-173.692862912,0.0,1.05808041336,-161.803367323,272.15902182592004,30.2496425076,3.29009911513e-17,2.88083566456,0.00123765940191
53,-251.289664105,0.690970022408,0.90438755036,0.01070949675,404,-313.933764528,-0.01070949675,-185.640596354,0.0,1.04927969414,-162.854109844,273.6158246692927,29.7361273452,2.01321099302e-16,2.85559347636,0.00119637815893
54,-252.231224857,0.685725309925,0.907559880796,0.0264124134077,404,-318.198777863,-0.0264124134077,-175.656335901,0.0,1.04166037891,-163.63766273,273.62359151798574,29.1806929286,-3.28443948168e-18,2.83391848864,0.00185102505847
55,-253.218246393,0.681642887511,0.90422943892,0.00752059158716,404,-314.096741298,-0.00752059158716,-180.689481369,0.0,1.03568914958,-164.289690123,273.43928519902244,30.3215897839,1.71577065251e-17,2.81704693353,0.00168997636554
56,-258.250863177,0.673637429173,0.911240060788,0.000615049064371,404,-317.440513832,-0.000615049064371,-180.220759912,0.0,1.02387528148,-167.133038142,276.84660336296366,29.7320210676,-1.61854118489e-17,2.78396252485,0.00142291109229
57,-258.153295849,0.668824719117,0.90819015153,0.00774377329237,404,-317.337157567,-0.00774377329237,-188.922665042,0.0,1.01670527571,-166.781436249,276.44487841792545,30.2015008492,-4.37192602404e-17,2.76407288711,0.00129855416827
58,-259.441150862,0.669028173462,0.912221006118,0.0238287167925,404,-315.954964644,-0.0238287167925,-175.231045441,0.0,1.01700942626,-167.793036529,277.5683212600047,29.7076077797,1.37285212802e-16,2.76491370926,0.00110110000228
59,-261.893512957,0.66530954735,0.9079888546,0.0169389575194,404,-334.444364049,-0.0169389575194,-169.640063088,0.0,1.01143567131,-169.129684092,279.7170770944708,32.1596035941,1.32777590479e-17,2.74954562653,0.00110490060642
60,-260.299689309,0.669674854083,0.90902754099,0.00651782085054,404,-322.147946121,-0.00651782085054,-180.711838393,0.0,1.0179755564,-168.02641342,278.2893495545371,30.9794853213,1.76554567109e-17,2.76758626653,0.00102003594416
61,-261.803466456,0.662262265943,0.910257019176,0.033957102445,404,-328.279018723,-0.033957102445,-188.481398875,0.0,1.00684490382,-169.187253399,278.3540175338738,31.5776608347,-4.07536151201e-17,2.73695203112,0.00102093302125
62,-261.228389964,0.656241984436,0.915089990705,0.0238412855466,404,-321.152869585,-0.0238412855466,-178.246404129,0.0,0.997712853861,-168.806674189,277.3786105398335,29.72242812,1.75214491713e-16,2.71207182497,0.00152905358474
63,-259.851488922,0.644929238884,0.91015422461,0.0149221202952,404,-321.577562755,-0.0149221202952,-177.308514956,0.0,0.980323857843,-168.023056464,275.23445169165205,30.5187645852,-1.13043841895e-16,2.66531928673,0.000771185221412
64,-263.390986143,0.640550404485,0.913825079288,0.0192908618674,404,-323.672311333,-0.0192908618674,-173.888552989,0.0,0.973511067989,-170.031536836,278.8672289475976,30.6148680201,-1.24938920126e-16,2.64722274051,0.000760069539975
65,-260.644633348,0.643658991578,0.910129614297,0.000769385037525,404,-319.098966249,-0.000769385037525,-172.194451764,0.0,0.9783523239,-168.354513363,276.2047362211015,31.5363033191,1.10377653521e-16,2.66006969586,0.00127769049509
66,-257.096447177,0.637110406597,0.900408564356,0.00368099940356,404,-325.498109116,-0.00368099940356,-179.176173917,0.0,0.968126217535,-166.249265139,272.43575328840615,32.9372923978,-1.50760874313e-16,2.63300615338,0.00143543648404
67,-252.045518317,0.633511548601,0.902651304612,0.0462504567449,404,-313.55715912,-0.0462504567449,-179.66193108,0.0,0.962461483653,-163.0674865,267.62138864033534,30.894587258,-1.48242636399e-17,2.6181330401,0.00196199965962
68,-256.258426795,0.627459347894,0.900106438313,0.0275701504408,404,-332.700018859,-0.0275701504408,-171.083075969,0.0,0.952862138897,-165.467191694,271.5793669663638,32.6337540844,1.19783225246e-16,2.59312092048,0.00101891777523
69,-254.626084149,0.627040958755,0.903214485215,0.042158951225,404,-332.181099272,-0.042158951225,-180.986607563,0.0,0.95219511769,-164.616742409,270.1809743532693,31.0269489124,1.44756170069e-17,2.59139183057,0.00129657002297
70,-254.09808245,0.627349016206,0.905468567733,0.0160852224844,404,-323.514473477,-0.0160852224844,-179.873831511,0.0,0.952686284653,-164.631164719,268.99870868925234,30.1748351433,6.11470328049e-17,2.59266494925,0.00102011358996
71,-259.246324241,0.621990293773,0.910724210041,0.0157934418022,404,-318.610849602,-0.0157934418022,-177.774777985,0.0,0.944107741974,-167.776301763,272.7084340531318,29.8158714748,-1.97191249251e-17,2.57051878904,0.000423699665725
72,-259.843470695,0.619460143251,0.908509682771,0.0263840169392,404,-328.58360786,-0.0263840169392,-186.782181324,0.0,0.940031616259,-168.253250343,272.990180788469,30.5262957417,-9.4632074156e-17,2.56006235664,0.00125796905031
73,-262.543525635,0.619610734931,0.911110516408,0.00693736058125,404,-324.415027303,-0.00693736058125,-182.30622488,0.0,0.940274688198,-169.990609464,274.80025987724895,29.9960216218,-1.42307451748e-16,2.5606847116,0.00136465692496
74,-259.139290648,0.622673485242,0.909725203354,0.0209383215829,404,-326.601566521,-0.0209383215829,-185.813037124,0.0,0.945205534887,-168.001970038,272.29906307512573,30.1180707058,-4.84929522562e-18,2.57334223584,0.00172288916477
75,-260.586685759,0.629436656302,0.915354754245,0.0112652105386,404,-324.851894361,-0.0112652105386,-184.6858616,0.0,0.95600847723,-168.834241146,273.8007751285502,28.9963278567,-1.10377097633e-16,2.60129260493,0.000876852948957
76,-258.275550781,0.625966488146,0.911674322857,0.00481550292754,404,-325.945491918,-0.00481550292754,-182.950677345,0.0,0.950480090576,-167.501360686,270.8784208950008,29.832356649,1.0187627937e-16,2.58695133219,0.00128751639916
77,-259.164935947,0.626906926188,0.907732400361,0.0233556635328,404,-325.455175875,-0.0233556635328,-175.844104996,0.0,0.951981340755,-168.22013477,271.6752088464076,30.5779606565,-9.40808694786e-17,2.59083790997,0.00145727107471
78,-260.314450868,0.627834332862,0.910724983637,0.0254959354135,404,-318.173986428,-0.0254959354135,-182.823255187,0.0,0.953459584714,-168.769336465,272.94331437433726,29.639224647,-1.68498951295e-16,2.59467063261,0.00116970539985
79,-260.23005904,0.624997528487,0.915978736796,0.022221675156,404,-322.695677584,-0.022221675156,-182.743424228,0.0,0.94893094953,-168.762919594,272.9128172367057,28.3264252675,-6.43737559772e-17,2.58294688223,0.000560816355727
80,-264.678999877,0.625184685385,0.921171146001,0.0260423980948,404,-319.777951243,-0.0260423980948,-166.62210945,0.0,0.949230356925,-171.560225883,276.9271282467491,27.2414438276,-9.81661661144e-17,2.58372035141,0.00109929577355
81,-262.539770923,0.623410100282,0.913256662311,0.0120690245385,404,-330.505182648,-0.0120690245385,-179.974546839,0.0,0.946387823352,-170.509322214,274.19518860272046,30.5562594589,-4.54723517092e-17,2.57638646791,0.0013019055261
82,-260.979928764,0.622863155808,0.917527689432,0.0191549574648,404,-329.548046358,-0.0191549574648,-190.91853757,0.0,0.945510095284,-169.295137805,273.4815260652289,28.5421398031,-1.76558878305e-16,2.57412609333,0.00171698878421
83,-260.662593691,0.617716250025,0.924309405895,0.0228396377211,404,-316.655301892,-0.0228396377211,-194.732574501,0.0,0.937212463887,-168.903483348,273.54627721888613,26.3873876641,-2.99400955293e-17,2.55285531443,0.00103994903165
84,-262.339251954,0.618716383414,0.922304406354,0.0316153687712,404,-315.299565822,-0.0316153687712,-179.797060862,0.0,0.938830236793,-169.905597111,275.584773951016,27.4326831517,2.92032100629e-17,2.55698859704,0.00088778935806
85,-259.936430543,0.618596521215,0.919597549254,0.0293200406264,404,-326.839506571,-0.0293200406264,-188.310604433,0.0,0.938636490816,-168.718816278,273.2882329993246,27.906891108,-1.91402585292e-16,2.55649323878,0.00162608962194
86,-257.667895874,0.618919646397,0.920176197655,0.00202020281961,404,-314.430893931,-0.00202020281961,-189.913381499,0.0,0.939158706521,-167.212270452,270.87957863751876,27.4725648755,-6.14835207793e-17,2.55782862835,0.00189177362653
87,-258.83733518,0.620251189396,0.919012897201,0.0175582603059,404,-322.620183769,-0.0175582603059,-182.60130118,0.0,0.941307794401,-167.93086251,271.4086236452146,27.0538006171,3.68164260125e-17,2.56333153785,0.00167552213759
88,-255.099799122,0.609078244045,0.91390291624,0.0356577357518,404,-323.64440014,-0.0356577357518,-179.034120409,0.0,0.923129993228,-165.882222907,267.84369813938747,27.8352533263,2.72513522952e-17,2.51715675628,0.000992041267815
89,-256.46624478,0.605686035375,0.917327409556,0.0229241371978,404,-313.7814319,-0.0229241371978,-172.80925925,0.0,0.917545012594,-166.350350022,269.24086865504637,27.7008173453,7.32324992926e-17,2.50313766915,0.00156069279123
90,-254.55168046,0.602447036394,0.921136879443,0.016231426346,404,-311.380819827,-0.016231426346,-179.927261759,0.0,0.912183009323,-165.737346186,267.05804967745604,25.3582573115,-7.73784483692e-17,2.4897517565,0.00124365987022
91,-254.608332832,0.600708970634,0.916087696533,0.000339786312809,404,-324.216016864,-0.000339786312809,-175.134694398,0.0,0.909293829601,-165.485371732,267.18574025959293,26.9678850078,-6.67802255661e-17,2.48256879764,0.00189256410308
92,-257.012684585,0.594659364986,0.924452567618,0.0245336515324,404,-312.522575172,-0.0245336515324,-177.671905104,0.0,0.899172000008,-166.559391871,269.42846784546185,25.8582831578,-1.01382714941e-16,2.4575674027,0.00124533748271
93,-254.483948918,0.588641843149,0.917486320695,0.0271182328799,404,-312.383994309,-0.0271182328799,-166.706524353,0.0,0.889001176773,-165.280248441,266.8752171897153,26.9618434098,7.66632338509e-18,2.43269860153,0.00105372889582
94,-256.45463841,0.593738298993,0.926941634605,0.0199544808493,404,-308.941738916,-0.0199544808493,-189.759812235,0.0,0.897621902418,-166.176517844,269.11560069832007,25.286858339,8.21899108338e-17,2.45376088439,0.000862151705457
95,-254.443535228,0.589409144871,0.921093571041,0.0548929511816,404,-325.126892671,-0.0548929511816,-172.701727208,0.0,0.890303839966,-165.224402329,266.8211834946858,26.5617241876,-9.09991447907e-17,2.43586965342,0.00185524655934
96,-256.205497272,0.590959867532,0.925824147453,0.0319280378234,403,-318.974847259,-0.0319280378234,-171.815342383,0.0,0.892931363286,-166.022795679,269.5184470797352,25.5730084262,-1.33249017072e-16,2.44227837358,0.000832999140268
97,-253.781605114,0.593846166016,0.92597928906,0.00844105224315,404,-323.463132287,-0.00844105224315,-167.418888994,0.0,0.897803560273,-164.6617264,267.31957401884785,25.3682498173,9.21070488014e-17,2.45420666982,0.00169203769058
98,-253.708311066,0.585287550243,0.934286090534,0.0329669011687,404,-312.124268663,-0.0329669011687,-179.2674874,0.0,0.883286519566,-164.515449497,267.4097194582335,22.5924966977,-2.58797235492e-17,2.41883621007,0.00117375280149
99,-252.776585702,0.580924005639,0.934262087115,0.00853516922045,404,-308.374454773,-0.00853516922045,-194.242708465,0.0,0.875803203275,-164.085158215,266.7765651106114,22.154722848,1.1305291824e-18,2.40080285247,0.0025024751396
100,-252.028980467,0.583933069265,0.934836338122,0.0195576439029,404,-310.301058705,-0.0195576439029,-185.713825568,0.0,0.88096962306,-163.856095243,266.5105410005782,21.9952364442,1.0886046776e-16,2.41323850406,0.00153026829874
101,-252.154923168,0.588670823724,0.929167861184,0.0226405940733,404,-309.89232756,-0.0226405940733,-181.841337076,0.0,0.889050408513,-163.857978907,266.7038111411623,23.0365746019,-2.17024923733e-16,2.43281837046,0.00142817757568
102,-248.446388163,0.591956471459,0.924716557347,0.0438776374967,404,-312.306058186,-0.0438776374967,-169.43067183,0.0,0.894616358462,-161.828176217,264.08936446610846,23.9764868723,2.12863341988e-17,2.44639706987,0.00155184124461
103,-246.598789025,0.595353525744,0.927960905927,0.0291037303311,404,-311.342036934,-0.0291037303311,-175.159687794,0.0,0.900338644239,-160.357900847,263.43541230054797,22.2257850778,-5.23947270065e-17,2.46043618263,0.00216138899285
104,-244.818165629,0.58931381174,0.925309070396,0.0361015461667,404,-302.586056084,-0.0361015461667,-172.983304541,0.0,0.890142083328,-159.435426689,262.1886269731174,23.104950509,4.71551141409e-17,2.4354756672,0.00179324913369
105,-242.463935964,0.584613463518,0.926143221014,0.0151981511735,404,-303.393435052,-0.0151981511735,-171.525142164,0.0,0.882134136943,-158.052894615,260.1653896846209,22.4896997841,-2.0159393348e-16,2.41605039072,0.001829461598
106,-241.325486667,0.585588018315,0.931089662482,0.000327715808754,404,-302.690840277,-0.000327715808754,-161.339832519,0.0,0.883799756133,-157.38354109,259.1895395699062,21.749729234,-1.084818765e-16,2.42007796389,0.00180483341491
