LossAfter,MeanKL,Iteration,MeanKLBefore,MinReturn,Total cost,NumTrajs,ExplainedVariance,StdReturn,dLoss,Entropy,AverageDiscountedReturn,LossBefore,AveragePolicyStd,AverageReturn,MaxReturn,Perplexity
4043108.12167,0.00920403937652,23,0.0,-294.819022437,322.0649663011742,204,0.930169599474,20.0448137561,40236.9651146,1.28098905498,-152.872273295,4083345.08678,0.871142702307,-235.782030468,-201.275586282,3.60019875974
4167423.11686,0.00981878421601,24,0.0,-291.233316849,327.1886317591379,204,0.948634296193,16.6012820314,39826.7090026,1.28482079038,-151.167821179,4207249.82587,0.874487093965,-233.68159553,-190.778624732,3.614020232
4166326.59441,0.00871212359724,25,0.0,-288.961710282,327.7634172996625,204,0.946706652221,16.4229347262,43782.4168188,1.28840254413,-151.679399171,4210109.01123,0.877624907473,-234.46597806,-193.92903723,3.62698797227
4077037.50424,0.0083843573343,26,0.0,-303.934610703,326.4717069689365,204,0.904331875208,25.4954153821,38252.9841045,1.29738309596,-155.301701992,4115290.48835,0.885541959982,-241.409061773,-183.102081464,3.65970702341
4006526.9555,0.00855011848837,27,0.0,-297.121741037,322.5309280955005,204,0.928773251686,21.1331272975,48184.0610764,1.28079169012,-154.677715518,4054711.01658,0.870970786317,-239.842574802,-194.770166813,3.59948827714
3963301.6876,0.0084379029678,28,0.0,-307.206187013,318.9246438789952,204,0.939370766982,20.2622110457,45862.7285214,1.24903200441,-153.891557791,4009164.41612,0.843743678647,-237.029760625,-199.8382166,3.48696595559
4051399.52422,0.00908547525894,29,0.0,-306.03009021,325.78584658651215,204,0.931581415139,23.5292132288,41110.1178543,1.25091923762,-157.226992188,4092509.64208,0.845337523242,-242.159850539,-199.01793247,3.49355288712
3850279.86803,0.00884192685089,30,0.0,-318.890763159,318.4283378515608,204,0.923843639104,26.7786889603,46661.2634684,1.23319295684,-160.430759981,3896941.1315,0.830484863085,-246.945292873,-183.673265113,3.4321708328
3652788.45911,0.00691590941284,31,0.0,-300.185721905,306.2252728702197,204,0.929156501122,24.7487952784,41434.0932983,1.20792741767,-157.780973451,3694222.55241,0.809765065858,-243.518872059,-190.856035168,3.34654147714
3617518.84808,0.00922124748526,32,0.0,-304.579402994,303.9388515667722,204,0.936277672294,23.2303433175,45288.8840339,1.18926577786,-156.539036068,3662807.73211,0.794793651924,-241.644349734,-200.984816897,3.28466864536
3496577.97821,0.00812989705154,33,0.0,-309.595625455,297.5386503465239,203,0.926396388594,24.050431359,40514.9852248,1.17213280472,-156.914499401,3537092.96343,0.781292461658,-241.357474031,-185.376906723,3.22887185303
3511134.79547,0.00740574595194,34,0.0,-305.000960163,294.9291864894991,204,0.937262456849,19.8645862505,40481.102997,1.15340263245,-152.0003588,3551615.89847,0.766794913877,-234.63255226,-198.005039376,3.16895738276
3578052.8242,0.00986590856293,35,0.0,-306.206508106,300.73564253700516,204,0.928458522447,22.9072471326,48739.8645468,1.15491465729,-154.535619124,3626792.68875,0.767955203804,-238.564018349,-179.505522134,3.17375254932
3738589.05365,0.00705897838929,36,0.0,-282.362200192,303.83824275722617,204,0.953623070066,14.6022521445,29649.8409587,1.16040200072,-149.745976009,3768238.89461,0.77218082085,-230.941862942,-194.394812469,3.19121588938
3841177.03112,0.00659386588579,37,0.0,-283.630227078,309.47946934026163,204,0.964345256905,13.0308599067,37695.2509456,1.16749304025,-150.228664628,3878872.28207,0.777675845268,-230.913905836,-199.983611507,3.21392534908
3827572.74066,0.00995304949279,38,0.0,-267.289907853,308.59466438184444,204,0.969823232133,11.1999065937,46524.3552501,1.15527000309,-149.493456427,3874097.09591,0.768228141954,-229.784656005,-185.629223321,3.17488052937
3542997.45792,0.0079658446712,39,0.0,-303.020586215,296.1091445234828,204,0.951971891969,17.1884086768,34953.5708914,1.13892094788,-152.298046755,3577951.02881,0.755770450868,-234.272135186,-195.335202104,3.12339623882
3446671.95691,0.00864545454313,40,0.0,-304.15565199,292.34028520265304,204,0.94981447235,17.9134471373,34126.4552265,1.12329701963,-154.727992903,3480798.41213,0.744054113519,-236.728731561,-201.133075126,3.0749757641
3482645.78574,0.00912260660895,41,0.0,-308.208039835,292.66668688167226,204,0.937698709855,19.233357979,46860.7012387,1.10968730379,-151.270174705,3529506.48698,0.73399634539,-232.620592571,-176.901441358,3.0334097104
3466638.00804,0.00917963865488,42,0.0,-292.24110542,291.28134693178157,204,0.950176898691,17.3627776492,45177.3326846,1.11100042463,-150.955456667,3511815.34073,0.734960804374,-231.555769559,-196.070473485,3.03739556029
3500163.37447,0.00774036941124,43,0.0,-275.227936881,290.82200446282326,204,0.970287449502,11.8381965412,35472.5307846,1.09919903225,-148.377870013,3535635.90525,0.726338222848,-228.206775896,-194.023404701,3.00176074726
3417259.23806,0.00799423764049,44,0.0,-301.236083394,287.3858619690004,204,0.963107371308,14.6455558027,39179.4784373,1.09896313213,-148.95676304,3456438.7165,0.72616689978,-229.129492604,-183.118959716,3.00105271505
3354739.5179,0.00571550193648,45,0.0,-285.789473966,283.20606576873973,204,0.965954357193,12.5261697701,31387.1668965,1.08094576965,-148.090048329,3386126.6848,0.713200448919,-227.835996485,-193.613429645,2.94746585702
3278570.91871,0.00911487776914,46,0.0,-290.020507504,280.37584413256917,204,0.945541088621,17.1381405316,42502.3873494,1.08570529238,-148.881323133,3321073.30606,0.716603033582,-228.719267919,-192.352389819,2.96152782534
3258665.97918,0.00718739633247,47,0.0,-290.149909914,277.25651370285027,204,0.958837799336,14.2643899764,36460.3086304,1.07387905079,-146.171952823,3295126.28781,0.708178228064,-224.985434899,-183.213238197,2.92671036743
3365636.25373,0.00807447248334,48,0.0,-266.967869958,284.066349692963,204,0.970129839709,11.9478301645,38593.9664581,1.07308184058,-147.864103748,3404230.22019,0.707613886127,-227.817892459,-197.177498228,2.92437809381
3251854.01416,0.00744098144445,49,0.0,-259.905793442,277.4440788168304,204,0.968250167123,11.6736532615,38063.8849178,1.06606507371,-146.747982365,3289917.89908,0.702666103475,-225.915398812,-188.629126237,2.90393023731
3238034.53039,0.00877739944187,50,0.0,-265.668203902,277.50249278221645,204,0.961153394204,13.5396694933,34133.2762169,1.06658686181,-147.777471099,3272167.80661,0.703032841956,-227.749343614,-194.202587009,2.90544586893
3167224.92182,0.00894194936394,51,0.0,-292.730027872,275.0655212844793,204,0.945824217649,16.954952905,46397.6968239,1.05855256271,-149.104795026,3213622.61864,0.697407095556,-228.851691107,-187.890876644,2.88219617039
3120301.29003,0.00588467142735,52,0.0,-290.155320109,273.97090025804516,204,0.946376313363,18.4773001223,30348.1064776,1.05801067588,-152.247496163,3150649.39651,0.697029282213,-232.814106307,-189.651362858,2.88063476934
3049008.70214,0.00930195286899,53,0.0,-306.125627638,271.26115525866703,204,0.917418609919,23.3921018531,47126.3304958,1.05629876159,-152.137225347,3096135.03263,0.695837048617,-232.564089474,-186.013162258,2.87570758818
3040222.6531,0.00573159011977,54,0.0,-298.404177131,271.4387963787511,204,0.922412877539,23.4130972973,29150.1565957,1.05136607313,-154.970290472,3069372.80969,0.692413152683,-235.785616199,-180.857412211,2.8615575461
3043675.87998,0.00844893094915,55,0.0,-292.139693693,270.3638640372502,204,0.923423296523,21.5285689257,52167.7609735,1.04265918802,-151.198791778,3095843.64096,0.686410560776,-230.970761508,-175.589061045,2.83675044632
3044550.86628,0.00714893491627,56,0.0,-305.014943913,269.51631448267364,204,0.924721799532,23.0710590271,34080.2416068,1.07024552706,-151.302754772,3078631.10789,0.705609714867,-231.298521543,-185.414184408,2.9160953924
2938909.30193,0.0062291914184,57,0.0,-286.208947574,262.68306862079334,204,0.930051225913,20.3139162783,37706.1271073,1.0588280454,-149.010678777,2976615.42904,0.697599245605,-227.538132119,-183.661570371,2.88299027493
2938873.97772,0.0059780835977,58,0.0,-302.361026402,263.17301039538194,204,0.925860937289,21.6032337637,28093.4660825,1.05948052082,-150.250854414,2966967.4438,0.698054560492,-229.609178596,-182.809347308,2.88487196903
2943993.48128,0.00504253003224,59,0.0,-300.264560879,260.13399639636066,204,0.922474255043,20.3642235588,24011.2491363,1.0546153545,-146.65128214,2968004.73041,0.694666656991,-223.470495208,-179.045069795,2.87087067401
2878149.00902,0.00896272979386,60,0.0,-278.903835248,256.64868590504875,204,0.928146787511,20.2009183671,34065.1862148,1.05126004459,-145.67252902,2912214.19523,0.692339741022,-222.053852542,-178.494145243,2.86125415543
2934595.74134,0.00726812909881,61,0.0,-306.774871905,263.7040194359625,204,0.918266850885,23.58112651,35856.9453181,1.04328423718,-150.913196229,2970452.68666,0.686839735231,-230.357559949,-172.660572134,2.83852410905
2937756.52445,0.00639275010022,62,0.0,-296.881438675,264.24011657251185,204,0.904146155312,26.909130041,30720.3339959,1.04139416835,-152.365849105,2968476.85844,0.685542786902,-231.816080246,-157.518364108,2.83316417002
2873385.68464,0.00727978619489,63,0.0,-316.402212916,259.5499986543957,204,0.905289714627,24.795452214,36433.7045115,1.00305352561,-149.760952657,2909819.38915,0.659756133066,-227.97364134,-180.015101643,2.7265948572
2827916.58194,0.00613125415479,64,0.0,-299.347894259,256.0149639639163,204,0.9111535607,24.1842065745,29646.8859721,0.983575756702,-148.56560845,2857563.46791,0.647029897253,-226.244755877,-176.724637899,2.67400074343
2780375.89296,0.00715193226697,65,0.0,-293.663527495,254.63208139659352,204,0.90529255571,24.7819823672,42957.6837114,0.965553953879,-148.585415824,2823333.57667,0.635473696581,-227.022761109,-168.793268267,2.62624207058
2832570.21102,0.0074496132305,66,0.0,-292.992417295,255.67957230910318,204,0.929769312099,19.3758143325,43835.563539,0.976185051316,-145.947793144,2876405.77456,0.642265517656,-223.538888962,-186.813934118,2.65431084249
2831868.68047,0.00879554154558,67,0.0,-296.067278396,256.85798238627535,204,0.918035887291,22.3404314533,31606.8127824,0.95894088938,-148.140384952,2863475.49325,0.631285132924,-227.446951812,-187.484239739,2.60893186223
2808834.92692,0.00679002240438,68,0.0,-319.897038063,258.2020836539937,204,0.903833889423,25.6615479992,34663.3225078,0.963567078533,-150.826014382,2843498.24943,0.634212343051,-231.956342208,-178.008449451,2.6210292353
2851746.3198,0.00897765225035,69,0.0,-307.396628105,259.204348607071,204,0.898000904799,26.0789226041,41101.1240641,0.985431986586,-149.307261015,2892847.44387,0.648232048874,-228.694112779,-176.93388919,2.67896891313
2872720.16087,0.00893105396354,70,0.0,-326.645462859,264.1777394103057,204,0.883531669489,30.7836907183,41700.2365801,1.0034185279,-153.495448881,2914420.39745,0.659996989518,-236.793447024,-170.448700464,2.72759025221
2998148.33238,0.00860142689287,71,0.0,-302.587825339,270.38712073700725,204,0.899035049437,27.7422098738,32013.0757868,0.998536433277,-154.289098382,3030161.40817,0.656782674446,-237.930345443,-183.441242792,2.71430635153
3042595.84751,0.00647702607205,72,0.0,-320.880225228,279.85829406522345,204,0.905022154158,26.9798463636,37629.4293328,0.989336335828,-162.82161026,3080225.27685,0.650767920425,-251.716997218,-185.615210026,2.689448989
3122321.22263,0.00883923013297,73,0.0,-322.036247099,285.1091999707621,204,0.913913497063,27.1010970819,48717.0338721,0.985397875774,-163.439838465,3171038.25651,0.648209937529,-252.6844961,-179.626477012,2.67887753288
3114315.52253,0.00588509330831,74,0.0,-299.247299028,280.8813641650767,204,0.923824201899,24.3857056781,35659.0059328,0.969462918545,-159.457684786,3149974.52846,0.63796260216,-246.688820342,-186.280674681,2.6365280487
3250561.28037,0.00642142358368,75,0.0,-306.953881889,293.15893383785385,204,0.922628722594,24.6513528102,48589.1669889,0.978947407239,-165.414378352,3299150.44736,0.64404213631,-256.585753235,-183.800238326,2.6616531301
3181401.07422,0.00690452668673,76,0.0,-313.918672255,285.0170059603445,204,0.915410077948,26.3213580994,35987.7103272,0.990925191178,-160.519202922,3217388.78455,0.651802718372,-248.047877977,-180.521334976,2.69372553092
3362914.67245,0.00948960917183,77,0.0,-334.86724529,297.6260848830445,204,0.92858018333,25.8278262508,46767.1650997,0.992252471826,-164.697800049,3409681.83755,0.652668417892,-254.761073242,-163.747148239,2.69730323447
3468336.11506,0.00619015889506,78,0.0,-321.842346911,303.50941373829323,204,0.939919402936,22.3108374181,37562.6621415,0.981581481732,-165.677884987,3505898.7772,0.645740827531,-256.696209634,-173.829176426,2.66867336457
3520129.12482,0.00769305291165,79,0.0,-339.639162482,307.1209650920763,204,0.954547802041,19.1572518612,46945.0962023,0.98026915478,-166.480315214,3567074.22103,0.644893960244,-257.658155401,-185.515218575,2.66517348958
3589277.0593,0.00584284314066,80,0.0,-324.797631412,312.4514267799783,204,0.947770967725,22.9104918459,39393.8134344,0.980471887728,-169.402951028,3628670.87274,0.645024714752,-261.645919671,-170.805310352,2.66571386284
3338445.37868,0.00852055984536,81,0.0,-318.333738797,298.91373955597135,204,0.939942829892,23.8589213649,49365.3416132,0.983393626853,-167.890389023,3387810.72029,0.646912064526,-258.751793622,-175.746253076,2.67351377243
3664125.58617,0.00610639427368,82,0.0,-324.559443949,319.3559219086686,204,0.956482384259,20.8352651706,38714.51309,0.989657656341,-174.314092429,3702840.09926,0.650977059105,-268.537685629,-207.382196056,2.69031330298
3662888.42877,0.00619173225802,83,0.0,-324.31517331,320.71556885459563,204,0.960573451906,19.0712151991,39539.6413685,0.979508640546,-175.584202704,3702428.07014,0.644403695658,-271.299912842,-208.344076325,2.66314735776
3581863.69794,0.00916209522631,84,0.0,-326.281718373,316.7577189345964,204,0.950052081413,23.1084059423,49313.4411008,0.9801447016,-175.268940663,3631177.13904,0.644813706134,-270.61253222,-192.397965416,2.66484182091
3553399.1315,0.00653652874993,85,0.0,-331.387222082,312.277490278295,204,0.942827423692,24.2157861948,40988.6397765,0.982268191399,-171.340775523,3594387.77127,0.646184416291,-264.665002168,-192.504714595,2.67050659775
3571532.06106,0.00762116004291,86,0.0,-327.42685675,311.6513367403721,203,0.949550047401,20.6968899019,48288.293448,0.972092985949,-168.536160142,3619820.35451,0.639642695215,-261.152145869,-200.083973596,2.64347142195
3717006.02122,0.00790155998755,87,0.0,-330.55054684,321.13821015946706,204,0.952326753767,21.723021901,44581.0700805,0.972427596221,-171.908339706,3761587.0913,0.639856762044,-266.417603227,-221.735701835,2.64435610265
3748157.19648,0.0066139341297,88,0.0,-324.935566162,321.5240348301966,204,0.951777974143,23.4722440751,47497.6470428,0.962108294291,-170.654977021,3795654.84352,0.633287838569,-263.469617179,-190.66002378,2.61720850664
3815689.27026,0.0063076225241,89,0.0,-317.699699174,322.16157078827285,204,0.947319195934,22.2842061613,37100.56468,0.958942036568,-167.912412066,3852789.83494,0.631285857127,-258.90507769,-205.24007027,2.60893485516
3442726.66648,0.00643991551694,90,0.0,-319.456522962,301.5620752862956,204,0.93706756955,23.2083208179,45619.6248226,0.959707767669,-165.290152841,3488346.29131,0.631769437464,-254.042188106,-194.687110466,2.61093336278
3612990.33884,0.00786304180731,91,0.0,-321.82740275,307.95421086668824,204,0.936806643741,22.7772320879,56418.0802331,0.974220029363,-162.001448223,3669408.41907,0.641004690996,-249.224251411,-199.777296139,2.64910018462
3514298.70824,0.00786111107661,92,0.0,-313.281231603,304.5762206940859,204,0.93879803059,21.5020032344,52529.2803216,0.974952499451,-163.878071471,3566827.98856,0.641474379754,-252.428833881,-196.093721722,2.65104128208
3655267.1787,0.00942099521893,93,0.0,-308.131919212,313.257741253175,204,0.938678199839,23.3241661716,59267.4667484,0.987250579468,-165.934578202,3714534.64544,0.649411991656,-255.236926782,-182.909156409,2.68384529966
3456890.91391,0.00817905911317,94,0.0,-326.510709093,304.0981402858538,204,0.937786101846,23.5426591153,45182.4667229,0.967270130083,-168.01582241,3502073.38063,0.636565217771,-258.193993811,-181.383528133,2.63075303443
3437452.18682,0.00678012519238,95,0.0,-337.803901376,302.37232807581773,204,0.93219582442,23.4882524378,44142.108037,0.969625379799,-166.657635648,3481594.29486,0.638066254784,-256.77332252,-188.403426635,2.63695641715
3436754.24574,0.0099319601842,96,0.0,-318.140885035,304.90891626231644,204,0.942557919685,21.8165436301,55339.8801156,0.953138291823,-168.87873893,3492094.12586,0.627632646556,-260.411198263,-199.393085278,2.59383711729
3607952.58093,0.00760547060966,97,0.0,-326.187061506,313.49004060881794,204,0.945267805895,22.6422037805,45415.6656836,0.96153674976,-169.74365753,3653368.24661,0.632925989785,-261.679135017,-209.205597576,2.61571308282
3540530.88168,0.00900559406184,98,0.0,-337.510420923,307.1411872756981,204,0.937116932903,23.7909213025,59824.699539,0.969149043805,-164.926999971,3600355.58121,0.637762393236,-254.453250535,-172.395267664,2.63570063901
3509383.68975,0.00676018449786,99,0.0,-332.859197703,306.2994982532836,204,0.945717708385,22.292348145,45878.3674767,0.973119776433,-166.743178921,3555262.05723,0.640299811551,-257.148927837,-215.852548699,2.64618710723
