NumTrajs,MaxReturn,AveragePolicyStd,MinReturn,Iteration,AverageReturn,dLoss,AverageDiscountedReturn,Entropy,Perplexity,LossBefore,MeanKL,StdReturn,LossAfter,ExplainedVariance,MeanKLBefore
34,-1080.87169373,1.19463314803,-1299.76306048,35,-1169.89134976,12842.0093098,-244.08094755,1.59677768236,4.93709786753,-1440750.22251,0.00809290147647,40.8703747709,-1453592.23182,0.944086947952,0.0
34,-1065.507883,1.22014726669,-1250.30849315,36,-1151.82086768,4596.19263799,-240.586614203,1.61791009507,5.0425408657,-1381035.03184,0.00879558144239,42.5726537011,-1385631.22447,0.956363786098,0.0
34,-1074.9670867,1.22368819498,-1234.5335486,37,-1150.6599573,7208.08954836,-239.099651768,1.62080794218,5.05717457108,-1064719.28824,0.00937482055189,31.7211859927,-1071927.37779,0.970699515753,0.0
34,-1070.66880835,1.25155166802,-1324.10980941,38,-1156.31135253,15079.4117851,-242.162758842,1.64332264912,5.17232681972,-2646033.91366,0.00775893601631,45.1548285215,-2661113.32544,0.966400805438,0.0
34,-1103.67153873,1.24938537024,-1220.63441383,39,-1159.71175998,6356.7592611,-245.724882735,1.64159025978,5.16337409295,-962232.501682,0.00982836230956,25.3798810571,-968589.260943,0.978785013396,0.0
34,-1083.6501131,1.30235346822,-1222.51576617,40,-1149.63058369,6854.08626322,-240.037978948,1.68311152111,5.38227701225,-1044048.64297,0.00812183852809,32.6081998986,-1050902.72923,0.976699999014,0.0
34,-1071.44607133,1.2872027557,-1234.45877255,41,-1140.51091271,5477.43329389,-237.707836186,1.67140999075,5.31966318759,-1218225.00776,0.0062717812735,40.1908178229,-1223702.44105,0.967956493028,0.0
34,-1092.7276558,1.29777063942,-1211.77611881,42,-1140.97593039,8874.52782741,-235.934913662,1.67958643281,5.363337412,-1072530.11775,0.0096341830881,32.1723425017,-1081404.64558,0.968361532888,0.0
34,-1070.39824211,1.31785105493,-1201.99678154,43,-1131.47626293,3925.19164443,-236.275138109,1.6949409545,5.44632437479,-909007.141061,0.0083566053052,30.4083652535,-912932.332706,0.969888163287,0.0
34,-1063.01841861,1.3488747672,-1227.05239221,44,-1136.07405214,4851.13137842,-236.833753991,1.71820927232,5.5745370432,-1171544.24078,0.00902090273735,39.2601920134,-1176395.37216,0.951403649272,0.0
34,-1038.59407453,1.36182245531,-1269.89974086,45,-1141.51724136,9683.1280645,-236.552794643,1.72776237657,5.6280463598,-1712316.0789,0.00735833333763,52.2363716854,-1721999.20696,0.94409623255,0.0
34,-1079.69384347,1.37111280773,-1212.60620453,46,-1134.57714293,11604.0892793,-235.91951496,1.73456121175,5.66644089056,-1500098.66023,0.00854487910669,32.1882270615,-1511702.74951,0.949792860966,0.0
34,-1075.22613823,1.37455157461,-1214.77654966,47,-1137.85858249,4042.05758734,-236.204261826,1.73706608358,5.68065239025,-1007305.78089,0.00850634958664,37.0780676604,-1011347.83847,0.955741462855,0.0
34,-1010.42880856,1.37794265535,-1257.69173934,48,-1144.7525273,10740.2501116,-235.143113466,1.73953009052,5.69466681594,-1703531.79396,0.00703321255087,56.0472975679,-1714272.04407,0.930739006463,0.0
34,-1070.9155026,1.39104378281,-1228.03542351,49,-1133.87256316,9040.68093317,-232.232308649,1.74899292143,5.74881025618,-1229454.59149,0.00692800210036,45.0875430441,-1238495.27242,0.929720361873,0.0
34,-1025.96266799,1.38271093026,-1241.98077101,50,-1121.21862441,9541.22925101,-229.444083259,1.7429845476,5.71437281517,-1635827.96664,0.00666210738888,47.8680795523,-1645369.19589,0.940332080951,0.0
33,-1044.18127443,1.36940620768,-1251.3769629,51,-1131.28320918,9069.80616209,-232.849027487,1.73331575404,5.659387971,-1490924.57036,0.00640402767162,47.0142063379,-1499994.37652,0.928369227315,0.0
34,-1024.65591845,1.40208340537,-1185.36476262,52,-1116.19177429,7474.45925849,-229.936467491,1.75689781032,5.79443405045,-911404.181183,0.00689339625349,35.1401918213,-918878.640441,0.935941518641,0.0
34,-974.11680069,1.41373932506,-1212.30673873,53,-1108.57580692,14963.2402243,-230.480514938,1.76517673083,5.84260483525,-1666609.00959,0.00702298929078,50.5968253937,-1681572.24981,0.93056028968,0.0
34,-1002.54156318,1.42530921927,-1180.49890461,54,-1093.89802419,9809.06723733,-228.715030345,1.77332731936,5.8904200998,-1300919.93963,0.00735244250848,46.4466125674,-1310729.00686,0.935164243343,0.0
34,-950.24554034,1.44473005179,-1143.84894234,55,-1072.14360062,9320.54543628,-221.802155418,1.78686102195,5.97068118327,-1040269.1463,0.00915874218648,42.9792243224,-1049589.69173,0.934159427661,0.0
34,-938.357045085,1.40680596206,-1170.74297906,56,-1055.20950776,13915.6777963,-225.565540232,1.76026039285,5.81395110859,-1517625.71002,0.00854416467367,51.8740352103,-1531541.38781,0.904123045486,0.0
34,-931.596620375,1.43839290802,-1149.50389224,57,-1064.71378724,9458.59466573,-227.088747261,1.78246498747,5.94449147053,-1297463.76691,0.00670135252214,50.4221373736,-1306922.36158,0.918612689275,0.0
34,-830.068468246,1.43336135846,-1171.16209742,58,-1054.599925,14960.5819603,-225.249435584,1.77896081946,5.9236974279,-1809290.6076,0.00727887832364,69.6178480166,-1824251.18956,0.88849111477,0.0
34,-898.786264628,1.45762042844,-1188.89888622,59,-1036.13065512,18135.2265874,-221.835556871,1.79574379575,6.02395364702,-2050282.4333,0.00912540824985,73.584160999,-2068417.65989,0.867695958454,0.0
34,-894.252730832,1.48006219157,-1155.983994,60,-1014.5262313,14490.6154127,-220.185578229,1.81102264143,6.11669942517,-2184147.87321,0.00704291338159,68.8394176389,-2198638.48862,0.866715498791,0.0
34,-909.457473634,1.47162961413,-1114.94115351,61,-987.579991374,11629.1371906,-216.690720377,1.80530890101,6.08184984797,-1838942.62789,0.00887151792449,48.6230597443,-1850571.76508,0.896227851426,0.0
34,-859.579736451,1.47191881857,-1179.29381433,62,-990.319671407,23265.6904471,-220.717473876,1.80550540156,6.08304505223,-2938172.99655,0.0097672235238,66.5033032679,-2961438.687,0.873146370036,0.0
34,-803.845305858,1.46386300587,-1164.56557184,63,-968.633278851,19924.9279879,-213.914861907,1.80001736914,6.04975254248,-2668307.51972,0.00733520105882,76.6795015522,-2688232.44771,0.848079979539,0.0
34,-801.276386098,1.46099526927,-1045.67709635,64,-927.552807241,16801.06937,-204.835960521,1.79805642796,6.03790095755,-1928733.42091,0.00958926562975,68.1104594146,-1945534.49028,0.83095188417,0.0
34,-815.995987287,1.47953918359,-1136.88852305,65,-954.34502303,22487.4579341,-210.591189033,1.81066921006,6.11453797369,-2756346.43232,0.00904202137061,77.8930117401,-2778833.89026,0.831111647828,0.0
34,-811.030696272,1.47750465566,-1092.77969821,66,-948.723595189,14784.4347244,-206.524900416,1.80929315453,6.10612981629,-2079642.89549,0.00642586725125,71.2819425348,-2094427.33022,0.828470585634,0.0
34,-755.856304436,1.4586350735,-1073.23716621,67,-945.437684966,15633.2138231,-213.09400133,1.79643965049,6.02814690249,-2042989.71521,0.00922628207881,75.4665888315,-2058622.92904,0.85147012301,0.0
34,-758.806698387,1.46180117131,-1043.14596998,68,-913.677009833,22017.9668084,-204.677213806,1.79860788755,6.04123153417,-2138106.97013,0.00973493103512,68.1898344876,-2160124.93694,0.832627485476,0.0
34,-816.912901451,1.46822704531,-1117.81994488,69,-949.856095426,15712.7737547,-213.083077209,1.80299411445,6.06778794511,-2024466.01717,0.00939295770197,77.5757551517,-2040178.79092,0.820607676324,0.0
34,-802.989495452,1.47236088167,-1062.76324315,70,-943.21921475,11619.3238741,-210.233705223,1.80580568764,6.08487198026,-1744062.81695,0.00649232873801,59.3444420749,-1755682.14082,0.84315876387,0.0
34,-749.232802269,1.45101940727,-1063.64757546,71,-912.441688898,19394.3946814,-203.652426923,1.79120488212,5.99667339988,-1972032.11529,0.00960977271023,72.3343862171,-1991426.50997,0.823982392417,0.0
34,-735.08212399,1.46711485755,-1030.92039342,72,-883.050159416,21304.7714598,-197.780744009,1.80223632347,6.06319157188,-2515131.04436,0.00888577057327,72.417081978,-2536435.81582,0.826113134999,0.0
34,-727.95446785,1.47632929548,-1016.0572858,73,-873.182289044,14321.4866702,-195.160115209,1.80849733442,6.10127236844,-2146797.82838,0.00690446408204,69.6935496639,-2161119.31505,0.788364770051,0.0
34,-659.827996386,1.48330383328,-1084.55278937,74,-868.179356228,27194.2743017,-197.649749889,1.81321045284,6.13009625948,-3262240.65601,0.00936808879503,94.7541539072,-3289434.93031,0.764906883926,0.0
34,-711.632775993,1.47695753154,-1063.73729896,75,-847.731578396,21942.6671695,-192.195738704,1.80892278315,6.10386869931,-3262006.24116,0.00676575299604,75.8507235933,-3283948.90833,0.788213219456,0.0
34,-684.684582553,1.47381397979,-971.59532527,76,-849.574562636,16392.9239597,-195.633356561,1.80679211805,6.09087724442,-1827612.23233,0.00852167041941,76.446858424,-1844005.15629,0.808834351702,0.0
34,-695.420635869,1.47725218247,-1010.13740903,77,-826.812019799,18260.8642175,-190.514470571,1.80912226184,6.10508641245,-2315530.64984,0.00924664833016,65.96942563,-2333791.51406,0.807142581383,0.0
34,-679.005036241,1.47576609307,-977.662145517,78,-839.957583286,12953.6543139,-192.9316132,1.8081157733,6.09894480418,-2088830.7126,0.00723847935721,77.8497610187,-2101784.36691,0.792046814586,0.0
34,-746.78900901,1.51121237566,-1062.92961607,79,-847.459161302,16833.3524435,-192.715467049,1.83185075967,6.24543476763,-2887766.24016,0.00679408718569,74.0362841566,-2904599.59261,0.807623072253,0.0
34,-693.002821652,1.51832221904,-985.142120157,80,-841.780504392,14922.2275376,-194.1096787,1.83654445516,6.27481784027,-2415369.10019,0.00721963021725,70.826108313,-2430291.32773,0.808931989661,0.0
34,-602.92900999,1.47480840144,-1002.96832074,81,-809.16546355,19156.0399714,-184.563489461,1.80746661723,6.09498692196,-2860958.73623,0.00658041025578,81.1981952783,-2880114.77621,0.791655304618,0.0
34,-651.283795228,1.47163954179,-981.505647165,82,-775.668396921,18496.5429973,-179.374470837,1.80531564702,6.08189087632,-2831857.74484,0.00653669505407,70.6700055312,-2850354.28784,0.776918066898,0.0
34,-613.775453075,1.46626966299,-941.930618359,83,-762.357899001,18212.3016079,-178.722356656,1.8016600645,6.05969860985,-2614882.66446,0.00676555504728,70.6228707254,-2633094.96607,0.79841010743,0.0
34,-612.933033099,1.45733719095,-889.48455269,84,-750.390356904,17077.338684,-173.016237406,1.79554946189,6.02278310259,-2286757.47952,0.00700877646871,60.2144375042,-2303834.8182,0.79619860389,0.0
34,-604.277999394,1.45758038259,-893.978547075,85,-747.160654052,13398.1676721,-174.016333111,1.79571632193,6.02378814827,-1955921.19044,0.00912246124598,68.5955294308,-1969319.35811,0.759055306923,0.0
34,-623.623691009,1.46254290187,-892.213996705,86,-766.474299961,11978.3091887,-178.018288572,1.79911516751,6.04429690733,-1971015.75275,0.00742803436428,67.0795574787,-1982994.06194,0.79954204723,0.0
34,-601.49924408,1.46524388513,-1026.56123068,87,-770.278492259,22495.4698635,-178.715369281,1.80096023631,6.05545934551,-3744363.73264,0.00697427507034,92.1450424509,-3766859.2025,0.754394806453,0.0
34,-618.424045168,1.45780471821,-1077.36943437,88,-780.840484804,27012.9778009,-178.38713579,1.79587021969,6.02471526713,-4241769.80722,0.00655024639899,99.1133496738,-4268782.78502,0.736150879469,0.0
34,-618.64727922,1.45768014251,-862.883021598,89,-743.720942207,15365.1658496,-172.539556314,1.79578476173,6.02420042923,-1766341.31627,0.00985457236558,63.265106217,-1781706.48212,0.776009803648,0.0
34,-609.690425358,1.45755065361,-946.669652012,90,-756.211601809,15263.2213681,-176.146405066,1.79569592561,6.02366528639,-2590681.21442,0.00716504852938,73.7713269182,-2605944.43579,0.779084541809,0.0
34,-615.902446944,1.43568491101,-885.357000147,91,-737.202708067,18687.3756024,-173.640028253,1.78058055845,5.93330004637,-2227347.20125,0.00974679974104,72.8324980242,-2246034.57685,0.772485802962,0.0
34,-577.71198673,1.45752624341,-884.214570547,92,-722.569850827,13205.8979203,-170.686484259,1.79567917806,6.0235644056,-1906809.31988,0.00962092800282,69.3217089195,-1920015.2178,0.758260326478,0.0
34,-586.438111793,1.4290127204,-924.625278114,93,-712.718005992,17144.2188119,-168.845667204,1.77592233373,5.90572567505,-3034212.1805,0.00623243250978,72.3159890521,-3051356.39931,0.756212771802,0.0
34,-568.721665116,1.43246526504,-804.747599416,94,-661.651725556,13762.3466737,-164.170149037,1.77833545473,5.91999411453,-1926886.47274,0.00880422200846,57.6200403371,-1940648.81941,0.795991798141,0.0
34,-536.035141982,1.44138656691,-796.301678061,95,-667.982310033,14300.125097,-167.64189834,1.7845440772,5.95686345848,-1853452.49764,0.00691639475906,56.7506929034,-1867752.62273,0.809852722993,0.0
34,-561.314996494,1.45794563549,-778.75477131,96,-662.880662964,10353.7893091,-165.421579572,1.79596687905,6.0252976404,-1753618.57717,0.00717037923288,56.138083493,-1763972.36648,0.769047817096,0.0
34,-557.969168206,1.45833954045,-1001.60982187,97,-694.501053522,34297.6015743,-169.858810672,1.79623702065,6.02692554377,-4579957.44752,0.00945424789074,90.5953682864,-4614255.04909,0.711620166044,0.0
34,-478.132714811,1.45787874508,-893.657447542,98,-681.826235882,27749.8501086,-164.141191281,1.79592099809,6.02502120031,-3419791.80727,0.00910023854557,78.9479810531,-3447541.65738,0.746126659393,0.0
34,-557.682117358,1.48544206957,-798.836153415,99,-661.749810614,15348.9997705,-161.997325042,1.81465095111,6.13893301565,-2036029.40295,0.00670350850487,63.330491222,-2051378.40272,0.768672658641,0.0
34,-525.453305643,1.50200155377,-914.454605853,100,-704.231252167,27163.3675756,-172.584831444,1.82573712101,6.20736891521,-3089994.59813,0.00934671145801,86.4467440705,-3117157.96571,0.713083068086,0.0
34,-479.820094428,1.5068205738,-811.790226272,101,-648.371763516,12474.4399046,-158.547691808,1.82894038392,6.22728463039,-2356071.11637,0.00686239734594,81.3272960567,-2368545.55627,0.649174139404,0.0
34,-488.850156424,1.47073453479,-723.747875373,102,-626.934390685,11549.1418812,-150.506869844,1.80470049273,6.07815072554,-1593991.9843,0.00934672219998,60.4640845504,-1605541.12618,0.721669479824,0.0
34,-510.195948737,1.46770883448,-857.718996472,103,-648.076334821,18966.7305807,-160.01573203,1.80264110209,6.06564631899,-2823524.26427,0.008342594408,70.9421725478,-2842490.99485,0.692797618914,0.0
34,-448.992522188,1.47106842184,-791.740533297,104,-671.816125856,14298.7145085,-170.359312637,1.80492748757,6.07953059098,-1697442.58428,0.00989840807594,70.1535607013,-1711741.29879,0.725410603962,0.0
34,-509.142749804,1.44535869287,-758.336364012,105,-617.150993835,15944.8003761,-157.371696817,1.78729605433,5.97327918798,-2041112.80397,0.00958775915379,75.1269012829,-2057057.60434,0.726540281254,0.0
34,-497.719648261,1.44627537599,-783.516019317,106,-625.800881606,14605.8934343,-160.282718111,1.78793007864,5.97706759306,-2255337.41192,0.00675171593651,70.7180860248,-2269943.30535,0.753043734431,0.0
34,-520.494768431,1.44618928078,-824.465302793,107,-656.281063054,19681.1515465,-163.297916233,1.78787054795,5.97671178468,-2370735.68164,0.00902503562593,72.9925533717,-2390416.83318,0.712653335173,0.0
34,-478.626620865,1.44408106502,-808.428489605,108,-656.05339728,15635.6457298,-166.882104715,1.78641171131,5.96799909531,-2112495.32465,0.00665458823358,82.9490426751,-2128130.97038,0.709642866154,0.0
34,-493.790701539,1.44898017267,-806.130808103,109,-647.104273737,17770.1045528,-166.774252384,1.78979851299,5.98824579108,-2156368.19654,0.00961130396511,72.849216889,-2174138.3011,0.740329752718,0.0
34,-498.342320149,1.4447330896,-889.106787271,110,-643.999884213,22961.4244955,-169.250324031,1.78686312463,5.97069373775,-3454935.97499,0.00956581674839,79.8440519762,-3477897.39949,0.740729282059,0.0
34,-542.086406197,1.45578820268,-809.293451267,111,-663.258711215,18838.9451367,-166.044129165,1.79448600721,6.01638155017,-2054768.42879,0.00924320653472,61.2501256614,-2073607.37393,0.689457028055,0.0
34,-507.107487971,1.48319901272,-801.78988411,112,-650.037005516,17279.3515894,-167.505115505,1.81313978339,6.12966306425,-2290895.7362,0.00915895796697,71.8789155173,-2308175.08779,0.735211402597,0.0
34,-516.201812033,1.49860501909,-918.788518586,113,-664.209774469,22931.8674453,-166.312327524,1.82347322133,6.19333194984,-3593118.85188,0.00697275318081,88.7629366382,-3616050.71932,0.691471932107,0.0
34,-486.108624403,1.49661593806,-877.75909152,114,-650.044884076,22281.9173355,-161.798238144,1.82214505132,6.18511161228,-2745449.7765,0.009882037905,94.16384289,-2767731.69384,0.67575715175,0.0
34,-514.942700352,1.49376736889,-823.495145578,115,-667.761332003,12257.4333327,-161.122083235,1.82023989755,6.1733392412,-1852067.76805,0.00656780227663,78.4137232954,-1864325.20139,0.702959123725,0.0
34,-509.53963534,1.46994460054,-1006.314527,116,-639.992642589,32563.5485766,-153.8434756,1.80416324657,6.07488613945,-5729110.3172,0.0066133722781,90.7570283785,-5761673.86578,0.680314120351,0.0
33,-473.523476853,1.49743953405,-873.244366207,117,-659.339109242,24803.5195187,-162.800901985,1.82269520546,6.18851531325,-3173633.41726,0.0088361405764,100.755650799,-3198436.93678,0.638213422101,0.0
34,-486.521578629,1.51519429814,-832.735233281,118,-649.992191277,14158.2353183,-163.981837791,1.83448221354,6.26189098352,-2664551.18045,0.00643460744076,85.9485642904,-2678709.41577,0.644540550294,0.0
34,-488.528598593,1.51428299599,-883.773818146,119,-628.343552312,23485.7319568,-158.818999925,1.83388059016,6.25812481653,-2970142.99799,0.00986125696168,87.4089250155,-2993628.72994,0.658414164744,0.0
34,-475.918305647,1.49594460973,-779.854808704,120,-598.800804102,18061.2360155,-149.917061167,1.82169638649,6.18233719264,-2677070.48357,0.00655941797698,81.3103449794,-2695131.71958,0.638341509929,0.0
34,-487.106328273,1.47648184965,-732.607594601,121,-578.933424779,12281.5197939,-149.738655083,1.80860066251,6.10190283383,-2310405.0143,0.00705276140186,58.2874731531,-2322686.5341,0.706636627027,0.0
34,-429.934281423,1.47568854696,-772.467881018,122,-629.060024468,14903.4231235,-162.261305425,1.80806322557,6.09862432693,-1755946.24336,0.00659084040917,71.6348728563,-1770849.66648,0.672177505423,0.0
34,-482.017001327,1.47050066655,-790.219426505,123,-604.741538589,24332.9610342,-154.696978045,1.8045414655,6.0771842109,-2930381.88249,0.00967287892222,71.6139111196,-2954714.84353,0.643299837523,0.0
34,-489.46541353,1.46102883487,-962.946830205,124,-604.828413996,35093.0884884,-161.87319527,1.79807940217,6.03803967516,-5468441.61503,0.00643908595532,79.0140466311,-5503534.70352,0.698619449218,0.0
34,-491.647872864,1.46809811622,-909.681436532,125,-609.701201079,14210.0597635,-155.082086954,1.80290629783,6.06725511583,-2002666.60801,0.00945850319633,75.8383570929,-2016876.66777,0.665195660064,0.0
34,-459.296977008,1.470841537,-719.074821058,126,-589.246658322,11535.8794853,-151.552866653,1.80477324434,6.07859293691,-1634368.03812,0.00650985635935,64.5592743437,-1645903.91761,0.70833261298,0.0
34,-455.794002683,1.47463211459,-968.439969042,127,-609.557758855,38942.4585527,-158.033607055,1.80734707805,6.09425837575,-5271098.23227,0.00851986451738,94.4447017679,-5310040.69082,0.579630904407,0.0
34,-479.979548634,1.47316093933,-822.723172021,128,-601.764105544,21533.6716166,-159.012157706,1.80634892428,6.08817840365,-2726292.86998,0.00992867511008,76.6217156654,-2747826.54159,0.708124779719,0.0
34,-479.745421244,1.4732233253,-730.378817558,129,-586.485459617,13246.6080087,-153.686655065,1.80639127175,6.0884362281,-1777772.27097,0.00982151875367,69.2150407548,-1791018.87897,0.731296703666,0.0
34,-417.269227757,1.46293235551,-758.235901917,130,-590.436829637,16090.2687022,-157.387934329,1.79938141734,6.04590641456,-2566052.11164,0.00656567270987,78.7365103719,-2582142.38034,0.700854438473,0.0
34,-373.502260408,1.46301867729,-806.499953103,131,-543.945880997,26649.0974062,-147.215810031,1.7994404216,6.04626315932,-4268149.58726,0.00942308899432,98.6011896254,-4294798.68466,0.640238742514,0.0
34,-452.498611585,1.48906077071,-725.324046521,132,-582.801791715,9912.83993216,-156.132262254,1.81708409917,6.15388813529,-1713449.46997,0.00737497706626,71.2651132513,-1723362.30991,0.644267807826,0.0
