MinReturn,LossBefore,Entropy,dLoss,AverageReturn,Iteration,MeanKLBefore,LossAfter,ExplainedVariance,NumTrajs,MeanKL,Total cost,MaxReturn,AveragePolicyStd,Perplexity,AverageDiscountedReturn,StdReturn
-229.539855543,-5.99809983646e-17,1.27318534341,0.135720313985,-150.092133108,19,0.0,-0.135720313985,0.793215587796,204,0.00521068972423,173.6267527912794,-92.7525622486,0.864371012448,3.57221318474,-104.410309374,25.9000582712
-234.427600596,-9.07790098876e-17,1.26168404246,0.0153578667663,-142.42360189,20,0.0,-0.0153578667663,0.756533030378,204,0.00753319768853,169.00819148409622,-85.9524872601,0.85448657222,3.53136344869,-99.6084253146,26.1361138669
-217.71952887,-5.31891473725e-16,1.23040515548,0.0977635519933,-140.516808837,21,0.0,-0.0977635519933,0.815318077895,204,0.00384123762378,166.61842939794454,-92.0815230102,0.828172860455,3.42261594704,-98.8050503434,20.8622126531
-222.055015209,-4.89426940396e-17,1.20569199553,0.0458990843878,-138.949596618,22,0.0,-0.0458990843878,0.746014046138,204,0.00522695857197,167.05412729647816,-88.3832014279,0.80795692084,3.33906889953,-97.339963304,25.5499051952
-228.38940452,1.51553225539e-16,1.17898448813,0.110109752813,-136.615906176,23,0.0,-0.110109752813,0.759494703316,204,0.00539246113826,166.25915304337207,-92.4084358166,0.78666401132,3.25107102474,-96.0436715578,24.7847614496
-236.265747465,1.06177583186e-16,1.16013087083,0.0782641591887,-134.512751756,24,0.0,-0.0782641591887,0.741182521002,204,0.00310663673011,164.491759798777,-87.2699734205,0.771971487932,3.19035077267,-94.5481783306,26.2970747697
-213.905653361,-8.15642492652e-17,1.14373058837,0.0885260317881,-132.062513499,25,0.0,-0.0885260317881,0.759610586844,204,0.00366037677243,163.4299956800043,-85.9014541929,0.759414190546,3.13845483604,-93.7633338018,22.9729312765
-223.714383476,7.09195188555e-16,1.14407758694,0.101556977567,-134.824658291,26,0.0,-0.101556977567,0.740451885804,203,0.00390293146916,166.83134543180503,-85.0892723067,0.759677751906,3.13954406433,-94.7340755653,25.0826101392
-203.943308478,-1.09186491464e-16,1.15548155267,0.0190881681162,-130.983210905,27,0.0,-0.0190881681162,0.770513787182,204,0.00214678650983,162.86827611594424,-87.1949596359,0.768390677485,3.17555224506,-93.2491945084,21.3215535231
-192.058802373,-1.67336725705e-16,1.14650233975,0.122912536136,-133.361439697,28,0.0,-0.122912536136,0.790789887897,204,0.00408338174577,164.15067404218647,-86.8000039042,0.761522017711,3.14716591945,-94.57154618,21.2176239403
-194.235897699,2.27672133814e-16,1.1445965691,0.0689487185067,-130.958302212,29,0.0,-0.0689487185067,0.786505669845,204,0.00496690007697,162.0517169874262,-84.0924502505,0.760072113438,3.1411738546,-93.1349823262,21.0829987948
-228.98531696,3.33766324637e-17,1.12936871598,0.156295963083,-131.060868175,30,0.0,-0.156295963083,0.781944784583,204,0.00498603869793,163.03007887936496,-94.1772814535,0.74858552692,3.09370287835,-92.9983364584,21.5279753831
-211.900702156,2.43903628547e-16,1.11473439587,0.0493516732347,-131.133791554,31,0.0,-0.0493516732347,0.793251471492,204,0.00443191545119,163.0043387841198,-92.053832911,0.737710256875,3.04875830884,-92.7262341488,19.1050796634
-216.374091259,-1.97253783666e-16,1.11134276523,0.0497246030438,-128.626935017,32,0.0,-0.0497246030438,0.78697203479,204,0.00418656979205,160.5907021019695,-86.1817796731,0.735212454366,3.0384355621,-91.6258115901,21.1751134938
-222.856166358,7.38658949705e-16,1.08921286315,0.0665396385948,-125.547291229,33,0.0,-0.0665396385948,0.792968929305,204,0.00459002552904,157.65209654994308,-90.2315729415,0.719120982797,2.97193383301,-89.9903208413,20.0775367907
-195.797164957,-5.22609598383e-16,1.09677848123,0.0765343042941,-130.655987266,34,0.0,-0.0765343042941,0.829443844566,204,0.00402853285731,161.4617441960335,-92.6900889272,0.724582210234,2.99450361887,-93.0106358134,17.9987595526
-217.291524478,2.44184952278e-16,1.08387997503,0.0787098399877,-130.2707709,35,0.0,-0.0787098399877,0.837823409286,204,0.00568146293944,161.36049221817794,-95.2692213526,0.715296198684,2.95612702779,-92.7863154209,17.1334715418
-179.896412427,4.95178888595e-16,1.0760123844,0.00846522269686,-126.254519335,36,0.0,-0.00846522269686,0.844889264435,204,0.00502733417468,158.4764350448602,-90.0100039215,0.709690621126,2.93296068166,-90.9424330297,16.2918971868
-233.261980783,2.50969896787e-16,1.08822458876,0.0167450582539,-126.922724711,37,0.0,-0.0167450582539,0.815062087556,204,0.00371428694173,159.18758969995937,-92.5957139808,0.71841064501,2.96899819777,-90.9312161872,18.4551557123
-190.054149795,-3.57444057708e-16,1.09818369607,0.108843091978,-125.262306019,38,0.0,-0.108843091978,0.827400939742,204,0.00364729850473,156.89375420144742,-85.1013457534,0.725601119635,2.9987144977,-90.2788330564,17.4759087891
-203.804566154,-3.9868559642e-16,1.10168193805,0.0341984202386,-125.839321485,39,0.0,-0.0341984202386,0.827687377709,204,0.00257424394691,158.8529760361112,-87.4523401974,0.728143892955,3.00922309673,-90.4707854214,17.4699162824
-173.256605902,3.45513923989e-17,1.07697016051,0.0939678673398,-124.068345264,40,0.0,-0.0939678673398,0.829324244114,204,0.00304915083639,157.12757349936786,-86.8458983659,0.710370671467,2.93577114702,-89.3031099459,17.0888507138
-166.483580685,-5.13117831867e-16,1.05274921667,0.0546927830008,-122.887315388,41,0.0,-0.0546927830008,0.830128125481,203,0.00599908016576,156.67077512227107,-88.8182337698,0.693371522088,2.86551822939,-88.8923190176,17.0909436523
-195.382845689,-5.22595415012e-16,1.04861804033,0.124675792037,-121.173022713,42,0.0,-0.124675792037,0.813030294784,204,0.00450717675343,154.99350322955002,-78.1037302263,0.690512990675,2.85370468699,-87.6730163079,16.9438626186
-218.424327454,3.5261785445e-16,1.0197892238,0.0498263232501,-123.318415857,43,0.0,-0.0498263232501,0.786947853166,204,0.00382502344122,157.42239152079267,-84.3159553154,0.670890523613,2.77261030212,-88.6956358217,19.5972102681
-164.780953494,-7.56240919731e-17,1.00972220586,0.0237806448487,-122.31781811,44,0.0,-0.0237806448487,0.819543107827,204,0.00374187645644,156.5988031246855,-85.8701504167,0.664170538531,2.74483840907,-88.1472864973,16.5463275453
-176.510309874,-1.73014713306e-16,1.00587091606,0.0239769263987,-120.23538281,45,0.0,-0.0239769263987,0.803628013205,204,0.00528476503364,154.76805302202402,-84.6575392094,0.661617544623,2.7342875711,-87.3715622588,18.355780981
-183.890968393,1.30907572399e-16,1.01677116673,0.12449257464,-125.065472376,46,0.0,-0.12449257464,0.816083862765,204,0.00408147708114,159.15337142458412,-83.6414154123,0.668868790109,2.76425502068,-89.5290134747,17.3394709773
-193.626259513,8.6814557414e-17,1.00050227188,0.089087425611,-121.554603844,47,0.0,-0.089087425611,0.805327641169,204,0.00514766967247,156.98064781434695,-87.3686144253,0.658075073088,2.71964748792,-87.8306141793,18.2819422491
-225.037726706,1.77292355689e-16,0.978787588766,0.0976874326776,-119.725275919,48,0.0,-0.0976874326776,0.835394401376,204,0.00596745886906,155.99437549201036,-85.591057617,0.643939214703,2.66122778275,-86.8503572636,15.5983635963
-235.311810485,-2.08757658178e-16,1.00583874216,0.100116898724,-123.44958643,49,0.0,-0.100116898724,0.824965226806,204,0.00420711761084,157.32474910006837,-82.9865568564,0.661596258153,2.73419959984,-88.7747252391,17.3580615804
-191.260223746,5.01145507207e-16,1.00439364097,0.0786147034042,-123.796533453,50,0.0,-0.0786147034042,0.827088374646,204,0.00302108133555,159.27298971763108,-87.3047402441,0.66064087509,2.7302512583,-89.137046767,16.7759399544
-206.58453091,3.39431740953e-16,1.00560040393,0.100695175019,-122.348195742,51,0.0,-0.100695175019,0.822468758108,204,0.00384771353128,158.30348640196675,-90.5102235077,0.661438593258,2.73354801319,-88.0156376346,17.2192499173
-162.229799967,-1.35062496923e-16,1.00721980876,0.0583305920421,-121.051196605,52,0.0,-0.0583305920421,0.840090004581,204,0.00435532260144,156.74276235669285,-86.9080360426,0.662510597881,2.7379783203,-87.4431896966,15.4112310641
-232.960192572,-3.53045503497e-16,0.986414007514,0.0393839375833,-118.98980865,53,0.0,-0.0393839375833,0.818499913063,204,0.00404701853467,155.76280824818562,-84.9107065205,0.648868938981,2.68160100884,-86.4984211513,17.0626242051
-196.278051053,-3.12150878996e-16,0.974194054581,0.0970622503346,-119.45737764,54,0.0,-0.0970622503346,0.840823364182,204,0.00444524268703,156.44092627487348,-83.1214173136,0.640988041255,2.64903137571,-86.9366236048,15.380604178
-175.354099425,2.37082471475e-16,0.976255437668,0.0938982351958,-119.352819842,55,0.0,-0.0938982351958,0.827604393504,204,0.00436036366928,156.07653660893672,-84.8985137176,0.642310725974,2.65449767632,-86.8549483421,16.3998925575
-172.970692148,-3.66644041697e-16,0.971923485542,0.057833541099,-118.86866827,56,0.0,-0.057833541099,0.840020805283,203,0.00417155097034,155.56979826420468,-85.1730272414,0.639534284706,2.64302339044,-86.5926038858,15.325113766
-165.111984654,-1.54243885244e-16,0.983313983173,0.0245959040428,-120.998918116,57,0.0,-0.0245959040428,0.847819800746,204,0.00423136686626,157.79882471982597,-89.5717735807,0.64686054412,2.67330085243,-88.0258414463,15.2488669285
-159.719909902,-2.88422094049e-17,0.993921789545,0.0673607270755,-119.734768863,58,0.0,-0.0673607270755,0.837615854542,204,0.00828622419241,155.24099148112165,-80.2741147867,0.653758838723,2.70180965082,-87.2980894361,15.6120500814
-167.081839586,-4.08458683672e-16,0.976498985418,0.016110722632,-120.759464245,59,0.0,-0.016110722632,0.83483124413,204,0.0051295642448,156.38224822655513,-89.1982216919,0.642467178357,2.65514425199,-87.5954750414,16.2916305343
-172.901966304,8.6166525088e-17,0.953499753979,0.000454626938071,-120.058901763,60,0.0,-0.000454626938071,0.822477633645,204,0.00441837662184,156.08945020446262,-86.5842643527,0.627859553012,2.59477486072,-87.1837434497,17.223719049
-164.039452659,2.86843488099e-16,0.966368190394,0.15862321498,-118.596455449,61,0.0,-0.15862321498,0.850659807221,204,0.00453166099423,155.22721521695922,-86.0268105273,0.63599133318,2.62838132358,-86.4517705225,14.4922830075
-182.397090743,5.04913124313e-17,0.977593268025,0.0242425159089,-120.136435611,62,0.0,-0.0242425159089,0.815525164176,204,0.00549393468747,156.36104569459323,-86.2032616641,0.643170603819,2.65805132045,-87.3236062697,17.8757491633
-164.348640555,4.96505641849e-17,0.992939865226,0.0208749782866,-120.850420835,63,0.0,-0.0208749782866,0.840615412229,204,0.00389612682042,156.67000041534925,-88.8586749984,0.653117212086,2.6991579803,-87.6883462541,15.4801041824
-177.51550962,-1.59216071698e-16,0.991554125259,0.00789950249984,-123.840818441,64,0.0,-0.00789950249984,0.825409181254,204,0.00808709647977,159.85865120763933,-86.692997935,0.652212788255,2.69542023958,-89.0729565115,17.927495472
-172.983164567,-6.05690266987e-17,1.0534953756,0.0396059662415,-122.449991112,65,0.0,-0.0396059662415,0.829856774357,203,0.00446512046759,155.67209208645437,-83.695967926,0.693889080512,2.86765715932,-88.5407035034,16.0727783245
-182.355330706,1.23279819413e-17,1.02788153853,0.0392493296207,-121.964614459,66,0.0,-0.0392493296207,0.83413698308,204,0.00267572348716,156.09510476061718,-85.7587707454,0.676341607068,2.79513816563,-88.2356272157,15.9709943652
-174.461531177,2.14331948975e-16,1.01097314107,0.0942928631886,-121.348035304,67,0.0,-0.0942928631886,0.832557009251,204,0.00378943752459,156.54246881007873,-86.1381289585,0.665001892718,2.74827417259,-87.9077460231,16.0054645629
-158.742906928,-1.87925798264e-16,1.00522496517,0.0208374353519,-119.905996699,68,0.0,-0.0208374353519,0.839890353714,204,0.00562694327895,156.50762473673387,-84.494846059,0.661190310183,2.73252192594,-87.0584602712,15.5047226005
-162.309827992,-8.08761566973e-17,0.986870175715,0.0780355911724,-117.629086521,69,0.0,-0.0780355911724,0.853797023787,204,0.00456810986496,155.93120737615223,-83.9190440063,0.649164999878,2.682824549,-85.8590216875,13.7721868077
-152.959119643,-6.95458241619e-17,0.965152833475,0.0129474346917,-117.710089859,70,0.0,-0.0129474346917,0.87259858822,204,0.006179511629,156.641676109152,-88.4692622728,0.635218846231,2.62518884255,-85.9024422485,12.44094553
-163.098123425,2.71552972367e-16,0.97566150895,0.0315546552961,-117.690699798,71,0.0,-0.0315546552961,0.842230779647,204,0.00599407833357,156.10338298063616,-80.2307897082,0.641929352453,2.65292156202,-85.8598156615,14.893564298
-241.452117083,-3.79863685035e-16,0.960234576109,0.0822311059658,-119.864438233,72,0.0,-0.0822311059658,0.772530814406,204,0.00405274862518,158.45630809036808,-83.4318531039,0.632102346617,2.61230918688,-87.1920456285,20.9994149479
-169.812386973,1.31798465236e-16,0.967283832674,0.0635704574816,-116.0846677,73,0.0,-0.0635704574816,0.846318545031,204,0.0042502505952,154.2113907559298,-87.0137270744,0.636573940424,2.63078908281,-85.2621015509,13.9506083667
-214.394547885,1.41074630213e-17,0.990685712098,0.0818527694271,-119.907157554,74,0.0,-0.0818527694271,0.804175086019,204,0.00732781671007,157.7437065159166,-82.1392277403,0.651646643945,2.69308051724,-87.4201577083,17.8830543793
-160.640377617,1.07692538594e-16,0.953329286518,0.0801629494493,-114.791584079,75,0.0,-0.0801629494493,0.836314968531,204,0.00653226473512,154.9156755507711,-84.8693073427,0.627752532511,2.59433257374,-84.593952352,14.7212766939
-163.225975885,1.97356453036e-16,0.94049260116,0.0544910602582,-117.885534307,76,0.0,-0.0544910602582,0.817438410407,204,0.00448052792869,157.44603954216018,-82.8562119029,0.619745770854,2.56124277879,-86.0155652915,16.679659679
-155.625920132,-1.18517996023e-16,0.930676093637,0.0712562721167,-115.702261842,77,0.0,-0.0712562721167,0.831048152417,204,0.00372942817701,154.85078186906023,-83.0357188924,0.613691794898,2.53622332254,-85.1142690526,14.8313290478
-164.630148472,-1.59436257771e-16,0.938366977917,0.0680917058879,-117.695931434,78,0.0,-0.0680917058879,0.834529902766,204,0.00703223571898,157.36692482762209,-85.3168307506,0.618429823938,2.55580432371,-85.9519226327,14.8324425624
-183.221838464,1.92824303218e-16,0.971807634844,0.124045071958,-120.367740149,79,0.0,-0.124045071958,0.811616810948,204,0.00487051355434,158.2567503524805,-85.6534723713,0.639460198504,2.64271721207,-87.2564491457,17.3800030514
-157.109836229,-3.49460823459e-16,0.954889801966,0.19167757703,-116.074382483,80,0.0,-0.19167757703,0.81614222423,204,0.00659652124216,154.6001757111142,-83.6346848432,0.628732914787,2.59838423031,-84.9096795613,16.0271270367
-179.59643854,-7.03150151932e-17,0.959420830996,0.017686410225,-116.035710494,81,0.0,-0.017686410225,0.819781137969,204,0.00652815148621,154.3713401441801,-80.9906989647,0.631588185649,2.61018429772,-84.6339460985,15.4274023967
-175.485035018,-7.48902605104e-17,0.944709698132,0.0945625947031,-116.421992634,82,0.0,-0.0945625947031,0.802753755697,204,0.00407453366474,156.4991795501531,-77.087698593,0.622364817373,2.57206659446,-84.5178180049,16.6426718441
-163.262363316,3.5358679425e-16,0.914351808861,0.0706460251315,-114.243783335,83,0.0,-0.0706460251315,0.815967907701,204,0.00430452953587,155.88874940767263,-80.2560040378,0.603755041135,2.49515738871,-83.5579318367,16.0125522015
-166.276843161,-6.73256153537e-16,0.921657466665,0.0479126502959,-115.164264208,84,0.0,-0.0479126502959,0.810001160951,204,0.0053911877243,155.90319878837641,-81.6898344386,0.608182020171,2.51345290377,-84.0118877956,16.5885962356
-175.253572909,1.41897107255e-17,0.929090614715,0.0528647753127,-114.440531221,85,0.0,-0.0528647753127,0.803305035698,204,0.0048568297257,154.59768905098454,-81.2710446364,0.612719570417,2.53220537994,-83.8543509458,17.6519706782
-162.731676837,1.24926899232e-16,0.937178288619,0.0824126023491,-117.698835284,86,0.0,-0.0824126023491,0.811027602978,204,0.00589419100061,157.0067394536614,-82.0261322416,0.617695139767,2.5527680714,-85.5256721115,16.5890365815
-183.018456593,3.18910726246e-16,0.959022460866,0.0360816960171,-120.309766761,87,0.0,-0.0360816960171,0.825498822427,204,0.00206270169565,159.3665840214155,-82.9768470688,0.63133662989,2.60914468535,-86.9720782204,16.5529680427
-193.098608129,2.4672663737e-16,0.9791677435,0.0095345403643,-119.360296948,88,0.0,-0.0095345403643,0.825841174743,204,0.00632523752879,157.97495997188943,-84.0164604778,0.644184057781,2.66223965342,-86.7420751541,16.8961298453
-216.515490081,-4.3829227351e-17,1.00658203127,0.0624769081921,-117.309988,89,0.0,-0.0624769081921,0.819586370152,204,0.00420641126649,154.979343136851,-82.3953831967,0.662088198248,2.73623265609,-85.617042562,17.0712897534
-168.216746626,5.52995369196e-17,0.981767044594,0.0475087547172,-116.570951257,90,0.0,-0.0475087547172,0.795865915616,204,0.00650467288045,156.4294516018708,-84.3846244594,0.645860664165,2.66916861719,-84.8177971365,17.6493996064
-151.907408117,2.37293499532e-16,0.976490245262,0.0125126444319,-114.645538627,91,0.0,-0.0125126444319,0.845648482412,204,0.00450504067115,154.35069601550163,-81.4521076692,0.642461563119,2.65512104572,-84.042318604,14.0387532629
-153.511463419,5.6207097187e-16,0.956250543797,0.00646304602458,-113.055719232,92,0.0,-0.00646304602457,0.835313564526,204,0.00545521035238,152.88722692745105,-81.8390617492,0.629589040315,2.60192236712,-83.122188126,14.4088790719
-164.345811633,-1.48017289223e-16,0.966120396249,0.0189561815288,-114.179933789,93,0.0,-0.0189561815288,0.816518268921,204,0.00663061653364,154.0992843443512,-82.9382919174,0.635833757775,2.62773010677,-83.6707755177,15.6738757193
-156.875013043,3.95424585884e-16,0.963969669843,0.111426262683,-115.679458334,94,0.0,-0.111426262683,0.82476647636,204,0.00279095035457,155.04740998655024,-79.6215911496,0.634467722833,2.62208465133,-84.2743904226,15.5453206463
-154.524515021,-1.83592857699e-16,0.963534144821,0.0962112200974,-114.771976098,95,0.0,-0.0962112200974,0.825114336939,204,0.00357865843488,155.06393751994798,-78.7541534561,0.634191456429,2.6209429165,-84.0691347451,16.0634026674
-153.772918807,2.16674479282e-16,0.950011671213,0.143488694216,-115.241018017,96,0.0,-0.143488694216,0.821265558173,204,0.00604493510481,156.4881978636362,-79.4192376695,0.625673341985,2.58573983786,-84.1506032826,15.9981457898
-163.385773522,2.49152580986e-17,0.966273898405,0.0411692760766,-115.559165786,97,0.0,-0.0411692760766,0.835353014619,204,0.00641961382784,154.38679774245375,-84.0812133067,0.635931367119,2.62813349996,-84.5507157487,15.2494991375
-159.658397552,-1.98877877338e-17,0.99108531275,0.0955701591851,-118.381256262,98,0.0,-0.0955701591851,0.823399499733,204,0.00430161084409,157.3891414808787,-81.125069335,0.651907094403,2.69415688902,-86.018522953,16.7977997352
-166.53151215,9.26384562673e-17,0.971133214591,0.155366843891,-113.257474976,99,0.0,-0.155366843891,0.807674452962,204,0.0061961330429,152.9271080892312,-82.9888255848,0.63902907899,2.64093551094,-83.1085388908,15.3747407343
