AverageReturn,MinReturn,StdReturn,LossAfter,Perplexity,Iteration,MeanKL,AverageDiscountedReturn,NumTrajs,MaxReturn,AveragePolicyStd,LossBefore,ExplainedVariance,MeanKLBefore,dLoss,Entropy
-215.444515081,-293.614215407,34.9004489762,-101.8662348,3.86836088772,27,0.00640717062045,-141.532509955,209,-123.989109957,0.936030086702,-100.0,0.825790231725,0.0,1.86623479968,1.3528308741
-220.616268668,-292.145549261,33.7775629191,-104.723631496,3.84097007292,28,0.00701423504117,-144.682144427,208,-133.097377566,0.9294023114,-100.0,0.840047717812,0.0,4.72363149604,1.34572495785
-212.669057437,-288.251871046,34.4873455429,-106.961051947,3.78624357718,29,0.00683910115623,-139.318286251,209,-124.340261443,0.916160101576,-100.0,0.816320335749,0.0,6.96105194735,1.331374387
-216.194961423,-295.022046014,34.9299060583,-106.782347194,3.80146137642,30,0.00665762398725,-140.810904543,209,-109.489497555,0.919842363483,-100.0,0.821146165703,0.0,6.78234719441,1.33538556554
-214.912222863,-295.938628698,37.4453313379,-104.816021378,3.81528855792,31,0.00768172191534,-140.75554511,209,-114.95948069,0.923188136609,-100.0,0.807643684116,0.0,4.81602137832,1.3390162996
-211.826975058,-289.358736096,36.7113399205,-103.985551614,3.84802772877,32,0.00894908078264,-138.562431792,209,-120.06487246,0.9311100575,-100.0,0.797346211006,0.0,3.98555161364,1.3475607388
-207.680988591,-277.341366667,36.540192287,-103.621125509,3.82249211853,33,0.00843980399443,-135.815531025,209,-108.627745603,0.924931187389,-100.0,0.790366739759,0.0,3.62112550909,1.34090259696
-204.226999329,-283.859363704,38.2112638554,-103.561653493,3.76672561473,34,0.007767749951,-134.313974979,209,-107.794874466,0.91143732606,-100.0,0.772778761619,0.0,3.56165349342,1.32620608685
-198.220944237,-264.766216155,37.0394000003,-104.550631236,3.76702226429,35,0.00728001468808,-131.085131237,209,-100.394044317,0.91150910657,-100.0,0.768854591676,0.0,4.55063123568,1.32628483904
-203.921653577,-304.461835779,35.4223074844,-105.637548822,3.69507845022,36,0.00760051186046,-133.21710416,209,-116.597460954,0.894100809756,-100.0,0.793881120768,0.0,5.63754882227,1.30700178563
-205.182086937,-276.824227448,37.3860773014,-105.271201513,3.69364198462,37,0.00659990643897,-133.654565831,209,-103.930981614,0.893753227134,-100.0,0.780725819132,0.0,5.27120151259,1.306612959
-207.708888765,-305.020618787,36.3810208724,-103.291558844,3.68930252068,38,0.00635167562236,-135.154308221,209,-107.947850961,0.892703203899,-100.0,0.794701076862,0.0,3.29155884445,1.3054374214
-210.349940439,-263.965395026,33.7727732345,-102.605731445,3.70002774043,39,0.00976789582212,-136.124084551,209,-96.5241356291,0.895298393093,-100.0,0.814866215391,0.0,2.60573144499,1.30834031704
-217.970246028,-277.715122641,28.7291639011,-103.232070336,3.67735073301,40,0.00739209359015,-140.281004317,209,-97.7741015808,0.889811221179,-100.0,0.865707645522,0.0,3.23207033585,1.30219258341
-213.213749348,-285.873325063,35.7376506243,-106.422318732,3.65869384056,41,0.00669774118957,-137.987325683,209,-106.604712564,0.885296799394,-100.0,0.815444281123,0.0,6.4223187323,1.29710620955
-209.855041445,-285.683506151,39.4145109795,-104.285266632,3.64887584769,42,0.00756277126911,-136.259177448,209,-101.643655037,0.882921132547,-100.0,0.781952065849,0.0,4.28526663185,1.29441913322
-200.918861041,-277.211408294,40.9383318251,-103.679530517,3.60602190904,43,0.00987398708533,-130.764096593,209,-104.007561005,0.872551733962,-100.0,0.75195585348,0.0,3.67953051712,1.28260520048
-206.331631882,-281.405231108,42.0689372925,-103.805259805,3.49146733571,44,0.00816899104377,-133.779993728,209,-94.6657048319,0.844832880856,-100.0,0.761991822176,0.0,3.80525980458,1.25032208788
-208.682081454,-294.768114915,40.9858031612,-103.90101685,3.40506030405,45,0.00678804283803,-135.228248309,209,-93.9639476236,0.823924908802,-100.0,0.785930416375,0.0,3.90101684999,1.22526264988
-197.06282375,-286.80549056,42.338895568,-109.264165117,3.3987991358,46,0.00930643181676,-128.431698765,209,-101.839048294,0.822409889384,-100.0,0.738206697883,0.0,9.26416511745,1.22342217388
-195.038963532,-302.833795615,45.5230054157,-105.413149252,3.52050619254,47,0.0071550759523,-127.253178877,209,-94.7477796491,0.851859434084,-100.0,0.720647755927,0.0,5.41314925198,1.25860478397
-201.786067144,-299.272898426,40.3162552531,-106.347898313,3.48708154544,48,0.00987224361649,-130.757291029,209,-99.2346387654,0.843771648008,-100.0,0.760416886085,0.0,6.34789831269,1.24906515298
-190.48363244,-301.036022639,43.5876387182,-104.438242986,3.49532086709,49,0.00787016682599,-124.340387691,209,-94.2283388995,0.845765322637,-100.0,0.698873703088,0.0,4.43824298594,1.25142517894
-186.428223255,-285.161661842,46.0883900891,-104.306084259,3.40530423512,50,0.00670459898384,-122.024418797,209,-93.1275815673,0.823983932981,-100.0,0.689633075607,0.0,4.30608425857,1.22533428513
-193.43104118,-282.970926307,43.351435382,-103.671197191,3.45455352091,51,0.00963447060925,-125.160705378,209,-92.9982663888,0.835900818344,-100.0,0.706126941405,0.0,3.67119719108,1.23969322193
-195.490219805,-290.617146083,41.1095004139,-104.433551439,3.39745817048,52,0.0069074300331,-126.587516472,209,-106.619395701,0.822085415034,-100.0,0.725759322874,0.0,4.43355143896,1.22302755511
-185.026405997,-284.800819112,42.2598375023,-104.694274154,3.34219719527,53,0.00919889915793,-120.70857884,209,-95.1681314254,0.808713876826,-100.0,0.683873528471,0.0,4.69427415402,1.2066284336
-196.220987337,-300.508640449,46.790253092,-106.635815362,3.31094207838,54,0.00921280620668,-127.351362313,209,-88.4725102526,0.801151053546,-100.0,0.711248376399,0.0,6.63581536211,1.19723276472
-190.516652174,-284.53879689,44.2104857016,-105.839804635,3.4152269377,55,0.00668860761325,-123.921451172,209,-88.6244074788,0.826384936512,-100.0,0.707648834943,0.0,5.83980463536,1.22824394402
-189.521613155,-279.396906909,45.9643462262,-104.810330611,3.42686635999,56,0.00832794499026,-123.034586541,209,-103.638144508,0.829201335956,-100.0,0.696712178796,0.0,4.81033061081,1.23164624592
-200.962316337,-286.399951868,41.6011433654,-103.928268952,3.4236827925,57,0.0070280029337,-129.756928545,209,-92.5508781078,0.828431005825,-100.0,0.74169859625,0.0,3.92826895231,1.23071681161
-190.759928325,-283.768337602,43.0443568936,-106.443427614,3.48787111522,58,0.00889594838998,-124.191651053,209,-101.32212886,0.843962700779,-100.0,0.701375551248,0.0,6.44342761412,1.24929155445
-187.430610988,-279.611948595,41.7227504175,-102.904344479,3.46298622169,59,0.00680278115917,-121.676927789,208,-97.1326594112,0.837941285062,-100.0,0.705682331883,0.0,2.90434447851,1.24213128669
-186.297738544,-284.068541634,45.8413010724,-103.78063811,3.29912279667,60,0.00927926033258,-121.268614509,209,-94.4183870782,0.798291133387,-100.0,0.678186736682,0.0,3.78063811012,1.19365661394
-194.622673004,-276.435660304,43.2589935522,-109.581858216,3.23009107898,61,0.00861335473578,-125.954450725,209,-92.1876906328,0.781587478644,-100.0,0.709892726506,0.0,9.58185821629,1.17251033466
-197.054950373,-286.568845549,42.2908412138,-105.220637366,3.26166825036,62,0.00881205086522,-126.667805355,209,-90.3282066603,0.78922822968,-100.0,0.71769225774,0.0,5.22063736646,1.18223879773
-195.179252454,-283.793847731,44.3821293915,-104.800575356,3.21808646638,63,0.00930534629824,-125.744001896,209,-95.2211258622,0.778682713835,-100.0,0.707091085792,0.0,4.80057535597,1.16878691781
-196.520589376,-287.748207731,44.5753557952,-102.359171149,3.23210629085,64,0.00675276247312,-127.043608744,209,-93.2315426458,0.78207510092,-100.0,0.715744712006,0.0,2.35917114924,1.17313402714
-196.919055013,-293.556198291,42.3332873152,-104.154031172,3.21008150182,65,0.00729307857941,-126.511262177,209,-97.3087029239,0.776745746761,-100.0,0.722612388439,0.0,4.15403117168,1.16629632679
-188.590760313,-286.284463799,43.317596254,-105.267879121,3.14676202395,66,0.00679404279398,-121.491973065,209,-99.4150546192,0.761424286825,-100.0,0.691803625979,0.0,5.26787912115,1.14637399525
-185.106450408,-274.796219393,41.4549735991,-103.241460625,3.1596809192,67,0.00740349919057,-119.927675812,209,-92.6958911162,0.764550281268,-100.0,0.690475362812,0.0,3.24146062506,1.15047104756
-189.670233305,-279.930261916,43.5281661774,-106.576996779,3.09956169458,68,0.00680505970964,-122.409291154,209,-93.452161745,0.750003188928,-100.0,0.694099997542,0.0,6.57699677902,1.13126071265
-178.395849782,-282.237680832,45.2985561624,-103.55593909,3.09387835813,69,0.0066410153059,-117.29167629,209,-91.6194040952,0.748627987891,-100.0,0.673238618276,0.0,3.55593908959,1.12942543597
-179.142428047,-270.716669364,45.5337823576,-105.501346348,3.07933051055,70,0.00947108325571,-116.70853631,208,-81.4785824938,0.745107834672,-100.0,0.64955693381,0.0,5.50134634846,1.12471220665
-184.068038159,-284.019744573,43.6723531551,-105.02125524,2.99391758227,71,0.00648391100309,-118.583111139,209,-89.651100128,0.724440406533,-100.0,0.661072880954,0.0,5.02125524001,1.09658275799
-189.10503256,-279.75686226,43.059950202,-103.997035789,3.09235752111,72,0.00680651998619,-121.795984264,209,-90.7560556924,0.748259989855,-100.0,0.676086602073,0.0,3.99703578915,1.12893375182
-178.679031885,-277.068784698,44.5397957849,-105.749671599,2.98459528628,73,0.00978034855233,-116.105980717,209,-88.5357127209,0.722184683819,-100.0,0.641695700695,0.0,5.74967159856,1.09346415517
-170.338684513,-273.42799412,44.6200773273,-104.855445439,2.91030517802,74,0.00977502414646,-112.253210388,209,-88.3144560751,0.704208652497,-100.0,0.6321959863,0.0,4.85544543862,1.06825794786
-181.539321139,-279.329961122,45.3848752845,-103.585766411,2.99046528247,75,0.00995580000044,-118.691912994,209,-92.7499921987,0.723605051049,-100.0,0.667678179227,0.0,3.58576641085,1.09542898816
-180.525829591,-289.031470801,45.9887459586,-106.341515826,2.87040831011,76,0.00969027709414,-118.004488885,209,-91.8789720935,0.694554778463,-100.0,0.66762988353,0.0,6.34151582558,1.05445428798
-180.946808545,-280.384194494,46.1735526884,-106.764227847,2.94285850606,77,0.00922361671509,-117.923626894,209,-97.3473851726,0.712085604869,-100.0,0.667004899687,0.0,6.76422784658,1.07938138996
-181.891272712,-273.814574965,43.311655776,-104.793914497,3.11360520283,78,0.00711238833002,-118.390338663,209,-87.9328944988,0.753401306795,-100.0,0.681660844654,0.0,4.79391449681,1.13578128401
-172.878886684,-285.057483998,46.0830808905,-104.018103511,3.10376813664,79,0.00855106695534,-114.075565697,209,-91.4204207543,0.751021024762,-100.0,0.655467569724,0.0,4.01810351139,1.13261690128
-176.516255341,-269.342506446,44.0887081424,-104.110728279,3.13023609233,80,0.00836224399449,-115.662611076,209,-85.0949495444,0.757425495177,-100.0,0.67569464796,0.0,4.11072827879,1.14110843057
-174.814609496,-274.07616524,46.9043043024,-106.829148755,3.1091067416,81,0.00908337232654,-115.201322911,209,-88.2846216104,0.752312810871,-100.0,0.661032828964,0.0,6.82914875501,1.13433546358
-182.893474537,-278.67771379,47.8120480641,-104.205353449,3.18116938956,82,0.0071265962876,-119.472300812,209,-89.1517304351,0.769749862009,-100.0,0.673025687907,0.0,4.2053534492,1.15724886176
-178.227049885,-279.037690533,44.8475396726,-108.973893393,3.26150288185,83,0.00987071866402,-116.773683288,209,-94.2437232545,0.789188215342,-100.0,0.673088171694,0.0,8.9738933932,1.18218809585
-184.44072216,-277.057570434,43.5808074682,-104.807935166,3.36284036168,84,0.00645302393747,-120.006544167,209,-94.2564892152,0.813708918757,-100.0,0.695453518125,0.0,4.80793516595,1.21278596261
-181.177787194,-279.807397538,44.6841416489,-108.844274342,3.35231302969,85,0.00977249264392,-118.002913157,209,-93.3516274386,0.811161612608,-100.0,0.668317247422,0.0,8.84427434166,1.2096505642
-182.019982954,-270.411248598,39.0499087226,-103.410914932,3.4128175364,86,0.00952716281324,-117.534622431,209,-91.719436131,0.825801931934,-100.0,0.695878312999,0.0,3.41091493161,1.22753820714
-180.762502309,-252.630763305,36.9101326859,-103.271942891,3.39054716492,87,0.00599167968052,-116.873067247,209,-97.2860866082,0.820413154012,-100.0,0.714460614022,0.0,3.27194289144,1.22099131395
-179.059340621,-293.335389123,41.527464612,-102.516818453,3.38996895851,88,0.00765608652274,-116.334529425,209,-101.324741958,0.820273244988,-100.0,0.684082983792,0.0,2.51681845315,1.22082076457
-174.158537471,-277.922373903,38.8286710673,-104.598505004,3.326952494,89,0.00696555661796,-113.481491708,209,-90.7934550058,0.805025105415,-100.0,0.675456009381,0.0,4.59850500369,1.20205671801
-170.033106081,-283.895477328,41.706159159,-103.819630351,3.23766510134,90,0.0075021997253,-112.147271541,209,-96.2448131189,0.783420170323,-100.0,0.657370259264,0.0,3.81963035076,1.17485242228
-174.595960444,-276.357465096,40.3194271046,-103.315040091,3.19952351223,91,0.00668041653122,-113.983635273,209,-97.3114934883,0.774191022369,-100.0,0.679611762892,0.0,3.31504009107,1.16300189629
-172.012298118,-309.173973199,41.3829084707,-105.480481588,3.13187499246,92,0.00968712151954,-112.815597543,209,-88.5681472046,0.757822061029,-100.0,0.665944292269,0.0,5.48048158799,1.14163186432
-166.806266986,-270.209711486,37.5585849635,-105.053545684,3.13191643129,93,0.00998287892184,-109.4463852,209,-90.1336563383,0.757832088013,-100.0,0.662800856383,0.0,5.05354568439,1.14164509555
-164.21912962,-266.944324539,36.9434590747,-103.964853625,3.12485070643,94,0.00692816016158,-108.347459059,209,-98.455996919,0.756122389449,-100.0,0.672886521816,0.0,3.96485362467,1.13938650811
-167.400654735,-257.852981829,41.6734253666,-103.416665539,3.2262387484,95,0.00621530327433,-110.78844662,209,-94.3703986133,0.780655327423,-100.0,0.652565465229,0.0,3.41666553874,1.17131698453
-173.493015562,-268.998005653,38.8113903972,-103.132758821,3.17723445238,96,0.00970243433162,-113.27720179,209,-99.7696620602,0.76879772241,-100.0,0.684163804637,0.0,3.13275882103,1.15601114935
-172.287811201,-280.750086755,38.7975879885,-105.087057938,3.06404474575,97,0.00891297356982,-112.867265778,209,-100.936105244,0.741409127088,-100.0,0.689417337873,0.0,5.08705793773,1.11973585548
-177.86305566,-260.62039676,36.6247905669,-104.7775742,3.06504913191,98,0.00650580797852,-115.540247968,209,-109.76344643,0.741652159135,-100.0,0.707981292598,0.0,4.77757420035,1.12006359925
-176.471803598,-256.906829682,38.1721857475,-103.772620812,3.13560919461,99,0.00872537772436,-115.274609625,208,-105.998649407,0.758725628629,-100.0,0.708957114928,0.0,3.77262081203,1.14282347566
