AveragePolicyStd,AverageReturn,ExplainedVariance,NumTrajs,Perplexity,MeanKL,dLoss,MinReturn,AverageDiscountedReturn,Iteration,Total cost,LossAfter,LossBefore,StdReturn,MeanKLBefore,MaxReturn,Entropy
0.526750467101,-198.2535522,0.900653943101,104,2.17691817118,0.00941591874613,1579.64339032,-235.289071632,-130.784489791,24,220.087864216386,-1579.64339032,3.43902684108e-11,17.5139136796,0.0,-151.494461054,0.777910193666
0.518713056336,-198.428923488,0.883894563623,104,2.14370171171,0.00726707698236,867.519111818,-245.134548798,-131.581401339,25,218.20176682343987,-867.519111819,-6.92836010785e-10,20.7356717948,0.0,-154.954583373,0.76253410653
0.514107719832,-199.623877741,0.893956147049,104,2.12466909315,0.00767218682242,1537.26126913,-252.696558733,-132.080851534,26,218.70945853726826,-1537.26126913,4.37466951553e-10,20.3637801862,0.0,-154.376982129,0.753616069378
0.514082946944,-192.081666301,0.863737231304,104,2.12456671346,0.00694882353438,1790.35758271,-248.22871517,-127.874280308,27,213.68703788755366,-1790.35758271,5.57065504836e-12,21.9589236233,0.0,-150.746046525,0.753567882036
0.50093041232,-188.087019712,0.868613197707,104,2.07021082123,0.00667578769333,1357.73512884,-238.198257292,-125.54779552,28,210.15215802058404,-1357.73512884,-3.2082425605e-10,21.7965404864,0.0,-142.643947705,0.727650448095
0.487996330933,-189.608033979,0.847151593935,104,2.01675773754,0.00869353282233,2574.39373735,-246.694746979,-126.748003387,29,209.72281205548518,-2574.39373735,9.75157732341e-11,25.6928848638,0.0,-130.914827725,0.701491141467
0.479988669603,-179.992435804,0.861380581318,103,1.98366422449,0.00843275049515,1440.27088314,-239.731064332,-121.615193937,30,203.03763577873312,-1440.27088314,1.42961198435e-10,21.9624995744,0.0,-134.568008425,0.684945752851
0.463005836791,-172.611052106,0.860843703761,104,1.91347873885,0.00639087536537,1894.22740604,-226.249028357,-117.502700098,31,197.10578561010144,-1894.22740604,1.42392764246e-10,21.3814998979,0.0,-124.323458213,0.64892291469
0.456897025337,-173.402725749,0.825747726926,103,1.88823266221,0.00761243131307,2221.43759459,-233.771195762,-117.976353444,32,196.91988149214868,-2221.43759459,3.91366938857e-11,24.7110071173,0.0,-126.659237422,0.635641292236
0.45365768267,-168.626862055,0.828904051099,104,1.87484532921,0.00701476468213,2270.31721283,-252.678722427,-115.879084311,33,191.45860573663546,-2270.31721283,-2.2953372536e-10,24.8750103057,0.0,-117.377303726,0.628526164932
0.441375230684,-157.250217331,0.840382315037,104,1.82408525478,0.00802714000298,933.79680387,-219.690986064,-109.729992761,34,182.70533673662143,-933.79680387,-5.00731900388e-10,21.1070849171,0.0,-112.862497711,0.601078631119
0.425793093263,-154.548821392,0.841025616254,104,1.75968846689,0.00701228670392,2033.49012871,-217.083078736,-108.811643238,35,182.41916930883806,-2033.49012871,-3.42200934256e-10,21.491269975,0.0,-112.975745336,0.565136785936
0.415132871038,-153.548222245,0.795974179861,104,1.71563263227,0.00812557495672,1576.41448029,-217.71703404,-107.089370246,36,182.91736285768252,-1576.41448029,2.56532572962e-10,23.5380233666,0.0,-99.4829715573,0.539781894386
0.414899301947,-150.782253019,0.851745589034,104,1.71466735396,0.00651253876412,1297.13093083,-213.789484286,-106.600243448,37,179.12637271051975,-1297.13093083,1.72065028892e-10,20.1992566588,0.0,-111.009857731,0.539219099099
0.399644107578,-149.956026277,0.819057826051,104,1.65162173388,0.00831376641375,1545.42098231,-230.508077953,-105.324918185,38,181.09648909336312,-1545.42098231,-1.05087494262e-09,22.8355694604,0.0,-97.3854090615,0.501757674231
0.393145130654,-145.475000099,0.785364744341,104,1.62476320817,0.00679999631189,1373.16666185,-219.420516594,-102.831242098,39,177.6972438339186,-1373.16666185,7.04289959685e-10,25.1483352175,0.0,-96.9430451305,0.485362087118
0.387889739493,-139.831684665,0.826466848429,104,1.60304408834,0.00741746895167,1486.39279393,-204.268994577,-99.8755541353,40,174.60500021172783,-1486.39279393,-4.30755875414e-10,20.520796598,0.0,-104.498319134,0.471904376895
0.381375271708,-137.207254114,0.840797216893,104,1.57612154307,0.00842443424341,1449.57519362,-178.75290303,-98.321921325,41,172.58858282399143,-1449.57519362,-5.23527887708e-10,18.3238768852,0.0,-84.6601590231,0.454967109701
0.391006810949,-136.027123119,0.797895782868,104,1.61592610728,0.00896145623807,1673.56596122,-214.978834101,-96.9271246529,42,173.1292157710319,-1673.56596122,1.59916169196e-09,21.2346979074,0.0,-86.340802813,0.479908233363
0.376729971738,-126.890102857,0.76864084594,104,1.55692376624,0.00947506953968,1821.81726471,-187.175623851,-91.4827265013,43,165.9252091238525,-1821.81726471,-2.78875589288e-10,22.0145389255,0.0,-82.7200255784,0.4427119297
0.376735867042,-126.819635754,0.800765099086,104,1.55694812995,0.00662316354362,1431.9596665,-170.940937988,-90.9347927573,44,167.36129799462182,-1431.9596665,5.20543608218e-10,19.0567612166,0.0,-80.0606852882,0.442727578198
0.385370984276,-134.636238375,0.712034693943,104,1.59263474969,0.00721828789096,2604.2574985,-195.403501131,-94.4033897224,45,175.34533942045462,-2604.2574985,-1.87922566397e-10,24.5141152437,0.0,-87.976683301,0.465389720071
0.38746619481,-126.230800855,0.75753645167,104,1.60129369195,0.00676028806084,1441.14698413,-174.929426642,-91.3042616007,46,164.76566488503033,-1441.14698412,5.46094724996e-10,21.8017746821,0.0,-82.6226507722,0.470811860011
0.373589156292,-125.109222185,0.841842285647,104,1.54394361977,0.00727176125106,778.558497304,-159.292811984,-90.1087025315,47,166.03094982525158,-778.558497303,1.06865583049e-09,15.4930208735,0.0,-89.0216280734,0.434339935242
0.368995380703,-123.061118087,0.821385843656,104,1.52495877936,0.00969061442948,1493.85874622,-171.496155249,-89.5624610937,48,165.14420310570998,-1493.85874622,5.40126166015e-10,17.4583946596,0.0,-83.9625209164,0.421967379765
0.364220463088,-119.523883808,0.756347202974,104,1.50522532762,0.00906778630402,1629.31666197,-190.645283343,-86.7597612209,49,162.46131722409197,-1629.31666197,-9.16031694942e-11,19.597058596,0.0,-82.9973873203,0.408942606341
0.372401702529,-121.958062451,0.799443283807,104,1.53903619237,0.00850286980987,1132.84504618,-166.800049528,-88.5838145746,50,162.6080923771302,-1132.84504618,-2.3152324502e-10,17.7891183992,0.0,-79.1876225104,0.431156371389
0.376689882559,-123.184076917,0.744393833514,104,1.55675808843,0.00643983096043,1781.0118956,-210.116610943,-88.5431410447,51,164.95512992449378,-1781.0118956,-6.7262817538e-10,22.2572023524,0.0,-82.5593715309,0.442605510473
0.380918073188,-123.624551196,0.818224087597,104,1.57423206441,0.00740683089802,931.661088252,-177.612773255,-89.6184375899,52,164.32352469685068,-931.661088252,9.83213510608e-12,17.0332981283,0.0,-83.4578947369,0.453767575223
0.384223805027,-124.277485307,0.837140908056,104,1.58789376603,0.00682322808835,1023.72038223,-184.725026786,-89.9956761161,53,163.99663182099383,-1023.72038224,-4.82010875658e-10,16.9297021426,0.0,-84.0002371694,0.462408462624
0.380352298417,-119.735421073,0.736048518377,104,1.57189386928,0.00664406668149,1584.43682525,-190.98778691,-86.8000599406,54,162.36112567273872,-1584.43682525,-5.16706677445e-11,21.1550401155,0.0,-82.5279391724,0.452281178547
0.37933958987,-122.473296855,0.790251703249,104,1.56770861691,0.00742635898586,985.539634644,-172.490103622,-88.5448828378,55,161.8900131322308,-985.539634644,8.84803341705e-11,18.2980131492,0.0,-83.0894206619,0.44961507361
0.371378161381,-121.766909387,0.802606647092,104,1.53480617178,0.00944129881248,1299.6648074,-161.064790264,-88.4511521387,56,161.05400408534956,-1299.6648074,-2.29647412198e-11,17.9366472535,0.0,-84.170779008,0.428404100608
0.369714987939,-125.297764179,0.728267298545,104,1.52793272274,0.00864378264021,2091.92616454,-205.237632382,-89.7814993671,57,164.69060869014083,-2091.92616454,-3.61069396604e-10,23.4422922668,0.0,-77.1055043082,0.423915660156
0.381419141808,-123.06934571,0.780697604727,104,1.57630284641,0.00759359264782,1154.24983236,-193.134817078,-88.8054937424,58,160.62331257376823,-1154.24983236,1.28466126625e-10,19.8327911934,0.0,-81.6050407529,0.455082134403
0.374095871911,-126.82933519,0.784820833086,104,1.54603773929,0.00673864612468,1352.22226757,-213.539855323,-90.7992474546,59,165.42026029744954,-1352.22226757,8.68567440193e-11,20.8079658313,0.0,-87.991077154,0.435695360794
0.370040585596,-122.766803029,0.78893396439,104,1.52927833039,0.00648012663077,1237.97456106,-192.927378581,-88.4033814641,60,162.11671578433015,-1237.97456106,-3.85623977195e-10,18.4191786546,0.0,-80.1079922578,0.424795944645
0.359759727386,-122.990939539,0.750641319402,104,1.48679030532,0.00706574733814,1799.34733595,-211.455997867,-88.648076327,61,164.25878402194175,-1799.34733595,-1.64845914696e-10,22.126525971,0.0,-84.1260168218,0.396619638919
0.359335518008,-121.36135815,0.759892436277,104,1.48503716192,0.00592535177406,1268.5169651,-193.895050177,-87.5311053495,62,162.25931628130817,-1268.5169651,3.16013881729e-11,19.3142585232,0.0,-83.4993892388,0.395439796805
0.360116619969,-118.631104085,0.726590538494,104,1.48826524649,0.00744419122272,1843.78024054,-204.867736633,-86.0785776074,63,158.52596309343855,-1843.78024054,6.06519279245e-10,23.0200090536,0.0,-80.3804815887,0.397611177572
0.353074862777,-120.322027352,0.762128226224,104,1.45916355575,0.00969578113742,1699.44447566,-200.777468687,-87.4812916026,64,160.44027545516883,-1699.44447566,-3.45240280808e-10,19.8568731933,0.0,-81.8057220282,0.377863364525
0.346577768126,-120.559868745,0.813720515955,104,1.43231280898,0.00885248427167,1342.90134676,-166.427765118,-87.4649946754,65,162.48173886819038,-1342.90134676,8.83630946191e-11,16.1835554261,0.0,-83.7392284987,0.359290486706
0.366490913927,-120.699856785,0.79948285843,104,1.51460849099,0.00909303574552,1579.38670266,-198.242319669,-87.8263396371,66,161.21509650159646,-1579.38670266,2.77449174746e-11,19.0512633055,0.0,-80.6084459291,0.415156983774
0.35696082072,-118.208287766,0.815394997023,104,1.47522317598,0.00725710972184,1187.94707094,-181.047958171,-86.1803710365,67,161.094315931034,-1187.94707094,-2.25952589972e-11,16.2383377454,0.0,-82.365551471,0.388809284096
0.358041831737,-115.887876293,0.82698355211,104,1.47969070411,0.00673461657991,732.984724095,-154.720355415,-85.411797235,68,157.3496095708567,-732.984724094,4.10707801102e-10,15.4846037503,0.0,-81.8983592568,0.391833082223
0.353866848189,-119.394542819,0.831503384192,104,1.4624366187,0.00968054911156,1625.09888398,-199.959777024,-87.3406027639,69,161.84873935746648,-1625.09888398,3.06894065716e-10,17.6037728011,0.0,-80.6572042991,0.380103961542
0.350424988138,-116.999927154,0.81869847425,104,1.44821233574,0.00784951128962,1162.43753976,-160.005003736,-85.7136516163,70,161.10787612969122,-1162.43753976,2.88309820462e-10,16.7951662356,0.0,-78.7083853326,0.37032992392
0.349044133881,-113.669920599,0.796790218504,104,1.44250563606,0.0070877368006,876.220369899,-159.475428981,-83.6508240953,71,157.9429836267636,-876.220369899,-7.09292180545e-10,16.4647828605,0.0,-82.0051649111,0.366381626541
0.355383859428,-113.618012131,0.822620143573,104,1.46870601861,0.00655365258215,1111.27769932,-160.471973185,-83.8953604795,72,156.25508873208028,-1111.27769932,3.75052877644e-10,15.3742852249,0.0,-80.7673918726,0.384381753685
0.349403122215,-116.05227858,0.815672568425,104,1.44398923841,0.00630157185992,1412.98694676,-166.709909696,-85.1659944352,73,158.26517622858523,-1412.98694676,-1.41540112963e-11,16.0979780573,0.0,-82.7641302524,0.367409587816
0.359817015624,-117.386930319,0.811365578971,104,1.48702706222,0.00843170245187,1395.83520876,-162.039116664,-85.2567918626,74,157.77689221309166,-1395.83520876,8.43982661536e-10,15.2143045789,0.0,-84.5064352736,0.396778866517
0.363273766292,-119.330388743,0.844039630141,104,1.50131288409,0.00955738059269,846.120881193,-156.109532693,-87.005628003,75,159.02799183092088,-846.120881194,-1.03153752207e-09,14.4715205617,0.0,-83.7132627143,0.406339981352
0.353708029423,-121.388781377,0.749391732054,104,1.4617802634,0.00994954891449,2090.77590704,-180.907931319,-87.1396434786,76,163.45337897147425,-2090.77590704,-5.41149347555e-10,20.2026443753,0.0,-83.0877668748,0.379655051402
0.354698161314,-120.596790477,0.783523865305,104,1.46587221251,0.00662782496038,1135.12480457,-172.945675256,-87.4095432521,77,161.11773049615022,-1135.12480456,3.2980551623e-10,18.8404550064,0.0,-81.6986220837,0.382450432211
0.359201154286,-122.217402452,0.754741816741,104,1.48448187275,0.00659691701352,1849.14780638,-204.339704957,-88.187351142,78,162.8987056002133,-1849.14780638,-5.1443294069e-11,20.6894800655,0.0,-79.7204574752,0.395065804136
0.361124822605,-123.824981282,0.816174341389,104,1.49243187713,0.00950111512019,1839.32077281,-173.587816529,-89.8106048597,79,163.12660588717955,-1839.32077281,-3.89860588257e-10,18.1839309383,0.0,-80.3601357609,0.40040692178
0.359697691172,-120.07100395,0.767602012806,104,1.48653392631,0.00777626717296,1248.54343966,-197.782563851,-86.593892831,80,161.18019379634626,-1248.54343966,-2.60712340605e-10,17.7558087632,0.0,-86.041994711,0.396447186145
0.363364437423,-119.204137943,0.783188869906,104,1.50168760351,0.0070655503888,1182.51683205,-173.050789838,-86.1686210455,81,161.546471721944,-1182.51683205,8.5918916426e-10,17.8600910536,0.0,-79.9272662852,0.406589544701
0.35954036167,-118.871326015,0.809013050346,104,1.48588372575,0.00897590737079,1254.32705648,-161.860388522,-86.3697744595,82,159.83788300144286,-1254.32705648,-1.67290181707e-10,17.0009568078,0.0,-80.5285106591,0.396009696766
0.351559910475,-117.282265706,0.837545866454,104,1.45290266487,0.00675161305339,890.437488362,-149.011220159,-85.4696584459,83,159.67840450793065,-890.437488362,-3.55127482976e-10,14.2436176696,0.0,-86.4994919187,0.373563393269
0.355795817401,-115.319431067,0.817484372448,104,1.47040853024,0.00644874676329,865.951248067,-177.482198205,-84.4428306506,84,157.6307255935358,-865.951248066,3.35546701535e-10,15.5856293788,0.0,-79.6275594561,0.385540273907
0.352224883852,-113.175885134,0.808883643759,104,1.4556508212,0.00826941861169,1455.09574793,-201.119957572,-83.2415088836,85,156.97364581717878,-1455.09574793,9.40133304539e-10,16.0793247145,0.0,-81.7736927847,0.375453100407
0.3541364453,-113.555333285,0.821627184598,104,1.46355079113,0.00716524289442,1017.14273612,-161.665736263,-83.711925289,86,159.31737903810708,-1017.14273612,7.93960452938e-10,15.0688808193,0.0,-80.9060362274,0.380865531793
0.343822911232,-109.781367435,0.811493500667,104,1.42092772551,0.00653405116475,1218.11087701,-176.750220666,-81.5342169423,87,156.43150590984854,-1218.11087701,3.10254932856e-10,15.6508153182,0.0,-80.4586279983,0.351309986114
0.344722442252,-115.279170306,0.778176667903,104,1.42464524557,0.00645370356691,1729.56391675,-185.050721476,-84.4666729725,88,161.320097143797,-1729.56391675,6.5665517468e-10,18.7253107719,0.0,-82.7678003246,0.353922832248
0.347920820764,-112.608856471,0.788269877812,104,1.43786328472,0.00800420355754,1722.61425733,-221.797845716,-83.2385385052,89,158.17737220812307,-1722.61425733,1.72576619661e-10,18.8923720487,0.0,-78.875144794,0.363158181568
0.347903063742,-113.317131416,0.814960296922,104,1.43778989972,0.00657347007201,760.383338527,-149.447173226,-83.2967905417,90,158.34087327398638,-760.383338527,6.31359853287e-10,15.1922224366,0.0,-81.5067475366,0.363107142728
0.346184929645,-114.380152596,0.83213714003,103,1.43068931307,0.00672681563636,1104.87574337,-157.338182756,-84.3490023868,91,159.86935855052715,-1104.87574337,-1.39781519692e-11,15.5866602476,0.0,-79.2095426601,0.35815636524
0.336615723134,-110.555869224,0.848953693393,104,1.39114235329,0.00667415481603,961.274425775,-143.172817241,-82.1119315841,92,156.9196025429621,-961.274425774,9.03353836179e-10,13.3822041891,0.0,-78.5587676383,0.330125246516
0.339194556112,-108.302736135,0.815156055413,104,1.40179997719,0.00667639214824,1049.81531227,-156.188804792,-80.7589199671,93,155.33443276401275,-1049.81531227,2.47993625635e-10,14.7574748066,0.0,-80.2515104906,0.337757108814
0.338600376314,-111.270505598,0.802934455133,103,1.39934439171,0.00928233088947,1229.92137698,-157.701998104,-82.2184145747,94,157.3151969601225,-1229.92137698,-2.33228547586e-10,15.7940079343,0.0,-79.7142751084,0.336003835303
0.350211557938,-111.113295033,0.828697605374,104,1.44733028607,0.00922315386755,1150.38474469,-145.499183593,-82.0907429578,95,157.19080632029466,-1150.38474469,1.9909407456e-10,14.105336221,0.0,-78.7569153011,0.369720677349
0.357931465174,-112.708986449,0.784731674442,104,1.47923458875,0.00633382075253,1241.03572173,-218.996445341,-82.9289232222,96,159.23460362246868,-1241.03572173,-7.5146999734e-11,18.4267177922,0.0,-77.9196653964,0.391524784235
0.354627264711,-110.106227406,0.832488805333,104,1.4655792159,0.00708788061251,855.167107821,-153.310133478,-81.7000591468,97,157.30002213706413,-855.167107821,3.00417468679e-11,14.1621657507,0.0,-79.8173241788,0.382250533544
0.356422292753,-111.4101309,0.839216772401,104,1.47299758457,0.00688490893245,812.277159708,-147.371700619,-82.0063301095,98,157.90272089364817,-812.277159708,-2.32775576592e-10,13.4619002621,0.0,-84.2553366954,0.387299497676
0.355772412542,-112.512975409,0.830034604397,104,1.47031180424,0.00889345693071,610.483961668,-154.975332297,-83.0782048962,99,159.02213696637003,-610.483961667,4.50654624728e-10,14.5719060008,0.0,-79.693119579,0.385474490028
