AverageReturn,StdReturn,AveragePolicyStd,LossBefore,NumTrajs,Perplexity,AverageDiscountedReturn,MeanKLBefore,ExplainedVariance,dLoss,LossAfter,MeanKL,Total cost,Entropy,MaxReturn,Iteration,MinReturn
-232.579510354,19.3349879273,0.993679066829,-2.09461226142e-10,204,4.10660863542,-150.95364537,0.0,0.936208733083,1430.72121291,-1430.72121291,0.00912484374585,245.19707185107814,1.41259753835,-184.691140995,27,-285.372239554
-238.197244607,22.7837518087,0.999433935289,1.244337966e-11,204,4.13039196074,-154.603594116,0.0,0.922458009233,970.490806566,-970.490806566,0.00655157661309,249.690890774522,1.41837230822,-180.324509585,28,-314.204881629
-236.258232997,24.0714416838,0.982091674889,-4.14132061977e-11,204,4.05872105744,-153.337398555,0.0,0.920913646117,1084.90659004,-1084.90659004,0.00847151903358,246.97063654099512,1.4008679135,-148.386388357,29,-308.13198098
-236.597347062,24.9505214926,1.00897711276,3.31419336419e-11,204,4.16983134948,-153.158972673,0.0,0.91540258866,847.766880872,-847.766880872,0.0067585173858,249.0727168084556,1.42787559122,-168.401236373,30,-297.193611198
-227.692198315,24.5964066295,1.01989366709,2.17246221013e-11,204,4.21494653585,-147.974843809,0.0,0.897502506404,902.123504169,-902.123504169,0.00603789632498,240.23304719819538,1.43863690711,-159.339237639,31,-296.555450431
-226.885770039,19.3576755543,1.0245813659,-4.6540174492e-11,204,4.23431953572,-147.232672058,0.0,0.929693795871,885.390112427,-885.390112427,0.00525188238492,244.32171838074373,1.44322263886,-172.512795946,32,-297.553076233
-230.173563472,22.8988110585,1.02828494956,3.43207684494e-11,204,4.24962545203,-148.948093129,0.0,0.910943112265,1088.46539269,-1088.46539269,0.00745490822612,244.00842042218613,1.44683085012,-147.081809658,33,-291.392098989
-225.677987392,25.2896802233,1.00446696605,-1.01039177025e-10,204,4.15119212478,-146.43026236,0.0,0.900826329223,931.171776702,-931.171776703,0.0064083812315,239.85165906450132,1.42339555198,-157.019897991,34,-295.444721558
-226.996070486,20.8806179501,1.0156092147,-6.14877593286e-11,204,4.19724004511,-147.437688555,0.0,0.922316164083,1407.55868565,-1407.55868565,0.00836221437496,240.12689268363062,1.43442717717,-168.330434737,35,-312.151201213
-220.944717563,20.0873889344,1.0026022384,-1.59432911317e-10,204,4.14348570637,-143.54847582,0.0,0.913168745661,1184.03807084,-1184.03807084,0.0072900683441,237.00697197667793,1.42153739165,-163.910943331,36,-274.150642142
-222.128758307,22.2711501204,0.996940876892,1.12027720434e-10,204,4.12008882014,-144.092677002,0.0,0.907513898799,1472.25716415,-1472.25716415,0.00965336618265,237.74918133011303,1.41587472142,-164.825658454,37,-288.000017813
-214.616891552,20.5446292024,0.986598108463,-2.38600250668e-11,204,4.07734493676,-139.666359406,0.0,0.904312039508,1431.42733069,-1431.42733069,0.00871552524504,229.9919947530342,1.40544602579,-158.413638251,38,-271.365815269
-215.734797254,20.1887665737,0.969312245974,8.97526497567e-12,204,4.00590711087,-140.955765028,0.0,0.908834004871,1344.3572466,-1344.3572466,0.0083716471277,232.18117694322237,1.38777004947,-156.523646653,39,-273.819447258
-209.893923301,19.0011197171,0.956285229243,-4.61706228805e-11,204,3.95206995038,-137.153037533,0.0,0.911648809022,1371.49574944,-1371.49574944,0.00723358177404,228.26685245407168,1.37423947972,-140.545844936,40,-259.875174525
-204.268246767,20.2064488533,0.931449871408,-5.55289147997e-11,204,3.84943208836,-134.007324877,0.0,0.905902434769,1326.97622087,-1326.97622087,0.00835749309974,225.3830346432498,1.3479256279,-138.859411048,41,-261.10427973
-206.137865162,19.7447914393,0.942085416221,-2.76854095205e-11,204,3.89338593788,-134.940877041,0.0,0.905036952405,1472.64819855,-1472.64819855,0.00878545900667,226.5768290802888,1.35927920008,-142.966117159,42,-257.718767105
-210.129952058,16.505680298,0.945510989068,6.12638828557e-11,204,3.90754291019,-137.04895844,0.0,0.931802519135,1488.51384121,-1488.51384121,0.00735773795818,230.0401854144826,1.36290876475,-153.069033673,43,-247.696741373
-209.721122614,19.9763641163,0.939910698377,-1.19204202065e-10,204,3.88439841326,-137.487916316,0.0,0.908162945072,1081.51040033,-1081.51040033,0.00656011516524,231.03813367946415,1.35696812325,-161.938262155,44,-280.296610019
-207.926427892,20.5070022428,0.93391774653,5.51022560913e-11,204,3.85963115325,-135.728466159,0.0,0.911563519788,1399.10565181,-1399.10565181,0.00769917096724,232.04599551852542,1.35057162276,-152.033685319,45,-260.899032432
-209.725098801,21.3611531403,0.943741297738,2.27569962874e-10,204,3.90022925134,-137.733275444,0.0,0.915978662385,1048.63596751,-1048.63596751,0.00627956667531,229.65553149787058,1.3610353338,-144.235673981,46,-277.661490712
-206.784006316,21.7787480219,0.942552220939,-6.16013212662e-11,204,3.89531511637,-135.534194266,0.0,0.896964549988,1284.6687546,-1284.6687546,0.00973481844716,228.44650842968855,1.35977457884,-135.725003127,47,-279.910782315
-211.865370642,20.0588033699,0.951831044939,3.89560605996e-11,204,3.93366200325,-137.752195347,0.0,0.917101974867,1319.96479869,-1319.96479869,0.00746453201798,232.5199778897605,1.36957079946,-141.628627802,48,-277.758036318
-206.725387301,21.8195335916,0.950232433798,1.09523501379e-10,204,3.92705537286,-134.72602443,0.0,0.896589373647,1251.81581372,-1251.81581372,0.00854348407507,228.53456084253634,1.36788987605,-146.343975839,49,-269.238508296
-208.765443005,24.8747136906,0.938771052113,6.96909197018e-12,204,3.87968856141,-135.685864792,0.0,0.879814943631,994.164455521,-994.164455521,0.0070018259628,229.64170836009345,1.35575488274,-125.481097775,50,-264.934425259
-202.640521802,21.2980217913,0.937013119576,9.00290952899e-11,204,3.8724234985,-132.881414808,0.0,0.901528625965,1187.76631367,-1187.76631367,0.00896012543881,225.74367798607042,1.35388053805,-145.045565212,51,-260.220170187
-205.220072914,19.7779237028,0.93165649145,-4.92490492832e-11,204,3.85028599349,-133.825989534,0.0,0.91031186347,1219.27076082,-1219.27076082,0.00685890064414,229.50273886329185,1.34814742956,-149.511935913,52,-252.61754022
-205.191737935,18.4762459417,0.928473276524,-1.0272271922e-10,204,3.83713062136,-133.939629478,0.0,0.919429131736,1370.27729746,-1370.27729746,0.00797760651906,230.60746082212918,1.34472485326,-145.343460039,53,-244.636520667
-197.627161674,22.2896652843,0.938050880269,2.41818787217e-11,204,3.87671228465,-129.480136002,0.0,0.888363730351,646.987337599,-646.987337599,0.00519397037834,222.9386024343279,1.35498744511,-133.306678854,54,-266.676285173
-205.56859605,22.1617295298,0.939402682983,2.95083957269e-11,204,3.88229892211,-133.238061709,0.0,0.884257846724,1265.60906757,-1265.60906757,0.00956630061653,233.91383491308886,1.35642748387,-153.930637891,55,-259.668434553
-205.338233206,24.3173171705,0.935009652568,5.67479396807e-11,204,3.86414370757,-133.969121141,0.0,0.879343909309,1075.11767129,-1075.11767129,0.00741948749174,228.31187448694368,1.35174010706,-144.547747358,56,-277.551804362
-203.970582123,23.7960095408,0.925786679169,7.67158281345e-11,204,3.82602763623,-133.159944728,0.0,0.883866659264,1045.66127931,-1045.66127931,0.00785561025994,226.24069686224001,1.34182709426,-132.178942017,57,-265.158556237
-210.017744201,25.007599399,0.927877831482,5.95967719619e-13,204,3.83466980696,-135.768984901,0.0,0.872603668289,848.006201533,-848.006201533,0.00678484497194,229.44496026623708,1.34408333123,-132.487768475,58,-269.117499198
-208.100704618,26.9387907479,0.926876883996,2.53863596811e-11,204,3.8305331599,-135.514072601,0.0,0.8661563139,973.379119351,-973.379119351,0.0064017071297,227.98756880240188,1.34300399974,-133.747260594,59,-267.184009587
-197.783759547,24.5310347788,0.926176941697,1.26638699527e-11,204,3.82764048642,-129.880972292,0.0,0.858076527336,1217.51801982,-1217.51801982,0.00895002924027,218.32841219359526,1.34224855236,-130.945880414,60,-272.737970047
-202.072505868,25.6368558561,0.929837939296,1.49965389065e-10,204,3.84277040598,-132.167733567,0.0,0.861996669372,1048.00546134,-1048.00546134,0.00761440167065,220.77484779560848,1.34619356636,-137.958272764,61,-285.146412814
-199.081594223,27.5538121636,0.932841836835,-4.48714398971e-11,204,3.85518470752,-130.515917826,0.0,0.838693745097,893.221118169,-893.221118169,0.0071510484947,217.5904805579917,1.34941891962,-124.355358219,62,-259.932517768
-204.258276647,25.8116538579,0.920828776942,-9.47845135713e-11,204,3.80553795825,-133.216240181,0.0,0.867887975353,1145.37152112,-1145.37152112,0.00787153312588,222.16321719573386,1.33645736325,-128.046593138,63,-269.4962273
-204.122436118,26.6187568328,0.921320171738,-5.77662362389e-11,204,3.80756876093,-133.159229065,0.0,0.853924782538,991.434602988,-991.434602988,0.00697663506254,223.2005107947363,1.33699086496,-130.242236277,64,-265.330710994
-192.350652367,28.621901863,0.923585322458,3.22952775633e-12,204,3.81693002033,-126.988314652,0.0,0.828800572788,1085.06698976,-1085.06698976,0.0098174034312,212.1500847284031,1.33944643991,-103.144064068,65,-262.520310578
-200.719431112,27.4591210019,0.918917085399,5.2022885999e-11,204,3.79763745067,-131.826721709,0.0,0.843299637565,953.987706479,-953.987706479,0.00733163793901,217.76186835218107,1.33437914987,-125.453471455,66,-273.943489661
-193.445317427,28.2163538532,0.923821670466,4.07174294281e-12,204,3.81790678315,-127.068855672,0.0,0.809637923469,996.076516362,-996.076516362,0.00895334829508,211.17574381760903,1.33970230991,-102.443163335,67,-287.062571335
-199.042038176,28.4985710063,0.931185320195,-2.04423145078e-11,204,3.84833876927,-130.271077558,0.0,0.834098952356,1078.13129358,-1078.13129358,0.00786443133897,217.56075741140296,1.34764156668,-123.953383231,68,-267.652403762
-193.293382195,29.0776611278,0.936866553252,-3.71569441882e-11,204,3.87181777925,-127.605499734,0.0,0.825309659754,1059.18792158,-1059.18792158,0.00832378560189,210.60949268184052,1.35372410716,-111.054681453,69,-279.095352344
-193.231275066,28.3974013038,0.923295214303,9.3192120687e-12,204,3.81573108126,-127.948124748,0.0,0.835311900959,1138.20689893,-1138.20689893,0.00744145510137,211.30529393914912,1.33913227974,-109.753553946,70,-261.811713127
-195.628813915,30.7959068491,0.922622268377,-8.73265904033e-11,204,3.81294997653,-128.986935897,0.0,0.818403137252,1035.93200853,-1035.93200853,0.00935872284306,215.32567315923527,1.3384031616,-112.442905636,71,-269.654974022
-193.449073979,28.6572700676,0.920344994311,7.74904584944e-11,204,3.8035386146,-128.241062293,0.0,0.825349071513,914.183145576,-914.183145576,0.00651945380595,209.9932937945115,1.33593184779,-113.346058343,72,-280.347581706
-188.955497751,29.5860345176,0.909968517396,-9.89993642619e-11,204,3.76065542311,-125.277490366,0.0,0.807893962165,1037.3185095,-1037.3185095,0.00749450171604,207.63924428818635,1.32459325687,-106.279596205,73,-250.696489122
-190.132584207,33.088725413,0.896405965605,5.72644154317e-11,204,3.70460504008,-125.563294345,0.0,0.785040877296,875.03138566,-875.03138566,0.00920307361207,207.82201713796397,1.3095766512,-99.9928133357,74,-275.953327192
-187.473703285,29.5388603316,0.899332764668,3.54680729231e-11,204,3.71670071433,-124.311102543,0.0,0.791870528545,900.158368829,-900.158368829,0.00695264488036,205.4671324570641,1.31283637,-112.366656676,75,-264.786791212
-188.357614939,34.6881983077,0.899321145324,-7.88664689111e-11,204,3.71665269471,-124.332340081,0.0,0.766869334488,719.776050855,-719.776050855,0.0072543151497,207.99328373702426,1.31282344996,-97.3866281876,76,-266.33679431
-191.399423897,34.4344514261,0.900442040298,7.41102734736e-11,204,3.72128505251,-125.834428058,0.0,0.774589628522,764.417276443,-764.417276443,0.00702705948419,213.0459755584152,1.31406905286,-100.490346376,77,-259.693118664
-190.932876821,35.2687973036,0.892257203653,-2.44471665134e-11,204,3.68745932148,-125.629852219,0.0,0.781045067852,782.653752556,-782.653752556,0.00737071971365,211.66207118906448,1.30493769014,-98.6528327458,78,-273.956326016
-190.511409882,34.3254203863,0.890053552168,-3.14366033205e-11,204,3.67835222189,-125.019357646,0.0,0.784652375734,670.955987449,-670.955987449,0.00638169244609,212.99971412711417,1.30246488611,-106.99995473,79,-274.118402852
-187.574008261,40.7636608191,0.887416391201,-1.22817311876e-11,204,3.66745354408,-123.509457092,0.0,0.732657715719,813.28590698,-813.28590698,0.00948908621553,210.77831162691902,1.29949756404,-93.1429237132,80,-279.767084747
-186.323774597,36.1312791469,0.887263694752,6.62958576925e-12,204,3.66682249068,-122.611557024,0.0,0.759575460736,766.144437825,-766.144437825,0.00742244362337,212.9303650099248,1.29932548068,-96.455870483,81,-258.985144565
-184.543305113,36.0410517746,0.875195861754,-4.28732604973e-11,204,3.61694937887,-121.953216238,0.0,0.746503768506,866.959879456,-866.959879457,0.00896830940686,209.92610835570326,1.28563095754,-96.2951865251,82,-265.980782647
-176.773577846,36.0123244911,0.879162913571,9.79160086345e-11,204,3.63334413829,-117.766179413,0.0,0.742315927304,965.808628222,-965.808628222,0.0093568499519,204.06483383548763,1.29015347441,-98.3473248473,83,-258.0228557
-178.800045444,33.034516964,0.868865508535,6.06320271768e-11,204,3.59078772964,-119.076429137,0.0,0.765010657283,1031.78730859,-1031.78730859,0.00983308284017,206.53652626248524,1.27837160173,-99.1656841032,84,-255.109034378
-177.723230456,35.0954228643,0.867872800556,-1.12880371717e-10,204,3.58668513425,-118.14521779,0.0,0.746976182288,795.651094565,-795.651094565,0.00646404252589,208.48090595570883,1.27722841501,-98.3757680959,85,-256.513578745
-173.023917244,33.5112495901,0.870097741241,1.09626197009e-11,204,3.59588021638,-115.794533606,0.0,0.748939118527,875.588646544,-875.588646544,0.00727489034145,204.5360785283453,1.27978880581,-95.1749597766,86,-258.326844662
-177.155152927,40.1256140837,0.871928165775,-3.41420225425e-11,204,3.60344486924,-117.632323604,0.0,0.714067168541,678.099109905,-678.099109905,0.00663652660755,209.07324627934162,1.28189029604,-91.1874317994,87,-273.484144653
-171.373065587,36.5742912798,0.867629934178,-8.45183922848e-11,204,3.58568143275,-114.519066477,0.0,0.717310324944,1039.70960928,-1039.70960928,0.00988931406457,203.10896216710447,1.27694853486,-91.2425451316,88,-256.2831609
-158.619985294,33.6214464233,0.868522351709,-3.37512240378e-11,204,3.58936955466,-108.050695399,0.0,0.699460085919,876.655812727,-876.655812727,0.00748477185425,193.49562910591666,1.27797657556,-94.3148333811,89,-262.48385699
-161.229282722,32.4513419481,0.868049389414,-7.13428205401e-11,204,3.58741492856,-109.371681025,0.0,0.729002448904,827.90893581,-827.90893581,0.00639320126424,193.90756729690605,1.27743186751,-94.5424311811,90,-246.270639905
-168.745536991,35.6477816454,0.867778351622,-2.39875758146e-11,204,3.58629480218,-113.745698401,0.0,0.735573471534,676.3638235,-676.3638235,0.00682728916306,201.7738163039832,1.277119581,-94.0474209298,91,-258.371080403
-158.433005332,33.5208889852,0.862990458808,2.34446906333e-11,204,3.56650772742,-107.880014639,0.0,0.708855805111,753.805239187,-753.805239187,0.007141312738,193.26191151865152,1.2715868894,-86.6234002103,92,-245.369535431
-150.781965338,36.7621471948,0.869090527643,5.80903103398e-11,204,3.59171767316,-103.7974696,0.0,0.679860267865,733.965551109,-733.965551109,0.00777652248141,189.0683821794358,1.27863054857,-88.5909756495,93,-255.809324686
-155.651527613,34.0236720272,0.862244856928,-4.82178741379e-11,204,3.56342635516,-106.459495938,0.0,0.713875269212,880.33674477,-880.33674477,0.00885644932718,194.55797427994185,1.27072254131,-88.2371748356,94,-269.511806973
-156.913710821,33.6660234254,0.847880946672,-1.26537447187e-10,204,3.50406417288,-106.820240751,0.0,0.713603226555,950.889961101,-950.889961101,0.00892113755464,193.6048688654497,1.25392348708,-90.7852331112,95,-263.071830491
-150.188062288,31.8029238029,0.846312112066,-4.06528144481e-11,204,3.49758060091,-103.322717712,0.0,0.696128382923,670.545007618,-670.545007618,0.00599348809218,188.69362397323223,1.25207147258,-88.0697354184,96,-250.937240303
-150.806042884,31.3525194268,0.846553006266,-5.94146953858e-11,204,3.49857615192,-104.196446798,0.0,0.716775614621,1122.38598059,-1122.38598059,0.00866426664262,189.0378582847757,1.25235607199,-86.3343128639,97,-247.569866573
-148.3368335,31.1721672427,0.846753390636,-2.4010571309e-11,204,3.49940428669,-102.183272963,0.0,0.707940306586,870.005915499,-870.005915499,0.00719755116989,187.5053138497039,1.25259275021,-86.2945145647,98,-277.983929354
-146.381278859,30.5144329293,0.842244426613,-5.251765689e-11,204,3.4807699497,-101.214331576,0.0,0.713715167412,1003.27186031,-1003.27186031,0.00844939941698,188.6106711928668,1.24725351923,-93.3714198755,99,-277.062346808
