LossAfter,StdReturn,AveragePolicyStd,Entropy,Iteration,Perplexity,NumTrajs,LossBefore,dLoss,MaxReturn,ExplainedVariance,Total cost,AverageDiscountedReturn,MeanKLBefore,AverageReturn,MinReturn,MeanKL
-17.1190951312,22.2230247002,0.941835624656,1.35901401745,26,3.89235361645,204,-1.3419708908e-13,17.1190951312,-166.939927073,0.902741392048,229.92676385111272,-141.95110072,0.0,-218.087084717,-284.654150868,0.00261716823566
-4.12487025879,21.5078712449,0.942042466763,1.35923360927,27,3.89320843931,204,2.32218643857e-14,4.12487025879,-164.216077372,0.897033610672,227.4290595697047,-140.099983291,0.0,-215.090559339,-260.959763019,0.0031728065099
-8.57747412559,23.2579175389,0.960024594506,1.37814215763,28,3.96752374244,204,1.65330598893e-13,8.57747412559,-159.494225564,0.884423998581,225.240661142178,-137.935833848,0.0,-211.970855039,-282.202791078,0.00262210914927
-2.45962976702,22.4721811238,0.952765950717,1.3705525356,29,3.93752571767,204,-9.64303020853e-15,2.45962976702,-155.393053231,0.895942070107,230.21966668985337,-140.624705286,0.0,-216.870960325,-312.957494637,0.00255855070469
-44.3254470832,21.859164374,0.948157761712,1.36570415794,30,3.91848131048,204,-1.70677693601e-14,44.3254470832,-167.671681357,0.901633335622,231.47493489307982,-140.386851389,0.0,-216.585466587,-292.025120382,0.00277607630648
-0.5501215036,21.9873166692,0.939210851057,1.35622325674,31,3.8815061323,204,-5.89123231703e-14,0.5501215036,-166.951001732,0.890860018077,227.77014793765295,-139.216867405,0.0,-213.998386592,-265.611941024,0.00393320845102
-6.55930347325,22.4897945533,0.93296406675,1.34954994066,32,3.85568985093,203,-5.56156436117e-14,6.55930347325,-160.782155506,0.890752885128,227.8046901082128,-138.97390147,0.0,-213.677009465,-270.894348038,0.00202042173345
-15.449984635,22.8101267373,0.934211591783,1.35088621046,33,3.86084553675,204,4.18265140266e-14,15.449984635,-148.206293884,0.890675518332,223.46662659645392,-137.40612521,0.0,-210.776320844,-283.103837821,0.00222828053168
-32.0224830524,23.3860226651,0.934245568568,1.35092257927,34,3.86098595367,204,1.69543725296e-14,32.0224830524,-151.815562742,0.888077780089,220.80404919166114,-136.647238364,0.0,-208.649248132,-268.302603512,0.0021620192856
-34.848153725,24.2579133959,0.925917354617,1.34196823501,35,3.82656768275,204,-1.20370980341e-13,34.848153725,-152.671616877,0.877944288353,219.7124087828748,-135.210378072,0.0,-206.548958227,-277.985685592,0.00260163152721
-33.8709578689,24.2328543623,0.921901359575,1.33762148678,36,3.80997065412,204,8.65503730756e-14,33.8709578689,-146.608365595,0.876125963979,220.20263560248756,-134.549983692,0.0,-205.883311109,-257.303928045,0.00360394561019
-20.1221104903,24.1172520864,0.924516074494,1.34045369213,37,3.82077656845,204,-1.11442322913e-14,20.1221104903,-158.696118008,0.881125619276,218.92769603682535,-133.614845953,0.0,-203.837269516,-254.484271475,0.00282631130612
-8.9599307653,24.4583635065,0.922649445396,1.33843261745,38,3.81306229185,203,5.59221497865e-16,8.9599307653,-147.041834036,0.873255279275,216.1501592517565,-132.116429429,0.0,-200.360092139,-249.624581395,0.00378021120024
-26.9961116804,25.7985864257,0.922311582039,1.33806636216,39,3.81166599336,204,-9.11109537943e-14,26.9961116804,-123.340567988,0.852916011553,208.30138692898524,-127.588054004,0.0,-191.92735404,-267.87720042,0.00211701197856
-24.4549144911,23.4246068453,0.921340409904,1.33701283121,40,3.80765239983,204,-4.40819691734e-14,24.4549144911,-150.179794677,0.874113509597,208.82209496719338,-127.684397103,0.0,-193.259289595,-259.871959068,0.00118703692095
-48.8194301644,24.6078000054,0.921890213065,1.33760939592,41,3.80992458859,204,5.31141754631e-14,48.8194301644,-124.274831926,0.864285228571,206.03925533802337,-126.476387584,0.0,-190.444708869,-251.440424847,0.0019507773864
-17.5465914843,24.2200952304,0.91179465269,1.32659805742,42,3.76820234969,204,-6.13183922203e-14,17.5465914843,-127.525939389,0.86820522178,200.1150660611925,-124.172734719,0.0,-184.888496148,-251.517131785,0.0016612564155
-30.5258544569,26.5570395994,0.912416454573,1.32727977886,43,3.77077208983,204,1.4426079475e-13,30.5258544569,-131.851256452,0.845200716299,205.14477202143502,-126.285344353,0.0,-190.051096938,-266.262897129,0.00174088920851
-13.2698344417,26.0676785485,0.906669343426,1.32096107715,44,3.7470208234,204,-4.23616871418e-14,13.2698344417,-118.489941299,0.85725529178,204.02020043424832,-126.402313959,0.0,-189.180735714,-257.892706582,0.000670371083049
-28.7552557924,24.4021997535,0.906665287889,1.32095660413,45,3.74700406295,204,3.1176890138e-14,28.7552557924,-134.511575621,0.853196135954,197.20760055915463,-123.087570863,0.0,-183.234443962,-258.725770585,0.00169144496775
-25.0534054031,25.3342649964,0.905013042095,1.31913260897,46,3.74017577495,204,-2.75451962084e-14,25.0534054031,-136.68801112,0.852999445731,202.49029569983392,-125.911426469,0.0,-188.558625305,-247.504619529,0.00329315001048
-21.6618089613,25.7879251528,0.899290456718,1.31278932519,47,3.71652586694,204,-9.81473198065e-14,21.6618089613,-119.538329869,0.845081307908,196.280488641652,-122.190632705,0.0,-181.048312584,-252.233602782,0.00247122525873
-34.4269983101,25.1714500669,0.899299859107,1.31279978047,48,3.71656472449,203,9.99147358032e-15,34.4269983101,-125.152469977,0.845797081023,186.76835393553895,-117.782293782,0.0,-172.553193217,-264.799727239,0.00375343724205
-31.947219828,26.8586318955,0.898591384278,1.31201166287,49,3.71363678835,204,8.84461594772e-15,31.947219828,-110.189222372,0.830407264972,187.437504699696,-116.322966111,0.0,-170.851793518,-257.790550918,0.00227514517537
-33.6118209642,23.9337141221,0.895671078879,1.30875650034,50,3.70156795067,204,-1.17014324324e-13,33.6118209642,-118.4200212,0.849793699247,184.41948264922215,-115.157111777,0.0,-168.164071926,-237.759005463,0.00239091897254
-12.3600629276,24.2001239368,0.890248258672,1.30268362038,51,3.67915689157,204,1.37610950454e-13,12.3600629276,-121.560143359,0.844254139808,184.77646438537357,-115.049020202,0.0,-167.773132682,-244.856149997,0.00117651821427
-14.1608502118,24.7073264441,0.891496165315,1.30408439013,52,3.68431415448,204,1.92904389674e-13,14.1608502118,-115.730447496,0.844711484127,186.66170002151478,-115.596560471,0.0,-168.608478518,-236.82021302,0.00240340932055
-35.0321993572,19.3976205759,0.891400432164,1.30397699955,53,3.68391851508,204,7.63473849982e-14,35.0321993572,-94.8152281781,0.876200148119,178.94576505379962,-111.471728212,0.0,-160.913171608,-218.31293638,0.00283785151888
-14.0046415802,22.4966932311,0.878715571078,1.28964451715,54,3.63149539195,204,-2.66719286241e-14,14.0046415802,-101.313023656,0.851344951931,178.24855822300276,-111.001366114,0.0,-160.442666292,-234.836704053,0.00208782944495
-10.3084613783,26.3114570955,0.87953054552,1.29057154835,55,3.63486346238,204,-3.30421358321e-14,10.3084613783,-102.564156296,0.812374653587,178.41163813889463,-110.750204029,0.0,-160.359839702,-240.823671599,0.00141929722203
-30.3875648501,24.5675940785,0.879443589632,1.29047267721,56,3.63450409706,204,-7.31818580761e-14,30.3875648501,-110.501440718,0.833677253856,178.96697187492646,-110.780835011,0.0,-159.907931234,-236.897410726,0.00249078784483
-34.1928049904,20.7815474826,0.881634410804,1.29296072408,57,3.6435581724,204,-2.251652378e-13,34.1928049904,-101.345482164,0.854258831676,174.670007413716,-107.790825455,0.0,-154.349432607,-228.062403298,0.00198349306831
-7.3996419815,21.0228108939,0.880697566808,1.29189753724,58,3.63968644785,204,2.9807798737e-13,7.3996419815,-100.091177078,0.84971298575,173.92453523257592,-107.245034815,0.0,-153.446162666,-232.15253354,0.00201303321386
-4.8999117978,21.7404376124,0.880745615601,1.2919520934,59,3.6398850206,204,-4.18396513748e-14,4.8999117978,-99.7826348106,0.840664704589,173.98073263806188,-107.200926824,0.0,-154.39457023,-225.883001419,0.00229245663989
-41.6413212588,24.149364948,0.879627161148,1.2906813914,60,3.63526274881,204,3.65479063722e-14,41.6413212588,-106.258490166,0.824163061617,174.52802122588088,-107.345266976,0.0,-154.45196125,-234.978954878,0.00179384892127
-28.0631950515,24.2145224356,0.874576121588,1.28492259073,61,3.61438815925,204,1.22966380327e-13,28.0631950515,-106.900989293,0.817722001584,171.47802782094237,-105.616358891,0.0,-151.325144237,-223.742433048,0.00247542950431
-25.4745187865,26.4415405574,0.873995618822,1.28425861708,62,3.61198909727,204,4.63494468687e-14,25.4745187865,-99.2309891624,0.794850008563,173.21004581836883,-105.802097358,0.0,-152.033970032,-238.347746766,0.00117074161063
-25.8385024204,26.383211398,0.874554615252,1.28489799985,63,3.61429927934,204,1.73443496417e-13,25.8385024204,-97.0104162884,0.806074450699,173.95126441658925,-106.411170809,0.0,-153.312729737,-236.036782166,0.00279604952796
-21.607195015,24.9977262168,0.867743044144,1.27707889296,64,3.58614888585,204,8.90320707199e-14,21.607195015,-100.18372314,0.815257795731,172.31782848014825,-105.405173783,0.0,-150.712555054,-238.152670739,0.00226099292287
-13.4386393679,24.7689375827,0.862516266178,1.27103726229,65,3.56454801668,204,4.66541047261e-14,13.4386393679,-94.7608585175,0.813472794709,171.14532236097918,-104.510028765,0.0,-149.308962301,-246.252705842,0.00278131416548
-20.53621684,22.4006871771,0.863418859976,1.27208318095,66,3.56827819436,204,9.77722763297e-14,20.53621684,-92.5510677067,0.816428092488,165.90794409062605,-100.710476735,0.0,-142.769100132,-232.920625164,0.000762746648244
-36.3598505402,24.1916400067,0.858064677868,1.265862733,67,3.54615079809,204,-1.42017230899e-13,36.3598505402,-94.8593548295,0.804148765862,168.97430319621216,-101.871033286,0.0,-145.182815764,-218.524392267,0.00255354031996
-40.7527897772,23.6622347227,0.842640342481,1.24772348119,68,3.48240616362,204,1.02852683619e-13,40.7527897772,-99.8725166461,0.806896953136,168.12493265598027,-101.357226362,0.0,-143.585341879,-228.040042899,0.00258880255299
-30.6382394148,22.9476918567,0.826689051353,1.2286118826,69,3.41648376263,204,-6.31101110294e-15,30.6382394148,-100.257920511,0.809547383371,166.67784570485495,-100.511985678,0.0,-141.933446318,-220.714965176,0.00256590867817
-5.73407224257,25.3985524536,0.838522323475,1.24282445824,70,3.46538749736,204,-1.3499432353e-13,5.73407224257,-91.5595599112,0.765902441243,168.32925708008116,-100.779495344,0.0,-143.075995329,-220.61217101,0.0028347983732
-18.7859849693,22.8736487943,0.831214299268,1.23407089702,71,3.43518539658,204,-1.77947014156e-14,18.7859849693,-87.0403965958,0.802405112121,169.06478724613004,-101.470694906,0.0,-143.967745614,-205.065188374,0.00241529113466
-13.9908935717,29.1460465904,0.830381154994,1.23306807249,72,3.43174223512,204,-1.82087525385e-13,13.9908935717,-97.8476183029,0.740142065592,170.49810705811103,-102.285401018,0.0,-146.234925665,-233.855141146,0.00270164890574
-13.2814711858,26.0797164663,0.837116259566,1.24114621538,73,3.45957661295,204,1.63171914533e-13,13.2814711858,-95.3138827794,0.780667173754,169.26445088564503,-101.392586021,0.0,-144.298974721,-239.598936346,0.00328713193779
-38.0222765077,24.6183452684,0.83544837517,1.23915181121,74,3.45268369482,204,6.88117613284e-15,38.0222765077,-94.3582071938,0.769898323763,166.87065438010472,-99.2171618357,0.0,-141.074886424,-226.298933258,0.00223153143866
-22.9575130258,21.6471876777,0.82770786763,1.22984352948,75,3.42069425661,203,-9.65321475469e-14,22.9575130258,-100.376680689,0.806610923683,165.29078813771466,-98.6795459991,0.0,-139.771664511,-226.324619819,0.0025948283547
-9.98121999879,21.5845804333,0.821362318273,1.22214757969,76,3.39446980582,204,-1.32679806628e-14,9.98121999879,-86.3017469161,0.803467877774,164.23616110689932,-97.7237247309,0.0,-137.69214513,-206.686445122,0.00277788798718
-12.4787070798,23.3595259501,0.810617178055,1.20897915997,77,3.35006302794,204,-1.8872084487e-13,12.4787070798,-90.5256762873,0.788560223248,165.3899626120706,-98.0054273931,0.0,-138.6647946,-197.933692932,0.00268518540826
-33.1805260524,22.0038277935,0.815396446577,1.21485768671,78,3.36981446081,204,-1.04918451426e-13,33.1805260524,-95.6494118449,0.793400446143,165.0816887372052,-97.3890460097,0.0,-137.684119859,-213.512728977,0.00240852625993
-25.3722270676,23.7345165631,0.815520674,1.21501002728,79,3.37032785938,204,-2.10414248131e-13,25.3722270676,-92.2535698557,0.78828044078,162.62037314571472,-96.2596975843,0.0,-135.329047059,-245.584943176,0.00263330736302
-27.7789998488,21.8221377725,0.817881579008,1.21790081141,80,3.38008484553,203,-1.35107406256e-13,27.7789998488,-95.5829181624,0.80224022583,161.20194756174044,-94.8539891948,0.0,-133.022103267,-246.557494194,0.00363544353465
-45.5806255299,20.9387752705,0.818721581235,1.21892733063,81,3.38355634907,204,-1.22301345389e-13,45.5806255299,-96.4834652613,0.81173233024,162.81746491362705,-95.4480708046,0.0,-134.152434597,-220.470321655,0.00216516893643
-6.58366321638,20.5332233552,0.815134382571,1.21453624046,82,3.36873142067,204,-3.09060518153e-14,6.58366321638,-82.5000203277,0.802323208999,160.4603214062472,-93.8683597691,0.0,-131.355645478,-225.714418556,0.00287919968713
-16.2367751916,19.4720959172,0.801385236378,1.19752502997,83,3.31190989311,204,9.47049557056e-14,16.2367751916,-92.7145140224,0.828982690198,161.9788039194581,-95.0156165145,0.0,-133.449974256,-197.522202554,0.00194662033124
-18.0651164051,19.369107684,0.798476555994,1.19388886139,84,3.29988909849,204,1.89282320353e-14,18.0651164051,-94.6868919429,0.826541144627,160.72734718060323,-93.9340467341,0.0,-131.274836946,-230.721183416,0.00220052543654
-2.06090977451,18.5444023042,0.792199081668,1.18599598019,85,3.27394598352,204,1.06801205836e-14,2.06090977451,-84.2121263881,0.826077445037,158.38960181046755,-92.4402094185,0.0,-128.653331754,-225.704686667,0.00277617233193
-15.597972748,20.6700512457,0.788492044686,1.1813055714,86,3.25862579555,204,-1.13058367948e-13,15.597972748,-88.3888119756,0.815192927449,158.99678333414334,-92.2282319775,0.0,-128.334841354,-220.942515941,0.0029362017124
-25.9615396389,20.5628092406,0.773144886908,1.1616497198,87,3.19520011541,204,1.25775836266e-13,25.9615396389,-84.8200001854,0.815125686933,159.1112577087833,-91.85988497,0.0,-127.551365891,-233.320784229,0.00142916245732
-4.18948498697,17.1863579181,0.771180431975,1.15910562372,88,3.18708155091,204,-4.25663800389e-14,4.18948498697,-88.045244703,0.845586309637,156.33465028969027,-90.7021529118,0.0,-125.220491834,-215.190527645,0.00284169759206
-36.234850042,15.9863247509,0.766259896143,1.15270465642,89,3.1667462982,204,-1.1248732445e-13,36.234850042,-95.9595737131,0.862751430648,158.47080092453467,-91.873852977,0.0,-127.431212526,-209.042848657,0.0020790211299
-2.14989089704,15.7721506839,0.76597260051,1.15232965375,90,3.16555898253,204,5.085029121e-14,2.14989089704,-92.5780499962,0.866300870161,159.08871517282213,-91.718718356,0.0,-126.716577891,-181.293843124,0.00412999604149
-28.509443831,14.3228890848,0.758669100608,1.14274896898,91,3.13537557949,204,-5.53704455389e-15,28.509443831,-90.3598874956,0.876235845183,157.60843303939734,-91.0497263513,0.0,-125.85999471,-179.580074562,0.00228654887163
-28.0225430234,18.4195558363,0.755665015881,1.13878143152,92,3.12296050434,204,4.57525285008e-14,28.0225430234,-83.7373678818,0.828308752001,157.56990336736436,-91.2880416015,0.0,-126.384297483,-207.00533678,0.00267271435316
-19.4182259669,17.0067552071,0.74186396718,1.12034914794,93,3.06592447766,204,-3.50330773097e-14,19.4182259669,-86.5588995926,0.844672080891,156.30615652993154,-90.0797556344,0.0,-123.934496959,-183.719558962,0.00073345086267
-8.83060308379,16.9323802119,0.739055920926,1.11655684338,94,3.05431957686,204,6.46950514235e-14,8.83060308379,-89.9094107353,0.845298892676,155.78797163375916,-90.2198506454,0.0,-124.214126441,-196.673521501,0.00199328590052
-4.16449217663,16.7972971234,0.747641810213,1.12810725415,95,3.08980275072,204,-1.04731079668e-13,4.16449217663,-84.9356169122,0.854103958167,157.75316789623625,-91.7523662476,0.0,-127.13756453,-175.018994997,0.00374405234868
-29.8132599939,17.6522643378,0.74581187148,1.12565663962,96,3.08224010554,204,-1.26894468054e-13,29.8132599939,-88.8817612719,0.845168360816,158.22460172123584,-92.0772130056,0.0,-127.266775784,-178.691509656,0.0018191124488
-26.6846748094,16.9047289151,0.734960489349,1.110999996,97,3.03739425837,204,-3.68795504408e-14,26.6846748094,-83.3191119552,0.842589728379,155.0607164578433,-89.2947176088,0.0,-122.702475027,-167.88093362,0.00245095023293
-6.22464074623,19.7993849129,0.734085016049,1.10980810181,98,3.03377616242,204,-6.32190721999e-14,6.22464074623,-92.8350860194,0.815265362383,158.77654625016584,-91.3589498723,0.0,-126.749680915,-227.792103149,0.00182582635916
-27.388649796,18.4710873695,0.739042223175,1.11653830909,99,3.05426296773,204,-3.55363646275e-14,27.388649796,-86.0074360016,0.830213581584,157.78892921703593,-90.5301525329,0.0,-124.742618391,-227.099152939,0.00174520170245
