MeanKL,dLoss,MaxReturn,LossAfter,Perplexity,Iteration,AverageDiscountedReturn,Total cost,Entropy,MeanKLBefore,LossBefore,MinReturn,ExplainedVariance,NumTrajs,AverageReturn,StdReturn,AveragePolicyStd
0.00660070865562,1.85074878982,-97.5721169128,-1.85074878982,3.48131700525,23,-111.801138629,186.90389088285107,1.24741067198,0.0,1.78029329201e-14,-248.43532539,0.72929649475,204,-165.402054203,31.4364499232,0.842376798042
0.00800969803622,8.97663913247,-93.765893611,-8.97663913247,3.45701804196,24,-110.230769354,184.4109841079323,1.24040637989,0.0,8.08721477778e-14,-255.735029049,0.74143994777,204,-161.735188089,29.725559381,0.836497160289
0.00510620022029,16.0404897125,-95.7679920186,-16.0404897125,3.44421873414,25,-110.182336746,184.21634992259547,1.2366970962,0.0,4.63683182889e-15,-238.109642673,0.722506740224,204,-162.278355726,32.1868802737,0.833400102502
0.00660287896238,8.33388249763,-94.6390796275,-8.33388249763,3.41939997936,26,-108.492188731,182.71405347987107,1.22946509105,0.0,2.34290493994e-14,-238.640092089,0.741235248966,204,-159.868185073,28.6357952766,0.827394690427
0.00293410307875,7.65363218713,-92.0771496912,-7.65363218713,3.36667479269,27,-103.986405342,179.13762535263632,1.21392554885,0.0,1.09264172488e-14,-224.32495717,0.702982394326,204,-152.255149453,29.4258757845,0.814636738808
0.00665409661495,20.451853817,-91.1309159254,-20.451853817,3.37842495003,28,-104.26309212,179.2669852499895,1.21740960977,0.0,-4.07722584399e-14,-245.513728298,0.71058173488,204,-153.284107247,30.2645680007,0.817479932891
0.00578309102261,2.69565651744,-89.8146357289,-2.69565651744,3.3134787682,29,-103.955462643,180.3852923197901,1.19799862486,0.0,-4.15687875969e-14,-256.82906896,0.696787247653,204,-153.222797716,30.5910808254,0.801764858221
0.00789720226292,23.88694896,-89.0560864404,-23.88694896,3.29116967833,30,-103.770050337,179.71923131906954,1.19124302692,0.0,-6.95609813319e-14,-238.953406047,0.70619835927,203,-151.321003174,30.7015750844,0.796366711581
0.00412952905101,19.6088422209,-85.1700151904,-19.6088422209,3.21118120899,31,-101.982014624,177.25728468149165,1.16663884733,0.0,-4.68014807533e-15,-239.747022213,0.684967782739,204,-149.279217662,30.3896184476,0.777011843702
0.00555231353361,1.69100254187,-86.4789040043,-1.69100254187,3.17314588802,32,-101.490032277,176.94750829552166,1.15472348949,0.0,6.61744085119e-14,-211.605358633,0.701131528325,204,-148.167225364,29.4878528716,0.76780840953
0.00639908134206,12.6335516389,-88.0424134106,-12.6335516389,3.15250197242,33,-98.8833936628,172.0199799294245,1.14819641453,0.0,-1.00905604597e-16,-220.23234438,0.712060009748,204,-142.764393259,27.4001598854,0.762813186315
0.00631298288074,21.0817777465,-86.7977159326,-21.0817777465,3.21298256358,34,-100.830159038,174.9507070983353,1.16719965328,0.0,-3.06577457319e-14,-240.511704593,0.697718077975,204,-147.258813155,30.0035989961,0.777447718776
0.00647061524672,16.6018897624,-88.3943312298,-16.6018897624,3.21399272513,35,-101.092572203,174.92080133961255,1.16751400382,0.0,-3.54513546529e-14,-232.226446887,0.691768668228,204,-146.691332305,29.6660134679,0.7776921483
0.00506726668772,17.3425344841,-91.7883705604,-17.3425344841,3.1548124604,36,-101.265929833,177.58712492545067,1.1489290522,0.0,-3.58779425882e-14,-223.645288919,0.727010149289,204,-148.846485117,26.6586150448,0.763372256766
0.00783198613292,12.0043671755,-92.1467520085,-12.0043671755,3.15663311062,37,-99.3082585122,172.95048680854094,1.14950598826,0.0,-1.59365861511e-14,-221.83043503,0.70956920022,204,-144.133878137,28.0051600216,0.763812800818
0.00587412095734,5.80656161353,-87.9818696679,-5.80656161353,3.15192593799,38,-98.6165081279,171.62780437265673,1.14801367489,0.0,1.01676090158e-14,-212.119956818,0.716147376643,204,-142.226840607,27.039443203,0.762673802847
0.00669419031027,15.2998287885,-83.2227377512,-15.2998287885,3.07998032069,39,-94.6754882451,169.70156176831972,1.12492320758,0.0,2.30526907629e-14,-207.025647527,0.698113984566,204,-136.269569241,26.0962143293,0.745265069702
0.00804163592772,6.86256813419,-84.3866620078,-6.86256813419,3.02097375159,40,-94.3640569299,169.30929441768734,1.10557921372,0.0,-1.73523052441e-14,-196.068927119,0.706738923884,203,-136.147469284,25.8007953858,0.730987207426
0.00852070989679,29.5692030785,-85.6867010262,-29.5692030785,2.98778837591,41,-94.852469038,167.98443374213883,1.0945334401,0.0,-5.51808865363e-15,-217.111578545,0.676326180934,204,-135.755825933,28.0008533561,0.722957318029
0.00659776429194,9.2457723017,-89.1848562258,-9.2457723017,2.8731807275,42,-95.6436793175,169.50759242908703,1.05541968352,0.0,-1.81319073822e-14,-218.465159314,0.720487297969,204,-138.27000108,24.8704875114,0.695225622307
0.00532632861396,4.12139099164,-87.0968306329,-4.12139099164,2.88665884638,43,-97.1625465713,171.92185398124104,1.06009972479,0.0,-1.81345903417e-14,-215.448092999,0.726287454465,204,-140.71366681,25.9294374935,0.698486932497
0.00677299963966,28.2599664719,-85.9167192639,-28.2599664719,2.81376772883,44,-94.0652671501,169.26900073270974,1.034524414,0.0,3.47501515858e-14,-206.53762972,0.699107332212,204,-135.729505503,26.9430585233,0.680849415973
0.00651029846889,23.0057152013,-86.6781755448,-23.0057152013,2.72441551986,45,-93.9570031131,169.7135900250113,1.00225391698,0.0,1.2227874625e-14,-210.972201025,0.730738451064,204,-135.796518777,23.1474641114,0.659228797232
0.00527578397409,19.4818963909,-84.999858132,-19.4818963909,2.78861755772,46,-93.9394225195,166.86304778890695,1.02554597401,0.0,-1.23223872948e-14,-202.147212512,0.734360165191,204,-134.038173296,23.8574244648,0.674763810847
0.00669533782141,23.5773007726,-86.7153141837,-23.5773007726,2.78910319494,47,-95.8797706416,171.80765191349477,1.02572010866,0.0,-2.10842967992e-14,-215.567682168,0.737986269277,204,-139.119760569,24.1177758624,0.674881320839
0.0078261473915,3.85171794764,-89.9039567342,-3.85171794764,2.81107847705,48,-94.6026920472,167.3596106462121,1.03356820938,0.0,-8.78457890518e-15,-188.559157492,0.741396924259,204,-135.379216097,23.840672751,0.680198695773
0.00895436825517,7.40218526437,-91.8828267019,-7.40218526437,2.76847286614,49,-95.2285411765,167.8967322728236,1.01829585631,0.0,-2.21602066219e-14,-210.835939474,0.73840284006,204,-136.153279276,23.8869643437,0.669889385231
0.00711802597136,30.0522762541,-87.9747182027,-30.0522762541,2.80114529838,50,-98.180538423,174.6988296166552,1.03002836869,0.0,1.09678338245e-14,-196.604986011,0.730515162047,204,-142.951279939,25.6938312917,0.677795157333
0.00720198717405,39.380779559,-82.1551671233,-39.380779559,2.78371808416,51,-95.7631417612,169.55357796105736,1.02378747447,0.0,-2.83052531177e-14,-194.423174555,0.749081764106,204,-137.606088632,23.298420122,0.673578281681
0.00469200003161,14.9053282318,-84.4841703449,-14.9053282318,2.87871992739,52,-95.9978408372,168.58683803420624,1.05734572568,0.0,3.09331496714e-14,-221.33920427,0.71872716622,204,-137.827532804,26.1518655303,0.696565946518
0.00591096897774,1.3524799415,-87.6146453682,-1.3524799415,2.82745417743,53,-94.9220251496,168.79934712453357,1.03937672284,0.0,-1.26636203807e-14,-220.469426489,0.728231338725,204,-136.332032165,24.7203044913,0.684161135858
0.00587918453615,19.6953292086,-86.1681072346,-19.6953292086,2.77069966753,54,-94.7871173161,167.71495038763751,1.01909987586,0.0,2.48148820804e-14,-190.62914267,0.738340672984,204,-135.943607735,23.3471555809,0.670428205977
0.00657496002335,11.0113217998,-81.229001914,-11.0113217998,2.78710759312,55,-96.3014219456,171.7682727799964,1.02500435311,0.0,-2.03398794492e-14,-205.190807028,0.741849201293,204,-139.721007833,23.006000375,0.674398443621
0.00568904963136,9.64906861459,-89.3347682934,-9.64906861459,2.68468769932,56,-95.5550744881,171.1377534265811,0.987564408094,0.0,9.92265483643e-15,-203.16457827,0.743165504965,204,-137.919937187,22.9349713899,0.649615827712
0.00452741847176,20.6375847309,-89.8011570688,-20.6375847309,2.71390892822,57,-98.1480089649,174.54623455548202,0.998390004557,0.0,1.23958882465e-15,-208.378517962,0.719373040817,204,-141.872168853,26.0341210165,0.656686509641
0.00445968463313,7.38003596558,-88.6687525328,-7.38003596558,2.75190774987,58,-93.8359353388,167.63075554064926,1.01229439839,0.0,5.19077804093e-14,-195.924840777,0.704816141059,204,-134.825089438,25.2919714068,0.665881112045
0.00416762489483,8.08485317973,-85.3852899771,-8.08485317973,2.82776418017,59,-95.5238885321,169.56419522053227,1.03948635706,0.0,-1.81894432047e-14,-211.336918874,0.71127235531,204,-137.713732939,25.7642014174,0.684236147444
0.0061203563846,9.13217367823,-85.3497979351,-9.13217367823,2.8407485437,60,-95.5338091566,170.05636076764088,1.04406758917,0.0,-3.86593779686e-14,-196.575444576,0.720788573063,204,-138.761064818,23.5560279303,0.687377983296
