NumTrajs,AveragePolicyStd,MaxReturn,MeanKLBefore,MinReturn,Perplexity,Total cost,AverageDiscountedReturn,dLoss,ExplainedVariance,LossBefore,AverageReturn,MeanKL,LossAfter,StdReturn,Iteration,Entropy
204,0.589631972719,-182.037325977,0.0,-306.350826063,2.43679054105,251.79546707629638,-153.077561033,0.0202032917691,0.899146555952,1.88612102769e-16,-234.772589066,0.00230474563089,-0.0202032917691,28.9582459259,23,0.890681821442
204,0.581327400297,-175.438774438,0.0,-298.896136126,2.40246997422,246.99013329400944,-150.257860411,0.0170833971741,0.909832122919,3.31020927089e-16,-230.233919159,0.0043461614261,-0.0170833971741,24.23664369,24,0.87649736406
204,0.564906904005,-170.99242074,0.0,-301.993323692,2.33460847434,245.23722281761994,-149.775120477,0.110517712791,0.901741898349,5.36432359092e-16,-229.20932153,0.00338350804188,-0.110517712791,26.4804351356,25,0.847844200121
204,0.559899225162,-186.717907502,0.0,-312.20319801,2.31391308297,245.3795993902001,-150.739857697,0.0387602318854,0.909539781117,-4.44112747482e-16,-230.581180769,0.0018635608672,-0.0387602318854,25.6617720514,26,0.838940066689
204,0.55449868058,-182.186965403,0.0,-294.238787046,2.29159408305,241.6985349315773,-147.970298048,0.0228587755683,0.916737797262,6.99055521629e-17,-225.951550736,0.00215211309859,-0.0228587755683,23.3249080548,27,0.829247681534
204,0.556190744103,-177.149897097,0.0,-296.010893542,2.29858692703,242.58581763839527,-148.688207907,0.032441727048,0.908852601125,3.90293477688e-16,-226.938179979,0.00382502699174,-0.032441727048,24.0015086811,28,0.832294554573
204,0.550028099202,-177.382703447,0.0,-298.798941427,2.27311837122,242.0446534594069,-149.484717217,0.0262118265004,0.905454360058,-1.18564524668e-16,-227.983223349,0.00278187403218,-0.0262118265004,25.6454180669,29,0.821152620602
204,0.549946740244,-176.097727652,0.0,-305.496791911,2.2727821365,238.50645122001018,-147.424346302,0.0655494644454,0.891919185078,3.71061927645e-16,-224.924622648,0.00438997860946,-0.0655494644454,27.9595716796,30,0.82100469184
204,0.546420058332,-168.181821513,0.0,-314.265544688,2.25820730759,236.84253280983984,-145.429552356,0.0704490692829,0.89648285628,-1.44650135425e-16,-222.338890564,0.00212766380006,-0.0704490692829,26.4241566143,31,0.814571271784
204,0.541295172998,-172.275754463,0.0,-299.102587505,2.23702753328,237.32140976463074,-145.622684388,0.0493257840537,0.89080218293,1.17862853446e-16,-223.023105162,0.00151223159167,-0.0493257840537,26.8142387618,32,0.805147990561
204,0.540627192151,-165.992113045,0.0,-281.954844812,2.23426694789,236.48734175967041,-145.441774055,0.0455583519062,0.881061939561,-3.7665011338e-16,-222.44870718,0.00198882919801,-0.0455583519062,27.8685533289,33,0.803913186746
204,0.534666080969,-149.895879787,0.0,-305.778079404,2.20963127681,234.38025378319216,-144.680091314,0.0536155337168,0.875720563651,-5.67457093221e-16,-220.984984524,0.0018023376712,-0.0536155337168,28.8349426727,34,0.792825658536
204,0.530590728093,-162.105420232,0.0,-299.607602999,2.1927889382,232.75117320754444,-142.849386536,0.0465316872935,0.886045977611,6.74306632734e-18,-217.820380852,0.00274883849909,-0.0465316872935,25.5134436481,35,0.785174221393
204,0.522707321523,-153.968042046,0.0,-296.635457225,2.16020893669,229.7411941565701,-141.596110383,0.0794942303775,0.870271951789,3.2624361963e-16,-215.181145951,0.00249474253577,-0.0794942303775,27.1571821166,36,0.770204946966
204,0.522207996435,-147.826912964,0.0,-273.044137267,2.15814536024,222.62807102629023,-136.992326413,0.0674052222741,0.872930999152,-5.5625807446e-16,-207.384352745,0.00326784720312,-0.0674052222741,23.7707257487,37,0.769249223344
204,0.52127395986,-150.543261454,0.0,-284.693772758,2.154285238,223.79020822468817,-137.601386601,0.043489278867,0.867413365873,6.75356958005e-16,-207.895740483,0.00202004913875,-0.043489278867,26.3202264078,38,0.767458992437
204,0.518672512602,-144.107066895,0.0,-261.050539783,2.14353415535,218.04281122726076,-133.632810275,0.0378283749169,0.869516717247,-2.16767762502e-17,-201.087095269,0.00347751951379,-0.0378283749169,23.9234897768,39,0.762455941313
204,0.518533403842,-142.516390196,0.0,-282.769912873,2.14295925622,218.98987461202273,-133.831018914,0.0895720140457,0.862678070976,-2.83567111433e-16,-201.483432088,0.00304033433674,-0.0895720140457,24.0287917855,40,0.762187703813
204,0.513430901521,-133.871368185,0.0,-265.259103252,2.12187198489,215.21131374060917,-132.399608857,0.0774303577506,0.855942398749,2.96713838634e-16,-198.768277452,0.0026496445296,-0.0774303577506,24.9110885317,41,0.7522987108
204,0.506593263597,-138.474167141,0.0,-303.542993543,2.09361386425,210.2013511654115,-129.677782986,0.0311919951684,0.858819496355,1.5896394067e-16,-193.11379967,0.00433484365155,-0.0311919951684,25.5549833823,42,0.738891694419
204,0.503741473509,-128.072360953,0.0,-300.478894254,2.08182818194,209.74074667343473,-129.675607183,0.0523423434392,0.841315411349,-6.29674442064e-17,-192.211838682,0.00209528300034,-0.0523423434392,27.5440693811,43,0.733246441304
204,0.50390853281,-120.481583682,0.0,-274.504436394,2.08251859315,207.29071517590015,-128.201538441,0.074224810887,0.82961839839,1.18912627595e-17,-189.170766623,0.00167652028606,-0.074224810887,29.0771521642,44,0.733578023304
204,0.504007856255,-120.070869696,0.0,-274.553724626,2.08292907027,205.22991185763567,-126.339810471,0.0388383259935,0.827194544907,6.01302114699e-16,-186.904824945,0.00145036694832,-0.0388383259935,28.4458263051,45,0.733775109979
204,0.502041460271,-117.780484274,0.0,-245.555264109,2.07480248393,200.6833481574864,-124.87159587,0.0381327296023,0.85709017505,6.95709297618e-16,-182.799266653,0.00258304509669,-0.0381327296023,24.4195979994,46,0.729865960684
204,0.4997052529,-134.330157537,0.0,-261.30866992,2.06514756648,202.96461571303874,-125.242067271,0.0111369549436,0.837125261982,-1.70294977945e-16,-185.09234067,0.00401803061968,-0.0111369549436,25.6418159281,47,0.725201684625
204,0.493472762723,-128.351517173,0.0,-247.795205153,2.03939035891,201.73865911003236,-123.941833429,0.0695098966059,0.831682323742,7.57949760739e-17,-182.616518286,0.00198343416902,-0.0695098966059,26.0668082618,48,0.712650919522
204,0.487985385661,-107.607219833,0.0,-240.830367149,2.01671250368,199.42933981890664,-122.215836922,0.0297927219902,0.826556225422,3.51888745115e-16,-179.636579309,0.00285935731369,-0.0297927219902,26.2883379771,49,0.701468712212
204,0.480718247766,-109.873793888,0.0,-245.243260498,1.98667937504,198.02145219711062,-121.136935046,0.0551524661499,0.827866081423,1.96694222578e-17,-178.070147517,0.00317331857613,-0.0551524661499,25.2235797683,50,0.686464589221
204,0.479261441712,-125.833266126,0.0,-261.407263004,1.98065878699,199.7192545836369,-122.380832573,0.0464370833293,0.822184212437,-3.93668456996e-16,-179.397555762,0.00354940931805,-0.0464370833293,27.2967748254,51,0.683429510067
204,0.475929610069,-105.608344844,0.0,-257.944848785,1.96688922189,197.88222974971032,-121.216354061,0.0538114107831,0.825707474908,2.67287025585e-16,-177.424010032,0.00183753994186,-0.0538114107831,26.8053718866,52,0.676453219513
204,0.47665374939,-117.876141415,0.0,-251.204519365,1.96988189516,196.1354212395176,-120.901028799,0.0122918378352,0.844499155189,-6.86440131939e-16,-176.153904909,0.00292659458793,-0.0122918378352,25.5538863509,53,0.677973589259
204,0.471570577633,-116.858171806,0.0,-268.768870542,1.94887451187,199.88306918033345,-122.241731044,0.0925924576661,0.827631285727,-4.9421396992e-16,-179.307655516,0.00438649881939,-0.0925924576661,27.3659303997,54,0.667252032544
204,0.46393113234,-117.462786051,0.0,-252.341315053,1.91730273677,194.5819365825574,-118.91755512,0.0187207151936,0.82516202134,-3.53072785373e-16,-173.8498522,0.0043318053528,-0.0187207151936,25.3004083488,55,0.650919373752
204,0.458022647368,-126.275591536,0.0,-255.382006803,1.89288455567,192.62186007529692,-118.452685191,0.0658650055996,0.842474071231,1.28204821899e-16,-172.324249717,0.00292552522087,-0.0658650055996,24.842926414,56,0.638101885515
203,0.452101230624,-115.571764045,0.0,-242.442249924,1.86841293104,192.68738190105105,-117.967804566,0.0846973834068,0.820768827306,5.22528105098e-16,-172.128273787,0.00308768599363,-0.0846973834068,26.9558642278,57,0.625089370537
204,0.44459687344,-109.277391984,0.0,-266.508618696,1.83739943881,193.73872394700462,-118.25594743,0.0571120738637,0.827974387195,7.9623815027e-17,-172.665309249,0.00148639069562,-0.0571120738637,25.2255059381,58,0.60835122343
204,0.445426921344,-114.28316879,0.0,-244.967279805,1.84082980381,190.46537347315262,-116.478689732,0.0304512731403,0.849673469197,-2.83970573385e-16,-168.89439912,0.00241036164721,-0.0304512731403,22.9471418877,59,0.61021645029
204,0.440995448176,-118.694190274,0.0,-256.300556227,1.8225157157,192.18824289986563,-117.310991413,0.0527583042693,0.83138252043,3.42720816815e-16,-170.751494435,0.0021684178451,-0.0527583042693,24.9668390567,60,0.600217808021
204,0.440645726062,-112.295587839,0.0,-243.989277582,1.82107040816,193.40661451154108,-117.598994243,0.0514510939382,0.828027536044,-2.25127037279e-16,-171.512488388,0.0021278638937,-0.0514510939382,25.3168031467,61,0.599424464554
204,0.446016356544,-122.174216949,0.0,-239.165183243,1.84326578114,193.50001386995544,-117.889080998,0.0196181708202,0.832682369081,4.49009759555e-17,-171.670719025,0.00192383983058,-0.0196181708202,25.4241018366,62,0.611538879435
204,0.450379714185,-110.57642381,0.0,-235.597527363,1.86129836607,191.29668637336195,-116.500372875,0.026758105227,0.833927537317,-4.00642736613e-16,-168.822777909,0.00266804495829,-0.026758105227,24.7902703765,63,0.621274290481
204,0.452234031559,-112.333045522,0.0,-243.082193861,1.86896176162,189.69770510592792,-116.351946297,0.0880607151593,0.836181208434,-1.13571968429e-16,-168.840097381,0.0036707062253,-0.0880607151593,23.8694899199,64,0.625383068994
204,0.446458252784,-120.745523057,0.0,-228.020565474,1.84509201959,189.84399907437702,-115.971107456,0.00578176145192,0.843440911364,-4.60443627183e-16,-167.973049396,0.00404380734331,-0.00578176145192,23.1905004635,65,0.612529151364
204,0.451340816709,-110.58586042,0.0,-237.889831337,1.86527034461,190.61492649809676,-116.313274885,0.0329838346321,0.827963071578,-3.29749689454e-16,-169.318713286,0.00181891003043,-0.0329838346321,24.8157059102,66,0.623405999484
204,0.450965992824,-112.203698409,0.0,-234.55256474,1.86372129819,186.29108265754442,-114.262748867,0.0414257117762,0.841888293122,3.46823487355e-16,-165.075663173,0.00254914832087,-0.0414257117762,22.8548495659,67,0.622575186945
204,0.44384962642,-112.20733691,0.0,-239.176558504,1.83431126762,185.6347450908506,-114.966693412,0.0638350251816,0.838400611653,5.46770105206e-16,-165.187566228,0.0020253023447,-0.0638350251816,24.0580506052,68,0.606669080055
204,0.436988719317,-106.284404896,0.0,-236.389353242,1.80595698172,187.86796365129987,-115.99781291,0.020234945364,0.835779296808,-2.20401556339e-16,-166.676510856,0.00268431897583,-0.020234945364,25.4537604266,69,0.591090635065
204,0.435850337032,-108.234315548,0.0,-223.673800188,1.80125235356,187.79350246764582,-115.864691847,0.0635856735714,0.846274690182,-6.44633371438e-16,-166.552570656,0.00378555129101,-0.0635856735714,22.9563984923,70,0.588482174956
204,0.437319578649,-92.5461243711,0.0,-235.874542504,1.80732433445,187.36065460269114,-115.579791103,0.0259456995056,0.840886402706,-3.60860898724e-16,-165.69051497,0.00318674276571,-0.0259456995056,24.3266358181,71,0.591847483303
204,0.436309139989,-112.767850688,0.0,-247.485735174,1.80314846292,184.89191725699737,-114.195892776,0.0404958368154,0.840785876942,6.68488412842e-16,-163.519179194,0.00179205939454,-0.0404958368154,23.6610469197,72,0.589534282996
204,0.439776006174,-94.5935914004,0.0,-241.153187474,1.8174760895,184.0530092314127,-113.44341303,0.0224555769136,0.823908790382,-2.75671589373e-16,-162.184893135,0.00219953127091,-0.0224555769136,24.9405134964,73,0.597448774633
204,0.441613416909,-106.534862839,0.0,-234.287860596,1.82506961446,183.90256547386747,-113.29597185,0.0456748522848,0.816702068611,6.68143666487e-16,-161.778839821,0.00248476670391,-0.0456748522848,26.2278527595,74,0.601618131217
204,0.437385247207,-98.6714494435,0.0,-234.979619325,1.80759572496,182.36231616760597,-112.127142657,0.0374599433166,0.827998024805,-3.70045390594e-16,-159.459483391,0.00261434230057,-0.0374599433166,23.9929372299,75,0.591997633517
204,0.438421866976,-111.215628622,0.0,-236.410844001,1.81187979599,183.88341764716162,-112.769535898,0.0564054171361,0.832790064803,-2.07782304289e-17,-161.26169385,0.00190782041423,-0.0564054171361,24.2209312355,76,0.594364867664
204,0.437381081678,-119.674930975,0.0,-241.200280634,1.80757850995,179.7822553797521,-110.737269303,0.0258640740449,0.831967372254,-7.01914448324e-16,-157.603203578,0.00296033359969,-0.0258640740449,23.332701088,77,0.591988109765
204,0.432383311462,-88.9795225938,0.0,-225.894961814,1.78692406828,180.64522904241187,-111.178074133,0.0675337963423,0.848134829914,-3.8842097096e-16,-158.661862224,0.001905463753,-0.0675337963423,21.5274599185,78,0.580495744103
204,0.428048116352,-93.0971403402,0.0,-262.276262939,1.76900787152,183.16089031701915,-112.122102926,0.0251921266039,0.818145924049,-2.72741856813e-16,-160.938073102,0.00305939170684,-0.0251921266039,24.5014200761,79,0.570418864869
204,0.431226894964,-93.1637802122,0.0,-227.479490533,1.78214490956,180.348980239745,-109.99913764,0.0584698942329,0.812877921827,-3.65422913584e-16,-157.617025669,0.00190112633037,-0.0584698942329,25.3051144499,80,0.577817644237
204,0.42206535423,-100.178827805,0.0,-239.328051069,1.74428272291,181.39901074415852,-109.9165857,0.0146440502326,0.807482488851,2.61569538196e-16,-157.70188376,0.00306592022216,-0.0146440502326,25.6559312134,81,0.556343424111
204,0.415216894768,-104.295235021,0.0,-225.505346222,1.71597987977,181.44797581908418,-110.11529622,0.0261721599908,0.839955563141,-5.16883563268e-16,-157.097206232,0.00248587762679,-0.0261721599908,22.2604668607,82,0.53998427592
204,0.415917048816,-106.277475067,0.0,-232.073671172,1.71887342836,179.2345284193633,-109.162813503,0.016535753974,0.839216469407,-6.82912850181e-16,-154.903309001,0.00245438781089,-0.016535753974,21.5453977755,83,0.541669092717
204,0.416209275419,-106.521068529,0.0,-230.01540556,1.7200811224,179.4698071272972,-109.887517683,0.0128270196675,0.841595550153,8.70912188807e-17,-155.582766485,0.00252856994628,-0.0128270196675,22.3864447773,84,0.542371453899
204,0.420967499364,-92.8622840674,0.0,-209.594346865,1.73974558369,180.95561181529044,-111.470463452,0.0210945031968,0.85612377823,3.97631631716e-16,-158.238329765,0.0017798550376,-0.0210945031968,21.0895588423,85,0.553738886264
204,0.431287186411,-112.45732606,0.0,-235.954572528,1.78239407791,182.73274035228252,-112.184247,0.00709826814754,0.842568986966,4.81737265116e-16,-159.576317633,0.00335785923203,-0.00709826814754,22.2711162751,86,0.577957448209
204,0.436306946314,-117.199116001,0.0,-235.08449362,1.80313939705,184.56589295151528,-114.119241957,0.0350308283095,0.848946398147,-4.16578378522e-16,-162.261651868,0.00219486000797,-0.0350308283095,23.3275840635,87,0.589529255183
204,0.431193212951,-110.857739119,0.0,-235.972563471,1.78200571085,187.3864665173694,-115.581799339,0.0518291847427,0.864503878416,3.48730985575e-16,-164.855566792,0.0023284299661,-0.0518291847427,22.8195426043,88,0.577739533783
204,0.435078352415,-99.0146171052,0.0,-240.281388542,1.79806194852,186.12180687067715,-114.795289589,0.0689263778363,0.850661710441,-9.78686909801e-17,-163.444827083,0.00185331244087,-0.0689263778363,22.8553993473,89,0.586709389585
204,0.429903213153,-113.612015432,0.0,-227.104120989,1.77667448824,184.35536074644833,-113.116862472,0.0205107304121,0.839547809079,-2.81266203855e-16,-160.844945656,0.00246752319031,-0.0205107304121,23.4812976349,90,0.574743351885
204,0.429986671891,-112.408014954,0.0,-231.164910095,1.77701940078,184.95957170092544,-114.478039632,0.0277360173724,0.856183244021,-2.96314506115e-16,-162.923863166,0.00298576960933,-0.0277360173724,22.0956237592,91,0.574937466827
204,0.431248266539,-110.48468315,0.0,-219.767324065,1.78223323254,187.30881622426838,-115.460400374,0.0401680101309,0.839892665711,-6.63167892422e-16,-166.020716089,0.00300267838146,-0.0401680101309,22.8644795481,92,0.57786720294
204,0.427655278922,-106.516261799,0.0,-211.443693707,1.76738437996,184.2557643725759,-113.834583116,0.0113252120673,0.851853809556,4.30953303195e-16,-162.154082092,0.00460874928738,-0.0113252120673,22.1248778053,93,0.569500702198
204,0.428050882704,-113.808133232,0.0,-229.518686906,1.76901930411,185.16994851150085,-112.982958521,0.0542347944097,0.825462037117,3.88207560257e-16,-161.919893212,0.00270295383294,-0.0542347944097,23.6069954737,94,0.570425327561
204,0.422484135744,-111.456178944,0.0,-234.52418618,1.74601343441,185.77681630594492,-113.151073942,0.0241726317059,0.804092942384,3.09047696296e-16,-162.269300037,0.0022946357166,-0.0241726317059,26.1623036566,95,0.55733515178
204,0.428686414051,-109.666182122,0.0,-225.563233779,1.77164578444,186.28413034944518,-114.213072709,0.0349822199647,0.839625834143,-6.45416615921e-16,-164.178723365,0.00241414159764,-0.0349822199647,22.6494923963,96,0.571908936284
204,0.428951936209,-112.599689473,0.0,-241.600134785,1.77274311618,185.13337674225372,-113.688477731,0.0550164314474,0.809487718783,-1.7438043863e-16,-163.148695898,0.00190054764029,-0.0550164314474,25.6878480194,97,0.572528130066
204,0.429866080758,-111.120250338,0.0,-235.789650343,1.77652103002,184.43716210395343,-113.475577049,0.047840262367,0.817252540579,2.30614130303e-16,-162.007650255,0.00281695017997,-0.047840262367,25.1258271833,98,0.574656974305
204,0.424056313263,-107.535338536,0.0,-236.251394339,1.75251082174,185.06887973418438,-113.961866688,0.0427416675555,0.819940043739,-5.23713012629e-17,-162.764799771,0.00264026983267,-0.0427416675555,24.8342756963,99,0.561049514935
