Total cost,MeanKLBefore,ExplainedVariance,MaxReturn,MinReturn,AverageReturn,NumTrajs,LossBefore,MeanKL,AverageDiscountedReturn,Perplexity,StdReturn,AveragePolicyStd,dLoss,LossAfter,Iteration,Entropy
164.0571319869328,0.0,0.77266649012,-90.7769212003,-227.231973806,-137.376344433,404,-1.93263765292e-16,0.00358731413275,-96.4131670011,3.25324619507,23.4498055314,0.78719033886,0.00442785621799,-0.00442785621799,23,1.1796533271
162.21128055750677,0.0,0.774929731356,-89.0993561805,-236.002158822,-134.89071693,404,-2.51802922538e-16,0.0042528556128,-95.030790236,3.2079479332,23.1761376611,0.776229485615,0.0304425330593,-0.0304425330593,24,1.16563145957
162.43209016273954,0.0,0.801125436922,-88.1573524733,-227.892218324,-133.615502208,404,-2.96425792953e-16,0.00199250507049,-94.3798191438,3.12067037964,21.2262582243,0.755110872747,0.0148013025602,-0.0148013025602,25,1.13804784401
160.5286653903545,0.0,0.783004150149,-84.5157013954,-230.664119287,-130.503875829,404,2.5250599684e-16,0.00273893802427,-92.7101736924,3.10305862009,22.4549753323,0.750849342529,0.0433021646289,-0.0433021646289,26,1.13238827671
160.77875631540914,0.0,0.788558947474,-86.8460989357,-223.33545617,-131.813101301,404,2.63558707459e-16,0.00370925115614,-93.5634270477,3.09209716585,21.0220805273,0.748196991505,0.0915291503157,-0.0915291503157,27,1.12884955515
160.109169920878,0.0,0.792683587281,-82.4884602428,-222.82501629,-130.814812399,404,-5.84105341941e-17,0.00413333717608,-93.0111871801,3.03367021815,20.5669581297,0.734059380638,0.0613852768329,-0.0613852768329,28,1.10977317962
159.2398150741209,0.0,0.793669326675,-81.4956439867,-205.348365044,-128.596915838,404,-1.16648307791e-16,0.00205160146532,-92.0038630406,2.94221787956,20.3989216257,0.711930592009,0.0281340443432,-0.0281340443432,29,1.07916367775
157.94935552583738,0.0,0.802944251831,-86.2037784023,-211.33167714,-125.954514345,404,4.6124582635e-17,0.00236505139233,-90.4537854533,2.87789557645,19.3678404852,0.696366477724,0.0765546432499,-0.0765546432499,30,1.05705932443
158.97903828103995,0.0,0.791930513226,-85.376212721,-198.818513571,-127.148236472,404,-2.12404952525e-16,0.0030168385129,-90.8230096872,2.87693724708,19.8753006467,0.696134590073,0.00546444556306,-0.00546444556306,31,1.0567262724
159.57783870158585,0.0,0.78414805472,-83.4477134466,-233.740342781,-127.15982834,404,-3.76085272079e-17,0.00305350330706,-90.9200052552,2.87073171624,20.6466929738,0.694633033279,0.0564922618368,-0.0564922618368,32,1.05456695067
157.1506987328648,0.0,0.802469173021,-88.2425814864,-184.135802618,-125.077851897,404,-9.46457048507e-17,0.00391014809239,-89.7366085736,2.94840885041,18.3424243217,0.713428625712,0.000665767735902,-0.000665767735902,33,1.0812656521
156.784191343139,0.0,0.803714959222,-85.5424406808,-189.469057858,-125.122061364,404,-1.3647194431e-17,0.0027139587364,-90.0974380018,2.93106576043,18.8517868564,0.709232105664,0.0333302471426,-0.0333302471426,34,1.07536609765
158.96492736605506,0.0,0.810527791395,-84.044245393,-204.029066348,-126.332326356,404,1.23189711504e-16,0.00191722990113,-90.6468149786,2.83548265611,18.7649287418,0.686103792662,0.0443554285493,-0.0443554285493,35,1.04221217176
158.43936280864799,0.0,0.804787186734,-82.3896639093,-222.69088313,-126.482255217,404,-9.24980802193e-17,0.00255458815169,-90.7680155645,2.83912980988,19.1265328213,0.6869862971,0.0744690821319,-0.0744690821319,36,1.04349760025
157.66180766983416,0.0,0.793803430052,-86.9624356957,-225.979913629,-124.831042595,404,-3.02823135253e-16,0.00306621549923,-89.8406269207,2.82453062558,19.8109033917,0.683453721899,0.0468981744771,-0.0468981744771,37,1.03834220056
156.96064953889024,0.0,0.807110437266,-85.5911559939,-224.847083958,-123.232935709,404,7.72404918507e-17,0.00277773994782,-88.7323189828,2.83218031978,18.0105806592,0.685304723947,0.014662351844,-0.014662351844,38,1.04104684604
156.5184712424103,0.0,0.810442558902,-85.3543222814,-226.180171489,-123.157036024,404,5.36098937206e-17,0.00206162159605,-88.8887992478,2.79881233121,18.3783863162,0.677230647576,0.042687701885,-0.042687701885,39,1.02919515977
157.32851332774365,0.0,0.804450978072,-84.6547715986,-173.585426793,-124.402831938,404,-1.72164772314e-16,0.00420033766501,-89.3248769344,2.82333258719,18.2451767299,0.683163831681,0.0444570032261,-0.0444570032261,40,1.03791795572
155.62151032336791,0.0,0.794995353359,-82.9654715948,-230.331406629,-121.423720193,404,3.32399536024e-17,0.00170471629648,-87.6678154348,2.78318745972,18.5855530527,0.6734498861,0.0519507889157,-0.0519507889157,41,1.02359683914
155.6503420181808,0.0,0.808453953618,-83.0921124776,-184.868493851,-121.342332947,404,-4.26988218172e-17,0.00481663288168,-87.6247059636,2.76802109545,17.7248589442,0.669780069951,0.00648280340825,-0.00648280340825,42,1.01813265892
155.6851838765106,0.0,0.784007824877,-81.6195218909,-221.948805693,-121.528652392,404,1.76043293129e-16,0.00265644709581,-87.9614874667,2.72542772264,20.3144987507,0.659473720673,0.0023179235878,-0.0023179235878,43,1.00262537824
157.10009271233292,0.0,0.796494803971,-80.8861201038,-232.002985699,-123.101228061,404,-1.10159316625e-16,0.00265001648904,-88.9362316008,2.73378923241,19.8497590197,0.661496961249,0.00127133999149,-0.00127133999149,44,1.00568864404
155.900964297141,0.0,0.821451376344,-80.4969857568,-211.66508131,-121.755817783,404,-1.98077316842e-16,0.00151703175602,-88.083716372,2.75104230895,17.0643348164,0.665671700678,0.0565722021534,-0.0565722021534,45,1.0119798613
155.0684528684753,0.0,0.808880172388,-82.9779418717,-183.905133817,-119.991816575,404,3.38182967754e-16,0.0031447570358,-86.8158994759,2.75815335952,17.6281917187,0.667392366739,0.0442570496487,-0.0442570496487,46,1.01456138316
156.78484551182092,0.0,0.802451868075,-82.6295229989,-205.761284626,-121.347895107,404,1.07249522841e-16,0.00375294627422,-87.6880946319,2.68414844566,18.7274262191,0.649485344112,0.0245447551493,-0.0245447551493,47,0.987363525201
155.8539931660541,0.0,0.825341332391,-82.631934562,-184.268631427,-121.09717196,404,1.69116078866e-16,0.0026658027183,-87.6458004595,2.77088081793,16.4839472437,0.67047203907,0.023145292615,-0.023145292615,48,1.01916525446
155.5614553506781,0.0,0.803193437221,-82.5738523174,-197.745486819,-120.486542152,404,9.3149867911e-17,0.00305351294835,-87.1041652163,2.73377820811,17.7755118911,0.66149429369,0.0266865206943,-0.0266865206943,49,1.00568461142
155.96055811107743,0.0,0.806323167215,-82.751080627,-195.442286447,-120.580905129,404,-9.44491374393e-17,0.00271587336815,-87.3362764617,2.74867055839,18.0455635792,0.665097806477,0.0775990548819,-0.0775990548819,50,1.01111736147
155.35716559075297,0.0,0.819087773644,-82.2984846562,-175.488793441,-118.699341529,404,6.43533681122e-17,0.002722794494,-86.2054177173,2.68719493087,16.7329833131,0.650222504347,0.0185969516195,-0.0185969516195,51,0.988497872916
156.51245376978082,0.0,0.808087459165,-82.9398302798,-190.28166834,-118.666550286,404,2.50702063125e-16,0.00251861467029,-86.0727493655,2.70364677045,17.1595994086,0.65420336789,0.0247530610816,-0.0247530610816,52,0.994601517418
154.6714240747228,0.0,0.822137790167,-82.1385182214,-174.171996281,-117.116028574,404,1.32081010546e-16,0.00178508468945,-85.4501518359,2.68541275448,16.2110748715,0.649791269834,0.0261645645537,-0.0261645645537,53,0.987834442209
155.5205172631568,0.0,0.82914109728,-82.004710072,-195.667237528,-118.453064185,404,3.9469595898e-16,0.00380220668293,-86.1278542089,2.70638301773,15.8411442598,0.654865459626,0.0799223147055,-0.0799223147055,54,0.995613063608
154.67297292216827,0.0,0.816126429175,-80.9008512025,-171.008718559,-118.051222884,404,-1.46360372446e-16,0.00402146306767,-85.9298967148,2.76445484295,16.7508238325,0.668917141249,0.0242219672,-0.0242219672,55,1.01684345204
153.62878790153522,0.0,0.808999544972,-81.2916174461,-171.676179991,-115.688087477,404,-1.00251368024e-16,0.00332439794665,-84.5017868946,2.69027729395,16.5964753736,0.650968345975,0.0791302947154,-0.0791302947154,56,0.989644271555
153.8722687414296,0.0,0.818516861374,-83.0934687677,-167.71335393,-117.247390929,404,-8.71669407389e-17,0.00360953852826,-85.4943905432,2.6927400268,16.4514093722,0.651564255226,0.0172952064915,-0.0172952064915,57,0.990559272518
154.54926130913134,0.0,0.828882529786,-82.2703082448,-176.581436888,-119.311090164,404,1.70592018924e-17,0.00360011221563,-86.8590665729,2.74270667791,16.1531931644,0.663654721996,0.0206967607923,-0.0206967607923,58,1.00894527146
153.65076065213105,0.0,0.819413252518,-84.1426500653,-211.75321733,-119.152567373,404,-2.43265254356e-16,0.00171046062378,-86.896388907,2.8387124951,17.2705967847,0.686885319141,0.0412760796764,-0.0412760796764,59,1.04335060258
154.90110622767727,0.0,0.816258071289,-85.958200854,-170.009317336,-120.626865931,404,-1.05098822973e-16,0.00325205743662,-87.6934366342,2.84864792808,17.8166612951,0.689289403057,0.0220527132488,-0.0220527132488,60,1.04684447051
154.5848790034048,0.0,0.833146756352,-81.7970494674,-187.720562223,-119.805560408,404,2.04065397636e-16,0.00473711648181,-87.3413560727,2.81788854316,16.6380092213,0.681846532402,0.0464367146439,-0.0464367146439,61,1.03598786094
154.23152044949694,0.0,0.844004206982,-82.6355909285,-161.266603102,-117.406266745,404,-3.79660611151e-17,0.0030100679758,-85.9731996236,2.76067887923,14.831930336,0.668003468571,0.070962845638,-0.070962845638,62,1.01547662022
153.72232651088203,0.0,0.84356293525,-82.8148619233,-179.911295526,-116.378631513,403,2.9553470462e-17,0.0022807776301,-85.1163500301,2.71892067047,14.6099257009,0.657899204543,0.00192468708542,-0.00192468708542,63,1.00023498923
152.54454450033833,0.0,0.837924406419,-81.1331458241,-171.554018202,-115.779767939,404,4.16920981475e-16,0.00267640292569,-84.9811150566,2.73849767702,15.4972522297,0.662636267003,0.00173586926186,-0.00173586926186,64,1.00740947697
152.09016048718894,0.0,0.835511286974,-81.6314042204,-155.478254863,-114.77125613,404,4.84711281321e-17,0.00156814572479,-84.4471336738,2.74093143927,15.3394097655,0.663225166218,0.0329684232074,-0.0329684232074,65,1.00829780397
153.91321728364863,0.0,0.840903517525,-80.5540510466,-168.341830438,-116.35792327,404,-1.16683541778e-16,0.00279151339511,-85.4357648845,2.74185594691,15.212770311,0.663448870001,0.0685240439391,-0.0685240439391,66,1.00863504399
153.83729886400562,0.0,0.839249964755,-81.4904981557,-170.083178591,-114.942421109,404,2.8685246146e-16,0.0028046678961,-84.6924446744,2.67830513786,15.5973716998,0.648071434692,0.0760031659634,-0.0760031659634,67,0.985184183222
154.44680731674444,0.0,0.831783655154,-81.1473697417,-219.191810137,-115.66265597,404,-1.56347044108e-17,0.00391828535333,-84.8588668281,2.65415204054,15.082432565,0.642227092233,0.0742855322125,-0.0742855322125,68,0.976125221585
151.94844437021894,0.0,0.847522077651,-82.6031635814,-152.315587945,-113.298468355,404,-1.24349059911e-16,0.0038893334401,-83.6545336487,2.63514220115,13.7367061953,0.637627267622,0.0955236363658,-0.0955236363658,69,0.968937146816
154.1078950489947,0.0,0.844615961697,-80.4229076232,-163.165299901,-115.964362032,404,-1.25452469611e-16,0.00369348471547,-85.0564629724,2.64128939102,14.4335673384,0.639114707611,0.0180516293668,-0.0180516293668,70,0.971267203618
153.27918443820155,0.0,0.845207676853,-82.9570978973,-218.407872682,-115.408274874,404,-2.74877144364e-16,0.00411717173918,-84.7799815673,2.65663378959,14.8497610846,0.642827602849,0.0356066313236,-0.0356066313236,71,0.977059828747
153.19390155582605,0.0,0.851593680664,-81.7800092564,-186.726894088,-115.639125804,404,1.24729667606e-16,0.0027234834242,-84.8089637832,2.67863421708,14.1044836489,0.648151062228,0.0421222173512,-0.0421222173512,72,0.985307044129
153.22010182699069,0.0,0.817375657922,-80.1542054357,-237.229606956,-117.149243248,404,-5.62361354428e-17,0.002867392354,-85.5147490619,2.7432558813,16.8107101304,0.663787613139,0.00551680575926,-0.00551680575926,73,1.0091454928
153.3277916875933,0.0,0.828105124717,-81.116366368,-239.12900315,-116.971465316,404,3.47794556759e-17,0.00285701381123,-85.5838901901,2.74762101271,16.3105784252,0.66484384715,0.0551605784465,-0.0551605784465,74,1.01073545099
152.69248831281394,0.0,0.82565442805,-81.8167442236,-215.777338981,-116.048950929,404,5.36350089945e-17,0.00177902300022,-84.945826222,2.79219853482,16.0804418065,0.675630302472,0.0360016140546,-0.0360016140546,75,1.02682929083
154.48728432455277,0.0,0.834769601351,-84.1412494153,-226.537987695,-118.575312731,404,-1.67360003578e-16,0.00255479176328,-86.4003710584,2.8132465781,15.9600981406,0.680723312753,0.0712361122651,-0.0712361122651,76,1.0343391823
153.74809102000395,0.0,0.82106433021,-83.212428339,-226.084672199,-118.551073309,404,8.04782218811e-17,0.00233973846962,-86.4720144805,2.85633704062,17.508475199,0.69114994319,0.04889860772,-0.04889860772,77,1.04954004894
152.93821977787823,0.0,0.844022318893,-85.1376860131,-199.184139692,-117.467389035,404,-3.00761518992e-17,0.00256561414489,-85.9230135265,2.81896575194,15.1402744927,0.682107185391,0.00411983194283,-0.00411983194283,78,1.03637006305
153.78044073506223,0.0,0.843093846457,-84.6119525162,-185.36008201,-117.891344707,404,2.53674997346e-16,0.00398487873899,-86.0227961927,2.80649812242,14.9620837218,0.679090384044,0.0232158377052,-0.0232158377052,79,1.03193748639
150.4678073493896,0.0,0.847683618721,-82.1636542038,-179.814255902,-114.342223183,404,1.78242508914e-16,0.00228808844522,-84.3496328827,2.80099441864,14.6331332967,0.677758648852,0.0104722734883,-0.0104722734883,80,1.02997450364
151.9228436332437,0.0,0.84466948321,-83.1881737487,-231.995162795,-115.937562893,403,-1.90411708248e-16,0.00393098016627,-84.9705312576,2.78035552561,14.8576836104,0.672764640952,0.0413184409243,-0.0413184409243,81,1.02257880643
153.05440499582602,0.0,0.847725207261,-81.3996728682,-174.00464948,-115.993738687,404,3.52552014396e-16,0.00318882278399,-84.9835318068,2.70343918651,14.536108396,0.654153138653,0.0181603451815,-0.0181603451815,82,0.994524735231
152.26187425814388,0.0,0.839259127107,-80.9861472194,-206.801050671,-113.630692115,404,2.34060794148e-16,0.00250824470109,-83.698945295,2.6565372257,14.4561177756,0.642804237215,0.0616690402595,-0.0616690402595,83,0.977023479873
151.96406968366617,0.0,0.836786039493,-80.9958115392,-166.04912074,-113.557332792,404,-2.40304970057e-16,0.00277629408707,-83.6383759592,2.64862453506,14.8550616878,0.640889597728,0.0792995328939,-0.0792995328939,84,0.974040461876
151.1721066923671,0.0,0.851282601697,-81.4020776103,-155.185467704,-113.028939505,404,2.9288127467e-16,0.00167327408128,-83.3881087278,2.67472886585,13.6832174404,0.647206081563,0.039340337019,-0.039340337019,85,0.983848016651
152.92270021730275,0.0,0.853191420933,-84.6187229011,-166.927833955,-115.317340372,404,1.00258088749e-16,0.00259788054199,-84.6686253527,2.66446191539,14.2569077757,0.64472178012,0.0630876170468,-0.0630876170468,86,0.980002129309
152.08226897934344,0.0,0.829743231297,-80.9366818701,-216.386021831,-114.597829913,404,4.03235218977e-17,0.00405402982647,-84.1961456669,2.69858285898,15.7012182679,0.652978049563,0.0664550398803,-0.0664550398803,87,0.992726768176
151.7529817513694,0.0,0.83435745191,-77.3246429497,-148.843874345,-113.5345225,404,1.61986398323e-17,0.00180560324499,-83.5918706618,2.69634252744,14.6890468303,0.652435954916,0.0339852092207,-0.0339852092207,88,0.991896235216
151.64594917058935,0.0,0.831045579183,-77.6282021757,-150.200643051,-112.597761704,404,-1.24957885155e-16,0.00255188406724,-82.8499411537,2.66078888214,14.7901914846,0.643833013603,0.0210787552771,-0.0210787552771,89,0.978622651056
152.89046159013364,0.0,0.831108835588,-81.0824686246,-174.678080689,-114.393491084,404,1.45952278407e-16,0.00223877728371,-83.9164525048,2.66575972125,15.1797368599,0.645035811145,0.00488908088307,-0.00488908088307,90,0.980489090632
151.0078318379524,0.0,0.83471576544,-80.6139557492,-158.136472777,-114.05535412,404,1.17349755721e-16,0.00394823358903,-83.899622957,2.73867334376,15.0619342615,0.66267877321,0.0260275567429,-0.0260275567429,91,1.00747362204
152.10052026943865,0.0,0.827038474834,-83.7611597801,-220.078130569,-115.160802629,404,4.07665702918e-17,0.00431267808738,-84.232553873,2.72857993509,15.225925739,0.660236463803,2.87980624446e-05,-2.87980624446e-05,92,1.00378130357
153.57579334477853,0.0,0.83124682293,-80.5154281308,-199.199203317,-117.815446863,404,-3.52401373761e-17,0.00160595596311,-86.0190921083,2.80332706957,15.7979179242,0.678323082088,0.0452227666474,-0.0452227666474,93,1.03080695092
151.09312282234777,0.0,0.839915706634,-79.403953372,-176.711290984,-115.008128032,404,-2.67653936403e-17,0.00339224837767,-84.34977588,2.78538593188,14.2514632118,0.673981852004,0.00479350318941,-0.00479350318941,94,1.02438643896
152.64265924258802,0.0,0.840829860088,-79.1538843282,-155.214908754,-115.475074493,404,1.86500954083e-16,0.00259159936177,-84.589860513,2.78084895644,14.422196081,0.672884036769,0.061531956833,-0.061531956833,95,1.0227562611
152.93714729179013,0.0,0.856337825505,-83.954661843,-155.909169956,-116.187479883,404,-1.86478548378e-17,0.00462553694976,-85.2139249669,2.78049511747,14.0782868126,0.672798418097,0.00689354862495,-0.00689354862495,96,1.02262901166
152.75160842672315,0.0,0.817769687602,-82.6214142773,-219.061758519,-115.47344825,404,-1.87423077119e-17,0.00180845691453,-84.7347430779,2.82914758444,16.6018609219,0.684570890777,0.0342188494319,-0.0342188494319,97,1.03997545937
152.0466088773232,0.0,0.849994963045,-84.747489124,-159.824630965,-115.328078617,404,-2.88891916288e-17,0.00343914159079,-84.7633017961,2.82310471307,14.3021473209,0.683108692814,0.000141544606,-0.000141544606,98,1.03783724142
151.550153933078,0.0,0.848702319328,-79.8168090664,-158.258387484,-115.277692693,404,1.77513741191e-16,0.00339532556366,-84.6514554734,2.81556995149,14.0918368262,0.681285501096,0.00359001847744,-0.00359001847744,99,1.03516471054
