dLoss,MaxReturn,StdReturn,Entropy,Iteration,ExplainedVariance,NumTrajs,AveragePolicyStd,MinReturn,MeanKLBefore,LossBefore,MeanKL,LossAfter,AverageReturn,Total cost,AverageDiscountedReturn,Perplexity
2594.66845694,-94.3114527839,24.5590145891,1.20362287811,23,0.78593612884,209,0.806286891439,-211.253066221,0.0,1.04989794636e-09,0.00641427602372,-2594.66845694,-145.929070033,174.8539770673938,-102.248580654,3.33216711667
2162.41066213,-92.9642659713,23.5605773018,1.18918616872,24,0.775288752048,209,0.794730381603,-214.865862838,0.0,-5.44446265849e-10,0.00770115360773,-2162.41066213,-140.10740239,171.17668484509136,-98.5033546268,3.28440716612
2089.9859342,-89.9324331391,24.1222781836,1.17037879005,25,0.748285134606,209,0.77992326437,-196.773446668,0.0,-1.25959331854e-09,0.00627120577401,-2089.9859342,-135.262830634,168.03940998529885,-95.4175584225,3.22321332847
3128.36999556,-88.0747283817,24.627795503,1.16289597913,26,0.738181152692,209,0.774109026595,-208.504187013,0.0,-8.12576672615e-10,0.00868204296063,-3128.36999556,-134.23509843,168.23311859403913,-93.9992150492,3.19918464572
1860.44182473,-86.547376612,23.2355621195,1.14071904947,27,0.746243824162,209,0.757130625422,-214.156283995,0.0,-4.50256720796e-10,0.00513414007524,-1860.44182473,-129.150546199,163.26825531847552,-92.156922186,3.12901747485
1900.26153659,-89.6595426332,24.4205154498,1.13572633332,28,0.735628888388,209,0.753359908011,-235.169163241,0.0,-6.02071281719e-10,0.00815131390051,-1900.26153659,-131.29518885,168.24048561969747,-92.4095275304,3.11343411278
1754.00377141,-85.9614257997,23.9875302772,1.10966090472,29,0.743348774832,209,0.73397696882,-231.33824001,0.0,-1.54841472977e-09,0.00985945427323,-1754.00377141,-130.52672506,167.99937869739787,-92.4493352143,3.03332963225
1897.11548985,-87.4554216228,21.5808279555,1.08476285459,30,0.762965063972,209,0.715927997941,-204.260447303,0.0,-4.20525836375e-10,0.00606532764408,-1897.11548985,-128.341188017,167.67720459072302,-91.3399612799,2.95873808439
2903.48561183,-87.002779668,23.1883296954,1.0848920383,31,0.758343480306,209,0.71602049015,-208.773082498,0.0,1.71090164258e-09,0.00923687384097,-2903.48561183,-130.323903545,169.6481682541051,-93.1638709333,2.95912032984
2084.28146221,-85.6308600721,21.4669647544,1.07301579418,32,0.768451005767,209,0.707567152322,-214.524237492,0.0,1.039467179e-09,0.00685365498599,-2084.28146221,-126.07118936,166.56988749156733,-90.5144114655,2.92418495555
1463.64832152,-89.2849631312,18.6096232891,1.0760983296,33,0.803124326642,209,0.709751618252,-210.118444733,0.0,1.76305547939e-09,0.00659630268697,-1463.64832152,-123.707345768,164.09050397294132,-89.441549119,2.93321276639
1203.82203887,-85.7630036303,15.7998699218,1.08485057967,34,0.83640331321,209,0.715990805537,-187.331075952,0.0,-1.98269844986e-10,0.00646911449922,-1203.82203887,-123.2024165,165.0037638507423,-89.4800016561,2.9589976513
1760.27378937,-87.6804773222,16.3955582616,1.09661694813,35,0.844660003227,209,0.724465175676,-209.417642623,0.0,2.24083862577e-10,0.00709765985746,-1760.27378937,-121.301495231,161.45051156670507,-88.5834791073,2.99401994649
2091.00466037,-87.7891950838,16.4950435999,1.09178713357,36,0.831338137421,208,0.720974579474,-208.976199642,0.0,1.56734358825e-09,0.00871546786559,-2091.00466037,-121.957629444,162.17840237310062,-88.5625558751,2.97959425012
1927.93792531,-85.0921931674,20.0718720168,1.10750301815,37,0.800179884159,209,0.732394837425,-219.88986593,0.0,2.86593859755e-10,0.00740592015229,-1927.93792531,-123.874765216,162.45348322908788,-89.33541113,3.02679110822
1753.27538699,-86.1892791348,15.9533487047,1.0920141959,38,0.842775049286,209,0.721138304232,-185.497165073,0.0,-1.99256078304e-09,0.00966948227343,-1753.275387,-121.624789014,162.76918943262905,-88.134715032,2.98027088056
1446.55853774,-85.9423678842,13.1618304395,1.04874663064,39,0.867019075965,209,0.690601789663,-148.267155656,0.0,1.13095666165e-09,0.00732599852303,-1446.55853774,-117.00872058,159.45935580029513,-86.0478948341,2.85407166935
1556.54860619,-86.2043716081,14.3212339111,1.06925667731,40,0.849633060158,209,0.704912317745,-181.093953,0.0,-7.71407826505e-10,0.00946128379258,-1556.5486062,-117.357835587,158.5409526039782,-85.9586515976,2.91321323745
1316.43400072,-87.8047141429,14.6087548349,1.05700225714,41,0.850496808506,209,0.696326739105,-196.379568719,0.0,4.0017766878e-11,0.00813080557479,-1316.43400072,-115.426280991,157.9157465005507,-85.1474582524,2.87773134741
1748.76247154,-85.6626866853,15.3619813378,1.04596325642,42,0.846913342289,209,0.688682259074,-172.437373788,0.0,1.12663656182e-09,0.00998232180332,-1748.76247154,-118.222330853,159.7519721971344,-86.83383347,2.8461387651
1248.52632039,-84.7818350788,13.3815907264,1.04485334165,43,0.863068560908,209,0.687918304504,-161.032298703,0.0,-6.46480202704e-10,0.00803136030484,-1248.52632039,-114.598921908,158.03927820401196,-84.5637515442,2.8429815461
1061.36252449,-84.9531693858,12.3264307384,1.04796942625,44,0.874359625634,209,0.690065259445,-157.45465781,0.0,-4.24549284617e-13,0.0073875638685,-1061.36252449,-115.495932665,158.79135041746895,-84.901737629,2.8518543341
1292.8333576,-86.8009366058,13.5096798025,1.04657605858,45,0.866190333864,209,0.689104414387,-161.806649628,0.0,1.17665877042e-11,0.00662070079674,-1292.8333576,-116.924025232,158.59700219021425,-85.70985818,2.8478834196
1347.18755243,-89.1711457958,15.4447592938,1.05740538109,46,0.856281549817,209,0.696607501678,-211.924239502,0.0,1.35976563342e-10,0.00756032895374,-1347.18755243,-117.851186711,159.3196195424147,-86.4219537951,2.8788916637
1456.87176079,-88.4322274689,12.5127090555,1.0407393175,47,0.876623790853,209,0.685094005585,-172.47628704,0.0,-3.14321413342e-09,0.00675084860355,-1456.87176079,-115.413564609,157.8816157314727,-85.0476271954,2.8313094774
688.141442947,-86.7340434101,12.9581764875,1.04622857235,48,0.868011719816,209,0.68886500169,-177.232386117,0.0,-9.67304458754e-10,0.00681239227722,-688.141442948,-116.682361787,157.29290606354778,-85.8093577864,2.84689399124
1675.3388866,-87.2180803547,13.944590149,1.06707172519,49,0.864471372448,209,0.703373799492,-174.548967246,0.0,4.90075535708e-10,0.00730500416794,-1675.3388866,-116.591586213,158.092012963122,-85.9912672663,2.90685495483
1441.2501719,-87.8687212663,14.8158600468,1.08231673211,50,0.856055918896,209,0.714178890505,-188.072258077,0.0,1.43364076166e-09,0.00792275702185,-1441.2501719,-117.234010889,158.4413257526949,-86.3455525916,2.95150949324
1209.65324591,-84.5350432361,14.2982624178,1.05858533988,51,0.854711011535,209,0.697429954962,-183.487749989,0.0,-8.83897399717e-10,0.00873046721739,-1209.65324591,-113.95324012,157.05934819776013,-84.8039206151,2.88229064217
1292.76215241,-87.2734403529,13.1993302983,1.05425722743,52,0.868488987201,209,0.694417922598,-167.331182486,0.0,-1.10401199294e-09,0.00940253753401,-1292.76215241,-115.627249919,158.86234279550936,-85.6125966461,2.86984272158
1561.15859,-85.0245113613,13.7481110714,1.04915013108,53,0.858718888221,209,0.690880504022,-190.157277975,0.0,7.40953964851e-10,0.00831267315963,-1561.15858999,-113.16438575,157.8688745080605,-83.9876633645,2.85522352092
557.032517421,-83.6685659924,13.2231074249,1.05721013312,54,0.868500713261,209,0.696471503758,-184.343035348,0.0,-4.45538717031e-10,0.0098806555315,-557.032517422,-113.037718223,155.73619926900628,-84.1372420743,2.87832962083
1444.84066484,-80.7504120055,13.2706883101,1.05592264251,55,0.86431849008,209,0.695575380233,-149.778757067,0.0,-2.30869545703e-10,0.00653160706931,-1444.84066484,-111.73238435,157.03741909153635,-83.370107309,2.87462618304
1417.37815004,-85.5600686281,11.3563506772,1.02131008691,56,0.885910375423,209,0.671911632546,-150.630594413,0.0,1.75083414433e-09,0.00883133418747,-1417.37815004,-111.372911706,156.22557234900236,-83.0227271687,2.77683027102
1683.71609929,-84.0291927821,13.4375219405,1.04309689018,57,0.870354976767,209,0.68671106992,-146.515017308,0.0,1.13357145892e-09,0.00720292778919,-1683.71609929,-112.326545862,155.93657951291962,-83.8824618842,2.83799236988
666.215983727,-81.9649731926,12.2382734152,1.01764285219,58,0.867742899981,209,0.669452087498,-162.490160047,0.0,8.57482973515e-11,0.00629156963934,-666.215983727,-112.412115047,155.48853005633853,-83.2374612055,2.76666563209
792.267104274,-81.1447289089,11.7816467629,1.00731598969,59,0.871732382024,209,0.66257432183,-154.297055493,0.0,-1.54261137197e-09,0.00886092903412,-792.267104276,-109.860539485,154.50711854142065,-81.9001667781,2.73824167426
1734.73036257,-84.6622677843,12.7359929764,0.998904146177,60,0.86583733998,209,0.657024226316,-154.910468356,0.0,-5.06258146515e-10,0.00916714951574,-1734.73036257,-110.145696578,157.19938548843373,-82.1662793556,2.71530462052
669.442261444,-80.8017634648,11.8023521246,0.979779261353,61,0.874806297667,209,0.644578108305,-139.1677281,0.0,-1.47508938397e-09,0.0075548909578,-669.442261446,-108.68141933,154.49170465324457,-81.4287551441,2.66386815837
1982.77891326,-78.1804831478,11.886938031,0.994468491004,62,0.879286749443,209,0.65411634735,-138.964613243,0.0,-7.74889485911e-10,0.00866454850582,-1982.77891326,-109.960121236,156.58696196053353,-82.0015759915,2.70328713794
862.741597473,-78.1500888679,12.6731001412,1.00095718708,63,0.861939993014,209,0.658374509548,-144.259073412,0.0,6.40966391074e-10,0.00665517165623,-862.741597473,-108.04611366,153.2609276735155,-80.9010925819,2.72088497836
1114.72991105,-78.8305656421,11.8000903174,0.971730054424,64,0.8760176893,209,0.639410590838,-139.069748991,0.0,-8.95994833883e-10,0.00844906270594,-1114.72991105,-108.346528732,152.99983093599624,-81.0244008352,2.64251219691
1037.96790137,-80.0756394046,12.6328018362,0.989074898751,65,0.87271629789,209,0.6505978078,-148.284062316,0.0,-1.7112427031e-09,0.00756740225502,-1037.96790137,-110.06073866,152.94367601858784,-82.1755597086,2.68874595922
512.542414214,-81.7749558909,12.6656925134,0.987303242196,66,0.870926739614,209,0.649446192364,-168.59925785,0.0,-7.00545399468e-10,0.00757421408517,-512.542414215,-111.104980924,153.66639772060645,-82.714314005,2.683986642
800.078521507,-82.4993019511,12.65171121,0.978050482972,67,0.866489046744,209,0.643464738268,-151.366875861,0.0,7.73007435839e-10,0.00867203597293,-800.078521507,-110.761871027,153.85675481596783,-82.4351971915,2.65926689911
1392.92133334,-80.9331604265,12.1657541494,0.956055522241,68,0.87428628363,209,0.629466268853,-146.406956978,0.0,7.06336322764e-10,0.00909576297944,-1392.92133334,-110.368309467,154.23009831475008,-82.359555016,2.60141498565
1441.51458715,-83.1359838901,14.1549263199,0.961088001135,69,0.840093172311,209,0.632642028835,-156.763453146,0.0,3.37223582392e-10,0.0087791757932,-1441.51458715,-112.803140385,155.43590567802997,-83.4312342989,2.6145395485
924.632174834,-81.9993805203,12.7396485851,1.00064392731,70,0.877079724007,209,0.658168299602,-156.408674524,0.0,1.70416569745e-10,0.00668534901585,-924.632174833,-111.251154032,151.46803230894224,-83.1116169214,2.72003276806
1650.06629989,-84.3691389625,14.2440660034,0.997259482758,71,0.860995402042,209,0.655944530717,-210.211499902,0.0,-2.73018940788e-10,0.00924493385731,-1650.06629989,-113.780822724,153.84334260621551,-84.3241546664,2.71084252866
1319.3029415,-81.9144233184,13.4934711896,0.999450417145,72,0.862658070351,209,0.657383237627,-161.780185195,0.0,1.42377842849e-09,0.00978035561975,-1319.3029415,-113.259469299,155.5356123875091,-84.2723919584,2.71678831781
1452.54495298,-82.8404865044,12.0956861206,0.979976098649,73,0.886004297537,209,0.644704997804,-158.941730341,0.0,-1.40482825373e-09,0.00869688989278,-1452.54495299,-113.465912192,156.38005554401215,-84.4394339501,2.66439255859
1429.82144943,-83.8646128473,12.200374963,0.995829810047,74,0.865368597879,209,0.655007414766,-151.506107727,0.0,-2.036237845e-10,0.00747385878572,-1429.82144943,-111.089124417,155.34415065717528,-82.4730916105,2.70696968019
1426.34929138,-85.7022574314,12.005171666,1.00027069173,75,0.872634865473,208,0.657922693612,-141.79870288,0.0,4.51109372079e-10,0.00930951565966,-1426.34929138,-112.042934227,153.6234695649662,-83.2830765884,2.71901774448
1802.55625632,-83.5906402145,13.2142983388,0.99390687147,76,0.87280502801,209,0.653749085972,-167.296218669,0.0,-7.96262611402e-10,0.00969586792411,-1802.55625632,-114.335244943,155.0033007603123,-84.945276939,2.70176934533
1361.1206928,-82.3170437666,11.9698768958,0.994652989209,77,0.865020895877,209,0.654237041775,-145.037069462,0.0,2.49596610047e-09,0.00931215863745,-1361.1206928,-111.141690652,152.6224359811451,-82.7096385747,2.70378593557
1483.13363139,-82.9831411593,13.9561836256,1.02512231272,78,0.858576572641,209,0.674478000092,-163.742690082,0.0,6.1983518318e-10,0.00829487283701,-1483.13363139,-114.743427031,154.77199857366432,-84.6424100035,2.78743637865
764.287019362,-84.169707984,13.8919508252,1.02331558484,79,0.854836560888,209,0.673260502056,-164.625755684,0.0,9.59063051198e-10,0.00765126498757,-764.287019362,-112.2020155,153.27420826524593,-83.3180861,2.78240478634
806.877138746,-78.1837522997,11.6627863848,1.00614467497,80,0.88704736576,209,0.661798693116,-150.391841664,0.0,5.27165866515e-10,0.00641730334628,-806.877138746,-110.355478132,152.50544288887374,-82.7155214204,2.73503620916
1189.66790665,-84.8513157089,12.1845369881,0.977274879015,81,0.872175847924,209,0.642965857963,-149.541812767,0.0,-4.54747350886e-12,0.00701037522863,-1189.66790665,-110.943516496,153.5379922916364,-82.7763878244,2.65720516083
1104.18620721,-85.2639266172,12.7862860311,0.988622345938,82,0.867877412662,209,0.650303444544,-151.421758263,0.0,2.49769982474e-10,0.00836097591351,-1104.18620721,-112.3581185,153.37301917833355,-83.537574474,2.68752943496
1291.22553762,-81.9394884333,11.7644629253,0.970629622127,83,0.875590363988,209,0.638707349779,-142.86634573,0.0,6.35253627479e-10,0.00864384719733,-1291.22553762,-109.247934681,151.87115421818098,-81.6927831829,2.63960589054
1144.72464152,-82.0397925378,12.6336048855,1.00210982492,84,0.872327034271,209,0.659133814436,-142.491866478,0.0,-2.26100382861e-09,0.00671728736485,-1144.72464152,-111.723814993,151.3485464159565,-83.1949291431,2.72402298148
1470.42736645,-81.8557410911,12.7152835178,0.972206263331,85,0.867078251419,209,0.639715156369,-145.586048461,0.0,-8.85734152689e-10,0.0097787509717,-1470.42736645,-110.488890908,150.5301811829967,-82.5880006618,2.64377088443
1025.09276583,-77.4779666148,12.6765506032,0.966190143352,86,0.864272927643,209,0.635878106884,-156.774802265,0.0,1.31922206492e-09,0.00687762565173,-1025.09276583,-110.698153716,151.8302162739203,-82.3092447185,2.62791338972
1571.36263721,-81.2815224108,12.0639009659,0.95429624177,87,0.869817022635,209,0.628359834688,-139.207107809,0.0,7.50844719732e-10,0.00996103221385,-1571.36263721,-108.477795431,151.09652609112837,-81.0871492479,2.59684239049
1290.70895249,-82.2432747517,11.6672838928,0.994489447104,88,0.874648308933,209,0.654130055221,-140.202655303,0.0,-2.27925056606e-09,0.009169957397,-1290.7089525,-109.898261571,150.661395870769,-82.0903287536,2.70334378889
1732.83371941,-82.3519815491,13.1026345309,1.02930988854,89,0.864772151036,209,0.677308349874,-147.606880492,0.0,1.07692876838e-09,0.00995113216353,-1732.83371941,-111.581919976,150.744169975986,-83.2344384028,2.79913345393
1575.49422331,-85.6231866695,12.4524140454,1.02036022308,90,0.86701645344,209,0.671273711004,-145.922563559,0.0,2.32717844995e-10,0.00953937094533,-1575.49422331,-112.016064851,151.82020921466366,-83.0605319007,2.77419391267
822.948757559,-79.2504064058,12.1939560809,0.984782682426,91,0.86754202464,209,0.647811285724,-153.841381763,0.0,-2.25622898142e-09,0.0060117364248,-822.948757561,-108.624866658,149.65347147004232,-81.406592826,2.67723001207
664.198098574,-82.3523030777,13.1914872583,0.968021403228,92,0.859615356737,209,0.637043631811,-175.571582499,0.0,2.76408229638e-09,0.00764973050776,-664.198098571,-108.550814331,150.3410330501831,-81.4047508505,2.63273019113
1037.38096353,-82.8487861427,10.2156505678,0.954002087685,93,0.891678215976,208,0.628175027258,-139.619289514,0.0,-1.2805685401e-09,0.00770257182463,-1037.38096353,-108.221946719,151.55376787654458,-81.0547903283,2.59607863103
879.274965502,-83.2187507882,12.1630549635,0.981410112769,94,0.881421737062,209,0.645630177077,-147.09831912,0.0,1.63328195413e-09,0.0054745153409,-879.2749655,-109.805367768,151.3315384090986,-82.4250604185,2.66821607597
1573.28727335,-82.5908199103,11.8066135062,0.983605630946,95,0.883407775458,209,0.647049227071,-152.631202967,0.0,6.2583893623e-10,0.006283886356,-1573.28727335,-112.280682152,153.5328036837373,-83.3992113847,2.67408062838
921.781768573,-83.9203962336,11.6838459309,1.02037498835,96,0.879778946845,209,0.671283622614,-148.118598525,0.0,-4.15809608967e-11,0.00792220177105,-921.781768573,-109.55984521,150.44824627755935,-81.9456979649,2.77423487468
1037.52449362,-81.8242321931,11.1272302001,0.995182176717,97,0.884347475314,209,0.654583347468,-142.511515113,0.0,1.39493749884e-09,0.00640414726989,-1037.52449362,-109.722544099,152.05682036167363,-82.0498617564,2.70521712397
880.099540779,-82.9184027532,11.4436217087,0.996989036675,98,0.880964079909,209,0.655767157074,-145.172613664,0.0,-2.31126673356e-10,0.00971627408502,-880.099540779,-109.299083414,150.06613376051814,-81.6612129632,2.71010949104
1670.02530005,-82.1417454181,11.7706213842,0.976816272376,99,0.873687710662,209,0.642671057156,-133.845755432,0.0,1.38652467285e-09,0.0099228183989,-1670.02530005,-108.575025029,150.5814347521308,-81.3231922578,2.6559868283
