AverageReturn,MeanKLBefore,MinReturn,Entropy,StdReturn,NumTrajs,AverageDiscountedReturn,dLoss,MaxReturn,AveragePolicyStd,LossAfter,Perplexity,MeanKL,Iteration,LossBefore,ExplainedVariance
-926.024938127,0.0,-1030.21664401,1.95456203719,51.1288502165,34,-196.411699193,12.3476363377,-821.031963871,1.70851317501,-512.347636338,7.06082596728,0.00888962971614,127,-500.0,0.905441522054
-911.203311312,0.0,-1011.79040199,1.96028935319,49.6889467167,34,-192.659913913,14.7762609549,-815.545684132,1.71832644486,-514.776260955,7.10138157529,0.00757239937418,128,-500.0,0.883507221603
-882.839244553,0.0,-999.081981248,1.94557200194,52.6684279245,34,-187.669320237,13.80423246,-781.468646755,1.69322241654,-513.80423246,6.99763337034,0.00697897814218,129,-500.0,0.879507745942
-894.745924458,0.0,-1012.59345417,1.93570541531,47.1331496966,34,-192.381857435,18.0020075619,-808.519388447,1.6765982377,-518.002007562,6.9289301052,0.00642428699295,130,-500.0,0.894264141647
-907.522109185,0.0,-1002.8848002,1.94927212458,39.8915592993,34,-193.675761716,15.5886537793,-804.74549704,1.69949915233,-515.588653779,7.02357343313,0.00888088242273,131,-500.0,0.892927814549
-915.170321842,0.0,-983.597105464,1.97759341951,44.127376103,34,-196.857481273,19.6725832874,-826.945001426,1.74831922981,-519.672583287,7.22533369806,0.00863311400381,132,-500.0,0.908726386153
-906.42950929,0.0,-1004.2725946,2.00191311739,45.5005056282,34,-192.751456742,9.4755316256,-817.588700767,1.79135906183,-509.475531626,7.40320576131,0.00670894265596,133,-500.0,0.8944221306
-918.02272295,0.0,-1060.5133617,2.00055201172,60.9147775697,34,-195.981708316,14.153191883,-800.435932227,1.78892249145,-514.153191883,7.39313607051,0.00721410179394,134,-500.0,0.878462105428
-888.225559537,0.0,-1008.41383585,2.00720092393,66.9224574586,34,-191.193882669,22.0871900385,-779.104544284,1.8008565102,-522.087190038,7.44245616397,0.00684997347841,135,-500.0,0.862815843546
-870.595253748,0.0,-989.937300465,1.99988013999,51.9390952486,34,-191.442055983,13.2525712457,-769.066780631,1.78772096867,-513.252571246,7.38817049964,0.00982006384319,136,-500.0,0.882745561459
-879.692023467,0.0,-994.606851958,1.99571178462,64.3835517407,34,-191.71485809,10.8351656741,-719.574338515,1.78028462182,-510.835165674,7.35743807585,0.00719364160575,137,-500.0,0.860398596732
-872.259301102,0.0,-950.567068436,2.01611004643,52.4926203963,34,-188.553174179,12.6344476781,-724.826084006,1.81697224337,-512.634447678,7.50905815974,0.0094925792284,138,-500.0,0.860873019433
-871.316443851,0.0,-995.68882553,2.01882782217,52.698203192,34,-183.218360599,16.341923096,-758.903392612,1.8219170829,-516.341923096,7.52949385311,0.00802406083038,139,-500.0,0.854524730193
-901.75163512,0.0,-1019.31426811,2.04270446427,58.7212874742,34,-192.071184751,14.1647993034,-773.772746963,1.86594183515,-514.164799303,7.71143632708,0.00643780415873,140,-500.0,0.878348846494
-886.411031711,0.0,-1045.54995489,2.04613445422,73.9441993716,34,-189.803938025,16.4415475049,-751.894761502,1.87235298569,-516.441547505,7.73793188994,0.00675072815213,141,-500.0,0.842878055484
-874.877195501,0.0,-992.825357097,2.05188157097,53.2078031725,34,-190.014979922,15.4429511591,-789.418476516,1.88314459752,-515.442951159,7.78253072252,0.00760337375647,142,-500.0,0.865921832111
-874.95163733,0.0,-1034.89747983,2.05053119495,67.8723534116,34,-188.457554466,15.9118346753,-738.856943896,1.88060336042,-515.911834675,7.77202847228,0.00678598487686,143,-500.0,0.836713212935
-849.745265221,0.0,-980.797927964,2.01931453514,66.8321671086,34,-186.772764164,11.7882366359,-681.105098786,1.82280404941,-511.788236636,7.53315944742,0.0069047050463,144,-500.0,0.841497795003
-857.187366398,0.0,-1014.21813577,2.01009191647,67.7547028564,34,-187.567744124,16.4301663416,-725.91549648,1.80607030582,-516.430166342,7.46400338063,0.00754726078499,145,-500.0,0.840602023432
-809.915900332,0.0,-923.272092627,2.01824339323,54.1875337625,34,-176.933877507,12.1249931079,-701.076069829,1.82085261291,-512.124993108,7.52509468461,0.0074589849846,146,-500.0,0.85967852494
-863.774882623,0.0,-955.747891972,2.01642784693,48.6612590176,34,-187.338866116,12.5822685013,-775.94175557,1.81754976983,-512.582268501,7.51144492146,0.00677635498607,147,-500.0,0.871065999238
-861.594899279,0.0,-958.202233797,2.02101560631,58.2244445339,34,-189.757503755,11.659643308,-753.945676614,1.8259074076,-511.659643308,7.5459847931,0.00624975625542,148,-500.0,0.882862014992
-848.22382023,0.0,-1032.20267769,2.02329749093,65.0499443178,34,-184.577363415,18.2798150726,-715.15745256,1.83007867499,-518.279815073,7.56322352066,0.00767048364976,149,-500.0,0.871245837947
-888.028535051,0.0,-1004.74051908,2.02323576776,54.8701561146,34,-190.945241249,18.763517986,-727.954878202,1.82996572022,-518.763517986,7.56275670892,0.00695956100709,150,-500.0,0.891672615709
-842.628452992,0.0,-976.769645844,2.03751707532,56.3895989539,34,-179.445422782,11.9042239797,-731.52719283,1.85628753106,-511.90422398,7.67153768189,0.00661147203124,151,-500.0,0.858759117358
-875.100117707,0.0,-1073.65904528,2.04956342221,58.5109804532,34,-187.822883618,12.6398364135,-777.87588544,1.87878424413,-512.639836414,7.76451055335,0.00875595601169,152,-500.0,0.888319826833
-870.946371018,0.0,-957.240727754,2.03813746044,59.651030669,34,-186.130060547,23.011772436,-706.114894327,1.85743950152,-523.011772436,7.67629846633,0.00903583324713,153,-500.0,0.867875130228
-882.854122781,0.0,-1002.57573404,2.05315057984,61.9306001944,34,-189.577912594,16.598617757,-703.354738393,1.88553584166,-516.598617757,7.79241309217,0.00893095867889,154,-500.0,0.872817408085
-868.236027204,0.0,-944.359394276,2.03205201942,43.2553479716,34,-183.371329543,15.5240122209,-746.602667649,1.84617048621,-515.524012221,7.62972665343,0.00653511693407,155,-500.0,0.893491742786
-870.834785763,0.0,-1002.77990892,2.03762669455,59.7804284548,34,-187.580125244,12.3780222201,-781.156428053,1.85649102701,-512.37802222,7.67237867599,0.00785597790527,156,-500.0,0.876666036557
-908.113035307,0.0,-1115.24133918,2.05391927258,79.6386902286,34,-195.334681719,15.5190764316,-739.456134488,1.88698579658,-515.519076432,7.79840536633,0.00756385777011,157,-500.0,0.834613035055
-907.713421227,0.0,-1005.20272583,2.05390233226,54.6242482555,34,-197.72609727,18.846241108,-801.733358459,1.88695383071,-518.846241108,7.79827325995,0.00737761464026,158,-500.0,0.874050277604
-853.990497818,0.0,-983.000897239,2.05407544089,60.0399771526,34,-182.312537157,16.7452997004,-744.793464225,1.88728050697,-516.7452997,7.79962332519,0.00687521957843,159,-500.0,0.857200654411
-820.185422514,0.0,-970.758242364,2.0523626966,55.494754843,34,-178.589957254,13.349875459,-677.901398471,1.88405084464,-513.349875459,7.78627599841,0.00701162849362,160,-500.0,0.866129535654
-837.688043038,0.0,-1002.51087877,2.05309614078,64.2121395037,34,-182.025333125,20.4550818491,-739.97980296,1.88543319764,-520.455081849,7.791988892,0.00892012706672,161,-500.0,0.829884184982
-858.436977024,0.0,-1119.79987426,2.05204047608,81.4684238203,34,-189.146401621,18.242688783,-673.942794018,1.8834438626,-518.242688783,7.78376750471,0.00672143676165,162,-500.0,0.806698138534
-860.230051179,0.0,-1059.94891544,2.04119894799,90.6699968808,34,-192.462239655,14.6798424809,-718.286971642,1.86313474294,-514.679842481,7.69983536909,0.00690001858561,163,-500.0,0.808082634074
-860.9776956,0.0,-1171.21482141,2.02433665471,95.5209043772,34,-188.297491207,13.7348523729,-664.890247259,1.83198141491,-513.734852373,7.57108703357,0.00812505218841,164,-500.0,0.806537886868
-809.700855862,0.0,-996.146001685,2.02550071355,80.2876974318,34,-179.474150052,20.2822679225,-675.894169236,1.83411519077,-520.282267922,7.57990535596,0.00811683868639,165,-500.0,0.787501908128
-849.003116258,0.0,-1142.16178571,2.02184520751,111.176636988,34,-180.162214569,20.1988081545,-690.021983223,1.82742281107,-520.198808155,7.55224754856,0.00679613025122,166,-500.0,0.742083815966
-812.253217389,0.0,-953.783710204,2.03055932844,67.9094029364,34,-179.210437899,17.1367617514,-667.197859351,1.84341677991,-517.136761751,7.61834632506,0.00737541283268,167,-500.0,0.796007215005
-806.214812083,0.0,-1138.13186991,2.03490915078,95.1563287741,34,-178.693344056,19.5586375474,-630.055796783,1.85145278033,-519.558637547,7.65155695594,0.00883546222474,168,-500.0,0.780146526766
-808.752626497,0.0,-1034.91119684,2.04107332522,72.5616742143,34,-179.441236908,15.2155222937,-684.976179116,1.86290070549,-515.215522294,7.69886815519,0.00647817619096,169,-500.0,0.823702388746
-828.810385996,0.0,-995.756383816,2.02522385677,74.8852177707,34,-186.184007948,14.3621042656,-669.32329702,1.83360747382,-514.362104266,7.57780709821,0.00963895808521,170,-500.0,0.824908769352
-806.448374719,0.0,-968.113321937,2.02642928309,64.6793560185,34,-172.19420848,15.4134418998,-680.253927388,1.83581908522,-515.4134419,7.58694709398,0.00665501772191,171,-500.0,0.82649121827
-823.825796285,0.0,-1218.00355575,2.0257508889,85.1546231375,34,-177.312020895,21.5555068311,-687.960761632,1.83457409857,-521.555506831,7.58180189863,0.00991838990886,172,-500.0,0.795773384913
-796.268207482,0.0,-920.388324895,2.02284074867,44.455735605,34,-176.605902751,17.3561074699,-735.157087026,1.82924299157,-517.35610747,7.55976986556,0.0064604091203,173,-500.0,0.874696941758
-861.503930616,0.0,-1152.22500625,2.04404362272,95.4455938645,34,-187.954599986,12.0617581276,-695.311325419,1.86844230081,-512.061758128,7.72177007991,0.00950955148943,174,-500.0,0.785348999152
-858.850351993,0.0,-1261.38466519,2.02794007277,104.101219398,34,-183.795053379,20.7982699626,-733.203680534,1.83859471792,-520.798269963,7.59841803827,0.0096543258848,175,-500.0,0.799642109073
-860.836546048,0.0,-949.418993824,2.02791037458,57.9145332868,34,-182.856786992,11.5514528095,-746.610402229,1.83854011579,-511.55145281,7.59819238235,0.00731619237675,176,-500.0,0.859994937211
-841.623480073,0.0,-1059.23672431,2.02076724447,79.5479464047,34,-182.210318816,15.6642037899,-697.326850134,1.82545397818,-515.66420379,7.54411089113,0.00647927267235,177,-500.0,0.847246063228
-876.877489562,0.0,-1279.78441995,2.02028572332,124.054440219,34,-193.79210779,15.3007147755,-695.127230133,1.82457519508,-515.300714775,7.54047911665,0.00989504438488,178,-500.0,0.793099427018
-834.188250395,0.0,-1298.80332509,2.02063874228,115.345924462,34,-184.342486582,16.4249958033,-693.890385503,1.82521941842,-516.424995803,7.54314151867,0.00904851467971,179,-500.0,0.797084359251
-821.980800003,0.0,-1251.2712355,2.00172644617,110.524909841,34,-176.491908097,17.2927422297,-641.371123704,1.79102469786,-517.29274223,7.40182392487,0.00681613459743,180,-500.0,0.796260262797
-776.864205721,0.0,-1144.77601412,2.00094716825,94.9880472251,34,-174.337089031,18.4455614005,-605.592091201,1.78962953554,-518.445561401,7.39605809378,0.00937180888852,181,-500.0,0.774134609594
-762.905084148,0.0,-1066.22661057,2.00427752111,92.8879731431,34,-167.981447806,14.1666271112,-576.392477685,1.79559956902,-514.166627111,7.42073063835,0.0065285804274,182,-500.0,0.784350700471
-746.02045652,0.0,-943.642689296,1.99264671018,83.569724465,34,-163.025565674,15.9799797971,-619.591054835,1.77483627099,-515.979979797,7.33492150557,0.00787166086886,183,-500.0,0.785337468464
-745.586926659,0.0,-1031.81409081,2.00056042509,97.2220419244,34,-163.089559484,19.2593744677,-600.955447485,1.78893754238,-519.259374468,7.39319827196,0.00677625100227,184,-500.0,0.745398770741
-728.167411873,0.0,-1037.64224889,1.99798956599,87.7291551045,34,-160.736292319,15.2441387608,-626.968169428,1.78434434278,-515.244138761,7.37421581195,0.0090271859853,185,-500.0,0.751806064577
-740.240360422,0.0,-937.363665417,1.99885171028,66.4544369141,34,-159.347343813,10.24280334,-614.381845942,1.7858833684,-510.24280334,7.38057619137,0.00694518376292,186,-500.0,0.795052255235
-725.413845784,0.0,-842.768352938,2.00036804964,51.5745061645,34,-158.764807138,12.4078751558,-623.731165631,1.78859342781,-512.407875156,7.3917761389,0.0087779642369,187,-500.0,0.811589261359
-722.641986631,0.0,-869.119684295,2.00269499556,62.7363902108,34,-159.024713898,18.2775054278,-618.929235492,1.79276023408,-518.277505428,7.40899642982,0.00671076741734,188,-500.0,0.814761811636
-746.967996203,0.0,-934.922898165,2.00540805904,80.1763119083,34,-165.879922807,13.8971506851,-576.908601279,1.79763071037,-513.897150685,7.42912479989,0.00826715812122,189,-500.0,0.808466429365
-785.600042799,0.0,-1136.59174519,1.98901515508,142.737086205,34,-171.261587861,23.5708013005,-624.569532843,1.76840254457,-523.570801301,7.30833264265,0.00742910051758,190,-500.0,0.732841997768
-689.44004309,0.0,-796.778660604,1.99845219706,52.7262541699,34,-153.562048323,16.1864374982,-605.585335749,1.7851700269,-516.186437498,7.3776281426,0.00866338849234,191,-500.0,0.744362162925
-673.270943037,0.0,-908.951665594,1.99844795436,66.3867811608,34,-149.0785928,13.419166911,-546.873757247,1.78516245297,-513.419166911,7.37759684159,0.00735047275587,192,-500.0,0.754686268973
-683.715642766,0.0,-1085.30610358,1.98053679772,92.8987589993,34,-153.176225818,15.4951296594,-527.804463175,1.75347277523,-515.495129659,7.2466319168,0.00609995977528,193,-500.0,0.756009077599
-716.646558388,0.0,-839.223374338,1.98053759149,62.0296819217,34,-159.680959818,17.1946203296,-591.14352862,1.75347416708,-517.19462033,7.24663766892,0.0071464154886,194,-500.0,0.792499180093
-682.070659941,0.0,-799.801918924,1.98371733855,58.5305211556,34,-153.34226706,16.0465272633,-580.750888364,1.75905864532,-516.046527263,7.26971681727,0.00692307509861,195,-500.0,0.793151629402
-692.953051557,0.0,-840.534756828,1.97827197301,57.0544006509,34,-149.55042349,15.5192417562,-570.726977914,1.74950596051,-515.519241756,7.23023813724,0.00681441749087,196,-500.0,0.768096132091
-699.09416661,0.0,-848.926184084,1.97674128194,65.381646995,34,-152.607719903,15.4906397373,-591.819433614,1.74683005589,-515.490639737,7.2191793423,0.00639971001845,197,-500.0,0.77726147174
-695.304961634,0.0,-796.638906783,1.97718343078,64.4261694129,34,-155.410754006,15.6858228498,-527.294689606,1.74760258554,-515.68582285,7.22237199981,0.00666183566796,198,-500.0,0.802869214935
-688.8313367,0.0,-817.984295014,1.96556602906,53.5339495322,34,-156.591918531,17.9631128346,-589.792492347,1.72741746063,-517.963112835,7.13895230122,0.00929852957385,199,-500.0,0.791303126123
-689.347518623,0.0,-935.480138892,1.96394111899,73.3556856062,34,-154.515330783,24.0968589427,-597.826899898,1.72461284185,-524.096858943,7.12736156523,0.00977611952639,200,-500.0,0.757310014054
-690.860222998,0.0,-926.286736199,1.96241691323,78.0811693965,34,-155.993870762,12.4302431645,-597.782019099,1.72198617932,-512.430243164,7.11650627463,0.00732284891813,201,-500.0,0.760191666299
-686.814855629,0.0,-890.794703259,1.95683306905,64.2137882019,34,-149.914508692,15.8223764039,-600.309489639,1.71239767209,-515.822376404,7.07687955017,0.00635428122027,202,-500.0,0.785875476861
-701.80070451,0.0,-867.054192868,1.95971535636,66.6258289039,34,-153.025800485,16.9420009516,-574.309259863,1.71734041395,-516.942000952,7.09730657443,0.00801644254546,203,-500.0,0.801958878631
-716.978520726,0.0,-952.442586731,1.95720417002,68.3608439127,34,-156.751288705,16.6242183314,-615.123347879,1.71303326246,-516.624218331,7.07950627442,0.00648421216019,204,-500.0,0.789154766279
-705.480572863,0.0,-999.811691859,1.96245770184,81.1455186536,34,-151.677722959,22.8729132161,-560.037140006,1.72205641817,-522.872913216,7.11679655293,0.00917538160436,205,-500.0,0.76548382788
-686.948191396,0.0,-786.744645688,1.97028876401,53.2059182663,34,-154.526792444,15.2660844546,-577.333843735,1.73559489016,-515.266084455,7.17274742063,0.00872810925037,206,-500.0,0.808463475608
-691.954045685,0.0,-804.591114151,1.97011539509,53.9636018277,34,-156.291128062,14.9564343407,-582.29441444,1.73529401804,-514.956434341,7.17150399696,0.00841622145802,207,-500.0,0.830757696924
-695.436801419,0.0,-973.727610138,1.9697560027,71.7059302715,34,-154.810977025,21.3616395994,-561.773095563,1.73467047862,-521.361639599,7.16892707607,0.00706273550495,208,-500.0,0.786898613256
-671.921279109,0.0,-798.033433705,1.96889779566,52.0972930155,34,-146.855897133,13.6322495172,-540.655076785,1.73318241083,-513.632249517,7.16277729165,0.00678021529856,209,-500.0,0.829418518359
-671.723697769,0.0,-780.56651163,1.97305889909,49.0049321006,34,-149.402159692,17.0384793894,-542.009940447,1.74040938777,-517.038479389,7.19264444586,0.00784031214631,210,-500.0,0.825916248648
-682.008239737,0.0,-797.053233118,1.97137508463,49.4046105678,34,-149.669822026,26.158350261,-586.747264131,1.73748132714,-526.158350261,7.18054355786,0.00898216092345,211,-500.0,0.833937936759
-699.916880906,0.0,-839.125660707,1.97306209414,57.8366823791,34,-151.995755923,16.1791748354,-582.326570924,1.74041494848,-516.179174835,7.19266742676,0.00737435101897,212,-500.0,0.751211587345
-695.453669016,0.0,-878.716667729,1.96615181852,63.8208381065,34,-154.910834145,20.6661256823,-560.393284913,1.72842966001,-520.666125682,7.14313544932,0.00649558139051,213,-500.0,0.774490525477
-683.103016459,0.0,-804.239653772,1.96820545663,58.2529329489,34,-150.28303217,15.8102943507,-557.045110172,1.7319828763,-515.810294351,7.1578199377,0.00696447211934,214,-500.0,0.819629902942
-683.672830824,0.0,-814.95786181,1.96712208787,55.0690082939,34,-152.939061626,17.3974926428,-566.378404483,1.73010751619,-517.397492643,7.15006957816,0.00703807874649,215,-500.0,0.831637315458
-681.81940312,0.0,-767.958929546,1.96263281281,48.5555556925,34,-152.177008296,14.6834995862,-539.438374285,1.72235799554,-514.683499586,7.1180428912,0.00640257908519,216,-500.0,0.825078550718
-705.159652666,0.0,-845.535801675,1.96132240196,51.6313128162,34,-152.540203995,20.4624627078,-616.865454005,1.72010247709,-520.462462708,7.10872143938,0.00978800480422,217,-500.0,0.813380674552
-705.912012847,0.0,-800.054117517,1.96722289686,47.6086711656,34,-151.32499194,19.1794099094,-608.948147207,1.73028193538,-519.179409909,7.1507904058,0.0096245100553,218,-500.0,0.856208271596
-680.917327085,0.0,-891.782257878,1.97450478402,62.468728773,34,-148.409262404,17.1185848573,-568.588963096,1.74292763959,-517.118584857,7.20305170412,0.00691502852491,219,-500.0,0.796212795391
-693.583343991,0.0,-808.666192547,1.96970784952,48.596440066,34,-154.74325013,12.6441336021,-596.770689535,1.73458695073,-512.644133602,7.16858187775,0.00928769993034,220,-500.0,0.844637561465
-692.07243972,0.0,-829.133110909,1.96694028813,56.0390860666,34,-150.816528035,12.6097451531,-553.442222169,1.72979301169,-512.609745153,7.14876981554,0.00833511617217,221,-500.0,0.83809566998
-700.13457215,0.0,-828.258877583,1.95477197066,50.7317154168,34,-151.393541511,17.3878168069,-615.514777584,1.70887188676,-517.387816807,7.06230842657,0.00635691039844,222,-500.0,0.84433831501
-748.929856888,0.0,-957.077733707,1.95347545983,72.2370874161,34,-159.294814772,17.7131603556,-615.189660666,1.70665775148,-517.713160356,7.0531580003,0.00653724469976,223,-500.0,0.790688454026
-723.545429858,0.0,-865.156153601,1.95485141713,50.250453993,34,-151.214159798,25.1881280951,-622.570300167,1.70900765599,-525.188128095,7.06286952433,0.00942746332753,224,-500.0,0.819393662255
-726.502342697,0.0,-813.098808591,1.95153579122,47.9135034921,34,-156.14409716,20.7913676523,-633.295759808,1.70335060943,-520.791367652,7.03949047065,0.00937224683646,225,-500.0,0.841236137935
-710.277396188,0.0,-830.689076468,1.95291082563,46.9474359828,34,-150.677486641,19.9947400608,-620.442411464,1.70569438614,-519.994740061,7.04917667017,0.00822022787715,226,-500.0,0.823858574246
-698.573097213,0.0,-909.709253831,1.95840735096,60.468756455,34,-152.535972495,15.3405484013,-562.001454775,1.71509559185,-515.340548401,7.08802932777,0.00878428857196,227,-500.0,0.793034349796
-695.46143197,0.0,-867.819492936,1.96023079318,69.1524277028,34,-154.47703586,20.4378414519,-591.960983475,1.71822582259,-520.437841452,7.1009657305,0.00946487474007,228,-500.0,0.763608931543
-680.543409449,0.0,-958.264908863,1.96134090423,83.7883444682,34,-148.84425693,15.1609606918,-560.294632294,1.72013430319,-515.160960692,7.1088529681,0.00705660318571,229,-500.0,0.732804742841
-696.668819867,0.0,-871.50928849,1.96092798345,67.8832817413,34,-153.049010576,16.084521899,-584.808834797,1.71942417062,-516.084521899,7.10591818096,0.00678672526378,230,-500.0,0.737046127396
-704.739832463,0.0,-847.723042587,1.95765041163,58.1366089198,34,-155.588007614,16.4085673275,-588.141946202,1.71379785975,-516.408567327,7.08266614963,0.00676168990222,231,-500.0,0.821987116077
-674.311695211,0.0,-874.397370408,1.95978789728,74.9337285726,34,-152.775700174,16.1465960237,-558.901504608,1.71746499592,-516.146596024,7.09782143827,0.00930478459071,232,-500.0,0.774979992369
-700.025197886,0.0,-865.019947467,1.95677252174,68.690548052,34,-149.41007769,17.002703455,-570.482160717,1.71229399415,-517.002703455,7.07645107709,0.0065747398057,233,-500.0,0.766070224039
-679.878684238,0.0,-834.746371437,1.95486361225,74.0826330741,34,-150.728426599,16.8192655871,-508.672834648,1.70902849767,-516.819265587,7.0629556574,0.00640514632599,234,-500.0,0.71331534365
-696.933217393,0.0,-902.737044424,1.94198617175,62.612610882,33,-149.094722077,14.5960595604,-581.147944552,1.68716168136,-514.59605956,6.97258598001,0.00673986532656,235,-500.0,0.766373508051
-663.362958913,0.0,-781.926532651,1.92512068349,59.449059904,34,-147.210924232,16.3786966853,-525.682646757,1.65894548462,-516.378696685,6.85597601906,0.00895328198192,236,-500.0,0.771400101001
-654.542667354,0.0,-804.013118143,1.90874315347,53.2948835637,34,-146.205503357,18.1199740109,-540.576244254,1.6319973296,-518.119974011,6.7446065339,0.00687718016268,237,-500.0,0.827492126627
-667.242438543,0.0,-813.868306352,1.90600911848,62.7270502903,34,-147.175804571,23.9395266983,-539.465498258,1.62754148579,-523.939526698,6.72619172847,0.00683468183655,238,-500.0,0.783116627396
-646.361079752,0.0,-770.997416681,1.91951431393,62.4330929117,34,-146.27853565,16.9569134163,-508.23833434,1.64967084598,-516.956913416,6.81764642916,0.00875150458519,239,-500.0,0.751887492599
-643.428144819,0.0,-896.414222876,1.9042462609,80.7834463209,34,-147.227831486,14.5076402491,-499.840164515,1.62467488939,-514.507640249,6.71434485563,0.00744050419187,240,-500.0,0.719812402562
-681.217994364,0.0,-1104.50733162,1.91450196362,101.653888211,34,-149.529746686,17.6564502263,-565.621701115,1.64142280609,-517.656450226,6.78355949612,0.00678948856505,241,-500.0,0.603730498216
-645.540322319,0.0,-792.16660232,1.91691858711,79.921811247,34,-148.686490017,19.0757725738,-502.042866312,1.64539430388,-519.075772574,6.79997262954,0.00978452822702,242,-500.0,0.694395700192
-621.089877661,0.0,-850.374517095,1.92436061569,71.5443010863,34,-140.008777174,17.3816794232,-534.80756609,1.65768505265,-517.381679423,6.85076699234,0.00652422560449,243,-500.0,0.724706631866
-617.733273294,0.0,-729.751086748,1.92876125689,62.2270949294,34,-141.513405261,15.5302914754,-490.244637155,1.66499600443,-515.530291475,6.88098119198,0.00760715889441,244,-500.0,0.684721128694
-608.614151924,0.0,-788.74439552,1.92756625997,67.8067384001,34,-139.054964671,11.8183893571,-497.77548007,1.66300752767,-511.818389357,6.87276335174,0.00955908697376,245,-500.0,0.713374543307
-619.225682874,0.0,-775.569762339,1.92860446026,55.2489611557,34,-142.752922097,12.1523491837,-509.269198901,1.66473495913,-512.152349184,6.87990236189,0.00707462471733,246,-500.0,0.768439332036
-605.979510289,0.0,-667.094883987,1.90282487226,37.7151754753,34,-141.942907458,17.4089522707,-504.108056174,1.62236723539,-517.408952271,6.70480794158,0.00859126300698,247,-500.0,0.834500034589
-602.735480343,0.0,-747.737280351,1.89675182372,53.0926887044,34,-139.302331088,15.1107584145,-497.520834257,1.61254437795,-515.110758414,6.66421271067,0.00926896040907,248,-500.0,0.823174334821
-575.31241475,0.0,-652.608287957,1.89828265258,39.4034769246,34,-136.493564209,17.4672146187,-462.171471289,1.61501479783,-517.467214619,6.67442229235,0.00837354060776,249,-500.0,0.8205213053
-614.1314701,0.0,-693.301161313,1.90359907478,45.9808162187,34,-139.058264401,16.2649469207,-498.564903677,1.62362376252,-516.264946921,6.71000083066,0.00934787997899,250,-500.0,0.834746977551
-603.955960084,0.0,-693.541835127,1.90368339666,39.0860212422,34,-139.762082187,16.825943803,-498.847832635,1.62376067531,-516.825943803,6.71056665444,0.00674951278045,251,-500.0,0.85000770363
-630.403706763,0.0,-725.13885223,1.89336680164,49.0529576678,34,-143.917369972,11.6590429411,-551.985908686,1.60709510778,-511.659042941,6.64169234098,0.00991649461659,252,-500.0,0.84076076913
-635.070244011,0.0,-805.808966048,1.89225178637,67.8528713766,34,-140.450667879,19.5838904695,-507.856404781,1.60530417083,-519.583890469,6.6342908797,0.00739478597013,253,-500.0,0.767517506573
-624.047286618,0.0,-776.305152286,1.89119376016,69.9741256321,34,-140.242807276,18.6977180403,-529.974741485,1.60360661514,-518.69771804,6.62727533806,0.00928453367047,254,-500.0,0.796609684719
-632.099458429,0.0,-789.313344394,1.89681008511,65.4988077421,34,-142.123155842,21.151419025,-482.492887682,1.61263832977,-521.151419025,6.66460098828,0.00924375482572,255,-500.0,0.797253877724
-642.452324127,0.0,-793.101628717,1.89207755999,63.3407416822,34,-141.910992365,16.6128256037,-528.450840449,1.60502450886,-516.612825604,6.6331351119,0.009161459518,256,-500.0,0.726774131703
-627.694597387,0.0,-726.588284577,1.86852786814,44.0763825783,34,-144.098801016,16.1004822178,-518.716162496,1.56766826668,-516.100482218,6.47875179859,0.00720801996086,257,-500.0,0.835606048085
-652.230727476,0.0,-884.825236623,1.86695378436,85.1533227664,34,-144.036049545,20.0267237157,-498.628809873,1.56520256662,-520.026723716,6.46856172263,0.00951606973363,258,-500.0,0.657323833516
-665.270027986,0.0,-811.598495594,1.86564346974,54.7185728034,34,-148.629406867,16.5318782051,-562.767980593,1.56315300189,-516.531878205,6.46009142222,0.00849508901479,259,-500.0,0.797104269109
-632.142027395,0.0,-778.275495727,1.87020662528,65.7884902708,34,-144.688640924,17.5744483594,-545.632637145,1.57030221125,-517.574448359,6.48963718387,0.00667975739787,260,-500.0,0.7356321832
-650.787055298,0.0,-875.9661046,1.86611413531,74.0285748738,34,-151.155687741,16.1637567516,-503.733416475,1.56388889736,-516.163756752,6.46313268047,0.00685508990204,261,-500.0,0.720858430948
-614.908094292,0.0,-726.110067792,1.86097923072,43.1240897254,34,-137.324711952,19.1563191633,-512.657963225,1.55587905956,-519.156319163,6.43003017268,0.00960571735814,262,-500.0,0.7346079069
-635.039670871,0.0,-842.173871032,1.86266948137,89.5411050267,34,-143.124485595,26.8229239616,-458.591297845,1.55851110894,-526.822923962,6.44090772565,0.00685721438429,263,-500.0,0.690623748074
-646.187353328,0.0,-1111.09864973,1.8626908814,99.9413225595,34,-144.1777498,15.5184143823,-529.151331631,1.55854446147,-515.518414382,6.4410455627,0.00981007571638,264,-500.0,0.663288116721
-670.680798667,0.0,-797.587701821,1.86116566602,75.6175454284,34,-148.063106729,18.7175543077,-521.993173459,1.55616915738,-518.717554308,6.43122906903,0.00990312620725,265,-500.0,0.696821868065
-625.790098932,0.0,-791.604149035,1.85281521014,66.8847386498,34,-141.624758988,19.1142540583,-523.494806748,1.54322854071,-519.114254058,6.37774897677,0.00805933090018,266,-500.0,0.677848218498
-697.093327826,0.0,-913.066743883,1.85146626907,103.502415897,34,-152.883665775,17.5566722389,-511.370538373,1.54114821977,-517.556672239,6.36915156921,0.00710317060549,267,-500.0,0.600366342082
