AveragePolicyStd,AverageDiscountedReturn,MinReturn,MeanKLBefore,dLoss,StdReturn,ExplainedVariance,NumTrajs,LossBefore,Iteration,Perplexity,LossAfter,MeanKL,AverageReturn,Entropy,MaxReturn
0.79264837625,-99.4869815292,-200.084957141,0.0,1926.5828833,21.3663962365,0.813226882728,204,-2.44443842945e-09,25,3.27580279732,-1926.58288331,0.00659998796066,-143.449742069,1.186562968,-92.6773696596
0.762053934006,-95.7718622127,-200.360234881,0.0,1390.23991193,17.6405830361,0.833759336497,204,2.62012633812e-11,26,3.1493641866,-1390.23991193,0.00991855186136,-136.292841172,1.14720058694,-92.0540579782
0.753027470201,-95.0694866601,-190.374006391,0.0,1698.15623753,18.3875670039,0.829434699797,204,-5.10686604116e-10,27,3.11206023661,-1698.15623753,0.00662424537007,-135.599209855,1.13528496237,-86.6447164649
0.720048446999,-93.0831838573,-197.826491487,0.0,2041.14481988,18.8187784338,0.83253673107,204,7.13839654054e-10,28,2.9757667934,-2041.14481988,0.00859876493131,-132.350623036,1.09050175147,-90.5712716984
0.720760035348,-89.9398156058,-166.609024233,0.0,1719.79444075,17.7539934639,0.824083006421,204,-9.21090759221e-10,29,2.97870759688,-1719.79444075,0.00724118712218,-126.687407313,1.09148951412,-88.7760220734
0.692952889274,-89.5403689183,-164.782036196,0.0,1297.66318708,17.0557051831,0.825581853342,204,2.32901697927e-10,30,2.86378813243,-1297.66318708,0.00698141279666,-125.244356889,1.05214527026,-85.8944402242
0.676798505202,-88.2123787618,-167.040469542,0.0,1835.15650597,17.9112436387,0.80822053837,204,-1.76714820554e-09,31,2.79702640287,-1835.15650597,0.00846746040024,-123.549279205,1.02855685389,-82.069868552
0.671765305634,-86.8013600811,-172.586032193,0.0,1607.92260761,16.9053020007,0.822932150765,204,2.59510102296e-09,32,2.77622554121,-1607.9226076,0.00709942525953,-121.216015189,1.02109228618,-85.6563146368
0.654273110243,-88.051985076,-174.750004332,0.0,1533.95804761,17.0351501305,0.82943864749,204,-2.89105628326e-10,33,2.70393499686,-1533.95804761,0.00705664898721,-122.645694089,0.994708118269,-86.3131875924
0.665112114965,-87.5545482485,-177.211744364,0.0,1414.67886464,15.9505951985,0.8305870603,204,-6.3153260399e-11,34,2.74872969152,-1414.67886464,0.00900391087943,-122.214665334,1.0111388746,-84.2777544697
0.65920624162,-88.6632402758,-215.357343709,0.0,1576.09385578,18.7376182598,0.812663989908,204,2.11006323525e-10,35,2.72432230358,-1576.09385578,0.00757033426059,-123.594716669,1.00221970125,-85.1435192685
0.636741403758,-88.8248891303,-159.380344196,0.0,1496.05232397,17.1237354456,0.830842377339,204,-2.13165662899e-09,36,2.63148116378,-1496.05232397,0.00810483360667,-123.80288174,0.967546867807,-84.5124014848
0.63338602533,-86.5933040701,-170.280121275,0.0,1468.61027522,16.6881843142,0.819299343171,204,-1.62572177942e-10,37,2.61761428614,-1468.61027522,0.00625156814713,-120.219872493,0.962263325138,-83.6374908159
0.646559277782,-86.7441215463,-174.215894489,0.0,1154.15591009,17.1095006905,0.811732331335,204,1.33553612613e-10,38,2.67205579959,-1154.15591009,0.00802337657058,-120.390376766,0.982848138536,-82.7943067389
0.640201745838,-87.2933569449,-170.859306664,0.0,1950.78042321,14.317303152,0.847460955189,204,1.15801412903e-09,39,2.64578182799,-1950.78042321,0.00964012765098,-123.470940034,0.972966608774,-84.29251731
0.650897711879,-88.7107288274,-188.076585036,0.0,1775.46414719,17.4342597508,0.807172340055,204,-1.23074528346e-09,40,2.68998538221,-1775.46414719,0.00769605765861,-123.650558666,0.989535759476,-85.9717459921
0.650617849242,-87.1036279111,-197.351634575,0.0,2064.63812859,14.8233818971,0.837393934793,204,-3.04453351418e-10,41,2.68882878511,-2064.63812859,0.00778378136115,-122.505087908,0.989105702933,-86.7346235303
0.665158733689,-87.2386322803,-168.604865146,0.0,1515.3199422,16.2622611833,0.832523723204,204,-1.08317621539e-09,42,2.74892235419,-1515.3199422,0.00848902119478,-120.990460564,1.01120896367,-83.9867447854
0.646164161844,-86.348148945,-158.359562297,0.0,1570.76103361,16.0040772536,0.828609290744,204,-4.97383467746e-10,43,2.67042289156,-1570.76103362,0.00658061991081,-120.391320118,0.982236846223,-83.1567369713
0.63569686873,-85.3017617099,-161.442352175,0.0,2036.50520125,15.3311429341,0.840551266007,204,8.02287569712e-10,44,2.62716438112,-2036.50520125,0.00874747311581,-116.904342142,0.965905082449,-84.1169206068
0.672734243597,-87.9515314329,-176.438000254,0.0,1763.73813913,17.8624807858,0.827268225002,204,-1.2192362675e-09,45,2.78022990151,-1763.73813913,0.00682932973296,-121.342193772,1.02253362267,-85.0421108925
0.671881921307,-88.1086643494,-174.081251884,0.0,1911.19217508,17.1879931371,0.837194760283,204,-1.09872644316e-09,46,2.77670748245,-1911.19217508,0.00925684675032,-123.096392704,1.02126586697,-85.2424742024
0.672592954079,-85.6898760439,-169.624851861,0.0,2000.2576545,14.8790461604,0.856027205542,204,-2.21075424633e-09,47,2.77964598989,-2000.2576545,0.00803421867848,-118.259956623,1.02232357783,-87.3787492108
0.706354291449,-86.6988677825,-160.015028441,0.0,1039.02608023,16.1672664609,0.835777541018,203,-1.07712416764e-09,48,2.91917252739,-1039.02608023,0.0066974931824,-119.654390466,1.07130019509,-83.1270311153
0.704350747867,-86.2512433487,-169.423512157,0.0,1096.8174666,15.1401488267,0.854277475985,204,1.28466526306e-09,49,2.91089242001,-1096.8174666,0.0063515359819,-118.592956115,1.06845970771,-87.1098122652
0.696990272019,-85.9007681313,-167.599769184,0.0,1641.01040299,17.9303774659,0.809876154651,204,-1.63220192917e-09,50,2.88047355069,-1641.01040299,0.00761892951202,-119.306688431,1.05795470795,-83.0361151731
0.670133494694,-85.4221970467,-163.23412932,0.0,1860.0707608,17.2298843481,0.8273908589,204,-3.94976495954e-10,51,2.76948170497,-1860.0707608,0.0068321299999,-117.819210508,1.01866019257,-81.9284443926
0.655581137861,-85.0297097538,-166.100375966,0.0,2154.02439263,15.6072901255,0.836170826864,204,1.54329882207e-11,52,2.70934072361,-2154.02439263,0.00927989189016,-116.350474111,0.996705329874,-80.9953960277
0.661910777122,-83.9599453161,-157.507108657,0.0,1756.43055521,15.5126385539,0.828856803813,204,1.52149937094e-09,53,2.73549942224,-1756.43055521,0.00946237642673,-114.869358952,1.00631402331,-84.4531247488
0.674159478631,-85.087782079,-163.546769566,0.0,1425.39160098,14.9741001371,0.845281314014,204,2.27825580623e-09,54,2.78612001502,-1425.39160098,0.00660539783194,-116.278980752,1.02464995233,-80.9270125649
0.677362095795,-85.1943757655,-167.168707747,0.0,1762.52240919,16.2348567834,0.83778547151,204,-1.23020527099e-09,55,2.79935557139,-1762.52240919,0.00961989838852,-117.422113927,1.02938923762,-81.2318798307
0.64472234406,-83.4873531682,-153.875178795,0.0,939.423595921,14.4030024361,0.84013037975,204,-5.88583404237e-10,56,2.664464246,-939.423595922,0.00730923594674,-114.325208134,0.980003004012,-84.7788467878
0.647717572493,-84.8433061368,-155.733563803,0.0,1629.85646592,14.5975983167,0.847585934241,204,3.40037331625e-10,57,2.67684272046,-1629.85646592,0.00957129453108,-116.033727354,0.984638010648,-80.2840778768
0.642810227419,-83.7818383186,-159.780392685,0.0,1263.53165828,15.0597277767,0.846488591837,204,5.89579940424e-10,58,2.6565619816,-1263.53165828,0.00760114432377,-114.530621482,0.977032798691,-85.3920112004
0.646159771497,-84.3484512802,-155.946833134,0.0,1205.38541713,15.0061933631,0.846787974939,204,2.21916707233e-10,59,2.67040474744,-1205.38541713,0.0063474653254,-115.600453009,0.982230051724,-82.5058637864
0.635745305256,-82.4338218575,-147.407274836,0.0,692.423812977,14.2849785994,0.842340172663,204,4.37921698904e-10,60,2.62736455627,-692.423812976,0.00626490294423,-112.240444872,0.965981273922,-79.4993877333
0.63867459344,-83.654449765,-165.057639439,0.0,1768.35746027,16.2329993167,0.823977059844,204,-2.63185029326e-10,61,2.63947051739,-1768.35746027,0.00841981190779,-115.567613025,0.970578335449,-81.1256870057
0.634536696779,-83.4709323778,-155.679710284,0.0,1996.16893908,14.4636994639,0.839111390446,204,-2.65362132268e-09,62,2.62236970212,-1996.16893908,0.00845387214679,-114.138387002,0.964078375447,-84.5407233221
0.651364186266,-83.5088173788,-162.332982379,0.0,1557.44485719,15.8138189693,0.841055231637,204,-1.5927517083e-09,63,2.69191319553,-1557.44485719,0.00632105816325,-113.458429607,0.990252165918,-81.7562969802
0.645921966178,-84.5300949334,-160.503182297,0.0,1486.48652533,14.9524027732,0.839537333354,204,2.23269136512e-09,64,2.66942196194,-1486.48652533,0.00985153880389,-115.659232385,0.981861955318,-83.6353536043
0.659263899701,-86.0547176986,-174.849068373,0.0,2152.64931998,15.3192616699,0.855029012423,204,2.86860313281e-10,65,2.72456058894,-2152.64931998,0.00703318496083,-117.254557569,1.00230716335,-85.7947913179
0.672104860032,-86.1705980226,-163.449956349,0.0,1109.34725843,14.8850562438,0.84671960049,204,-7.66249286244e-10,66,2.77762882831,-1109.34725843,0.00630632242565,-118.575326346,1.02159762429,-81.9430136936
0.653794173812,-84.5111716757,-158.011922119,0.0,1484.11217679,15.3148898107,0.838088415799,204,-7.46370076854e-10,67,2.70195568126,-1484.11217679,0.00843235619638,-115.892613554,0.993975837204,-84.5295295583
0.651736348507,-84.8056992104,-169.104324779,0.0,1492.15681039,15.3652937421,0.841667416983,204,5.34527089258e-10,68,2.69345124209,-1492.15681038,0.00798643324161,-115.901394542,0.990823360912,-80.7239324581
0.626884255417,-83.8806499174,-158.494941893,0.0,1576.58047439,14.3204402716,0.839497257943,203,-1.24114762912e-09,69,2.59074421777,-1576.58047439,0.00794765329949,-114.284044876,0.951945177203,-83.7150002005
0.619788097467,-84.7362522199,-163.51481891,0.0,1474.75367693,16.1337486993,0.83341797199,204,2.53229615055e-09,70,2.56141770331,-1474.75367693,0.00648780665537,-115.483388925,0.940560895563,-82.1685545389
0.620104489009,-83.9681527878,-158.181095177,0.0,1690.72149187,15.7619847867,0.829906661861,204,-1.12140674524e-09,71,2.56272526456,-1690.72149187,0.00793904344295,-115.017446694,0.941071248721,-81.7831614506
0.622452717397,-83.7982845942,-156.640414724,0.0,1694.62660698,14.9258973847,0.839193882772,204,8.61829718701e-10,72,2.57242986165,-1694.62660698,0.00691347507647,-114.635458142,0.944850923688,-83.2340947957
0.635014893789,-84.3646870035,-176.592763754,0.0,1413.19319021,15.7356158799,0.845383833796,204,-4.70720351586e-10,73,2.6243459619,-1413.19319021,0.00640499757409,-115.48589762,0.964831707626,-83.4486404685
0.636816284966,-84.8078130335,-155.70554243,0.0,1431.31096466,15.2001995653,0.846760681092,204,-1.00959596239e-09,74,2.63179062769,-1431.31096466,0.00837744714166,-116.8534906,0.967664461551,-85.1091177977
0.636616676743,-83.9920250787,-165.345739092,0.0,1432.45724208,15.6397352579,0.837296941127,204,5.31601429543e-10,75,2.63096570053,-1432.45724207,0.00978773172057,-114.386194621,0.967350965308,-81.7871578665
0.627470229849,-84.0728109437,-169.788650222,0.0,1709.76598435,17.0038671137,0.820086845229,204,1.37089273267e-09,76,2.59316589268,-1709.76598435,0.0087609225368,-115.390170476,0.952879481631,-79.8635937161
0.620061514609,-82.9522483625,-164.589267775,0.0,1211.24782584,14.1846281126,0.851053282921,204,-6.70979716233e-10,77,2.56254766291,-1211.24782584,0.00724588725902,-112.648965711,0.941001944451,-80.5448242012
0.643895617492,-83.1177590098,-184.133250912,0.0,1417.05333187,15.8687244082,0.823597698316,204,2.75462852528e-09,78,2.66104760719,-1417.05333187,0.00650078143198,-113.834469756,0.97871988255,-83.1177710536
0.641600375318,-83.5075341631,-156.484396402,0.0,1489.59703268,15.7831808465,0.838056248172,204,-1.01499608718e-09,79,2.65156198789,-1489.59703268,0.00636407982142,-113.690108999,0.975148895746,-78.3560193274
0.646314668346,-82.0936629226,-156.338020668,0.0,1397.25494978,15.0551924049,0.830970359153,204,-7.09860614734e-10,80,2.6710448945,-1397.25494978,0.00620066328657,-110.918822665,0.982469742112,-78.7489507048
0.647312787256,-83.1714186211,-162.296116914,0.0,1139.31844612,16.2949199949,0.814367212107,204,-2.4797941478e-10,81,2.67516985182,-1139.31844612,0.0078354933243,-113.92476563,0.984012874339,-84.6723520467
0.647100762711,-83.8457503718,-158.895172125,0.0,1437.48407558,15.6679369931,0.83392267759,204,4.49661641255e-10,82,2.67429361133,-1437.48407558,0.00838083777303,-114.527931511,0.983685274945,-81.2012137
0.638283421685,-84.2748992839,-153.430207238,0.0,1431.66818038,15.2269382396,0.843701208128,204,4.86579665449e-10,83,2.63785390961,-1431.66818038,0.00725141404204,-115.118092427,0.96996567354,-84.5180429633
0.635960282048,-82.4388760202,-156.701754979,0.0,968.27461184,15.5951713857,0.827439315835,204,8.3980467025e-10,84,2.6282529976,-968.274611839,0.00629047045788,-112.502638203,0.966319366002,-74.5812068892
0.643104812895,-83.4980833984,-159.444552286,0.0,2077.06559443,16.9509671302,0.809394076548,204,-6.77520262116e-10,85,2.65777942424,-2077.06559443,0.0087258113452,-115.334835511,0.977490971234,-83.2327216908
0.658104183148,-83.4056050873,-154.571984947,0.0,1893.20380332,16.8588030297,0.815283669133,204,-1.17722365189e-09,86,2.71976779198,-1893.20380332,0.00852983689183,-114.910448805,1.00054650607,-81.4230301828
0.658126142574,-84.8462579867,-168.479878731,0.0,1722.62849927,15.955820202,0.837211574063,204,-1.67257496742e-09,87,2.71985854438,-1722.62849927,0.00703685407121,-115.644030869,1.00057987321,-84.3798807064
0.654559984421,-83.1084234763,-159.225281425,0.0,1316.56452721,16.0454382553,0.828334114164,204,6.21186657668e-10,88,2.70512057077,-1316.5645272,0.00713801307334,-112.886874198,0.995146484603,-82.3603269691
0.652613486214,-81.9412851566,-172.037714776,0.0,1932.95586394,16.3563984973,0.81675957138,204,7.24416082676e-10,89,2.6970762166,-1932.95586394,0.00890011667225,-111.371139687,0.992168303528,-81.9143140068
0.67205655625,-83.4205931791,-165.501667908,0.0,1545.29928403,17.9818510502,0.812087237826,204,4.61682247987e-10,90,2.77742920176,-1545.29928403,0.00654185015489,-113.741042033,1.02152575229,-83.3412341613
0.656432937362,-84.0364999307,-197.26969038,0.0,2057.88860727,20.638247584,0.767598224699,204,-9.3859853223e-10,91,2.71286098212,-2057.88860727,0.00827026422947,-115.675807776,0.998003790976,-79.2768061786
0.637389309107,-81.536180756,-164.866405175,0.0,1672.45671475,17.9277248187,0.791198380913,204,-2.56875409832e-10,92,2.63415878253,-1672.45671475,0.00731564766072,-110.877102002,0.968563883406,-78.5291928979
0.641193045219,-82.7892943957,-171.15976774,0.0,2244.37504715,16.2260431325,0.820259796711,204,7.76761766019e-10,93,2.64987860202,-2244.37504715,0.00788716869434,-112.307889506,0.97451382839,-79.5940875683
0.645246815119,-84.3099347494,-185.326674649,0.0,2233.02805143,19.4223962673,0.789262452173,204,1.88663307199e-09,94,2.66663174399,-2233.02805142,0.00955910210205,-115.331024633,0.980816156922,-81.7230820206
0.628792280123,-83.3431305887,-169.61035502,0.0,1996.08244941,16.9503571232,0.811806811184,204,7.82385711773e-10,95,2.5986295713,-1996.08244941,0.00909171579108,-112.45825851,0.954984218105,-82.1461143077
0.624981650015,-81.8291075214,-168.975940211,0.0,3114.49137695,19.6398304363,0.75567191067,204,-4.66968685942e-10,96,2.58288126077,-3114.49137695,0.00828525080658,-112.094350399,0.948905543552,-80.8293252504
0.637205602736,-83.2582135564,-171.025101527,0.0,1656.26800524,16.7781968652,0.810462281707,204,-1.12731912694e-09,97,2.63339957345,-1656.26800524,0.00758552194514,-112.665190834,0.968275624963,-80.6858652118
0.647357229235,-82.1103207442,-184.677830945,0.0,1555.99927996,16.4267652464,0.819130923237,204,2.11156248042e-09,98,2.67535351858,-1555.99927996,0.00675179965126,-110.656164495,0.984081528094,-80.5284392031
0.648259715541,-81.8562085576,-182.242966271,0.0,1849.24652132,16.7844853486,0.811603882276,204,8.84938344825e-10,99,2.67908325203,-1849.24652132,0.00639031823471,-110.219475579,0.985474665866,-79.8304895248
0.641179220388,-81.4990737073,-159.615098288,0.0,1839.16680516,15.7910046035,0.828766945236,204,1.18189014131e-09,100,2.64982146771,-1839.16680516,0.00750109368996,-109.8740709,0.974492267052,-80.4512807217
0.633329853393,-81.8494068872,-174.719370627,0.0,2318.51604083,17.1568433888,0.805769545097,204,1.62697233463e-09,101,2.61738214262,-2318.51604083,0.0082921015581,-111.521607966,0.962174636051,-78.0105039201
0.630570023975,-81.3740676968,-158.439250192,0.0,1579.43619573,14.2649967374,0.839539728066,204,2.56562771028e-10,102,2.60597650905,-1579.43619573,0.00830868033177,-109.126328867,0.957807464483,-81.4526093899
0.634619698307,-82.7910184119,-157.293326707,0.0,1067.4254584,13.5619305508,0.861374547182,204,-1.90550553114e-09,103,2.62271272514,-1067.4254584,0.00971078602819,-111.593997694,0.964209173399,-81.1137554418
0.651319256299,-82.3671040839,-166.684267563,0.0,1717.57784157,15.994587259,0.828114441345,203,8.77712125202e-10,104,2.69172751205,-1717.57784157,0.00945112482319,-111.850046401,0.990183185281,-82.6844520907
0.642490061412,-82.0369317052,-155.765186779,0.0,1178.40874596,13.6293744535,0.862983677194,204,6.51541043339e-10,105,2.65523882151,-1178.40874596,0.00686214430506,-110.033430088,0.976534602253,-81.6785767165
0.624809772188,-80.8704367264,-172.128146207,0.0,1718.42155565,15.9050803713,0.81125368134,204,1.49441348185e-09,106,2.58217093588,-1718.42155565,0.00974730362958,-109.375715322,0.948630493132,-80.0374634185
0.608758105972,-79.9672205014,-168.780995731,0.0,1377.52642791,13.6619998093,0.84711141236,204,-1.51783297042e-09,107,2.51583371163,-1377.52642791,0.00662379952599,-106.620889028,0.922604244297,-80.0358639004
0.627857102973,-81.7333306189,-159.3333176,0.0,1434.83529505,14.2801650461,0.84359754139,203,-1.3574208424e-09,108,2.59476473537,-1434.83529505,0.00927758004528,-110.28020255,0.953495851762,-81.3407321458
0.622837104377,-80.3907176693,-153.476838833,0.0,1078.66706629,12.8688920794,0.856467281441,204,-1.19825926959e-10,109,2.57401842977,-1078.66706629,0.00878108311659,-108.303723332,0.945468269121,-78.7659367958
0.620827285578,-82.1587604311,-148.634109834,0.0,1224.31008621,13.8866221552,0.853708912632,204,-8.08483946457e-10,110,2.5657123886,-1224.31008621,0.00658059204711,-110.738286828,0.942236174409,-81.2725372669
0.632463972713,-81.7611604258,-163.008319504,0.0,1358.33570224,14.1969877715,0.846738075868,204,7.70057684285e-10,111,2.61380369038,-1358.33570224,0.00887250220878,-110.26921251,0.960806513065,-83.1881873605
0.632241790483,-82.5762318248,-152.599190904,0.0,1094.87274088,14.2170477446,0.861744751093,204,5.96457994106e-10,112,2.61288547092,-1094.87274088,0.00642772799097,-110.569311378,0.960455155083,-79.6906521865
0.633335455792,-80.882701508,-168.37122085,0.0,1289.00514238,14.2175542251,0.845337869003,204,7.56017470849e-12,113,2.61740529583,-1289.00514238,0.00799506296868,-108.720281541,0.962183481954,-77.9930478091
0.646076060356,-82.2446866393,-163.662732907,0.0,1074.89457238,14.7689398773,0.849367352979,204,-1.2808811789e-09,114,2.67005879178,-1074.89457238,0.00616388638285,-111.04683747,0.982100491564,-81.5120191898
0.636345733951,-81.2693598918,-158.406282141,0.0,1382.10128318,14.6450247892,0.845403972438,204,-3.53907125827e-10,115,2.62984596676,-1382.10128319,0.00764763577063,-109.39326367,0.966925276704,-80.951228343
0.634529765375,-81.2753415469,-151.584945021,0.0,1544.3522123,13.3495835497,0.858878238004,204,-2.90782509182e-10,116,2.62234105649,-1544.3522123,0.00708758840676,-108.791445546,0.964067451821,-76.38892697
0.638193119545,-81.7079587657,-143.515348469,0.0,901.744790353,13.7117309558,0.851479005924,203,-4.39399627794e-10,117,2.63748071513,-901.744790353,0.00739127979495,-110.084450142,0.969824186976,-83.3474397219
0.639864577731,-83.2352424864,-158.063732516,0.0,1378.36249822,14.196531813,0.85051320326,204,-1.96394012164e-11,118,2.64438840278,-1378.36249822,0.00839471457846,-113.628877577,0.972439810891,-84.6858035507
0.652693524467,-82.7380791128,-148.030997519,0.0,1585.3239937,13.65535503,0.859275731345,204,7.78612729846e-10,119,2.6974069932,-1585.3239937,0.00699025636311,-112.341353585,0.992290938667,-86.2513057873
0.662568412318,-83.4298247722,-151.982211375,0.0,946.793364181,13.6302103263,0.857306225338,204,1.82137327442e-09,120,2.73821725184,-946.79336418,0.00690245764886,-113.180649388,1.00730707063,-83.8913226628
0.652967126687,-84.1895911132,-156.627820762,0.0,1219.62979612,14.3082018493,0.850631851269,204,3.19602122545e-10,121,2.69853771767,-1219.62979612,0.00842095428805,-114.826660668,0.992710040251,-87.8651826219
0.651248152582,-84.5396419962,-165.1977089,0.0,1369.49091327,14.8088476785,0.848783568712,204,1.17580611914e-09,122,2.69143365949,-1369.49091327,0.00807992236727,-114.854395021,0.99007401056,-85.3653639779
0.649951888017,-84.2460539839,-160.716693354,0.0,1796.55322204,17.1005235425,0.820011523597,204,-1.00760821908e-09,123,2.68607654628,-1796.55322204,0.00909140944462,-115.709500847,0.988081595938,-84.4533151167
0.627972986288,-84.9711765782,-163.94869654,0.0,1591.13626216,16.3278836019,0.836683816754,203,9.03696673049e-10,124,2.59524364997,-1591.13626216,0.00658962173679,-116.152993282,0.9536804043,-81.9945323255
0.610098112599,-81.5402100751,-143.633959422,0.0,1520.47352228,13.8729166615,0.841192613264,204,-1.07633013613e-09,125,2.52137159903,-1520.47352228,0.00827125263006,-110.463115721,0.924803038783,-81.7194465887
0.605298476831,-83.3569364195,-165.36299161,0.0,1676.98189543,15.1355886597,0.845393467502,204,-5.70139491174e-10,126,2.5015359938,-1676.98189543,0.00920228713451,-112.266300683,0.91690494073,-79.8392176633
0.596525264235,-82.2792954998,-162.494831777,0.0,1350.60951729,14.6456892547,0.846558164397,204,1.19280230138e-09,127,2.46527866303,-1350.60951729,0.00728996401314,-110.589642427,0.902304848988,-78.768987583
0.600796581362,-80.4262961584,-146.366435375,0.0,1404.562252,14.7057470547,0.829844774552,204,-1.61464175363e-10,128,2.48293086924,-1404.562252,0.00606892020744,-108.744091966,0.909439664513,-81.6029226708
0.600315536766,-81.2261898052,-161.154700463,0.0,1039.33900444,13.3089583831,0.857055770968,204,1.26407329049e-09,129,2.48094284116,-1039.33900443,0.0065078068605,-108.518988692,0.908638665815,-81.9504863627
