MeanKLBefore,AverageDiscountedReturn,NumTrajs,AveragePolicyStd,AverageReturn,MeanKL,dLoss,StdReturn,Total cost,MaxReturn,Iteration,MinReturn,Perplexity,LossAfter,Entropy,LossBefore,ExplainedVariance
0.0,-152.083203956,204,0.946534717074,-229.258673427,0.00905322063509,1156.19203048,24.056108557,240.80994550786792,-158.485739135,48,-311.286799714,3.91177370302,-1156.19203048,1.36399090362,-1.02685877162e-10,0.912140104164
0.0,-152.350585357,204,0.955489684274,-228.996811631,0.00988302352144,1312.45140316,22.9152620058,240.67637135194767,-183.745615314,49,-295.489021984,3.94878217674,-1312.45140316,1.37340722169,-6.6456545128e-11,0.91823438676
0.0,-151.882919899,204,0.955976900686,-228.610417143,0.00789504121589,1066.76820842,24.4679837876,237.98038972273932,-171.194113062,50,-292.021392993,3.95079571128,-1066.76820842,1.37391700452,5.60085311463e-12,0.915350092414
0.0,-149.399409859,204,0.945664530852,-224.326174481,0.00806538333819,1109.91265795,25.628546541,234.27827476994116,-154.246173213,51,-289.350494786,3.90817745713,-1109.91265795,1.36307114183,-5.58671997553e-11,0.907353176359
0.0,-149.041014974,203,0.924386890342,-223.784900144,0.00610093706255,785.1012382,24.5475886083,233.03899584765637,-157.032487299,52,-289.634441148,3.82024268506,-785.101238199,1.34031395072,9.1052498874e-11,0.908717812085
0.0,-149.515498893,204,0.919425038734,-223.108521357,0.0075104328625,1038.35096212,25.0717868023,232.71310874351133,-124.815715553,53,-289.000958236,3.79973668534,-1038.35096212,1.334931771,3.94639876333e-11,0.909656375182
0.0,-153.413424003,204,0.92040765109,-229.917578987,0.00912801207635,1309.42956006,24.9887703463,238.79534285825306,-165.430150347,54,-306.555168059,3.80379755824,-1309.42956006,1.33599992514,-2.36612951454e-11,0.909829653619
0.0,-149.517016773,204,0.90620218669,-223.721003715,0.00663922188435,853.671996772,27.0300794077,234.61432533920626,-158.927103215,55,-310.510288575,3.74509019011,-853.671996771,1.32044569948,8.85892470492e-11,0.901025360184
0.0,-149.737445692,204,0.904958614167,-223.840644025,0.00815065820206,1046.60771143,26.143117109,235.12930125951442,-153.22788699,56,-310.755802023,3.73995083895,-1046.60771143,1.31907246667,1.26094690245e-10,0.903138975903
0.0,-145.691539112,204,0.897261905559,-217.768702426,0.00832183773586,1197.83438045,25.0564896575,230.26908357394066,-149.412888731,57,-279.093350718,3.70814240996,-1197.83438045,1.31053105311,1.60015334316e-11,0.89835956264
0.0,-145.193559147,204,0.886673430312,-216.497198778,0.00716862360684,1300.98849363,19.494265753,230.40979578086998,-147.094480161,58,-281.937673102,3.66438308632,-1300.98849363,1.29865999547,-1.22313326134e-10,0.930585207834
0.0,-143.380165795,204,0.886889087466,-213.039149109,0.00687362521336,954.872888516,28.0155460652,226.25522840482515,-115.954852982,59,-288.039628701,3.6652743394,-954.872888516,1.2989031864,-3.13040704469e-11,0.883138995771
0.0,-137.71240075,204,0.892200761207,-205.703911111,0.00729652430294,1060.51419229,23.9120259377,220.6604016426571,-133.473572556,60,-273.447472256,3.68722606001,-1060.51419229,1.3048744301,1.67762470582e-11,0.882584137106
0.0,-135.784386632,204,0.888214992469,-202.914824524,0.00674007778717,1070.51702027,24.2904880426,217.7617193183018,-141.768408678,61,-269.607494776,3.67075394858,-1070.51702027,1.30039707655,-1.04256159261e-10,0.88301767357
0.0,-133.849911893,204,0.865352893544,-200.519816363,0.00889527022895,1196.83992472,26.0559773591,217.57208752581403,-122.928875463,62,-289.715905461,3.57627103553,-1196.83992472,1.27432064737,5.39410183187e-11,0.880160816448
0.0,-134.190432178,204,0.85620722388,-200.378299022,0.00714247553252,957.50539698,28.4138989747,216.60358204882806,-111.392112747,63,-263.330576999,3.53847443976,-957.50539698,1.26369568504,-2.07061034985e-11,0.862388902832
0.0,-128.053777887,204,0.856748882489,-191.321141545,0.006617868843,866.015303845,25.1460088138,210.1059454874816,-121.515669576,64,-254.921946395,3.54071296927,-866.015303845,1.26432811062,9.37945277002e-11,0.856656415047
0.0,-125.348995439,204,0.852376090934,-188.003980916,0.00678889991307,1094.59518866,25.1016929136,207.03055180764102,-112.835204531,65,-286.250815793,3.52264139651,-1094.59518866,1.25921110494,7.52811146754e-11,0.862692676923
0.0,-125.0823669,204,0.835578185461,-185.689719234,0.00949456005783,1209.56069336,27.6065522538,206.58174957630843,-115.749669457,66,-264.316591225,3.45322016588,-1209.56069336,1.23930717713,6.17801365621e-11,0.83378009457
0.0,-123.53937651,204,0.845697066711,-184.336874395,0.00872892743119,1137.09365353,24.7231318565,206.02807296171318,-122.098876677,67,-241.523819998,3.49503878369,-1137.09365353,1.25134447253,1.53432822003e-12,0.851830479103
0.0,-124.026845876,204,0.881289310099,-184.516240012,0.00681782431847,1094.34845098,23.9766962237,205.08345452050023,-111.666053757,68,-272.878882762,3.6421319639,-1094.34845098,1.29256921456,-1.91862081778e-11,0.871671533267
0.0,-119.687836615,204,0.880618114623,-178.729703254,0.00719497436021,1050.02452634,23.8503280137,202.98429008333534,-116.181915933,69,-248.135448534,3.63935809331,-1050.02452634,1.29180731811,9.20988424413e-11,0.851864456403
0.0,-120.855933775,204,0.879596933744,-181.509116145,0.00787886672009,1177.72731037,22.328058367,203.71431840120238,-133.75913023,70,-241.243323425,3.63513782707,-1177.72731037,1.29064702693,-5.02993202645e-11,0.863134819909
0.0,-118.07859604,204,0.872433766507,-176.600144826,0.00635074813067,917.639927835,23.4476354225,198.8316403759842,-123.96609849,71,-250.115395119,3.60553438124,-917.639927835,1.2824699931,8.67406146909e-11,0.844671438763
0.0,-117.457963219,204,0.870237579102,-174.753475484,0.00658490506803,893.41806455,27.2774565986,197.4063939044086,-109.152179846,72,-252.197172576,3.59645812869,-893.41806455,1.27994950802,1.97999394658e-11,0.821166132332
0.0,-119.736460565,204,0.847760916684,-178.467466793,0.00668233702515,882.446633377,26.3716732644,203.40362603441298,-101.234499612,73,-235.281674069,3.50356812118,-882.446633377,1.25378191239,9.22262266556e-12,0.844030726163
0.0,-112.91493458,204,0.828920755176,-167.839634001,0.00772201824671,979.744715229,24.4531554808,192.50169032402547,-113.596589104,74,-237.174996572,3.425706795,-979.744715229,1.23130781393,6.12461192873e-11,0.816492719595
0.0,-113.211841935,204,0.834349896091,-168.294593785,0.00801188664685,1102.85251794,23.7574980074,193.83777328529175,-103.397547082,75,-238.945375305,3.44814397588,-1102.85251794,1.23783610828,4.25735419141e-11,0.828962107947
0.0,-117.544239541,204,0.840458368258,-175.541156761,0.00665438153203,867.958291488,25.9709455079,201.34065548179896,-110.569700668,76,-234.925204896,3.47338865033,-867.958291488,1.24513067373,-2.39281927605e-11,0.83583885421
0.0,-114.733360737,204,0.835335895598,-170.008525446,0.00647990415197,853.953485354,23.5963003298,196.78933791257904,-108.010207835,77,-235.581226566,3.45221884696,-853.953485354,1.23901716836,-1.22815757564e-10,0.846021554587
0.0,-116.380984027,204,0.836638345408,-173.45448724,0.00687238202497,904.97164262,27.1477611178,200.60688084861067,-116.159309184,78,-245.497668525,3.45760152213,-904.97164262,1.240575147,-8.07798272717e-12,0.831557305712
0.0,-111.705453912,203,0.820072539619,-164.89798783,0.00659405253827,832.724153298,25.2196853084,192.28788303505723,-110.07611906,79,-238.819841694,3.38913949714,-832.724153298,1.22057605352,4.08241218608e-11,0.819174818416
0.0,-113.355722352,204,0.818264793839,-168.253141546,0.00940457001804,1101.75700908,26.0227590779,196.94241797036997,-109.560288413,80,-254.569770964,3.38166856947,-1101.75700908,1.21836924729,-2.74296141356e-11,0.818479951366
0.0,-109.404705288,204,0.821688139628,-161.681425993,0.00639437218469,1019.32484859,23.6244739449,190.22274127516044,-100.134123862,81,-227.355249894,3.39581633795,-1019.32484859,1.22254418511,-7.30981941643e-12,0.829045253758
0.0,-109.90299627,204,0.799155159269,-162.802679621,0.0090053885692,1235.67065323,22.2271507321,191.30487585637434,-111.128789979,82,-243.583776741,3.30269358352,-1235.67065323,1.19473837296,6.41953157299e-12,0.846119222208
0.0,-111.058898465,204,0.826682403878,-164.186708934,0.00993965380667,1311.61163736,25.8263945571,191.4688279555629,-101.281118879,83,-221.040903587,3.41645629041,-1311.61163736,1.22860384148,1.66617830644e-11,0.808302340645
0.0,-107.309403942,204,0.812734752896,-156.688666472,0.00647004062415,1138.62382727,22.4219967503,184.40250891528615,-106.17140737,84,-227.785066447,3.35881439588,-1138.62382727,1.21158805334,7.12747638687e-11,0.833404564085
0.0,-106.982737089,204,0.798850359598,-157.374094462,0.00689927802172,1018.7472272,23.2940413857,184.9806091630353,-100.194272603,85,-246.365365774,3.30143392836,-1018.7472272,1.19435689784,9.71698277397e-11,0.826554799139
0.0,-105.473060038,204,0.798082781309,-152.79218343,0.00645302283553,1011.86801824,21.217774457,180.23044622708116,-107.53353899,86,-219.615445518,3.2982617335,-1011.86801824,1.19339558227,-1.06038400283e-10,0.823549248794
0.0,-108.31829134,204,0.797487650491,-157.682972322,0.00788796457598,1102.55530802,23.3222073816,182.82178734416343,-93.7882102732,87,-228.871545583,3.29580221771,-1102.55530802,1.19264960348,7.84041720436e-11,0.81932360249
0.0,-106.946943362,204,0.797869938621,-155.946140614,0.00673099221451,1112.45685661,21.5683389595,181.65985168353512,-95.5305578049,88,-213.437918144,3.29738211185,-1112.45685661,1.19312885421,5.20510301527e-11,0.829551773735
0.0,-105.855391518,204,0.79562668247,-153.926642336,0.00995922761063,1543.94434407,21.078299608,179.3183130190587,-108.485870492,89,-235.134377586,3.28811133682,-1543.94434407,1.19031333818,-4.0051517658e-11,0.833347125716
0.0,-105.916489751,204,0.793126631665,-154.467406381,0.0095575543531,1305.27884469,24.1278762528,180.23711150741647,-94.5458734966,90,-229.172805837,3.27777929847,-1305.27884469,1.18716614995,-7.96369636902e-11,0.803354591419
0.0,-107.058531183,204,0.804109017536,-156.145075846,0.0076843586659,1239.35642443,22.9869003633,180.34811077506922,-100.441928491,91,-229.208882506,3.3231665489,-1239.35642443,1.20091810816,-5.97407540104e-12,0.814379132167
0.0,-105.020968547,204,0.81316746554,-152.050309175,0.00781798650293,1208.5500433,23.446862648,177.89661621349595,-102.846472896,92,-228.199145783,3.36060268099,-1208.5500433,1.21212032723,-6.02007332873e-11,0.804009784788
0.0,-104.699915247,204,0.793123201182,-152.996683472,0.00702280596539,1143.27730458,23.6963182795,177.40804804504285,-91.2272820243,93,-241.24822054,3.27776512121,-1143.27730458,1.18716182467,8.81983375223e-12,0.795770523119
0.0,-105.72714945,204,0.77145862213,-155.261494496,0.00737823963418,1174.52240797,23.4397538852,181.36722184868785,-98.7451430755,94,-218.093851136,3.18823123609,-1174.52240797,1.15946629157,-1.19772587681e-10,0.806253501579
0.0,-104.884975342,204,0.763885028659,-153.868733615,0.00898707628337,1467.13548809,20.7576069621,180.40881404843722,-95.8747480365,95,-208.4651236,3.15693160888,-1467.13548809,1.14960054602,2.78748135685e-11,0.82597854338
