MeanKLBefore,AveragePolicyStd,LossAfter,Iteration,Entropy,dLoss,ExplainedVariance,MaxReturn,Total cost,StdReturn,AverageReturn,NumTrajs,AverageDiscountedReturn,MeanKL,LossBefore,MinReturn,Perplexity
0.0,0.864148107193,-1563102.21408,28,1.2729274287,17574.6971502,0.780524779294,-103.311366017,176.21247551958623,26.3291619189,-153.370496055,204,-105.243377787,0.00784487849449,-1545527.51693,-235.266121001,3.5712919772
0.0,0.85893027641,-1429047.83342,29,1.26687100459,19627.56834,0.786419965618,-95.9760115236,173.80000518841177,25.5505614921,-151.713582686,204,-105.025967612,0.00823542913938,-1409420.26508,-230.853962075,3.54972808433
0.0,0.850392033915,-1304799.27974,30,1.25688071375,17637.2605722,0.804054369042,-95.1184443529,177.75066333877595,25.6053812461,-153.656933264,204,-106.902664913,0.00669230424969,-1287162.01917,-223.435356088,3.51444182186
0.0,0.849996641838,-1317908.78041,31,1.25641565292,19591.1380308,0.802042373302,-95.6437568121,171.49087666757703,22.25287999,-147.231730773,204,-102.686311547,0.00790039397346,-1298317.64238,-222.066302716,3.51280777262
0.0,0.842251283613,-1622040.77743,32,1.24726166054,20854.0928424,0.796459349115,-89.3395247433,168.4715844785807,22.8957331004,-143.06339517,204,-100.00089083,0.00896395794257,-1601186.68459,-227.623830211,3.48079828784
0.0,0.835852255463,-1256932.76662,33,1.23963512377,18008.5040412,0.8243181008,-94.8814713003,166.55112320490974,21.2873673121,-140.825623619,204,-99.2735035672,0.00715795346893,-1238924.26258,-200.470468398,3.45435282357
0.0,0.827469902662,-1777019.39577,34,1.22955598941,14976.6972196,0.783712360319,-87.5112136956,166.52648985485774,21.819677968,-137.705840571,204,-96.6723701577,0.00670124226272,-1762042.69855,-222.941633919,3.41971081132
0.0,0.815819910255,-1731735.18965,35,1.21537688661,18195.3149854,0.823201426084,-91.2397046538,165.65943047593933,20.7361470564,-139.393072762,204,-97.9788294132,0.00722955161156,-1713539.87467,-232.67722576,3.37156452243
0.0,0.787675599951,-1825492.59415,36,1.18026958413,17827.1724736,0.826612197048,-93.7442161531,162.37533511207656,19.1207016916,-131.981252137,204,-94.094328535,0.00796039650079,-1807665.42168,-218.319708105,3.2552516488
0.0,0.761421921748,-1042252.36663,37,1.14637088913,23219.9966188,0.843506715006,-96.3514714893,162.047435498983,16.8592885008,-131.035933866,204,-93.3715791145,0.00920624036589,-1019032.37001,-199.227017788,3.14675224973
0.0,0.751571817339,-1075291.58165,38,1.13335002417,16464.4559473,0.859015058721,-95.1026260631,166.23090178096172,16.4611718835,-134.435731922,204,-95.3612912073,0.00654357764146,-1058827.12571,-188.444303862,3.10604441439
0.0,0.744030000439,-2064842.98176,39,1.12326461141,16392.5685481,0.833739766239,-92.3401303423,164.10384010170117,18.2068390754,-132.716063068,204,-94.0771821656,0.00725711804676,-2048450.41322,-234.901654357,3.07487611122
0.0,0.750361940297,-1920458.96592,40,1.13173893141,14953.5081202,0.80265953234,-92.8406968453,164.41902145954427,21.902071373,-134.087863796,204,-95.1632536724,0.00656153317145,-1905505.4578,-234.791051675,3.10104431761
0.0,0.718673080784,-914916.174688,41,1.08858982257,22331.445541,0.852013248941,-92.308979078,161.9315946201917,16.0332046376,-128.873559302,204,-92.486537161,0.00889444047627,-892584.729147,-186.148635927,2.97008277432
0.0,0.727682197079,-1162938.77308,42,1.10104766463,20975.7863808,0.873857951392,-91.5262535106,162.67190020968843,14.5685769243,-129.215783097,204,-92.4309090121,0.00845584080333,-1141962.9867,-174.697842531,3.0073150317
0.0,0.753226065676,-1719543.03982,43,1.13554865699,18413.4430824,0.820905583946,-87.8056153819,163.25986178580212,18.5396942282,-130.748690718,204,-93.1043978583,0.0084185340747,-1701129.59673,-228.030270291,3.11288097836
0.0,0.742069060848,-1968736.4809,44,1.12062556698,22337.3865225,0.825418494687,-87.2200735487,162.0270903602351,19.3567733715,-127.250372376,204,-91.2294868145,0.00989924534902,-1946399.09438,-229.54222114,3.06677207469
0.0,0.7368736545,-1616850.7863,45,1.11359969956,18025.7991679,0.86015911704,-89.5661236262,159.3555370138973,14.8878220448,-124.182572991,204,-90.2866082958,0.00823989947657,-1598824.98713,-208.070480215,3.04530085598
0.0,0.744287962385,-1682849.76881,46,1.12361126039,15229.2078241,0.869357962924,-86.3895534332,161.7159095334447,14.3528357844,-123.693831737,204,-89.7529974569,0.00672837333995,-1667620.56098,-211.147198444,3.07594219865
0.0,0.739231694959,-2039552.01224,47,1.11679465101,18466.6528959,0.853115932338,-90.0453391148,162.17455312927933,16.2839306386,-125.436553552,204,-90.6590146307,0.0082106859862,-2021085.35934,-237.56986677,3.05504600372
0.0,0.712192682798,-771860.277749,48,1.07953175093,23211.0762424,0.857745804705,-85.8477259409,159.12575648143732,14.4099800056,-121.996732023,204,-88.6551838867,0.00881658339968,-748649.201506,-163.524504599,2.94330103038
0.0,0.734708747652,-1490397.22466,49,1.11065741321,23566.4939172,0.855421266515,-87.1707541474,160.52007907277445,16.4993644937,-125.30069518,204,-91.1524751276,0.00983628373602,-1466830.73074,-194.98719316,3.03635387757
0.0,0.705846598725,-1192585.46355,50,1.07058118585,20703.9234598,0.841945240318,-84.5217431053,157.91361545676125,16.6817010915,-121.820181674,204,-88.8403040362,0.00805873952367,-1171881.54009,-187.679471297,2.91707436975
0.0,0.687425590736,-2173145.62098,51,1.04413684625,13807.817246,0.814571093033,-88.4217293051,158.12294054805,19.079015018,-122.268036232,204,-88.6705397007,0.00613395375852,-2159337.80373,-233.35139981,2.84094529246
0.0,0.676064931192,-2106807.33494,52,1.02747237771,18467.2758333,0.840785151892,-91.4000783598,158.67152281032585,16.6380458462,-120.978693521,204,-87.9285051625,0.00816463803525,-2088340.05911,-225.550173163,2.79399473856
0.0,0.671650085566,-943037.993136,53,1.02092075313,21726.7515958,0.842539623044,-81.9362931815,154.88687298495225,14.9916727774,-116.530988062,204,-85.5107812883,0.00899832250665,-921311.241541,-164.229224926,2.77574936762
0.0,0.672756309591,-755103.866683,54,1.02256642259,18374.9926839,0.874378860583,-91.2689290032,157.83983622225153,13.3462188158,-120.06590467,204,-87.5189745866,0.00692206860354,-736728.873999,-171.440079972,2.78032109433
0.0,0.681980448318,-801660.662249,55,1.0361842435,19583.3815702,0.838958941459,-85.5816945653,157.68842374626894,15.3947248785,-120.07883218,204,-87.2960307119,0.00699464819659,-782077.280679,-162.24349375,2.81844198166
0.0,0.653392249362,-2323502.26441,56,0.993360891309,15137.1129163,0.827340094593,-82.143241627,160.68025621115012,16.947525158,-120.881106587,204,-87.324576101,0.00643935175343,-2308365.15149,-228.039637172,2.70029463548
0.0,0.657522977356,-2246113.34782,57,0.999662964213,23599.2259116,0.838003146308,-82.4748594098,157.25198029107085,16.3211136265,-118.09298056,204,-86.1660734679,0.00986241016601,-2222514.12191,-237.821202295,2.71736582457
0.0,0.689872378662,-661804.111273,58,1.04768987625,16873.0443803,0.841235057585,-83.2113052543,155.22972953453092,14.8451993968,-118.192156958,203,-86.5880935335,0.00652041956353,-644931.066892,-164.209218083,2.85105720964
0.0,0.702237171634,-801091.959701,59,1.06545445252,21893.3484686,0.857301100926,-86.7297546498,155.5839175221929,14.0547338192,-119.90333419,204,-87.2672476518,0.00756266414209,-779198.611232,-159.308902493,2.90215757724
0.0,0.696894932279,-729347.932859,60,1.05781791084,20736.4709117,0.876070054155,-81.8163725125,157.17353988218156,13.412239183,-121.014088601,204,-88.2332162542,0.0083225952406,-708611.461947,-161.67169624,2.88007953716
0.0,0.691524460673,-797785.905774,61,1.05008177805,23501.4842199,0.879233057573,-93.891998217,156.9048818299823,13.5018598131,-120.584605959,204,-87.8412984364,0.00946896461329,-774284.421554,-165.377186157,2.85788482077
0.0,0.681148990514,-732185.3819,62,1.0349643184,19457.2562335,0.873888266688,-89.1679126171,160.81967224274558,12.9250414675,-125.983918051,204,-90.8203817793,0.00674072749074,-712728.125666,-161.538367722,2.81500578992
0.0,0.664709131708,-902781.05526,63,1.01053280327,17448.6355565,0.872473825955,-86.9376915383,159.90733003676695,14.4163375967,-123.901160221,204,-89.9994647592,0.0065262345113,-885332.419704,-174.606784321,2.74706426998
0.0,0.655727280248,-715019.626298,64,0.996928225397,24732.4390583,0.868219410006,-81.1616189421,161.0836926563449,13.7201853955,-122.116959929,204,-88.4072871003,0.00998058956637,-690287.18724,-157.600674496,2.70994469083
0.0,0.681627611568,-698080.312625,65,1.03566673885,21635.3943919,0.85978473673,-90.6276575892,161.4427151298948,14.9363116857,-124.764510419,204,-89.8651354532,0.007669766131,-676444.918233,-162.96365755,2.81698380216
0.0,0.659202227103,-888255.587174,66,1.00221361131,23335.8656027,0.838531209288,-88.8001923181,157.71539671460536,15.7565184605,-120.198650733,204,-87.469535942,0.00921776144474,-864919.721571,-167.295773692,2.72430571266
0.0,0.667838073394,-745398.875994,67,1.01522899328,18552.2875639,0.864877005323,-84.7967945428,156.09540889367565,13.9856059693,-120.476535016,204,-87.9197185308,0.0068599001421,-726846.58843,-155.268355828,2.75999534539
0.0,0.688563115419,-650816.13303,68,1.0457902391,19782.9102328,0.863544148246,-90.2333362347,156.68219930405095,14.5633808292,-121.96657426,204,-88.672512565,0.00669596353133,-631033.222798,-162.365307858,2.84564637639
0.0,0.680122678863,-2267385.21794,69,1.03345644621,19922.704612,0.825945426792,-82.6484744345,159.0497667780306,17.7690358308,-122.635591844,204,-88.9151987946,0.00892875845104,-2247462.51332,-241.529801396,2.81076431959
0.0,0.67535565363,-1792657.17355,70,1.0264227006,18816.9640317,0.856793665932,-84.2724176736,158.61191967417892,14.9031665801,-121.703617907,204,-88.3967325233,0.00879781725995,-1773840.20952,-212.089637357,2.79106348494
0.0,0.650317973081,-907043.765073,71,0.988644686854,16819.3118476,0.865729356949,-85.9284421789,159.43871085890999,13.9287580708,-120.790730805,204,-87.7249807038,0.00638443225805,-890224.453225,-157.979704672,2.6875894775
0.0,0.64477960307,-1158369.95415,72,0.980091811959,17184.8155249,0.879990079137,-87.0943864301,159.09435910413924,13.4653526655,-120.733828583,204,-87.8870851852,0.00638091289017,-1141185.13863,-167.89030246,2.66470088211
0.0,0.627752835043,-749283.787672,73,0.953329768447,22923.8024535,0.863456501714,-87.4997661938,158.27500257858222,13.7533698249,-118.514919977,204,-86.7066339122,0.0083343102651,-726359.985219,-156.146789099,2.59433382402
0.0,0.629548479375,-2479330.69805,74,0.956186117251,18489.9643057,0.843868790968,-87.1627602475,160.58788193776772,16.4843475667,-121.239230656,204,-88.3734886165,0.00798975186298,-2460840.73374,-246.573626945,2.60175473965
0.0,0.637264305852,-674592.657554,75,0.968367746583,20740.956776,0.876740436314,-85.9336307247,159.12384499561392,12.55646745,-119.780951784,204,-87.3689205755,0.00784686832941,-653851.700778,-149.242969299,2.63364217766
0.0,0.655651249249,-2396030.59755,76,0.996812269558,19733.0915545,0.80876163751,-89.8063534587,159.7264060121702,20.1456172004,-123.331031942,204,-89.3755762381,0.00853985356563,-2376297.50599,-253.740612963,2.70963047514
0.0,0.663568698588,-2074588.76289,77,1.00881564233,19655.9071339,0.861482875141,-93.111383823,161.1794584655937,16.1074988987,-124.329689774,204,-89.8891583509,0.00846159943142,-2054932.85576,-232.874173619,2.74235116627
0.0,0.657896997435,-1190890.89359,78,1.00023163444,19369.2842148,0.86769291137,-87.3031920136,160.0736897572116,14.8817464102,-122.75878529,204,-89.1247262385,0.00753918016267,-1171521.60938,-181.990991671,2.71891154908
0.0,0.646345105226,-762314.946124,79,0.982516833977,25351.4285928,0.85783654951,-93.3722678675,157.8601655621727,13.7887935751,-120.558029024,204,-87.5037251818,0.00986422955209,-736963.517531,-158.669865322,2.67117068195
0.0,0.635245045799,-2516296.83254,80,0.965194077571,18263.8086087,0.848079897621,-85.4901585452,160.98720847787047,15.9874065307,-121.130544561,204,-88.1515609447,0.00796800728308,-2498033.02393,-245.926604612,2.62529711832
0.0,0.621800004434,-1026058.99776,81,0.943801758979,22846.6432647,0.875096588108,-86.368330242,159.3904928713321,12.5892968516,-119.124828832,204,-86.7832458201,0.00967780487933,-1003212.3545,-169.507269001,2.56973237432
0.0,0.645797519406,-2074812.86858,82,0.981669271422,19715.8839566,0.857894007905,-88.308486225,162.47166358100193,15.2592054409,-122.857341564,204,-88.7748465385,0.00887188870088,-2055096.98463,-228.479937595,2.66890765686
0.0,0.653388981922,-937098.836721,83,0.993355890563,17497.9833833,0.878604841453,-91.6940784244,159.2626318565998,12.8262336063,-120.232447085,204,-87.4075218546,0.00653461964599,-919600.853338,-171.304283315,2.70028113203
0.0,0.660464092723,-1545910.97116,84,1.00412601293,17172.5323822,0.863151017172,-83.77965518,159.38007440824597,14.7405208974,-121.821291984,204,-88.4453010594,0.00742531690706,-1528738.43878,-198.437161387,2.72952066427
0.0,0.653017668122,-848247.150454,85,0.992787439981,21071.4945574,0.85835425562,-86.8736391887,161.00600795066725,14.60945819,-121.752982315,204,-88.3204823179,0.00870385960678,-827175.655897,-158.978498523,2.69874659184
0.0,0.671729872315,-2912910.79172,86,1.02103953821,22289.190162,0.843104874794,-93.2716405855,162.83147049907365,16.6871832271,-125.708591741,204,-90.5292067156,0.00944806765018,-2890621.60156,-253.489101923,2.77607910482
0.0,0.664386767155,-1081897.50047,87,1.01004771478,19999.7919825,0.858347357746,-91.625135264,163.4699936466126,15.3748416489,-126.130836354,204,-90.8954145819,0.00803857735388,-1061897.70849,-181.896125605,2.74573202388
0.0,0.664726668079,-1815616.04092,88,1.01055918494,15798.3492975,0.823108435775,-86.0395003233,161.66331558311487,18.5825499527,-124.643996228,204,-90.3502686775,0.00661322578027,-1799817.69162,-228.481689335,2.74713674309
0.0,0.647837965821,-1113152.89536,89,0.984823866562,22525.5834227,0.859947277711,-87.8457962452,159.35313229180477,14.1213559264,-120.917657002,204,-87.7259248976,0.00926739407632,-1090627.31193,-174.199387239,2.67734027374
0.0,0.643720954186,-808584.593299,90,0.978448585471,17714.4250224,0.872127042881,-85.474814807,157.18913095946903,13.7661941855,-119.290739312,204,-87.2686170154,0.00629103705465,-790870.168276,-160.84200305,2.66032577067
0.0,0.64907725636,-843238.774909,91,0.986735002917,20420.4796768,0.865079045049,-87.630168496,158.2830664944251,14.0381061713,-119.97021077,204,-87.4755597592,0.00768977099125,-822818.295232,-176.018376296,2.68246192861
0.0,0.633213453125,-769997.190723,92,0.961990828252,22572.8952509,0.859593054192,-81.5597924691,155.27600399631606,13.9140192284,-114.966344829,204,-84.7853050685,0.00887214933843,-747424.295472,-154.265200592,2.61690109158
0.0,0.654284025214,-723712.679626,93,0.994724800721,17381.7990294,0.875015883619,-86.7336839717,158.23683891138603,12.3403845727,-118.415489006,204,-86.5321422345,0.00680527100258,-706330.880597,-151.987042631,2.7039801055
0.0,0.659168301437,-636009.715949,94,1.00216214525,18780.299135,0.881652066856,-86.6151989387,157.4399731039767,12.2432670914,-118.400728144,204,-86.6542010948,0.00684769014011,-617229.416814,-153.224483497,2.72416550699
0.0,0.645409677969,-634847.824227,95,0.981068529031,19569.2477523,0.88020875074,-84.1012389302,157.5627899671541,12.8728593948,-118.036445185,204,-86.553956191,0.00667283505097,-615278.576474,-147.674135294,2.66730481239
0.0,0.654301138405,-772733.220707,96,0.994750955979,23656.8491694,0.87406168199,-92.3645207753,158.44896575393048,12.9636255812,-118.751279763,204,-86.8725648215,0.00979809151058,-749076.371538,-158.118271056,2.70405082973
0.0,0.664146506241,-933776.155574,97,1.00968602129,17914.2478378,0.858163128763,-83.0685173391,157.8550658677527,14.4662832678,-119.886628008,204,-87.4999532495,0.00733670511222,-915861.907736,-162.655982561,2.74473909007
0.0,0.674606621452,-849979.435445,98,1.02531299218,24274.0419666,0.871011605594,-89.8756374274,159.16673955288806,14.3265906664,-122.594506393,204,-89.3870245471,0.0098527206348,-825705.393479,-169.023361781,2.78796793617
0.0,0.680893827664,-1269213.52461,99,1.0345896417,19359.2677667,0.856760332319,-86.7164432507,159.35551643856806,15.7865336383,-123.376531428,204,-89.8388334725,0.00860524760445,-1249854.25685,-190.231855986,2.81395127042
0.0,0.69715673379,-1088316.39111,100,1.05819350884,17550.4006902,0.860590665636,-94.8367524177,161.07909440147566,15.410334089,-125.515056464,203,-90.7573286886,0.00703827249932,-1070765.99042,-179.364777592,2.88116149247
0.0,0.687423142717,-784752.120634,101,1.0441332851,16567.9545093,0.868788554061,-86.5588259594,161.6933398989909,14.8708452286,-127.512590942,204,-91.995000034,0.00624610557311,-768184.166124,-172.628656974,2.84093517546
0.0,0.684950961264,-1144442.94011,102,1.04053050053,19386.3878469,0.868586324495,-86.8985360314,164.34605556653776,14.6904208775,-128.73948818,204,-92.3750717307,0.00737612731429,-1125056.55227,-180.62035205,2.83071831365
0.0,0.672628038371,-1500551.81117,103,1.02237573921,16549.1913983,0.863704699874,-86.9163700361,161.35822491361822,15.3394708826,-125.06081849,204,-90.6859295648,0.0069573051495,-1484002.61977,-203.374074466,2.77979098384
0.0,0.681689677165,-878821.988498,104,1.03575778969,25466.4978524,0.864796049744,-92.7393550101,161.33252658133014,15.2947684181,-126.711225459,204,-91.4297105177,0.00954135077801,-853355.490646,-173.485373644,2.8172403026
0.0,0.671445068562,-2915697.53229,105,1.02061546276,21367.2487997,0.846789722522,-83.7934526905,163.24622210509236,17.57897778,-127.784671105,204,-92.004015406,0.0076106508532,-2894330.28349,-262.087285472,2.77490208742
0.0,0.69524921198,-1057895.99759,106,1.0554536139,17245.8539732,0.857398769879,-87.1009936563,160.32960353782758,15.6298822031,-125.286051082,204,-90.8380317451,0.00661145919584,-1040650.14362,-169.85874729,2.87327821728
0.0,0.68378190829,-986032.732926,107,1.03882227347,17817.7758342,0.860551792606,-89.3322658825,159.785698354618,15.3819744768,-124.870636166,204,-90.3522745286,0.00694654217779,-968214.957092,-176.180408553,2.82588693177
0.0,0.692604677126,-754021.127053,108,1.05164263916,25086.0050128,0.881030120213,-91.5466613219,160.6554843636643,14.4958221211,-125.957110151,203,-91.3581391825,0.0093085093342,-728935.12204,-166.869084415,2.86234906517
0.0,0.687951400453,-708262.58096,109,1.04490145078,22037.3681816,0.876761575243,-86.7656471297,159.94433418220197,14.2970591327,-125.686688636,204,-90.8939692075,0.00774144916577,-686225.212778,-166.342166201,2.84311832276
0.0,0.669108395585,-907591.212444,110,1.01712932751,22719.9961802,0.866048006461,-90.8269798106,159.11630202567906,13.8460973297,-122.419869347,204,-88.7223157587,0.00824648857427,-884871.216264,-181.857211153,2.76524524574
0.0,0.678512573916,-813666.304176,111,1.03108626526,20471.3659432,0.886702968935,-91.4795303319,158.49770464172,12.6051150384,-121.862198003,204,-88.8427408721,0.00729964363167,-793194.938233,-165.066884789,2.80411018839
0.0,0.673833976451,-1075581.12101,112,1.02416700905,17909.0186033,0.864816066351,-91.8675507837,161.17373017798164,14.3301491925,-121.583172826,204,-88.4317022286,0.00664379461646,-1057672.1024,-158.188940861,2.78477480195
0.0,0.677359294425,-925550.250717,113,1.0293851019,17275.0169512,0.880979258947,-94.0827723069,161.9090727041867,13.7913890667,-123.776759295,204,-89.8039800927,0.00637426683786,-908275.233766,-168.260863822,2.79934399407
0.0,0.685651448615,-1261928.03659,114,1.04155266043,15530.4391053,0.857148401612,-85.9974644433,161.5793455151046,15.8931168,-124.591979789,204,-90.3503306288,0.00622482914485,-1246397.59749,-179.728896898,2.83361323969
0.0,0.678213009194,-1254493.99597,115,1.03064466567,16276.9925137,0.865928897691,-88.5463612344,159.03315897355282,15.1626171906,-121.251929438,204,-88.8080810842,0.00650046425527,-1238217.00346,-186.201280896,2.80287216787
0.0,0.667802883208,-1246307.21336,116,1.0151762992,17475.3094545,0.873761032319,-92.9760980921,156.79579640143345,12.8233393865,-118.459274146,204,-86.8854968678,0.00684497643223,-1228831.9039,-173.358094414,2.75984991381
0.0,0.662470268354,-789112.215215,117,1.00715893312,19826.2414693,0.878458752158,-85.8636636297,157.627102040162,13.3929946561,-118.000041128,204,-86.8384268608,0.00728643731505,-769285.973746,-153.22160994,2.7378116492
0.0,0.671102493958,-1056640.27733,118,1.0201051276,23446.534021,0.880024901284,-89.4562280429,156.59348024311524,13.1660532151,-117.111024247,204,-86.3685399635,0.00968943608021,-1033193.74331,-170.062129544,2.77348631861
0.0,0.686187108055,-2260186.88484,119,1.04233359702,14973.5194223,0.85698506262,-85.6421512541,158.46709591953976,15.5915900368,-120.42658079,203,-87.7414336459,0.00680025066898,-2245213.36542,-243.42539346,2.83582697625
0.0,0.69423226954,-933267.366613,120,1.05398984107,21389.2074458,0.86613288787,-86.1299818513,155.83608671728334,13.105197103,-117.226523712,204,-86.0872734761,0.00866324203943,-911878.159167,-167.172719112,2.86907546737
0.0,0.71039584374,-953624.199941,121,1.07700559529,19412.6032569,0.882806856517,-84.7319303109,156.90617299619498,13.3479166738,-118.710208053,204,-86.9176374264,0.00751554718503,-934211.596684,-173.196493829,2.93587517726
0.0,0.700989574708,-1100238.28514,122,1.06367626912,13801.6810976,0.878846251946,-89.6771419632,158.49729889453874,13.0618256039,-118.738151342,204,-86.8116724099,0.0052944786922,-1086436.60405,-172.845731616,2.89700159431
