Total cost,StdReturn,NumTrajs,AverageReturn,Entropy,Perplexity,MaxReturn,MinReturn,dLoss,LossBefore,Iteration,AveragePolicyStd,MeanKLBefore,ExplainedVariance,AverageDiscountedReturn,LossAfter,MeanKL
170.96510948430725,24.2697376456,209,-143.08757626,1.16674366474,3.21151781433,-87.0265023733,-278.223468082,0.257172414957,-1.12278023662e-15,27,0.777093292339,0.0,0.795668767934,-99.8877589631,-0.257172414957,0.00767099589673
174.7810306979361,25.0192927094,209,-145.164395956,1.16490985654,3.20563390324,-98.4208181337,-236.454411974,0.181205147944,-5.2633040514e-17,28,0.775669558109,0.0,0.802709015823,-100.784046768,-0.181205147944,0.00868534474481
175.9676523674841,27.9888459714,209,-147.382549012,1.15890552411,3.18644388093,-103.192778791,-279.166449619,0.632517707405,-7.03401345329e-17,29,0.771026134508,0.0,0.783816532219,-102.200562237,-0.632517707405,0.00621625628091
172.35734306232902,26.8490273381,209,-143.208192797,1.16903423255,3.21888244502,-96.4726533264,-270.493008037,0.164770987341,-2.59375423916e-16,30,0.778875317363,0.0,0.784205065194,-100.113697464,-0.164770987341,0.00223946966778
169.00025235303295,18.6163188622,209,-138.98565059,1.14946304739,3.15649756495,-97.247537008,-210.479878414,0.53671778303,-3.49045581419e-16,31,0.763780002734,0.0,0.840062561283,-98.0163480722,-0.53671778303,0.00994675419455
167.35582309078515,22.1481986129,209,-136.925766455,1.14150996918,3.13149325537,-85.938980811,-264.406119805,0.172228692486,3.03109059575e-16,32,0.757729691829,0.0,0.812456761055,-96.914642441,-0.172228692486,0.00698041085159
168.08115477017506,25.7873609706,209,-139.095838798,1.15315472411,3.16817186917,-91.8483713585,-282.285092136,0.176382079642,1.49529666255e-16,33,0.766604842584,0.0,0.793950969254,-98.1675373241,-0.176382079642,0.00905299359073
166.48805383532033,20.1143846778,209,-134.698822694,1.12037117488,3.06599201132,-90.1613429336,-244.846187473,0.77123616352,3.37792923859e-16,34,0.74188030835,0.0,0.824069676781,-95.6217896912,-0.77123616352,0.0063247060279
162.45834663290304,18.8668066288,209,-130.987335814,1.0852392941,2.96014807996,-92.5943024534,-268.410031331,0.312888231981,4.56066469438e-16,35,0.716269175592,0.0,0.833442108724,-93.5214255621,-0.312888231981,0.00816329206568
162.31731173227377,17.0786622092,208,-130.733774737,1.07601714072,2.93297463179,-88.7930438181,-217.444043428,0.569477269987,8.89281638554e-16,36,0.70969399665,0.0,0.85339199223,-93.8062489574,-0.569477269987,0.00882222897571
160.96796847390095,19.6397626809,209,-129.132327112,1.07683775508,2.93538246069,-89.3110712642,-244.046634056,0.842051836833,-1.46783506986e-17,37,0.710276620753,0.0,0.818465419143,-92.6748930829,-0.842051836833,0.00881161569957
163.0764750540328,16.697225466,209,-130.927209299,1.10364671929,3.01514137399,-89.462685986,-179.812011573,0.269800581585,-4.81907329699e-16,38,0.729575942792,0.0,0.845222972264,-93.4250292797,-0.269800581585,0.00895031208827
161.94581855247415,18.865638833,209,-132.664008755,1.15980631251,3.18931548578,-99.6848265832,-203.897201155,0.768725120416,-5.59033532123e-16,39,0.771720978813,0.0,0.830715155718,-95.0818744981,-0.768725120416,0.00651933052786
160.8335571994818,18.1007097067,209,-131.62582991,1.16505046055,3.20608465991,-94.6056847191,-211.276592254,0.625742564478,3.45118208366e-16,40,0.775778628028,0.0,0.842241940845,-94.1305670149,-0.625742564478,0.00719688392234
163.36736252888335,19.1278879375,209,-132.848851221,1.1597168458,3.18903016099,-93.0135702611,-230.06973117,0.815348179417,-1.02334786016e-15,41,0.771651938569,0.0,0.839590582971,-94.6759669717,-0.815348179417,0.00678015057607
159.53451390387704,18.6410545022,209,-128.961579936,1.14390592371,3.13900516633,-90.1180168395,-229.650790794,0.205892249362,1.59190707983e-16,42,0.759547354367,0.0,0.82192393885,-92.5690072627,-0.205892249362,0.00887870759931
162.69181139770254,19.1314689595,209,-130.984602636,1.11508815681,3.04983703123,-87.0582134333,-230.08647447,0.252438128071,-1.09164325594e-15,43,0.737971276112,0.0,0.824596229865,-93.2805899259,-0.252438128071,0.00677564479964
160.34810879006886,19.0736296813,209,-127.511565826,1.06358193574,2.89672832326,-87.0459221009,-190.535438683,0.611851006899,-9.45585789418e-16,44,0.700923451115,0.0,0.815616127054,-91.2999770955,-0.611851006899,0.00877545724706
163.816731212641,22.7693657634,209,-132.162578064,1.08295422969,2.9533916733,-83.7965461513,-211.908140455,0.642676469637,5.67652340201e-16,45,0.714634322978,0.0,0.791279920909,-93.980310841,-0.642676469637,0.00646932286668
163.98862928655342,23.6375463321,209,-131.094725475,1.071180001,2.9188216812,-86.3951960517,-234.679133658,0.0270768988077,-5.49132029156e-16,46,0.706269396941,0.0,0.766723595364,-93.1822064033,-0.0270768988077,0.0099576663724
162.7990638101814,18.5113150655,209,-129.786640897,1.05158468618,2.86218318831,-90.1567367533,-184.205640104,0.447587069794,4.78489277739e-16,47,0.692564539781,0.0,0.812384896656,-92.3070560991,-0.447587069794,0.00728196814447
161.16270589497483,18.8554971406,209,-126.864926092,1.02404810881,2.78444371124,-87.3417226216,-198.741373115,0.0823318269143,1.19885642008e-16,48,0.673753862193,0.0,0.806672345092,-90.9667092609,-0.0823318269143,0.00783682796731
163.69110666747693,18.4676582389,209,-126.592400034,1.01322514459,2.75447026989,-83.1072481224,-179.564592293,0.270137653982,3.35038849424e-16,49,0.666501166872,0.0,0.814342252357,-90.6592186027,-0.270137653982,0.00866537524966
161.43060396319459,18.3705788703,209,-124.361627035,1.04123016647,2.83269956387,-85.0759564699,-185.776110312,0.68167408724,8.9302839915e-16,50,0.685430365815,0.0,0.796524725387,-89.2826995904,-0.68167408724,0.00659661359093
163.47119056949137,18.9630071947,209,-127.129281654,1.03427095452,2.8130546431,-85.3318063734,-189.72828675,0.31007228089,-8.60134359575e-16,51,0.680676870102,0.0,0.809301379052,-90.7927047133,-0.31007228089,0.00776353260494
164.33279016252476,22.338516676,209,-124.846371234,1.00557562314,2.73348027454,-83.6911354313,-222.712472621,0.543401128301,-1.2834435421e-15,52,0.66142220249,0.0,0.749948508247,-89.4815176191,-0.543401128301,0.00686207030215
164.9082698954619,20.0768577302,209,-126.985001621,0.995355237488,2.70568533144,-90.9775870396,-202.281546886,0.588983037871,6.3089943121e-16,53,0.654696639969,0.0,0.774665831098,-90.2875916118,-0.588983037871,0.00949160476288
164.22971401466987,23.8999866509,209,-130.836991612,1.03221325883,2.80727218399,-89.7622766294,-258.716310704,0.328783563186,7.12792654995e-16,54,0.679277684283,0.0,0.761050917038,-92.9726202698,-0.328783563186,0.00694590134591
163.7584909062589,21.1094232039,209,-128.672219158,1.00897726119,2.74279441774,-85.3370044234,-204.922696765,0.49262831876,1.05069433852e-15,55,0.663675952468,0.0,0.785341780443,-91.79886018,-0.49262831876,0.00719052821571
167.10889723336265,24.6585779475,209,-129.892305365,0.968559513257,2.63414727089,-87.5847686564,-215.938524843,0.81148819783,-4.90299216882e-16,56,0.637386523627,0.0,0.738731142745,-91.8038846835,-0.81148819783,0.00854660830414
158.9185339762672,17.1538043913,209,-122.694020016,0.955354173888,2.59959112719,-87.6588619687,-177.624113324,0.514705605064,5.01450098344e-16,57,0.6290249485,0.0,0.807301598427,-88.5479833754,-0.514705605064,0.00664882349729
161.25007784047273,21.2152237626,209,-125.377081676,0.974697121709,2.65036435158,-88.7058016621,-221.817569083,0.14614154926,-5.23567134189e-16,58,0.641310582391,0.0,0.776809749933,-89.8897553091,-0.14614154926,0.00810542446889
162.82611068844082,20.6253693494,209,-127.067272632,0.972195683191,2.64374291312,-88.1815261506,-207.478329947,0.397261224171,1.24901742915e-16,59,0.639708388129,0.0,0.775416850033,-90.7740838952,-0.397261224171,0.00896649051147
163.34049984419536,21.6811272398,209,-126.680001036,0.950733632015,2.58760731471,-84.789041466,-219.3451143,1.24944769894,8.28459736688e-16,60,0.626125216711,0.0,0.762586278979,-90.5344904468,-1.24944769894,0.00637808363769
162.34061190082673,19.8543389961,209,-125.047715701,0.976101158242,2.65408817353,-82.5593207036,-212.575836763,1.22913466493,-1.02891975651e-16,61,0.642211638288,0.0,0.777501102697,-89.6936853904,-1.22913466493,0.00672973456291
161.7518273252704,23.1774061413,209,-127.906385663,1.00517203012,2.73237728358,-88.2556089616,-247.446098349,0.347559165781,7.12831895356e-16,62,0.661155310968,0.0,0.752356475792,-91.3025878046,-0.347559165781,0.00819461968999
164.2307013759053,22.0309237881,209,-131.024137092,1.02645915476,2.79116523267,-93.8732645845,-215.250111259,0.760001599827,1.32520560918e-16,63,0.675380273602,0.0,0.779880990815,-92.8724205827,-0.760001599827,0.00849287615324
163.28748387949804,21.9542973172,209,-132.186914129,1.05809073241,2.88086539218,-91.9451647108,-235.942041869,0.234288538386,7.98353692401e-16,64,0.697085086188,0.0,0.764272245367,-93.0618207156,-0.234288538386,0.00742123294517
165.03107732146935,24.8433511481,209,-133.539537555,1.06497586157,2.90076896319,-89.904779073,-236.802918246,0.547426385117,3.14754870985e-16,65,0.701901167687,0.0,0.744482896812,-94.1187753529,-0.547426385117,0.00629985307222
162.0330430896813,22.5298044516,209,-131.133969874,1.05050232289,2.85908694221,-92.7930934256,-249.897259234,0.685345980457,-9.64162487774e-17,66,0.69181533887,0.0,0.761908109983,-92.8354744003,-0.685345980457,0.00996115008147
167.42932869395167,29.0306109481,209,-135.700746477,1.03245115923,2.8079401146,-86.7078110383,-242.641407649,0.0532570531365,-1.18549703784e-15,67,0.679439303937,0.0,0.69221696087,-94.5037054391,-0.0532570531365,0.00875781560298
164.57304454931625,23.201500808,209,-129.543654036,1.00020297025,2.71883361481,-83.5748589461,-206.460431369,0.390820813103,6.82593236927e-17,68,0.657878139622,0.0,0.73152639854,-91.2599589348,-0.390820813103,0.00935556878274
165.47795096946385,23.7261614843,209,-129.946839027,0.983678114539,2.67427446237,-86.252896903,-198.768953318,0.146884468551,7.96649389475e-16,69,0.647096129223,0.0,0.740294116625,-91.6243794858,-0.146884468551,0.00261012503198
161.3576701130137,22.2842409684,209,-126.754398221,0.992491700566,2.69794858411,-85.8467052416,-185.302940392,0.83605993237,-2.588738879e-16,70,0.652824573613,0.0,0.743975215859,-89.936897289,-0.83605993237,0.00725883530056
164.02461478971335,23.9877280306,209,-129.905335219,1.01217887473,2.75158985779,-85.1276823799,-232.133307781,0.413743775758,-2.38077562181e-17,71,0.665804191468,0.0,0.737506825294,-91.7081749782,-0.413743775758,0.00765415893024
165.55101855609024,24.9665004241,209,-131.186303749,1.02868656271,2.7973892254,-85.1461022707,-241.445657804,0.0257093079444,-8.46912254613e-17,72,0.676886297633,0.0,0.735369317927,-92.2952106866,-0.0257093079444,0.0097758892977
164.07848027558518,23.6288041396,209,-130.272273597,1.03056245666,2.80264175597,-84.3663403931,-205.536901349,0.310435725197,-5.97912059888e-16,73,0.678157256261,0.0,0.739098043776,-91.8885448455,-0.310435725197,0.00913278597535
164.49059680460167,24.9015946446,209,-131.302552933,1.04126167956,2.83278883239,-86.6431651858,-207.641393912,0.38038782196,-3.37867617067e-16,74,0.685451966184,0.0,0.728477661966,-92.123253905,-0.38038782196,0.00738586245019
160.74073034006082,23.6426186061,209,-126.108789803,1.00577252639,2.73401855868,-87.4252465067,-203.49253767,0.549616062994,-7.43306239316e-17,75,0.661552451494,0.0,0.733251075592,-89.8825475386,-0.549616062994,0.00833114503101
163.04270924126956,26.0969916225,209,-130.817378127,1.04020406704,2.82979442322,-81.5023356971,-214.461833458,0.705857091196,3.06871038698e-16,76,0.684727406826,0.0,0.72967433458,-92.6174384562,-0.705857091196,0.00670077423466
160.9730720613955,22.7292104624,209,-126.649195187,1.02753172729,2.79416056588,-86.9848175799,-216.689853807,0.138022079857,-2.18851189247e-18,77,0.676105056549,0.0,0.747518989359,-90.2034932019,-0.138022079857,0.00775468511157
165.11135178495888,26.2052262429,209,-130.924206102,1.00326011986,2.7271582142,-85.7604556878,-201.888287938,0.470806517609,-1.46396455588e-16,78,0.659892448969,0.0,0.71411039822,-91.9905951654,-0.470806517609,0.00832350715662
161.83605102183003,23.4398251961,209,-125.320011671,0.982651659782,2.67153084897,-86.2131446562,-208.942262826,0.456081751846,-2.05834868451e-17,79,0.6464322551,0.0,0.708908110436,-89.020633107,-0.456081751846,0.0069020764421
160.7323063192462,19.8813164681,209,-124.908322599,0.996384519272,2.70847167779,-85.2304713074,-204.225601749,0.298541946055,-1.2481566761e-15,80,0.655370854214,0.0,0.773373391968,-89.0963276603,-0.298541946055,0.00721168669509
166.04153146877994,25.0750728796,209,-129.552821184,0.999148718186,2.71596878924,-83.2529769664,-218.515909436,0.650364599454,-4.47569958895e-16,81,0.657184935703,0.0,0.706431123234,-91.1976217084,-0.650364599454,0.00857118412155
168.08751350036113,23.9118414485,209,-131.988861701,0.993989008788,2.70199127053,-88.3221351024,-210.926072791,0.37875354722,3.46602322922e-16,82,0.653802785374,0.0,0.733871000794,-92.4415868251,-0.37875354722,0.00749448943702
162.0324291828937,23.8919043592,209,-126.344008364,1.00168296371,2.72286044987,-82.3854875185,-216.781910135,0.197575267591,-6.48723384549e-16,83,0.658852515819,0.0,0.721910091738,-89.8235398616,-0.197575267591,0.00846066749934
165.68083568963002,26.5710854034,209,-131.100159777,1.01821799879,2.76825732811,-86.0197917588,-268.325520684,0.693301528481,8.70958071874e-16,84,0.669837231339,0.0,0.704497834902,-92.5917622087,-0.693301528481,0.00790025094008
163.38933823712208,23.8507892807,209,-127.128545057,1.02321079559,2.7821132355,-80.5185464415,-230.130399125,0.877049023215,-2.87771404953e-16,85,0.673189955289,0.0,0.718635999018,-90.2373767392,-0.877049023215,0.00691310421607
164.59970183649696,23.5926999911,209,-128.540016748,1.00456333144,2.73071459523,-85.1054784639,-205.982945194,0.254435285719,-1.22630084268e-15,86,0.660752989062,0.0,0.734221795242,-90.6185447602,-0.254435285719,0.00915251702922
162.2681282334781,23.8344671263,209,-123.653816016,0.972215927551,2.64379643454,-83.1970533786,-195.796313563,0.267463340823,1.00204051812e-15,87,0.639721338747,0.0,0.721694193633,-88.2715422455,-0.267463340823,0.00795782803788
161.82570694977906,24.7782043968,209,-123.190516867,0.977459501225,2.65769578521,-82.1430341057,-199.881432586,0.503846981126,-6.06647329327e-16,88,0.643084574699,0.0,0.707862424438,-87.8207688226,-0.503846981126,0.00673195942266
160.6170821748495,20.6132945238,209,-120.800676705,0.949529653058,2.58449376465,-82.7509751451,-201.973198043,0.492990479533,-1.06505821919e-15,89,0.625371828748,0.0,0.758599431752,-86.8394843618,-0.492990479533,0.00702009868865
159.87353066046674,18.7989909083,208,-119.470578286,0.930413991027,2.5355586589,-83.7481114076,-181.814122271,0.497709660719,2.83285333988e-16,90,0.613530965755,0.0,0.78204406569,-86.2918294477,-0.497709660719,0.00657408231767
157.6919736242402,18.9992090751,209,-119.459260174,0.947261533797,2.57863846733,-81.2880697753,-198.642933017,0.659220245757,-1.59348876573e-16,91,0.623955018213,0.0,0.778297247279,-86.2046914749,-0.659220245757,0.00925196082433
154.64669736693787,15.4104767134,209,-116.695829869,0.961829770246,2.61647965265,-82.7870166831,-162.918592494,0.14680241086,-9.62845227626e-16,92,0.633111477241,0.0,0.820945004594,-84.8402953019,-0.14680241086,0.00984887910835
159.4558517212111,19.3154168189,208,-123.298395182,0.963621752233,2.62117254058,-86.4303188747,-177.819563538,0.579620685806,-3.99031534082e-16,93,0.634247018735,0.0,0.790130281977,-88.5479999375,-0.579620685806,0.00990172644091
158.69421000851645,19.9753745596,209,-122.914221951,0.977569572755,2.65798833795,-79.9394636639,-213.005461159,0.29970323038,-1.7278276644e-15,94,0.643155363898,0.0,0.782303582743,-88.5428599077,-0.29970323038,0.00563106459549
160.78702361502903,17.4735364217,209,-122.341567621,0.977961364915,2.65902992097,-85.5146341279,-177.772149449,0.476338788307,4.64477284885e-16,95,0.643407396496,0.0,0.80424430022,-88.10314892,-0.476338788307,0.00675170993735
158.40797887872435,20.4252331694,209,-121.412272225,0.999954653418,2.71815856647,-83.2304433204,-189.809702266,0.373012644292,8.66725299077e-16,96,0.657714797686,0.0,0.75932104038,-87.4282594268,-0.373012644292,0.00714660518491
161.71336248000043,22.6569905223,208,-124.455775833,1.0058292772,2.73417372086,-81.5088301307,-187.892919409,0.360348801886,3.05846451503e-16,97,0.661589996197,0.0,0.742811825324,-89.2580340403,-0.360348801886,0.00648376834193
161.85794454999413,21.2611662238,209,-124.423772663,0.958385693632,2.60748379637,-83.9488468848,-177.437462038,0.377051358047,-1.50981297219e-15,98,0.630934743378,0.0,0.760811583212,-88.828410542,-0.377051358047,0.00653102868095
160.06780939483994,21.7384270653,209,-121.704743377,0.933233915525,2.54271883371,-83.5974174252,-196.548796425,0.0598846755418,-6.88071215632e-16,99,0.615263518441,0.0,0.758290002324,-87.523750258,-0.0598846755418,0.00299340012288
