Iteration,LossBefore,Total cost,AverageDiscountedReturn,LossAfter,StdReturn,AverageReturn,MaxReturn,NumTrajs,MeanKLBefore,MeanKL,Entropy,ExplainedVariance,AveragePolicyStd,MinReturn,dLoss,Perplexity
27,-5.95865579101e-09,238.8896420179885,-150.23650181,-38471.6058624,32.9143143774,-226.912454787,-146.217748728,204,0.0,0.00701485170825,1.3756320586,0.874719539911,0.957617859536,-306.561346549,38471.6058624,3.95757735337
28,-5.33470212449e-09,226.41243627215067,-141.732398237,-38046.2191942,33.4118312346,-213.326107279,-143.310572997,204,0.0,0.00746876325522,1.35084294412,0.841194926478,0.93417117274,-298.943850321,38046.2191942,3.8606784957
29,-2.54738452554e-09,220.34731186207034,-138.620564901,-52392.5412872,30.4523584175,-207.414299973,-136.496425294,204,0.0,0.00995541468383,1.3534479545,0.846920270773,0.936607870778,-297.509189892,52392.5412871,3.87074871408
30,-4.37248015572e-09,220.20360853898106,-137.160864701,-51247.9845197,31.345425814,-205.711264734,-133.883147394,204,0.0,0.00916786868442,1.35155289144,0.849874083729,0.934834620545,-297.720912837,51247.9845197,3.86342034725
31,9.22749376908e-10,207.31415335338963,-130.37565101,-53422.8787671,25.344619998,-193.410558705,-132.026524333,204,0.0,0.00821368535143,1.3565782858,0.855097051402,0.939544357406,-267.530391182,53422.8787671,3.88288442444
32,-5.21396259501e-09,216.01399452040354,-134.346578771,-45311.8135578,30.1097077237,-202.050106065,-130.654734006,204,0.0,0.00750109545525,1.35273813523,0.834145446911,0.935943284362,-277.154873488,45311.8135578,3.86800215696
33,3.59306473463e-09,211.8196754243276,-130.864901429,-47921.3143669,33.049382742,-195.549043046,-113.774221865,204,0.0,0.0095268113769,1.35414283728,0.811296990285,0.937258929641,-285.496985942,47921.3143669,3.87343936546
34,-3.1578489823e-10,202.6155299053587,-124.548886063,-46889.638724,26.6856207105,-184.974296541,-103.629100997,204,0.0,0.00730238494953,1.31469991407,0.821765938961,0.901010273477,-253.677650046,46889.638724,3.72363340758
35,8.60134186098e-10,205.25443852813768,-127.610921454,-46742.5487428,31.0862175469,-188.759586181,-133.25392742,204,0.0,0.00827227764872,1.33743081119,0.808440028732,0.921725592246,-280.021436847,46742.5487428,3.80924425497
36,-5.61669599719e-09,201.80581149528723,-125.571137622,-41730.284904,30.2677956728,-182.242771207,-111.592147693,204,0.0,0.0070127718472,1.31367459239,0.828406157564,0.900086921558,-276.609323135,41730.284904,3.71981744216
37,1.22096777133e-09,196.29426675177857,-122.498309255,-40343.7843482,29.9018266427,-176.788399826,-117.117904274,204,0.0,0.00640949101714,1.30996205081,0.81139135174,0.896751506702,-259.0813594,40343.7843482,3.70603306861
38,-1.18744597488e-09,195.88720100024594,-120.736927422,-44758.0895084,34.8763795639,-174.143794609,-116.490533569,204,0.0,0.00831239014321,1.31452496772,0.804208336783,0.900852658805,-310.709503012,44758.0895084,3.72298202849
39,1.18227649892e-09,190.13302410455867,-115.418216953,-39276.9841736,28.418109889,-166.798006444,-103.798417395,204,0.0,0.00581928049738,1.28849698099,0.785902732865,0.877707791523,-250.475681144,39276.9841736,3.62733050978
40,-2.90056867414e-10,186.0882094490878,-115.942125149,-64084.6682265,25.9411696448,-166.841790178,-104.268380465,204,0.0,0.00863158233911,1.28418771564,0.837097942756,0.873933653478,-262.002053576,64084.6682265,3.61173301115
41,-7.57900409099e-09,185.50556468485246,-113.713541837,-62376.9113278,24.4439210408,-162.762550213,-112.510149715,204,0.0,0.00984002074207,1.25468504401,0.842166313649,0.848526902219,-256.604334799,62376.9113278,3.50673373362
42,2.06523687041e-10,186.2684353839223,-115.554358635,-46104.4493299,24.2117323067,-166.097081916,-98.7629110133,204,0.0,0.00676948845976,1.26735928692,0.86065343157,0.859349779297,-246.848521852,46104.4493299,3.55146177706
43,3.30723226583e-09,190.07221566370274,-117.725165808,-49566.6693637,28.2421548395,-170.559535837,-102.325550925,204,0.0,0.00756083181735,1.26733679604,0.822594351308,0.859330451979,-277.20672633,49566.6693637,3.55138190244
44,1.92257321174e-09,185.13935893769815,-112.826030749,-50158.2953506,28.1173750713,-164.257399926,-97.7115308827,204,0.0,0.00787693703513,1.26760141842,0.807589327148,0.859557880144,-270.866454837,50158.2953506,3.55232180195
45,-1.71669345406e-09,179.3181003441436,-110.089971151,-66338.7014683,22.9557499183,-157.852495953,-111.060936538,204,0.0,0.00917926389327,1.26462153017,0.839382299206,0.857000306248,-246.738596631,66338.7014683,3.54175203612
46,1.07958086915e-10,181.31214073794084,-109.634880183,-58573.2241808,25.3095866646,-157.515645452,-107.637268891,204,0.0,0.00822969003583,1.26137050088,0.826924310253,0.85421869715,-255.354616696,58573.2241808,3.53025639299
47,-2.26073604281e-09,183.8851897477507,-111.62454201,-45498.8076501,24.2659946786,-162.099752266,-110.449896055,204,0.0,0.00723732216221,1.25099130879,0.829768657621,0.845398449907,-246.822637542,45498.8076501,3.49380468066
48,-1.9591550604e-10,184.06661550254705,-111.273206721,-45803.4961218,24.5446741558,-162.628898728,-109.023151973,204,0.0,0.00669819453542,1.24958139774,0.83976978713,0.844207353159,-245.779105567,45803.4961218,3.48888219778
49,8.77631300966e-10,186.61529664356462,-113.197106626,-50337.8053597,29.3284471354,-166.110610655,-100.849345177,204,0.0,0.00923688629036,1.25069849646,0.79662583932,0.845150943054,-248.975987973,50337.8053597,3.49278180133
50,4.34453584219e-09,183.30533781824445,-110.790655084,-55853.6450958,25.6976588961,-160.881657532,-107.148497593,204,0.0,0.00700705663824,1.242993056,0.80140986253,0.83866370838,-255.160669945,55853.6450958,3.46597180319
51,9.85118653318e-09,180.39955874983107,-108.295314613,-51776.0813569,24.2870278517,-157.699644167,-108.493690478,204,0.0,0.00984137385678,1.23230496771,0.818250068846,0.829747728885,-237.680635856,51776.0813569,3.42912445518
52,2.4634960738e-09,180.91883544334772,-107.691190003,-51865.4370237,23.2388688631,-157.570881042,-96.5487007119,204,0.0,0.0077640492798,1.21532925489,0.829513428188,0.815781052276,-234.18718944,51865.4370238,3.37140393284
53,-2.42042497156e-09,187.31598016323846,-111.68057268,-52337.2608958,29.3977126236,-165.424485488,-107.842857118,204,0.0,0.00966779453886,1.21559593307,0.785933109069,0.815998632293,-265.097839089,52337.2608958,3.3723031326
54,7.11974923462e-10,190.3752387633663,-113.491522849,-40079.6337799,29.6631247068,-168.991423801,-105.176733805,204,0.0,0.00653209829243,1.22023645328,0.785954456622,0.819794090071,-237.164290531,40079.6337799,3.38798873996
55,3.59274832107e-09,188.74412481585682,-113.591020594,-45695.3741597,29.1970067362,-168.311299296,-109.392945931,204,0.0,0.00643701096355,1.21984672688,0.781646314002,0.819474656926,-236.550633747,45695.3741597,3.38666860859
56,-3.58187923766e-09,184.03785232449312,-109.343620672,-45966.8950982,30.4524000393,-161.979441196,-99.8219200682,204,0.0,0.00908420097133,1.19397708563,0.756086190389,0.798547004088,-252.480228671,45966.8950982,3.30018024154
57,8.29364354971e-10,176.84970209905154,-105.291191816,-55301.2991772,28.8481631094,-153.401248964,-97.5359373488,204,0.0,0.00971355878308,1.19469839263,0.760637682909,0.799123209421,-243.587596706,55301.2991772,3.30256154338
58,-3.99331678835e-09,170.84098137324088,-101.356106045,-65225.7234497,22.2686821159,-145.994767789,-89.3088743475,204,0.0,0.00893839618998,1.18708796917,0.80024063424,0.79306462683,-231.087691782,65225.7234497,3.27752304915
59,-4.23724944021e-09,171.98048220768084,-101.729198015,-53203.4157106,25.4204136763,-147.154981699,-101.37984927,204,0.0,0.00726384472177,1.1841713912,0.785026897766,0.790754961804,-232.976271532,53203.4157106,3.26797782408
60,5.241784784e-09,169.33283712038633,-99.3165344803,-55351.0427017,21.6864333832,-142.167167924,-94.6971698362,204,0.0,0.00661719943883,1.18264877191,0.795944599956,0.789551859213,-223.224970727,55351.0427017,3.26300572427
61,4.40943948021e-09,170.8684914043433,-101.032643321,-86981.0796704,18.4655743078,-144.425607708,-94.2985615425,204,0.0,0.00929651092525,1.1877607757,0.854889568549,0.793598385429,-204.655592133,86981.0796704,3.27972893004
62,2.64807759054e-09,171.94723583939944,-100.600094651,-58437.9290399,19.1037905084,-143.547670852,-102.433747383,203,0.0,0.00652512079883,1.16312865578,0.841514553463,0.774289164652,-218.757269709,58437.9290399,3.19992910791
63,-2.78681522303e-09,173.9722591630365,-100.734613415,-55594.6633339,22.06368445,-145.167957455,-97.6225583677,204,0.0,0.00714910990042,1.15475239945,0.803307769436,0.767830607159,-216.496175738,55594.6633339,3.17323762486
64,9.12381281637e-11,172.69523536076326,-99.5002945422,-80847.351368,18.5203313664,-141.653082078,-90.7031609814,204,0.0,0.00900352327108,1.14474287082,0.841191184913,0.760183321425,-187.43158721,80847.351368,3.14163344733
65,-1.10489395411e-09,171.84516733360127,-100.351709692,-73501.9679596,18.006942405,-143.230168134,-97.2419361011,204,0.0,0.00711085197606,1.1668023092,0.849122035091,0.77713886589,-215.497004684,73501.9679596,3.21170615757
66,7.25326465556e-09,169.69058505791966,-99.4541919705,-60069.9033783,20.2365442011,-141.305869247,-90.2585393185,204,0.0,0.00668760901,1.15957232639,0.82722800729,0.771540427937,-195.235161973,60069.9033783,3.18856931751
67,-9.47353306913e-10,169.9276041716803,-99.2659595673,-75030.0459509,22.5133611207,-140.877201127,-90.207722403,204,0.0,0.00966500001088,1.15716138711,0.80038932253,0.769682531358,-232.876186005,75030.0459509,3.18089113006
