NumTrajs,Iteration,MeanKL,Entropy,AverageDiscountedReturn,ExplainedVariance,MeanKLBefore,dLoss,MinReturn,MaxReturn,Perplexity,LossAfter,LossBefore,Total cost,AverageReturn,StdReturn,AveragePolicyStd
104,23,0.00667800917206,0.81318536284,-134.346497466,0.804953367554,0.0,0.414622255788,-278.670905091,-129.696782132,2.2550798056,-0.414622255788,-2.20039298753e-16,224.03757524145112,-202.796941923,36.6045092259,0.545663294411
104,24,0.00735796297535,0.806552645608,-130.893616295,0.777829836542,0.0,0.446299559739,-287.635670484,-122.936992507,2.24017199322,-0.446299559739,2.68498791043e-16,218.66021454838187,-196.226988307,37.557579143,0.542056040247
104,25,0.00823728278165,0.806433797203,-126.134177863,0.759457277187,0.0,0.766118101218,-274.605737351,-121.354707316,2.23990576818,-0.766118101218,-3.65674079022e-16,212.25138859791446,-189.112398295,37.0799331675,0.54199162158
104,26,0.00945291923173,0.780659923321,-123.51075979,0.754578950482,0.0,0.232045098097,-256.478251592,-102.674068801,2.18291234504,-0.232045098097,-3.01603083871e-16,206.51082302643658,-182.64317501,34.8153905087,0.528200881691
104,27,0.00792451323081,0.758283849133,-116.018974929,0.752006083114,0.0,0.846744780468,-246.281698153,-106.522833564,2.1346097629,-0.846744780468,-1.72129249405e-16,196.59289356721936,-170.576856586,31.8417701004,0.516513070895
104,28,0.0044994698033,0.725309404998,-116.333715239,0.759333960791,0.0,0.144018644463,-244.371651844,-103.384097943,2.06537003693,-0.144018644463,3.7008204132e-16,197.2482195186775,-172.340923628,31.5267499715,0.499759084236
104,29,0.00891730705347,0.72205155236,-119.026349212,0.762989113596,0.0,0.324911517054,-251.98414268,-108.823119498,2.05865231432,-0.324911517054,-4.88804432827e-17,201.58860256209846,-177.128658511,32.8814448841,0.498133592029
104,30,0.00673946379463,0.713884845788,-118.671803169,0.776580883025,0.0,0.318897646291,-245.986534651,-111.291211196,2.04190836944,-0.318897646291,-7.97952577647e-16,199.44443571677664,-176.529976518,29.3279522888,0.494082047555
104,31,0.00659633737585,0.715089670142,-118.238399145,0.743881940894,0.0,0.484944562638,-239.533560814,-102.346415317,2.04436999299,-0.484944562638,-2.81403979424e-17,199.89894673727096,-176.784953871,34.9905680259,0.494677688388
104,32,0.00631043618389,0.703115885862,-117.369785748,0.751849801097,0.0,0.340205409695,-258.203105291,-106.64313317,2.02003711673,-0.340205409695,-3.73309702321e-16,197.29460587502126,-174.468187508,33.3366649672,0.48878984469
104,33,0.00785800810284,0.682032803418,-117.057037122,0.769002102005,0.0,0.0610040339891,-253.488935429,-113.779818925,1.97789431871,-0.0610040339891,-5.15626580761e-16,197.580378777153,-174.623323957,31.5708828251,0.478592521321
104,34,0.00538806688068,0.666063794497,-114.403782335,0.755668268078,0.0,0.246069487426,-244.936173505,-99.9270137199,1.94656016029,-0.246069487426,-5.93014057911e-16,192.92913565819538,-169.599735921,31.2941542318,0.471010572306
104,35,0.00833288589283,0.641188615177,-114.750934002,0.762399126072,0.0,0.387268146079,-232.5846695,-95.6417954291,1.89873640547,-0.387268146079,1.24262926114e-16,192.29051150538592,-169.150323822,32.5891529343,0.459438623703
104,36,0.00512857879183,0.649789709373,-117.605309285,0.759339926597,0.0,0.136544358389,-242.076602325,-106.96796812,1.91513805108,-0.136544358389,-1.20468803543e-16,196.67995702764156,-173.84843655,32.8776512281,0.463407341775
104,37,0.00639925917981,0.646455073184,-119.419355771,0.770500868664,0.0,0.119831827911,-256.666435197,-99.8498303614,1.90876239858,-0.119831827911,1.69650897273e-16,198.8571715115811,-177.064194091,33.3772872549,0.461864620519
104,38,0.00554873505936,0.623295904581,-118.076144534,0.786907893108,0.0,0.229563256108,-245.751125287,-112.073403028,1.86506499915,-0.229563256108,-8.2001132526e-16,197.04795192565066,-174.391984258,31.1865282261,0.45129112912
104,39,0.00483042193838,0.639700938009,-119.683656277,0.803655124971,0.0,0.18513367096,-244.889490752,-125.902951086,1.89591379876,-0.18513367096,-8.18536360484e-17,201.21732259047658,-177.743366915,29.3040674205,0.458755635511
104,40,0.00750960720166,0.635011791037,-120.087433778,0.783821152774,0.0,0.491614442924,-248.209008635,-110.724971233,1.88704439154,-0.491614442924,1.06758111167e-15,201.74219069217713,-179.138056047,32.5856247642,0.45660949862
104,41,0.00989081873353,0.627942123584,-111.032396265,0.750901671256,0.0,0.049699740654,-228.607631931,-101.957238898,1.87375066171,-0.049699740654,1.45814154417e-16,187.20774422636114,-162.831767726,27.4181709146,0.453392805183
104,42,0.00738271399012,0.614750206035,-109.756044876,0.743155203653,0.0,0.628208317316,-231.508693018,-101.794158026,1.8491946242,-0.628208317316,-1.8243105481e-16,187.381700966549,-161.529708483,31.0374175281,0.447450962996
104,43,0.00639886318592,0.606297896123,-107.070298481,0.728927640784,0.0,0.557897356303,-234.153770276,-104.094366257,1.8336305271,-0.557897356303,2.32772387218e-17,184.78940821625994,-157.227635514,30.4777422269,0.443684907142
104,44,0.00747557348358,0.581607894898,-106.188161748,0.757818423817,0.0,0.0979802806432,-229.625686565,-98.85819763,1.78891250281,-0.0979802806432,1.5376441307e-16,180.08611811945426,-153.894862034,28.1594683809,0.432864454407
104,45,0.00803232017632,0.547501690904,-102.795201417,0.788575369013,0.0,0.869108004413,-208.466001158,-99.4188583448,1.72892822068,-0.869108004413,-4.13827576347e-16,174.90546436735443,-147.04885328,24.3297550876,0.418350014199
104,46,0.00648033632073,0.54446475527,-108.708816399,0.721158694015,0.0,0.546111986907,-226.51267443,-95.6893677665,1.72368554182,-0.546111986907,2.07920703539e-16,187.52312778862685,-159.669974748,31.2774666747,0.417081439398
104,47,0.00648335510225,0.557134286638,-107.452502329,0.730210970055,0.0,0.637141082226,-237.067748801,-103.258272641,1.74566275639,-0.637141082226,1.79870466267e-16,184.96114899021853,-157.683101022,33.029727932,0.42239928193
104,48,0.00823826834,0.55447847992,-105.940361773,0.722193012488,0.0,0.403976075193,-236.764233591,-100.340118188,1.74103276442,-0.403976075193,-2.46071568336e-16,181.12001564553861,-154.553791342,31.3186536186,0.421278959418
104,49,0.00586936451046,0.585762096482,-107.665456382,0.743677290382,0.0,0.428721226551,-228.188063699,-108.65849215,1.79635946335,-0.428721226551,-3.07751610917e-16,184.67300981781096,-157.591027036,30.3774642752,0.434666400842
104,50,0.00650640074004,0.581465037957,-105.610040109,0.727253745882,0.0,0.507736847943,-242.881785003,-86.6664557688,1.7886569625,-0.507736847943,-4.14931901922e-17,181.02132081739816,-153.798655501,31.8130029801,0.432802621132
104,51,0.00743942757554,0.547239152508,-101.768479039,0.661492758177,0.0,0.308559145696,-241.800260792,-79.9573101289,1.72847437021,-0.308559145696,-4.33716742467e-16,176.16021045068788,-146.917925081,35.2943057284,0.418240195674
104,52,0.00722746562012,0.532204580729,-102.45268255,0.758925769994,0.0,0.634031611077,-201.52668754,-91.2904458411,1.70268187364,-0.634031611077,-1.18387667717e-16,176.7969810800577,-147.319507231,24.814572913,0.411999166589
104,53,0.00607959450863,0.500568105031,-104.044714948,0.65780886717,0.0,0.0981218135754,-227.037759779,-97.3876404197,1.64965818366,-0.0981218135754,1.41978344053e-16,185.2064601938874,-153.343849701,32.5273219408,0.399168985908
104,54,0.00935859160151,0.494826914376,-100.87042521,0.689295798533,0.0,0.0789879584,-235.696540963,-89.7541608596,1.64021431697,-0.0789879584,-3.11971363161e-17,176.78977862745126,-146.120583821,32.3314500163,0.396883846643
104,55,0.0077886634399,0.455367021278,-98.5023927214,0.709210952295,0.0,0.411496573801,-207.030454269,-89.4073922708,1.57675197838,-0.411496573801,1.48906812554e-16,177.3125362094706,-142.617622044,25.7144077887,0.381527818595
104,56,0.00389459541831,0.454732112117,-99.4368989528,0.720373729734,0.0,0.229295825446,-203.880655825,-94.740799382,1.57575120183,-0.229295825446,9.76804118958e-17,175.71182333659115,-142.905778727,27.0958664408,0.38128565997
104,57,0.00646368667144,0.460583247345,-105.6068343,0.741314151364,0.0,0.412764222748,-229.792521334,-99.0191513226,1.58499816143,-0.412764222748,3.6051115463e-16,184.32760446207325,-154.264287321,27.0389641852,0.383523153482
104,58,0.00839825957593,0.472705414607,-102.149785215,0.770559413853,0.0,0.563514372889,-210.186672746,-99.2219774524,1.60432870156,-0.563514372889,-5.89511952076e-16,177.15367492278943,-146.675038204,24.2258403326,0.388200578282
104,59,0.00770463019743,0.528886450724,-100.044602879,0.838914580376,0.0,0.147074842391,-195.754412677,-100.449120864,1.69704151672,-0.147074842391,-2.35085630127e-16,172.33739316544464,-142.577622582,18.1501048396,0.410634365339
104,60,0.00464015849252,0.547757754313,-109.16925571,0.766419500743,0.0,0.199309737714,-240.310338662,-108.10693336,1.72937099262,-0.199309737714,-2.16815937141e-16,187.91693367216376,-158.458009645,27.4498493753,0.418457152046
104,61,0.00876235577647,0.535597593074,-105.363989198,0.840521734199,0.0,0.618686747793,-217.884325124,-96.301581253,1.70846890644,-0.618686747793,-1.05126714642e-15,181.10845902369564,-151.34072227,20.324945345,0.41339945911
104,62,0.00929001254293,0.555331272983,-102.573073096,0.796193735217,0.0,0.212680437735,-217.903865846,-93.035934789,1.74251813835,-0.212680437735,-1.64588791885e-16,177.00797364688862,-147.209265988,23.7782233881,0.421638376425
104,63,0.00542534405376,0.554091867077,-98.9734668444,0.72008142954,0.0,0.257475431686,-230.190007948,-95.0904861809,1.74035978889,-0.257475431686,2.12278491418e-16,172.87098111939267,-141.524520218,27.9010568246,0.421116119042
104,64,0.00684774707535,0.543356004615,-102.636235896,0.759993198023,0.0,0.521405609465,-220.529676952,-92.5169922043,1.72177546345,-0.521405609465,1.15965825837e-16,178.3447003907699,-147.83655701,24.6660809253,0.416619256349
104,65,0.00980688848063,0.566361046972,-103.562425337,0.773919222389,0.0,0.2311383562,-213.303575902,-95.7761736453,1.76184410418,-0.2311383562,3.6968030027e-16,179.25779800309192,-149.542102886,24.357722397,0.426314694379
104,66,0.00684592427281,0.615466548463,-106.915073167,0.777454528146,0.0,0.629817342077,-220.645035305,-102.827894553,1.85051975534,-0.629817342077,-6.70938786075e-17,181.31258865488445,-153.664130149,27.5249660446,0.447771605936
104,67,0.00793685321615,0.610328951504,-103.334746499,0.75884180184,0.0,0.594793821089,-228.99303906,-95.4469913558,1.84103691105,-0.594793821089,-9.37591286838e-17,177.76085629497885,-147.964476334,27.2895581501,0.445477035232
104,68,0.00646687612952,0.609574375156,-105.169260694,0.742881597554,0.0,0.322656030443,-222.118021105,-101.668883951,1.83964823213,-0.322656030443,1.91253490646e-16,181.48206344899015,-152.879929384,27.508213207,0.44514101559
104,69,0.0048086214652,0.585664910473,-106.960546192,0.77526605928,0.0,0.145279684598,-229.587169586,-92.2610962169,1.79618489082,-0.145279684598,5.68797836023e-17,183.19095318525925,-155.008274041,26.0764652229,0.434624159402
104,70,0.00768277994015,0.585720787607,-107.119806719,0.756724262912,0.0,0.543242600595,-233.633349749,-102.311148122,1.79628525929,-0.543242600595,-1.84059954249e-16,182.31133975296675,-154.641138507,28.0164596449,0.434648445633
104,71,0.0058205996077,0.561479546769,-105.503433638,0.709288924504,0.0,0.125219529942,-228.076818045,-93.1015068312,1.75326461924,-0.125219529942,-1.50687900895e-16,181.17879917990842,-152.861901901,31.2728333822,0.424238710192
104,72,0.00652729426473,0.565954348537,-104.831874768,0.771752776696,0.0,0.466434560973,-234.960283943,-90.6970853056,1.76112771063,-0.466434560973,-1.99391660335e-17,178.2633022930231,-150.22060713,25.2384549078,0.426141348112
104,73,0.00654687757435,0.567648683476,-107.600537551,0.700627568487,0.0,0.316074246664,-241.541726815,-92.6605660295,1.76411418017,-0.316074246664,9.83560806605e-17,184.5705743268596,-157.288863285,31.6817529851,0.426863986309
104,74,0.00672709441903,0.552703734898,-100.127139218,0.692027195162,0.0,0.439187863751,-238.71009418,-87.864255862,1.73794561545,-0.439187863751,-3.62787986403e-16,173.600096794901,-143.227618668,29.8821061063,0.420531959745
104,75,0.00769684525609,0.547513732336,-102.886360751,0.714491681491,0.0,0.231865532741,-239.825741097,-95.2627650814,1.72894903957,-0.231865532741,-1.26161171206e-16,178.28359306414154,-148.446314953,28.5142171549,0.418355051762
104,76,0.00809659152549,0.524452089445,-105.110732738,0.757603643493,0.0,0.558822396207,-218.371264579,-95.3475123122,1.68953288183,-0.558822396207,-2.03483810116e-16,179.78392272686762,-152.650429876,27.2446826209,0.408817495515
104,77,0.00957392670814,0.539656508648,-105.665779678,0.706342335586,0.0,0.397640555173,-230.427500093,-93.4002129437,1.71541752989,-0.397640555173,-8.8016604828e-16,182.17494146961252,-154.030454333,31.8054852719,0.41508082256
104,78,0.00819772079132,0.577273924178,-106.561595949,0.688674074809,0.0,0.255270054984,-231.665167552,-95.1906316658,1.781176185,-0.255270054984,-8.44010657314e-16,183.53222987711746,-155.855564343,33.5842344627,0.430992491981
104,79,0.00671136563242,0.561846653694,-105.434182129,0.725604858131,0.0,0.646065670538,-222.44657613,-92.6949875205,1.75390837298,-0.646065670538,6.50653108211e-17,181.48100229117725,-154.527025471,29.6863991956,0.424394479751
104,80,0.00922936113948,0.527132953973,-103.1126325,0.715859694182,0.0,0.402659632939,-233.229534788,-95.9433041521,1.6940683674,-0.402659632939,2.61270334296e-16,181.14762153554202,-151.219050638,29.3099763146,0.409914950244
104,81,0.00644462121529,0.487344647618,-102.028943687,0.704434786124,0.0,0.798799883116,-224.633582487,-90.5280919311,1.62798759475,-0.798799883116,3.71665338797e-17,178.33210557903877,-149.197314323,30.5948322505,0.39392533781
104,82,0.00851367077455,0.472175424059,-103.354619927,0.704537471634,0.0,0.0873605925276,-232.561198292,-89.5585564746,1.60347864779,-0.0873605925276,1.76667305459e-16,183.0046687381114,-152.433072569,32.6566949722,0.387994890157
104,83,0.00867422569745,0.474791725122,-100.617057954,0.698536151503,0.0,0.608142005145,-245.203686909,-96.961322178,1.6076793234,-0.608142005145,-2.8880532761e-16,176.4663509572796,-146.208618623,28.5983269953,0.389011330677
104,84,0.00457792545691,0.460725508675,-102.67478519,0.698691213529,0.0,0.14047907734,-214.513822653,-98.3476133103,1.58522366141,-0.14047907734,1.78651960541e-16,181.9399771821425,-150.849238968,28.6039245215,0.383577717877
104,85,0.00848578532292,0.459170275389,-103.739410607,0.692820686443,0.0,0.460404597525,-228.033494795,-89.8788224694,1.58276018495,-0.460404597525,1.98977116069e-16,179.63348350902544,-150.288725745,29.3767469769,0.382981628691
104,86,0.00719226610323,0.491322041601,-103.624661644,0.686617969831,0.0,0.335516265555,-214.926733918,-93.262698079,1.63447563701,-0.335516265555,-1.52626346122e-16,179.42762128626072,-150.6082195,30.5127753584,0.395495254096
104,87,0.00345664578666,0.50318977998,-105.423769007,0.72110959695,0.0,0.236029828077,-224.551381824,-94.2574680618,1.65398872535,-0.236029828077,1.94544158162e-16,181.09791351766438,-153.03525787,30.2298014009,0.400216850219
104,88,0.0061047959133,0.507295409367,-105.301004431,0.716946782796,0.0,0.348755363098,-215.47183138,-93.2822501431,1.66079334914,-0.348755363098,1.56747179021e-16,180.53328897168242,-152.764916853,28.4614180634,0.401863369967
104,89,0.00671778909607,0.519689672645,-101.96939633,0.704813431046,0.0,0.569477704104,-210.929031175,-91.6605902006,1.68150575149,-0.569477704104,-2.31193145623e-16,176.24949450538736,-147.549853841,27.8849896923,0.406875164972
104,90,0.00689613568225,0.517535953057,-105.290750597,0.740950701735,0.0,0.382719081168,-220.724296412,-94.5716117284,1.67788815666,-0.382719081168,-7.80705678598e-16,181.52030933231265,-153.704414994,26.8906324624,0.405999812929
104,91,0.00753228780109,0.492207691651,-107.894126875,0.726515116028,0.0,0.664191686405,-235.336982209,-108.557964165,1.63592385165,-0.664191686405,3.30885958242e-16,186.95855970236022,-158.646072456,30.444608805,0.395845679642
103,92,0.00660217748319,0.513113359942,-104.30911855,0.709107249356,0.0,0.76325649239,-225.057782948,-103.663959786,1.67048392507,-0.76325649239,-5.47834744834e-17,181.1485571476169,-152.675269958,29.3208584285,0.404208205646
104,93,0.00920889281936,0.525789327439,-108.130568107,0.726148882784,0.0,0.251746287459,-232.890519232,-98.606915807,1.69179370068,-0.251746287459,2.82826708522e-18,183.99490820765624,-157.939247121,31.673612888,0.409364547491
104,94,0.00919258371952,0.4969065037,-108.555442043,0.736140325345,0.0,0.295733023351,-219.555175559,-102.612020032,1.64362883832,-0.295733023351,-1.47069325141e-16,186.9068071315338,-158.091805861,28.8975486095,0.397710060849
104,95,0.00804650853569,0.481384343738,-110.444184383,0.766279061312,0.0,0.616518108021,-220.204314367,-93.119639048,1.61831315391,-0.616518108021,-4.32352725786e-16,188.94898601195848,-161.500486496,27.5973036363,0.391584406352
104,96,0.0068723293458,0.493688191333,-108.140379409,0.730375668116,0.0,0.153833056406,-216.544801071,-104.769896767,1.63834763015,-0.153833056406,-1.75399593184e-16,185.89299726559642,-158.033997209,29.3721577074,0.396432163082
104,97,0.00639756657321,0.486096175751,-107.193501587,0.712255429337,0.0,0.293895979492,-223.3699328,-90.5649911608,1.62595636627,-0.293895979492,-5.03638213316e-17,183.60566433132527,-156.483855861,30.5130298921,0.393433839982
104,98,0.00633342969851,0.469692602292,-104.893116317,0.684649929319,0.0,0.606396205581,-227.005639854,-88.4675304945,1.59950243426,-0.606396205581,-7.76204222636e-17,182.21686793948462,-153.343373123,34.1035772849,0.387032762887
104,99,0.00928046304833,0.459276430615,-106.610897736,0.697713973005,0.0,0.0782986646887,-229.859298178,-99.7784726897,1.58292821213,-0.0782986646887,3.53820109033e-16,186.8551681906787,-157.559483465,30.9736237032,0.383022286351
