AverageDiscountedReturn,LossAfter,MinReturn,LossBefore,Iteration,MeanKL,ExplainedVariance,Total cost,MaxReturn,MeanKLBefore,dLoss,AverageReturn,AveragePolicyStd,NumTrajs,Perplexity,Entropy,StdReturn
-141.812302642,-0.0960291620115,-282.104983511,-8.6781960398e-17,27,0.00558598271172,0.904997585647,243.63311737272684,-171.021931044,0.0,0.0960291620115,-216.623393423,0.642894090265,104,2.65690856422,0.97716325302,20.6716467601
-145.188947191,-0.094252912125,-294.069566898,1.10959775204e-17,28,0.00695832905376,0.875773311711,248.12205154907383,-167.573511448,0.0,0.094252912125,-222.289139372,0.628599465718,104,2.59783272116,0.954677528631,27.704283035
-140.390693562,-0.241966249525,-276.914741669,-3.59363470147e-17,29,0.00710740401144,0.888706416834,240.53518108655513,-168.927074067,0.0,0.241966249525,-214.436159314,0.627252320203,104,2.59226533065,0.95253213847,25.0541215503
-136.045930921,-0.10115152595,-264.436399167,3.93540955432e-17,30,0.0063149372321,0.881863183712,233.29993253950178,-162.536786508,0.0,0.10115152595,-206.605536891,0.608343032182,104,2.51411832316,0.921922174757,23.5762914552
-135.958088811,-0.166300399777,-286.798883549,1.96598571166e-16,31,0.00467295872016,0.890887468721,233.5697048093736,-161.804987167,0.0,0.166300399777,-207.256324658,0.608087882249,104,2.51306385703,0.921502668917,23.5437226557
-137.192974699,-0.0393301886318,-275.684580417,6.37148968711e-17,32,0.00734646473978,0.876508105711,238.8091905041079,-157.44941081,0.0,0.0393301886318,-209.876402883,0.609602937295,104,2.51932517252,0.92399107698,25.0881925181
-135.031075891,-0.12862602277,-262.80846797,-4.76715984632e-17,33,0.00915555658741,0.909986957727,236.91468889852646,-165.090761441,0.0,0.12862602277,-206.482394233,0.609438349581,104,2.51864497572,0.923721048857,18.8291084997
-134.176826166,-0.124786968538,-270.785053696,-1.78773611717e-16,34,0.00611483076077,0.874779406199,235.4879009702776,-161.78972182,0.0,0.124786968538,-205.605558759,0.594529206399,104,2.45702949223,0.898953096816,23.3786526778
-135.747256795,-0.148148290633,-265.060663739,2.96801595619e-16,35,0.00443206679015,0.847560731593,237.44368178885213,-153.430594932,0.0,0.148148290633,-207.078079155,0.592082686868,104,2.44691868425,0.894829553116,28.4025420911
-133.434443483,-0.112318771277,-279.424258566,-5.02672987779e-17,36,0.00884786450749,0.847035589806,228.63529930749908,-142.816838708,0.0,0.112318771277,-202.373107562,0.590088456394,104,2.43867706544,0.891455705975,29.0799074664
-135.524205256,-0.101834548617,-282.613480238,1.01799803361e-16,37,0.00340085152696,0.853477452342,233.75540928500826,-153.464206779,0.0,0.101834548617,-207.054234913,0.577260752459,104,2.38566361119,0.869477329324,28.1651811361
-135.65120569,-0.1323060439,-273.673596302,2.96300233847e-17,38,0.00610124616839,0.840366101249,232.63515864295658,-145.118907102,0.0,0.1323060439,-207.670812134,0.580262308783,104,2.39806823712,0.874663512048,29.7655572357
-136.264954221,-0.102622887455,-275.374623097,-2.23625377068e-16,39,0.0053115029451,0.838820895401,231.37409000724048,-131.331443069,0.0,0.102622887455,-207.467936659,0.571597726278,104,2.36225984533,0.859618722449,33.1803223266
-128.771605673,-0.00738340697942,-264.930259665,1.80478377915e-16,40,0.00428692265526,0.800928560804,218.7091938624664,-127.414977552,0.0,0.00738340697942,-193.388330377,0.564810521066,104,2.33421014955,0.847673568178,33.043014662
-133.376354348,-0.0928030633203,-268.859849326,-1.54815964827e-16,41,0.00949057798825,0.814850473701,228.70194416679897,-126.887605541,0.0,0.0928030633203,-202.267677595,0.562557018287,104,2.32489702796,0.843675749008,35.5916176786
-129.905099274,-0.0871460090194,-271.915563229,-2.0469278204e-16,42,0.00588655910536,0.801694081846,223.86946829909562,-125.557359665,0.0,0.0871460090194,-195.088799313,0.549704668796,104,2.27178172024,0.820564422407,36.5006804242
-122.164457803,-0.114596702322,-259.55745246,8.32745332391e-17,43,0.00654440287201,0.788225918515,212.79484664061255,-121.251943894,0.0,0.114596702322,-181.278632492,0.543628332339,104,2.24666985405,0.80944905497,30.7345676661
-120.193796479,-0.0152092514226,-266.467091469,-1.88932518263e-16,44,0.00815614861838,0.800735412354,209.21771064837267,-126.566739874,0.0,0.0152092514226,-176.911635984,0.525267953968,104,2.17079134268,0.77509177512,31.3375221286
-121.463797612,-0.0928812624149,-266.225905614,1.00996593619e-16,45,0.0053041602937,0.792900570694,212.36527397941626,-119.888732421,0.0,0.0928812624149,-179.899830361,0.512621008943,104,2.11852491644,0.750720052375,33.0613258788
-118.225889217,-0.0498721646985,-270.436256404,-3.27907779969e-16,46,0.00791518665096,0.791285505583,205.91271924677753,-124.073121895,0.0,0.0498721646985,-173.28707786,0.526651991138,104,2.17651119649,0.77772322626,30.7218427016
-116.452998148,-0.180162735909,-253.0919682,2.52522900399e-16,47,0.0079743349778,0.811822559488,205.4571211447346,-117.204093325,0.0,0.180162735909,-169.950319943,0.508042753606,104,2.09960421706,0.741748858902,27.2834390805
-111.156148463,-0.0199481436836,-228.189842392,-4.90079104905e-18,48,0.00649620552006,0.81807600967,198.614365315788,-119.082301184,0.0,0.0199481436836,-160.851264664,0.48971051663,104,2.02384200652,0.704997688358,23.3396084386
-112.045532957,-0.229638097177,-238.165568582,4.12238854871e-17,49,0.00690656628728,0.797912265695,198.4609162913933,-108.375534569,0.0,0.229638097177,-162.413016381,0.485994718349,104,2.00848561046,0.697381010469,26.3282559053
-112.611475321,-0.0722840477052,-245.479340821,-8.94429198728e-17,50,0.00450661416776,0.766340867302,199.47659280014759,-108.719493531,0.0,0.0722840477052,-163.043233647,0.478421856269,104,1.9771890059,0.681676141997,31.3919624687
-113.088535202,-0.107395131343,-259.159749157,-1.22913824965e-16,51,0.00386384986601,0.785019320283,200.31643227718928,-110.990790828,0.0,0.107395131343,-163.815479517,0.480779663615,104,1.98693319025,0.686592339575,30.7209645149
-109.951225695,-0.0243434955141,-225.247464132,9.79114749464e-18,52,0.00751880310218,0.808827129682,196.73007755468197,-114.362248674,0.0,0.0243434955141,-158.167829473,0.476772335191,104,1.97037197842,0.678222346459,23.9279859949
-108.806222357,-0.0013017702791,-241.966599512,-7.81112332875e-17,53,0.00634220352561,0.80845425396,192.25493240367507,-109.389930143,0.0,0.0013017702791,-154.910945425,0.460481294729,104,1.90304548471,0.643455489612,26.3909149648
-110.007138515,-0.0244888922745,-235.017022064,4.08118421616e-17,54,0.00695832584741,0.809380899071,196.642184299788,-113.389000844,0.0,0.0244888922745,-157.600455417,0.457487416733,104,1.89067259125,0.636932634152,27.497228694
-108.171908068,-0.21861030461,-220.920501997,8.19721976523e-17,55,0.00685082962469,0.850839054508,191.4489145545979,-112.222526445,0.0,0.21861030461,-154.342567691,0.455032683948,104,1.8805278401,0.631552503447,20.4186346515
-108.882583359,-0.00450106877087,-209.497817196,-2.74785202052e-16,56,0.00618271715084,0.829598070766,192.25782436814967,-105.852612742,0.0,0.00450106877087,-156.618120554,0.446910303245,104,1.8469602227,0.613541164819,21.8246470696
-106.123020271,-0.0721397776112,-202.116921116,-9.76986108984e-17,57,0.00361265638188,0.82887039816,186.09359155010355,-101.492144112,0.0,0.0721397776112,-152.023132915,0.441185498856,104,1.82330114411,0.600648673555,22.8781583509
-103.481553931,-0.273373238811,-217.097660082,3.80756845367e-16,58,0.00637179436465,0.807910200048,183.47654653759787,-95.6974885422,0.0,0.273373238811,-148.037972716,0.449850068133,104,1.85910948123,0.620097599543,24.4689378611
-104.253095353,-0.0444314960818,-206.899387829,-5.46809192434e-16,59,0.00733311502488,0.80391104492,185.4974466709431,-97.4147820533,0.0,0.0444314960818,-149.999378453,0.450963597316,104,1.8637113982,0.622569874982,24.3645248114
-103.92843395,-0.116288233704,-205.954686696,1.94720091258e-17,60,0.00597519436669,0.819828447931,183.84582889253375,-93.3300096807,0.0,0.116288233704,-148.403508256,0.452771871295,104,1.87118450877,0.626571657484,23.7876213458
-101.864598195,-0.0699861562576,-194.728381523,-2.28994805516e-16,61,0.00790154881043,0.844418139159,182.08682915921435,-100.905522286,0.0,0.0699861562576,-144.154906969,0.455575746766,104,1.88277217284,0.632745250765,19.0862851956
-102.450169714,-0.157257635402,-212.672399532,-1.76726885899e-16,62,0.00516125882091,0.793216940632,183.63493427272388,-98.5751697317,0.0,0.157257635402,-146.313374852,0.4412573769,104,1.82359819675,0.600811580517,24.4152725401
-100.547310542,-0.0341558819905,-209.476580529,-4.67042048603e-16,63,0.00475580398876,0.785963587292,180.9890713410687,-93.7999351803,0.0,0.0341558819905,-143.201998089,0.430659488792,104,1.77979997228,0.576500982865,25.470006106
-98.1857279937,-0.0453665605198,-194.057012888,-4.60300551079e-17,64,0.00604621901985,0.776181673314,175.11344248886894,-90.1616084826,0.0,0.0453665605198,-138.938289843,0.429141592586,104,1.77352691504,0.572970171342,23.9017913866
-94.1523862457,-0.102258310879,-183.76835042,5.75284149519e-16,65,0.00740588509103,0.784001410323,170.76763997129115,-88.7529911374,0.0,0.102258310879,-131.661752437,0.41902875232,104,1.73173326299,0.54912279308,21.7466366203
-97.0671519484,-0.0884555413492,-196.799106037,1.01472469213e-16,66,0.00713345203196,0.751005443864,175.55685399679882,-89.0733871841,0.0,0.0884555413492,-137.928942115,0.42079755096,104,1.73904323259,0.553335095667,24.120275303
-96.8724110072,-0.120746521428,-195.845056285,2.76722183554e-16,67,0.00748729248595,0.746910433999,174.0318644644216,-86.9383628037,0.0,0.120746521428,-138.144619398,0.408847994378,104,1.68965892544,0.524526689298,25.5817569244
-97.2529588988,-0.127007933246,-194.785911396,2.88893282227e-16,68,0.0071341317004,0.722754734962,177.5677130655079,-88.2122297767,0.0,0.127007933246,-140.058342537,0.395178368784,104,1.63316603514,0.490520483739,28.2489937302
-96.123705799,-0.222454901953,-201.32044521,3.07954436301e-16,69,0.00637594969766,0.747839211347,175.2362582746034,-90.5129060379,0.0,0.222454901953,-138.266321465,0.385443906467,104,1.59293611751,0.465578928123,23.7088660039
-93.4472441335,-0.0648638257709,-193.233474015,-1.21315638008e-16,70,0.00634699501038,0.736133386012,172.5616921367317,-83.289325199,0.0,0.0648638257709,-133.238991264,0.37221179623,104,1.53825136065,0.430646291185,24.0406639079
-94.6460222494,-0.0185396448004,-207.692945638,1.49906285837e-16,71,0.0072494138829,0.733864022715,174.1076208198609,-88.642192339,0.0,0.0185396448004,-134.790865637,0.361674796504,103,1.49470477151,0.401928710089,26.004208094
-96.1227703983,-0.038160160457,-203.094476778,2.59043400532e-16,72,0.00668188805071,0.726424642506,176.78893535274312,-85.3137844937,0.0,0.038160160457,-137.621833166,0.36897773945,103,1.5248858728,0.421919569749,28.3908607602
-92.9842238072,-0.150827337547,-201.108510368,2.89030532462e-16,73,0.0054649296274,0.733606340398,171.97801578570628,-89.0736391394,0.0,0.150827337547,-131.968115735,0.361925362073,104,1.49574029169,0.402621262671,25.1340411322
-91.4756058946,-0.164762050635,-193.544156716,1.2700233068e-17,74,0.00666354217954,0.745209754503,170.2420850935372,-85.3590937097,0.0,0.164762050635,-129.027331873,0.37737937113,104,1.55960755947,0.44443422517,24.3322086731
-93.5286621175,-0.10090879959,-185.216343754,-5.39819398186e-16,75,0.00410210807093,0.770067124587,174.20927568402237,-89.1329929673,0.0,0.10090879959,-133.474990439,0.375933172768,104,1.55363081015,0.440594649816,20.4948988073
-96.8205942619,-0.0918115118328,-205.491836864,3.05401781341e-16,76,0.00420590504134,0.714942966831,180.54938467111555,-86.0255288171,0.0,0.0918115118328,-139.604081479,0.381123015571,104,1.57507903623,0.454305452751,28.9684850622
-91.961307767,-0.078755946999,-201.121557777,-2.24383516301e-16,77,0.00525142492895,0.725639679736,170.43153826217855,-84.4667007268,0.0,0.078755946999,-130.131090026,0.383053304525,104,1.58305640191,0.459357410023,25.0080468146
-94.4235164466,-0.0421708271619,-191.237378805,-1.43308595518e-16,78,0.0070007846512,0.753318394322,177.45597232952218,-91.9059863456,0.0,0.0421708271619,-135.383415786,0.389048982713,104,1.60783492915,0.474888509485,25.2849449178
-93.2023055277,-0.125468426787,-186.142326284,3.60197356561e-16,79,0.00460379319434,0.768868763025,176.61558316251683,-93.6392056956,0.0,0.125468426787,-134.200444462,0.382794867921,104,1.58198835286,0.458682507027,21.515262694
-91.3667490161,-0.117430352099,-182.849649394,-1.98740271071e-16,80,0.00668434510377,0.762534579607,173.1097100340507,-90.1276601817,0.0,0.117430352099,-130.592573215,0.371762260975,104,1.53639355221,0.429437820794,21.2740610755
-91.764700051,-0.0503011112227,-199.445015208,-1.311402095e-16,81,0.00617544262217,0.75060939875,171.71461360573733,-92.2859968859,0.0,0.0503011112227,-129.892539694,0.375841379605,104,1.55325145367,0.44035044585,23.2940713577
-89.8070777743,-0.0294011046485,-180.716449572,8.48662588361e-16,82,0.0095598844991,0.748283357318,169.40759127832888,-83.5026631748,0.0,0.0294011046485,-126.294419153,0.365051632365,104,1.50866032695,0.411222056336,21.1493621028
-88.8859989123,-0.0180039803581,-178.992221299,-9.96728263812e-17,83,0.0068544364141,0.757801953789,168.32263422163751,-81.6974583941,0.0,0.0180039803581,-124.992063834,0.354971828864,104,1.46700320698,0.383221685238,21.1306867223
-90.8591008144,-0.082001711119,-190.080563422,2.05896010905e-16,84,0.00407273344084,0.77909949886,174.61163679813876,-86.2700917076,0.0,0.082001711119,-129.249010168,0.344077114788,104,1.42197828052,0.352049057368,19.9519427492
-89.7599374829,-0.144658196114,-189.791627439,1.08307712182e-15,85,0.00616452778794,0.796764889811,169.29075414282778,-87.7845103069,0.0,0.144658196114,-125.504642258,0.347580144471,104,1.43645536112,0.362178524206,19.5853414086
-88.7872680768,-0.10006222766,-201.718772507,-4.12874145455e-16,86,0.00360324758829,0.751472727261,168.24096159044487,-85.1667167631,0.0,0.10006222766,-124.668242984,0.36247150125,104,1.49799733819,0.404129108184,21.1973722656
-89.7367291645,-0.0989068416357,-175.411543243,9.53282176952e-16,87,0.00423175580606,0.76158602873,167.5408570057597,-85.3849611118,0.0,0.0989068416357,-125.392647153,0.367195160848,104,1.51751895432,0.417076734362,21.5165398986
-88.723860836,-0.0464869115814,-198.406658416,4.4863810985e-16,88,0.00723392260709,0.755431087381,165.78848390682302,-85.270444497,0.0,0.0464869115814,-123.838803994,0.369853284172,104,1.52850426392,0.424289651957,21.7492110838
-88.8051575066,-0.0747206538773,-189.208811237,-8.82342068476e-16,89,0.00888996357647,0.742918454141,165.91802518122458,-84.9717905229,0.0,0.0747206538773,-124.306216559,0.364149055031,104,1.5049302173,0.408746529885,22.8552223615
-90.4292448455,-0.0931435675778,-182.143326566,-9.76869051824e-16,90,0.00693077521663,0.766288627738,166.62145161761975,-84.9417534063,0.0,0.0931435675778,-126.535893915,0.358157447654,104,1.48016851363,0.392155941857,20.5770092972
-90.3612892775,-0.0939264226046,-194.549184055,-5.81240483072e-17,91,0.00724229354004,0.729688027022,168.45621961244143,-85.7137400206,0.0,0.0939264226046,-127.425830603,0.368273034506,104,1.52197351658,0.420007858882,23.9213877635
-88.6455941541,-0.122665694033,-187.767278165,3.39970226917e-16,92,0.00517448846029,0.725072278383,166.35837300974256,-86.1829571874,0.0,0.122665694033,-124.351699972,0.353201010689,103,1.45968489118,0.378220584468,25.1984589117
-87.9640059647,-0.0652147037955,-179.041103076,5.23160182533e-18,93,0.00724771855332,0.726504902173,166.62404395842273,-85.48768918,0.0,0.0652147037955,-123.349278999,0.356561889516,104,1.47357450049,0.387691082141,23.3787551563
-88.263414183,-0.169123669659,-172.939123776,5.32393058375e-16,94,0.006772115953,0.753095085515,165.47542293533166,-82.2799694895,0.0,0.169123669659,-123.076466697,0.346398295953,104,1.4315710987,0.358772511593,20.2953225331
-87.9818645799,-0.0289851906529,-186.554964698,1.73964415498e-16,95,0.00895370852484,0.734209981792,164.7805098091022,-85.9314360955,0.0,0.0289851906529,-122.21033438,0.346011103045,104,1.42997093443,0.357654118491,23.9715698887
-88.7454707445,-0.134124327249,-208.279636605,-4.19375085251e-16,96,0.00605755377713,0.744020694427,168.7660158089718,-87.559415443,0.0,0.134124327249,-124.959543505,0.352213889726,104,1.45560538543,0.375421886548,23.3447070034
-89.3109064041,-0.0218806374015,-196.705354472,6.28873414986e-16,97,0.00566212937664,0.733698689477,169.2362808011135,-84.5342570832,0.0,0.0218806374015,-125.773492776,0.357532935121,104,1.47758757111,0.390410738326,24.3672154198
-88.5106780497,-0.117113210829,-196.047693442,1.88308634157e-16,98,0.00698534242353,0.758719501856,167.16222086831098,-84.5168333246,0.0,0.117113210829,-123.920647295,0.348899711458,104,1.44190877699,0.365967775411,22.7952420703
-87.103574197,-0.0663312117629,-175.923011762,9.9864943448e-16,99,0.00683780805595,0.758107051127,167.78163927416915,-81.969349051,0.0,0.0663312117629,-121.848033836,0.34596272923,104,1.42977101845,0.35751430449,21.3856706292
