LossAfter,dLoss,StdReturn,MeanKLBefore,NumTrajs,AverageReturn,Iteration,MaxReturn,AverageDiscountedReturn,LossBefore,Perplexity,AveragePolicyStd,MeanKL,MinReturn,Total cost,ExplainedVariance,Entropy
-0.148103065047,0.148103065047,29.0473927582,0.0,204,-149.369363718,23,-91.4900184764,-102.579351883,2.09401151188e-16,3.25304875471,0.787142564074,0.00586942336933,-236.68212691,174.2796310078569,0.74005449341,1.17959263499
-0.170145207542,0.170145207542,30.0897370413,0.0,204,-145.06523529,24,-87.5071512236,-100.882500994,-7.38457033083e-16,3.20175855671,0.774731837702,0.00641542735661,-243.513304275,170.11966497972742,0.732600804978,1.16370020783
-0.168250142317,0.168250142317,28.7254043435,0.0,204,-146.065105325,25,-88.6654117569,-101.464746224,1.82439461277e-16,3.12316345978,0.755714125154,0.00690481336331,-229.86992748,172.51062869346822,0.742775839911,1.13884641756
-0.260348541243,0.260348541243,26.8020623801,0.0,204,-141.174865498,26,-87.9955400109,-98.3919880819,-1.84601123284e-16,3.09274034429,0.748352621857,0.00988001741765,-219.207307243,168.93567338684633,0.742618832006,1.12905754071
-0.184293861087,0.184293861087,24.8112711615,0.0,204,-142.144850111,27,-90.4517815662,-98.7446138084,5.45147376853e-16,3.0953668203,0.748988152161,0.00713914894577,-225.408157861,169.2037274292449,0.748763680742,1.12990641941
-0.0642898383237,0.0642898383237,24.5823395918,0.0,204,-138.763890499,28,-90.6752480105,-97.0083988092,-3.03067485654e-16,3.02799087803,0.732685146594,0.00660949571071,-243.256665239,166.57073891212153,0.76392790589,1.10789932303
-0.00547055212063,0.00547055212063,22.6682669176,0.0,204,-140.96374627,29,-97.4343665268,-98.5893421301,-7.53099337112e-16,2.97766963367,0.720508878637,0.00759131653027,-210.202695773,168.21871691823617,0.78610478578,1.09114099247
-0.159757351021,0.159757351021,27.5916862247,0.0,204,-143.460905752,30,-92.9031654262,-99.4869725566,-2.01957673204e-16,3.11300310737,0.75325561732,0.00439259262545,-229.92756629,170.6539330746704,0.738317828079,1.13558788965
-0.00628260019348,0.00628260019348,25.4600036612,0.0,204,-141.132960749,31,-90.5309816509,-97.8490909462,-3.95289134697e-17,3.12565333674,0.756316602485,0.009961970452,-225.807803532,169.90340068240636,0.760772263219,1.13964332909
-0.138815745742,0.138815745742,28.184344572,0.0,204,-140.249213442,32,-89.8944960137,-97.5620143325,5.37033174005e-16,3.10585245781,0.751525369465,0.0077827690009,-234.524920944,168.61871011310888,0.739020639992,1.13328822128
-0.265118043,0.265118043,25.4087218874,0.0,204,-137.784963078,33,-87.0293983687,-96.8010129871,-5.44577573334e-16,3.11733707962,0.754304311727,0.00724533950207,-230.253933922,165.62980997371912,0.764134887366,1.13697913726
-0.0507944776279,0.0507944776279,23.8723090622,0.0,204,-139.275231967,34,-92.2402212527,-97.464881778,6.68424612223e-16,3.1536477064,0.763090420395,0.00664148396684,-212.260562172,167.62056430981374,0.774585081099,1.1485597849
-0.0881807301842,0.0881807301842,28.2194315081,0.0,204,-141.338047047,35,-93.2354888179,-98.2928688683,5.07366761199e-16,3.13418857728,0.758381880824,0.0058776747078,-235.888155657,170.2760037515927,0.750993316308,1.14237031356
-0.125857542764,0.125857542764,21.851654349,0.0,204,-134.357234681,36,-90.7646708273,-94.5489634861,6.03338431353e-17,3.08908989929,0.747469321035,0.00931105787166,-219.435405483,164.85913739549125,0.779215738714,1.12787651655
-0.132122839254,0.132122839254,22.7263495901,0.0,204,-136.400588715,37,-89.0237739813,-96.2372835638,2.09440604591e-16,3.10161543676,0.750500134412,0.00682534445469,-244.553253875,166.07075828763288,0.791675754699,1.13192308439
-0.0330615213756,0.0330615213756,24.2862333485,0.0,204,-133.217626956,38,-87.4916750875,-94.2380471024,2.56058161126e-16,3.01964702993,0.730666179624,0.00834494329881,-249.183571554,165.2711000809365,0.772947474683,1.10513994705
-0.22264591982,0.22264591982,26.1839444067,0.0,204,-135.783193894,39,-88.4775832357,-95.2053190031,-6.86309395377e-17,2.97551573367,0.719987697893,0.00668075726576,-261.523693597,167.9772807636811,0.762147481586,1.09041737983
-0.0825084220616,0.0825084220616,17.3193282316,0.0,204,-129.239375333,40,-85.8147884913,-92.147500148,-6.59041828966e-17,2.97562951514,0.72001522968,0.00552541245922,-175.58766717,162.61659504477467,0.817704148896,1.09045561834
-0.169933622991,0.169933622991,21.1211270459,0.0,203,-127.851804359,41,-80.0766954918,-91.4204371169,2.41726175954e-16,2.85446038927,0.690695848503,0.00450489620445,-216.492001871,161.84710899464343,0.77969891107,1.04888281974
-0.214238126083,0.214238126083,20.829198678,0.0,203,-126.684037948,42,-82.576197171,-90.4427811149,-6.11224398375e-16,2.80292310327,0.678225334069,0.00587653357439,-230.778433773,161.23495466622526,0.777976811641,1.03066283808
-0.047373633942,0.047373633942,21.3040209217,0.0,203,-129.498526427,43,-76.392948065,-91.5148219153,-5.9765050235e-16,2.68832592045,0.650496170716,0.00467267043342,-206.646880096,164.602615171212,0.760095095191,0.98891866548
-0.122626304699,0.122626304699,23.2918220142,0.0,204,-131.683095315,44,-81.2761786795,-92.7874352905,-2.94497472089e-16,2.74404341859,0.663978174109,0.00586029079883,-207.54042365,167.26814056224558,0.7510004741,1.00943253284
-0.147677225788,0.147677225788,20.179135913,0.0,204,-126.303896121,45,-83.7276517446,-89.8108918408,-3.94443556072e-16,2.80388428859,0.678457912779,0.00400239897396,-214.39996869,161.28092231025406,0.773240433119,1.03100570177
-0.0989334208702,0.0989334208702,21.8555177124,0.0,204,-128.122849807,46,-81.4834521654,-90.8099538625,2.45495321681e-16,2.7363414992,0.662114535092,0.00702613083694,-209.521287872,162.4968638141321,0.759750616506,1.00662180893
-0.162224777656,0.162224777656,20.8223688576,0.0,204,-130.92784395,47,-84.7939802779,-92.0833515505,-3.78493841402e-16,2.76331829878,0.668642130833,0.00449545528046,-214.799656603,166.8753296594891,0.767903908029,1.01643223973
-0.0139532131093,0.0139532131093,22.167775117,0.0,204,-125.831179334,48,-85.3415973486,-89.6576107827,2.26748535293e-16,2.77493492345,0.67145301392,0.00621882156547,-221.195134137,163.59883325265736,0.754185702206,1.02062729591
-0.0884215995422,0.0884215995422,20.0579040821,0.0,204,-126.61852549,49,-84.1007710298,-89.9304829969,-3.88444344482e-17,2.82997423538,0.684770916106,0.00300602230194,-188.52709147,162.91052662245866,0.773193602723,1.04026760751
-0.0247080483687,0.0247080483687,21.0325025252,0.0,204,-127.540202035,50,-82.7711410809,-90.4665660391,-1.21761224564e-17,2.77216466821,0.670782693254,0.00680156249866,-203.387620371,165.28246444396964,0.762252007036,1.01962848368
-0.00146504212028,0.00146504212028,22.8085483364,0.0,204,-128.363232431,51,-82.4631117482,-90.7069548085,-2.95346251133e-16,2.72848030627,0.660212356545,0.0067529871273,-234.421067179,166.17590462246793,0.749470734993,1.00374478983
-0.120996623668,0.120996623668,24.810496807,0.0,204,-128.60083651,52,-83.2305161507,-90.5383323935,4.15744339081e-16,2.75305635222,0.666159040189,0.00671846655017,-232.959915111,166.4841879636672,0.720282233825,1.01271169534
-0.127957317576,0.127957317576,21.2053185562,0.0,204,-130.84796456,53,-82.5465467778,-92.525570182,-6.63398666017e-16,2.73276978866,0.661250285706,0.00468096735339,-205.350161907,167.90391139875663,0.768611050875,1.00531566946
-0.205255212286,0.205255212286,19.1614618407,0.0,204,-126.493664747,54,-85.8879709755,-89.6686846041,2.06122331404e-16,2.75042435221,0.66552217324,0.00680127149641,-185.912917037,164.5938887954356,0.785480002021,1.01175520967
-0.0871653883913,0.0871653883913,20.891251125,0.0,204,-126.283651365,55,-84.9811752404,-89.6253751552,3.47335189522e-17,2.65543160625,0.642536709676,0.00454820287775,-200.532574712,164.43320051358486,0.765968813787,0.976607205042
-0.00122077881853,0.00122077881853,19.7451433383,0.0,204,-127.668829299,56,-87.4831438103,-90.4449157081,-3.70980365362e-16,2.62974669787,0.636321713784,0.00958876946913,-177.083786957,165.77278548683688,0.788563782193,0.966887528953
-0.44051736697,0.44051736697,23.7140025036,0.0,204,-131.221713498,57,-85.1069990568,-92.6096946484,-3.86692512729e-16,2.7512408397,0.665719739308,0.00711245960164,-208.603386663,168.28557013846537,0.751895223797,1.01205202435
-0.164862003718,0.164862003718,18.9190432139,0.0,204,-127.205293021,58,-84.4966625613,-90.5542713843,-2.9062901635e-16,2.74256685202,0.663620888225,0.00685436220024,-173.941080898,164.56365522997734,0.790333326306,1.00889428918
-0.166204953771,0.166204953771,18.8554696776,0.0,204,-122.861417523,59,-79.796235506,-88.4565346682,-5.40443863004e-16,2.67425090281,0.6470904285,0.00956469003721,-169.810346127,161.43094043570215,0.792089385581,0.983669304799
-0.211182971871,0.211182971871,18.2915973615,0.0,204,-125.677997238,60,-84.5913813624,-89.7504649553,2.73578456891e-16,2.7539567342,0.666376906268,0.00742317390636,-176.558129662,161.95826673234274,0.806889846584,1.01303869001
-0.110591089974,0.110591089974,18.6077353685,0.0,204,-124.873289589,61,-88.1580434992,-89.6349030992,-7.94992545289e-17,2.73371733639,0.661479564516,0.00571424893841,-171.981671891,162.4031146696092,0.797114162755,1.00566234466
-0.19005439306,0.19005439306,20.7171960341,0.0,204,-125.465233096,62,-85.4984961129,-89.5995552892,4.14598109711e-16,2.79736296525,0.676879943445,0.00651560202186,-192.332948011,162.62641327594773,0.770971122289,1.02867717529
-0.126108727786,0.126108727786,18.9986278452,0.0,204,-124.051388587,63,-83.2339414318,-89.1263041635,4.37509306997e-16,2.76135265114,0.66816650165,0.00653230712805,-168.279223738,161.24894850671933,0.770534851375,1.01572065067
-0.157962429182,0.157962429182,21.6403664728,0.0,204,-128.537813163,64,-84.0865746434,-91.4225820675,-6.57903931007e-16,2.79926041001,0.677339069529,0.0056235960442,-183.217390238,164.849463777169,0.764908395521,1.02935524301
-0.0493753193035,0.0493753193035,21.8330206866,0.0,204,-127.902837309,65,-84.434112345,-90.6351381176,2.07862693318e-16,2.8622465642,0.692579874891,0.00965309586238,-180.565139711,164.02922359744647,0.764231523052,1.05160682844
-0.252881974192,0.252881974192,21.5636888602,0.0,204,-128.764214813,66,-86.1809195244,-91.2365414505,-4.95228628611e-16,2.88870526735,0.698982106464,0.00645554352082,-190.920291511,165.1451413439524,0.766052917987,1.06080839736
-0.119100209283,0.119100209283,20.4314109411,0.0,204,-125.308153794,67,-83.8368558,-89.3758884361,3.66983325912e-17,2.8398254635,0.687154624911,0.00805215374216,-184.307616894,162.79655342287475,0.76724885939,1.04374259377
-0.26729941663,0.26729941663,20.1804853335,0.0,204,-124.996988157,68,-86.8227023153,-89.167109683,-8.39770561636e-17,2.77335236315,0.671070080658,0.00672995574766,-187.107157309,163.1594688802972,0.772343621067,1.02005682785
-0.101553745354,0.101553745354,25.0566736726,0.0,204,-132.493854398,69,-89.7844207876,-92.9520954694,-2.03741420155e-16,2.76349770607,0.668685542145,0.00533692295987,-234.428816166,169.57321036836743,0.730568716585,1.01649716221
-0.0321786845556,0.0321786845556,20.5986230285,0.0,204,-127.764334737,70,-86.0167068562,-90.5926768904,2.45714472173e-16,2.66436173303,0.644697538921,0.00599458097628,-182.579349726,166.06432860403868,0.76981474756,0.97996452913
-0.429669937246,0.429669937246,21.9594899419,0.0,204,-127.796041792,71,-85.322067285,-90.7035018527,1.87993117115e-16,2.64284702953,0.639491610529,0.00854040506801,-187.959186031,164.89782748881981,0.76578590704,0.971856756357
-0.0650013720993,0.0650013720993,21.2644154338,0.0,204,-129.146182569,72,-84.471089834,-91.2920158472,-3.25805967142e-17,2.81303339568,0.680671728848,0.00865892462355,-193.209022954,163.679625512616,0.764632700747,1.03426340135
-0.125305422911,0.125305422911,19.8150771251,0.0,204,-129.332088659,73,-92.6060834729,-91.7710293167,2.42813929467e-16,2.8614760411,0.692393430858,0.00978539112124,-230.9158593,163.10248605553946,0.773543946211,1.05133758998
-0.338535786257,0.338535786257,23.7841464579,0.0,204,-134.213079344,74,-88.4153125309,-94.4692421901,-3.17521194086e-16,2.93183700694,0.709418724741,0.00644358170455,-221.650380008,165.66714644812393,0.749655949832,1.07562919139
-0.195358001288,0.195358001288,21.8339902586,0.0,204,-132.897252457,75,-93.8098438029,-93.6632377762,1.7486861514e-16,3.0322827924,0.733723664224,0.0071915068957,-208.509579798,164.06007057999028,0.764520507666,1.10931573269
-0.0936053857867,0.0936053857867,21.6263585837,0.0,204,-129.927196314,76,-89.6279852544,-92.1319967405,8.63405412715e-17,2.96501744055,0.717447418301,0.00852938275847,-222.610391187,162.52772098397227,0.763394787694,1.08688291457
-0.181518376909,0.181518376909,23.7321245073,0.0,204,-137.610121879,77,-91.5694791231,-95.9249287725,1.38863841792e-16,2.9543320368,0.714861863415,0.00661055185739,-197.375678523,169.43122676077985,0.751737582399,1.08327258023
-0.141464419504,0.141464419504,24.1759515724,0.0,204,-134.792835388,78,-87.6794998345,-94.4931195093,2.32554267163e-16,2.9572518209,0.715568365689,0.00777913536689,-222.828149865,166.20525315996667,0.744485700145,1.08426039818
-0.0400134356747,0.0400134356747,23.6096706213,0.0,204,-134.213671111,79,-86.7506249897,-93.9112947978,6.96132759909e-16,2.87950931396,0.696756954959,0.00749485560268,-194.06356402,166.29119664934308,0.748519958736,1.05761990254
-0.223069643514,0.223069643514,24.6573457494,0.0,203,-131.863350063,80,-83.72969483,-92.2867805285,6.73668098334e-16,2.75048310179,0.665536388917,0.00719131206417,-215.929284872,166.73408883839377,0.718158013353,1.01177656963
-0.120400158643,0.120400158643,22.187464064,0.0,204,-125.597940114,81,-82.8521335812,-89.0532270008,3.54198045918e-16,2.62101744774,0.634209490807,0.0060833925874,-187.577108785,162.88523111149664,0.727223723427,0.963562581222
-0.201741809323,0.201741809323,23.4537491811,0.0,204,-128.971170837,82,-80.1370105364,-90.6095360669,2.535320443e-17,2.592813399,0.627384936698,0.00679186632777,-190.528425505,166.42044776581562,0.730477750529,0.952743540603
-0.272749055906,0.272749055906,24.7707695614,0.0,204,-128.606654307,83,-76.8961950021,-90.0904086436,-3.76677416945e-16,2.55160274999,0.617413166099,0.0067283787035,-186.199496469,167.64149885373396,0.71284926837,0.936721691135
-0.512470940361,0.512470940361,21.8065736285,0.0,203,-126.65649111,84,-82.1371673033,-89.2660197024,5.62833903662e-16,2.55344534128,0.617859019251,0.00652426728578,-193.281167505,164.89817445497064,0.737902341143,0.937443561466
-0.0589613563421,0.0589613563421,23.9220831683,0.0,204,-127.754830977,85,-82.138702498,-89.9457890455,-2.68999859482e-16,2.64910232144,0.641005208045,0.00392885444803,-205.469874754,164.50090434163144,0.721384019579,0.974220835985
-0.0972134443542,0.0972134443542,23.7513533611,0.0,204,-132.00325276,86,-87.6639356699,-92.318510158,-4.05163268425e-16,2.739541689,0.662888887338,0.00430488971798,-195.909066613,166.2971654627289,0.734673301921,1.00779063962
-0.0695124669115,0.0695124669115,27.0047533314,0.0,204,-131.68068812,87,-82.1597629165,-92.055214215,7.83130102616e-16,2.79926000965,0.677338972651,0.00449104589953,-196.098870538,165.92083501950066,0.702061206261,1.02935509998
-0.0867747583504,0.0867747583504,21.7647740781,0.0,204,-128.450435487,88,-79.9857813119,-90.4915427028,-1.60906821796e-16,2.82200549262,0.682842713647,0.00374725140668,-184.460797463,162.51671999326655,0.756244416789,1.03744779979
-0.0389303797952,0.0389303797952,22.3629108646,0.0,204,-133.10638987,89,-86.3204150931,-92.8222709871,-1.72708840248e-17,2.85718107346,0.691354174428,0.00483228991165,-185.433368649,166.73698240260387,0.767001052767,1.04983550012
-0.228447368437,0.228447368437,25.896763652,0.0,204,-136.611658997,90,-82.2712961634,-94.7409688394,-6.21344976752e-16,2.85025888402,0.689679207235,0.00763064641932,-194.323746781,170.00113044686555,0.730148502496,1.04740982666
-0.192167164283,0.192167164283,25.3662065931,0.0,204,-131.677323082,91,-84.3637436467,-91.9016862139,-1.39030949378e-16,2.85888187926,0.691765719639,0.00678779346001,-221.850594612,166.19389072913597,0.698936431391,1.05043059708
-0.0833285231933,0.0833285231933,23.6894273105,0.0,204,-132.232530405,92,-83.5170950815,-92.1087958615,1.25381688494e-16,2.73653329833,0.662160944867,0.00467944048798,-197.69744833,167.06904702293585,0.727069732888,1.00669189975
-0.0523328833115,0.0523328833115,24.4422432102,0.0,204,-129.38394427,93,-82.9761968079,-90.4413118474,-2.95571484296e-16,2.6841474723,0.64948510859,0.0048791405961,-190.114679835,165.5776638121137,0.711338933301,0.987363162572
-0.190763389791,0.190763389791,26.9340469598,0.0,204,-129.636389065,94,-79.8072294552,-90.6201665903,1.95705143141e-16,2.72595254846,0.659600713157,0.0049749551957,-203.048192494,165.3058961978815,0.68558229965,1.0028179261
-0.104887942228,0.104887942228,24.0739714882,0.0,204,-130.062900169,95,-83.1904733796,-90.755776624,8.93002188451e-16,2.71138424957,0.656075611318,0.00682683860122,-208.943383293,164.93655105366437,0.717717465068,0.99745929768
-0.0867017472095,0.0867017472095,25.4290376739,0.0,204,-135.003674879,96,-83.1065969353,-93.5037427336,3.90372845365e-16,2.73525021778,0.661850476938,0.0060851654965,-202.952809583,169.6006170946408,0.71067427537,1.006222919
-0.161768996059,0.161768996059,25.242585991,0.0,204,-135.308175468,97,-85.1485403949,-93.7495876719,3.49466582594e-16,2.79315012078,0.675860558415,0.00470181484641,-193.608623178,168.42014906527868,0.724442141708,1.02717003445
-0.29996185523,0.29996185523,26.3420357829,0.0,204,-137.246858685,98,-84.1522245261,-94.7448608422,-6.17733619019e-16,2.8442151906,0.688216810358,0.0071314817483,-207.840822386,170.17932013418596,0.721027709813,1.04528717385
-0.0237579178882,0.0237579178882,26.2269974064,0.0,204,-130.197318944,99,-85.2152846576,-91.0632294133,9.85721154102e-17,2.74911063063,0.665204291076,0.00754143256776,-197.23261749,164.67613033515988,0.672107931613,1.01127745233
